,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
56,1.2905002,2.0071244,"('impractical', 'practical')",0.95337546,1.1586063,0.030354215,0.34750664,0.7580766,1.1710792,-0.4130026
36,-1.2799611,-1.8747432,"('hostile', 'amicable')",-1.4070492,-1.5246135,0.2880432,-0.07207559,-0.7996557,-1.1571441,0.3574884
60,1.2484715,2.0408804,"('inefficient', 'efficient')",1.4226718,1.5097764,0.20713435,0.48020458,0.9594258,1.3436205,-0.3841947
39,1.2242856,1.4137174,"('exploitative', 'cooperative')",-0.123400584,-0.05396737,-0.20520043,-0.14670067,0.2985615,0.4043498,-0.1057883
6,-1.2195014,-1.8753147,"('distant', 'open')",-1.1206303,-1.0604126,0.46822158,0.40098843,-0.6239701,-0.844913,0.2209429
42,1.1263083,1.2563624,"('unreliable', 'reliable')",1.5887744,1.6796482,-2.259404,-2.2368999,0.1518929,0.2330369,-0.081144
19,-1.0349553,-1.2651279,"('inhospitable', 'hospitable')",-0.9159337,-0.88486385,-0.1871356,-0.15196343,-0.7126749,-0.7673184,0.0546435
31,-1.0314226,-1.4681914,"('evil', 'good')",-1.7116135,-1.6939218,-1.2874092,-1.432833,-1.3434819,-1.5316486,0.1881667
16,-1.0211425,-1.1181267,"('unpopular', 'popular')",-1.0444051,-0.9549681,0.32963634,0.31161425,-0.578637,-0.5871602,0.0085232
86,-1.0154909,-0.75110275,"('uninfluential', 'influential')",0.33836666,0.19816214,-0.08784077,-0.12707359,-0.2549884,-0.2266714,-0.028317
85,-1.0062639,-1.7447166,"('insignificant', 'prestigious')",-0.183539,-0.1939888,0.3940044,0.25003558,-0.2652662,-0.56289,0.2976238
35,-0.94136935,-1.3983979,"('corrupt', 'incorrupt')",-2.0452652,-1.8912724,-0.30258355,-0.49108636,-1.096406,-1.2602523,0.1638463
28,-0.9408889,-0.9154125,"('disloyal', 'loyal')",-0.029183818,0.06371131,0.89610386,1.0710472,-0.0246563,0.0731153,-0.0977716
53,-0.9248023,-0.882543,"('uncreative', 'creative')",0.5691941,0.585514,1.059949,1.0649341,0.2347803,0.2559684,-0.0211881
81,0.91454875,1.5057809,"('submissive', 'aggressive')",1.8184631,1.7352687,-0.52614605,-0.37266266,0.7356219,0.9561291,-0.2205072
70,0.87181115,1.1688614,"('lethargic', 'energetic')",1.6435562,1.670469,0.9525447,1.1171738,1.1559707,1.3188348,-0.1628641
8,-0.8497115,-1.3799208,"('unaffectionate', 'affectionate')",-0.36870226,-0.46196857,0.513248,0.53605574,-0.2350552,-0.4352779,0.2002227
73,0.82779324,0.7538393,"('helpless', 'self-reliant')",0.078698054,0.07308009,-3.108909,-3.1695065,-0.7341392,-0.7808623,0.0467231
2,0.8221635,1.0009861,"('unlikable', 'likable')",1.8044891,1.9637713,0.81123865,0.8799734,1.1459638,1.281577,-0.1356132
52,-0.8174342,-1.4013021,"('irrational', 'rational')",-1.2184148,-1.1884766,-0.3095774,-0.37737364,-0.7818089,-0.9890508,0.2072419
51,-0.8079225,-0.5056851,"('uneducated', 'educated')",0.8217749,0.7550991,0.4564709,0.5050355,0.1567744,0.2514832,-0.0947088
30,0.7867708,1.0964414,"('intolerant', 'tolerant')",1.9104968,2.001724,1.1740571,1.3489828,1.2904415,1.4823828,-0.1919413
1,-0.7644123,-1.0313778,"('unfriendly', 'friendly')",0.45061815,0.3010148,1.5428433,1.4945647,0.4096831,0.2547339,0.1549492
62,0.73194766,1.2948941,"('incompetent', 'brilliant')",1.0054501,1.3166645,0.13076907,0.50778896,0.6227223,1.0397824,-0.4170601
21,0.7258735,1.379994,"('immoral', 'moral')",0.57475615,0.5578569,-0.6764034,-0.62061226,0.2080754,0.4390796,-0.2310042
79,-0.72566867,-1.1443393,"('wavering', 'unwavering')",-1.4647012,-1.3945944,-0.1688179,-0.23436561,-0.7863959,-0.9244332,0.1380373
44,0.7130412,0.9139851,"('prejudiced', 'unprejudiced')",-0.831464,-0.8305112,-1.4890658,-1.557365,-0.5358295,-0.491297,-0.0445325
76,0.7110378,1.0734863,"('anxious', 'daring')",1.143186,1.0997432,0.23210067,0.29892117,0.6954415,0.8240503,-0.1286088
26,-0.7030575,-0.96833944,"('hardhearted', 'benevolent')",1.6475133,1.654215,1.51529,1.538027,0.8199153,0.7413009,0.0786144
68,-0.6874837,-0.42357984,"('dependent', 'independent')",-0.84955215,-0.8322798,-0.38549125,-0.4512029,-0.6408424,-0.5690208,-0.0718216
82,-0.6649385,-0.33441,"('poor', 'rich')",1.0160363,1.1565564,5.460102,5.870173,1.9370666,2.2307731,-0.2937065
11,0.60353667,0.81838757,"('unhelpful', 'helpful')",-0.0703946,0.06593775,2.0661929,2.3180892,0.866445,1.0674715,-0.2010265
43,0.5921902,0.97506,"('irresponsible', 'responsible')",0.52901584,0.6417242,0.55891484,0.7830789,0.5600403,0.7999544,-0.2399141
49,-0.5900467,-0.23498246,"('unable', 'able')",-0.9724035,-0.76832616,-0.4318601,-0.124090046,-0.6647701,-0.3757996,-0.2889705
78,-0.577849,-0.418873,"('nonresilient', 'resilient')",0.36103708,0.29345545,0.26897,0.28084016,0.017386,0.0518075,-0.0344215
5,-0.57774013,-1.0700003,"('distant', 'outgoing')",-0.89524555,-0.808997,-0.075860485,-0.09845504,-0.5162821,-0.6591508,0.1428687
71,-0.5774404,-0.6677952,"('diffident', 'self-confident')",0.9526666,1.0552151,0.5018453,0.5903249,0.2923572,0.3259149,-0.0335577
24,0.55066925,0.6928975,"('dishonest', 'honest')",-0.06832369,-0.049651235,0.5246714,0.66736287,0.3356723,0.4368697,-0.1011974
12,0.51110876,0.44136173,"('unsupportive', 'supportive')",0.71660644,0.73179895,-1.1820263,-1.2110682,0.0152297,-0.0126358,0.0278655
77,0.50636864,1.126747,"('unmotivated', 'motivated')",1.1461016,1.0858272,-0.76477766,-0.7956271,0.2958975,0.4723157,-0.1764182
25,-0.4417846,-0.72122955,"('egoistic', 'altruistic')",0.6738565,0.5591102,1.6022531,1.4285984,0.6114417,0.4221597,0.189282
67,0.42968732,0.47482455,"('doubtful', 'determined')",0.6803026,0.7958536,-0.46317458,-0.326119,0.2156051,0.3148531,-0.099248
58,-0.42838323,-0.5063394,"('undiscriminating', 'discriminating')",0.8167914,0.7947481,0.053202145,-0.009285836,0.1472034,0.093041,0.0541624
83,-0.42454207,-0.36686787,"('powerless', 'powerful')",0.5982985,0.7621889,-0.78753823,-0.72084075,-0.2045939,-0.1085066,-0.0960873
88,-0.41420528,-0.54816544,"('low', 'eminent')",0.13165034,0.15576401,0.12943697,0.15004711,-0.0510393,-0.0807848,0.0297455
66,-0.4083988,-0.5730288,"('inactive', 'active')",0.7436112,0.68757254,1.1861897,1.042927,0.507134,0.3858236,0.1213104
22,0.40034956,0.645351,"('untrustworthy', 'trustworthy')",-0.007600057,0.053582508,-0.8364052,-0.7651955,-0.1478852,-0.0220873,-0.1257979
9,-0.39862972,-0.6878768,"('unaffectionate', 'caring')",0.5644374,0.48151827,1.169466,1.2855057,0.4450912,0.3597157,0.0853755
32,0.38885656,0.80295,"('unkind', 'kind')",0.85846335,0.8391432,0.91164964,1.0657767,0.7196565,0.9026233,-0.1829668
57,-0.37782487,-0.386828,"('unimaginative', 'imaginative')",0.058545247,0.03966257,-1.9951982,-2.1274142,-0.7714926,-0.8248599,0.0533673
18,-0.3742332,-0.32149148,"('disagreeable', 'welcoming')",0.0043145716,0.07816015,-0.2191276,-0.23329195,-0.1963487,-0.1588744,-0.0374743
45,-0.33535373,-0.09313382,"('incompetent', 'competent')",0.2952892,0.509519,-0.37991303,-0.23312917,-0.1399925,0.0610853,-0.2010778
54,-0.3179472,-0.36497235,"('incapable', 'capable')",0.3576436,0.37316576,0.6414407,0.8725985,0.2270457,0.2935973,-0.0665516
41,0.31506154,0.35363963,"('unforgiving', 'forgiving')",0.098826535,0.24522921,0.38153172,0.32325017,0.2651399,0.307373,-0.0422331
13,0.30348587,0.9541583,"('impolite', 'polite')",0.6424849,0.62727886,0.14260906,0.3860359,0.36286,0.6558243,-0.2929643
59,-0.3026751,-0.889644,"('foolish', 'wise')",-0.37646982,-0.33385012,0.46167925,0.47508466,-0.0724886,-0.2494698,0.1769812
80,0.2775863,0.7808754,"('dominated', 'dominating')",0.5699473,0.5479185,-1.2197787,-1.135126,-0.1240817,0.064556,-0.1886377
50,-0.24124649,-0.48461556,"('clumsy', 'skillful')",-0.041411508,0.0003547063,0.19968466,0.22426328,-0.0276578,-0.0866659,0.0590081
