,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
69,-0.22853407,-0.48184717,"('lazy', 'industrious')",-0.07336879,-0.024459887,-0.4178197,-0.5132805,-0.2399075,-0.3398625,0.099955
63,0.22636743,0.26270133,"('unperceptive', 'insightful')",1.8150704,1.785526,1.2939154,1.3923739,1.1117845,1.1468671,-0.0350826
34,-0.22283961,-0.113003254,"('mean', 'honorable')",0.09175625,0.11866728,5.7951875,6.019212,1.8880347,2.0082919,-0.1202572
75,0.19961102,-0.002532348,"('meek', 'impulsive')",-0.4051596,-0.2936688,-0.18890925,-0.22980896,-0.1314859,-0.1753367,0.0438508
64,0.1978297,0.31878415,"('shy', 'confident')",0.9377847,1.00023,-5.7269006,-5.877625,-1.5304287,-1.519537,-0.0108917
33,0.18274395,0.080650136,"('wrong', 'right')",0.2800762,0.13931333,-0.48152858,-0.59581643,-0.0062361,-0.1252843,0.1190482
40,0.18145686,0.031335115,"('stingy', 'generous')",0.60936123,0.5453546,-1.0802999,-1.2794358,-0.0964939,-0.2342487,0.1377548
29,-0.18103483,-0.21705487,"('unfair', 'fair')",-0.7570639,-0.54881066,-0.6669734,-0.70315933,-0.5350241,-0.489675,-0.0453491
84,0.17385834,0.19500586,"('inferior', 'superior')",0.03662373,0.13782957,0.74333936,0.77047896,0.3179405,0.3677715,-0.049831
0,-0.15823339,0.2489469,"('unsociable', 'sociable')",0.18371281,0.14689368,-0.1825091,-0.21072084,-0.0523432,0.0617066,-0.1140498
27,0.15021136,-0.03202175,"('hardhearted', 'softhearted')",0.27201927,0.058499787,1.2263156,1.1508381,0.5495154,0.3924387,0.1570767
14,0.12615949,0.86099744,"('antisocial', 'social')",1.880386,2.118585,-0.68026763,-0.40988702,0.4420927,0.8565652,-0.4144725
65,0.12564236,0.77901214,"('insecure', 'secure')",0.60911846,0.59971833,-0.22112979,-0.052715436,0.1712103,0.442005,-0.2707947
87,0.12537491,0.3707121,"('unsuccessful', 'successful')",0.6863276,0.7566225,0.48739806,0.6769292,0.4330335,0.6014213,-0.1683878
72,-0.117125615,-0.0928952,"('unambitious', 'ambitious')",0.35577464,0.30443382,-1.1738832,-0.937165,-0.3117447,-0.2418755,-0.0698692
3,-0.10736902,0.14373231,"('repellent', 'pleasant')",0.7302114,0.6409733,0.255377,0.18715067,0.2927398,0.3239521,-0.0312123
23,-0.10502267,0.17289115,"('insincere', 'sincere')",0.38727,0.41238973,5.159025,5.54138,1.8137576,2.0422203,-0.2284627
55,0.10434364,0.71507615,"('incompetent', 'clever')",0.48542386,0.47894716,0.045711335,0.118458375,0.2118263,0.4374939,-0.2256676
7,-0.10281297,0.2230994,"('insensitive', 'sensitive')",0.88539857,0.83823717,0.6692019,0.7692029,0.4839292,0.6101798,-0.1262506
38,-0.099912,-0.2860719,"('untruthful', 'truthful')",-0.38115278,-0.3097323,0.23907673,0.31956488,-0.0806627,-0.0920798,0.0114171
61,0.07179874,0.36058146,"('illogical', 'logical')",0.22586443,0.29802656,0.25465965,0.30912867,0.1841076,0.3225789,-0.1384713
4,-0.056396455,-0.40759224,"('disliked', 'liked')",-0.3794599,-0.19641414,-5.5513616,-5.794578,-1.9957393,-2.1328615,0.1371222
48,-0.047931418,0.37097275,"('unintelligent', 'intelligent')",-0.17241979,-0.28234765,0.45829588,0.43840638,0.0793149,0.1756772,-0.0963623
20,-0.025789544,0.12717439,"('rough', 'thoughtful')",0.12232999,0.1487666,1.1683215,1.0134367,0.4216206,0.4297926,-0.008172
15,0.02494859,-0.29313135,"('boring', 'funny')",-1.265636,-1.1757696,0.2733933,0.31183156,-0.3224314,-0.3856898,0.0632584
37,0.02359138,0.018611997,"('fake', 'genuine')",0.1465963,0.1074153,0.50112784,0.5342229,0.2237719,0.2200834,0.0036885
46,0.017063417,0.7658205,"('uncompetitive', 'competitive')",1.4362751,1.411399,-0.17522673,-0.111856245,0.4260373,0.6884544,-0.2624171
10,0.016470613,0.60698354,"('unsympathetic', 'sympathetic')",0.4870229,0.31968328,-0.024716152,0.124688335,0.1595925,0.3504517,-0.1908592
17,0.007946961,0.10260921,"('nasty', 'nice')",-1.116015,-1.0063858,-0.41975406,-0.4273801,-0.509274,-0.4437189,-0.0655551
74,0.004320156,0.037675668,"('undedicated', 'dedicated')",0.033228807,0.15002653,0.027667109,0.04843626,0.0217387,0.0787128,-0.0569741
47,-0.002314821,0.268962,"('stupid', 'smart')",0.64482915,0.85666955,5.094136,5.4725785,1.9122168,2.1994034,-0.2871866
