,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
34,-0.5185149,-0.41466546,"('mean', 'honorable')",0.013332091,0.10930758,5.7739806,5.842271,1.756266,1.8456376,-0.0893716
12,0.5002792,0.5053934,"('unsupportive', 'supportive')",0.4450234,0.59059334,-1.5510751,-1.6795405,-0.2019242,-0.1945179,-0.0074063
3,0.464597,0.27488437,"('repellent', 'pleasant')",0.22797719,0.07948155,0.109143764,-0.1510602,0.2672393,0.0677686,0.1994707
22,0.460662,0.281987,"('untrustworthy', 'trustworthy')",-0.22528619,-0.30976748,-0.83227617,-0.97241205,-0.1989668,-0.3333975,0.1344307
52,-0.45614538,-0.40585792,"('irrational', 'rational')",-0.41170746,-0.4368117,0.22506256,0.17857057,-0.2142634,-0.2213663,0.0071029
86,-0.4555302,-0.5861663,"('uninfluential', 'influential')",-0.058423236,-0.18688697,-0.17604461,-0.321977,-0.2299993,-0.3650101,0.1350108
43,0.43399158,0.3323865,"('irresponsible', 'responsible')",-0.28841615,-0.2148408,0.2910225,0.26593623,0.1455326,0.1278273,0.0177053
73,0.42676976,0.59094113,"('helpless', 'self-reliant')",0.32364643,0.37099,-3.0208619,-2.9713266,-0.7568153,-0.6697985,-0.0870168
46,0.41479442,0.058911934,"('uncompetitive', 'competitive')",0.55261093,0.36680064,-0.54795283,-0.8311161,0.1398175,-0.1351345,0.274952
57,-0.4109673,-0.6940266,"('unimaginative', 'imaginative')",0.81082773,0.6565005,-2.0368187,-2.356144,-0.5456528,-0.79789,0.2522372
84,0.37308124,0.263251,"('inferior', 'superior')",0.43902564,0.3931819,0.7846458,0.6772376,0.5322509,0.4445568,0.0876941
75,-0.34323946,-0.20311633,"('meek', 'impulsive')",-0.035188496,-0.04516656,-0.33826372,-0.25394088,-0.2388972,-0.1674079,-0.0714893
72,0.33842057,0.4145709,"('unambitious', 'ambitious')",-0.9527985,-0.8235353,-1.4557927,-1.2119652,-0.6900569,-0.5403099,-0.149747
27,-0.31837457,-0.22749476,"('hardhearted', 'softhearted')",0.39984074,0.59595716,0.93219066,0.90339273,0.3378856,0.4239517,-0.0860661
51,0.31415686,0.13251528,"('uneducated', 'educated')",-0.38374946,-0.49666536,0.26663002,0.27605176,0.0656791,-0.0293661,0.0950452
20,0.31045946,0.20831391,"('rough', 'thoughtful')",0.804898,0.8042236,0.82609516,0.72129315,0.6471509,0.5779436,0.0692073
24,-0.26714757,-0.2616266,"('dishonest', 'honest')",-1.6669064,-1.5457553,0.34153304,0.43478784,-0.5308403,-0.4575313,-0.073309
61,0.26187035,0.24171111,"('illogical', 'logical')",0.36063507,0.4005396,0.11734085,0.040202342,0.2466154,0.2274843,0.0191311
17,-0.25097713,-0.18421422,"('nasty', 'nice')",-1.0812643,-1.0473714,-0.5123237,-0.46373472,-0.6148551,-0.5651068,-0.0497483
11,0.24683307,0.25628617,"('unhelpful', 'helpful')",0.8312024,0.93184453,1.911,2.0236158,0.9963452,1.0705822,-0.074237
29,0.24516551,0.14044042,"('unfair', 'fair')",-1.2500621,-1.2888765,-0.661283,-0.8535138,-0.5553932,-0.6673166,0.1119234
58,-0.2447232,-0.30002862,"('undiscriminating', 'discriminating')",0.041433267,-0.039999228,-0.35694155,-0.4317668,-0.1867438,-0.2572649,0.0705211
33,0.2284627,0.19287443,"('wrong', 'right')",0.0008462183,0.012924202,-0.2773311,-0.3873854,-0.0160074,-0.0605289,0.0445215
45,0.20491025,0.07402149,"('incompetent', 'competent')",-0.6960106,-0.72565866,-0.4780726,-0.6476598,-0.3230577,-0.433099,0.1100413
68,0.19285655,0.08884275,"('dependent', 'independent')",-0.16271257,-0.23295642,-0.42274565,-0.5324015,-0.1308672,-0.2255051,0.0946379
48,-0.18041906,-0.22032708,"('unintelligent', 'intelligent')",0.85336834,0.9000763,0.7809338,0.7044075,0.4846277,0.4613856,0.0232421
77,0.17308502,-0.11219834,"('unmotivated', 'motivated')",1.092144,0.8379868,-0.7567817,-0.9151421,0.1694824,-0.0631179,0.2326003
47,-0.17189153,-0.14517877,"('stupid', 'smart')",0.94078016,0.9924752,5.166897,5.237625,1.9785951,2.0283073,-0.0497122
2,0.16127571,0.16519311,"('unlikable', 'likable')",0.09594199,0.06715746,0.71511793,0.72027034,0.3241119,0.3175403,0.0065716
74,0.15561385,0.18968432,"('undedicated', 'dedicated')",0.16068462,0.274509,0.1544518,0.1270108,0.1569168,0.1970681,-0.0401513
23,-0.14150134,-0.118940935,"('insincere', 'sincere')",-0.24185383,-0.037056692,4.862103,4.981504,1.4929159,1.6085021,-0.1155862
10,0.13329902,-0.21126501,"('unsympathetic', 'sympathetic')",-0.63950306,-0.69990796,-0.5749777,-0.7262438,-0.3603939,-0.5458056,0.1854117
59,0.12676063,0.15153024,"('foolish', 'wise')",0.120594256,0.056497715,0.45445156,0.43266994,0.2339355,0.213566,0.0203695
87,0.10211222,0.0019916221,"('unsuccessful', 'successful')",0.38408402,0.26803312,0.6722288,0.5677954,0.3861417,0.2792734,0.1068683
37,0.098555654,-0.07677739,"('fake', 'genuine')",-0.12619945,-0.27003425,0.052783877,-0.013904387,0.00838,-0.1202387,0.1286187
15,0.060807116,0.18225646,"('boring', 'funny')",0.054829575,0.17453387,0.5460938,0.61224097,0.2205768,0.3230104,-0.1024336
32,0.054158702,0.097128905,"('unkind', 'kind')",-0.04196301,0.16990954,0.68085456,0.82822514,0.2310168,0.3650879,-0.1340711
18,-0.05069677,-0.059770957,"('disagreeable', 'welcoming')",0.1938485,0.2252728,-0.2563814,-0.28618523,-0.0377432,-0.0402278,0.0024846
83,-0.044854075,-0.10203645,"('powerless', 'powerful')",-0.13371792,-0.18756264,-1.1259382,-1.1030738,-0.4348367,-0.4642243,0.0293876
40,-0.033172235,-0.17067112,"('stingy', 'generous')",0.055459995,0.0405278,-1.4971858,-1.7030411,-0.4916327,-0.6110615,0.1194288
41,0.031643484,0.010930302,"('unforgiving', 'forgiving')",-0.7716951,-0.76239234,0.5073415,0.3261888,-0.07757,-0.1417577,0.0641877
69,0.029137038,0.19654736,"('lazy', 'industrious')",0.73542124,0.8167064,-0.010790784,0.055112455,0.2512558,0.3561221,-0.1048663
13,0.026087627,-0.03797499,"('impolite', 'polite')",-0.11158924,-0.060156967,-0.19535759,-0.24187219,-0.0936197,-0.1133347,0.019715
44,0.02126385,0.18998945,"('prejudiced', 'unprejudiced')",-0.33184618,-0.33620653,-1.0296167,-0.98641896,-0.446733,-0.3775454,-0.0691876
49,-0.018819615,0.058390997,"('unable', 'able')",0.7745566,0.9046906,0.36341155,0.35099682,0.3730495,0.4380262,-0.0649767
50,0.015663937,-0.011739145,"('clumsy', 'skillful')",0.08024056,0.09328991,0.10442539,0.11464814,0.0667766,0.0653996,0.001377
