,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.8498703,-1.6187302,"('unfriendly', 'friendly')",0.08570951,0.28021893,1.6103557,1.5859318,-0.0512684,0.0824735,-0.1337419
60,1.846713,1.8271871,"('inefficient', 'efficient')",1.3082597,1.4110339,0.023947185,0.12910949,1.0596399,1.1224434,-0.0628035
36,-1.6097682,-1.4680963,"('hostile', 'amicable')",-0.80631864,-0.7970513,0.56003153,0.4527396,-0.618685,-0.604136,-0.014549
39,1.5782975,1.4960742,"('exploitative', 'cooperative')",0.6955242,0.77885175,0.11774689,0.120872214,0.7971896,0.7985994,-0.0014098
79,-1.4712467,-1.4158909,"('wavering', 'unwavering')",-1.5989834,-1.5323428,-0.25423422,-0.19853549,-1.1081548,-1.048923,-0.0592318
67,1.3675916,1.4777359,"('doubtful', 'determined')",0.185309,0.19438347,-0.58806884,-0.50635016,0.3216106,0.3885897,-0.0669791
55,1.3335425,1.059875,"('incompetent', 'clever')",0.6199156,0.50064546,-0.050462633,-0.24004798,0.6343318,0.4401575,0.1941743
56,1.2948549,1.3515925,"('impractical', 'practical')",0.12084788,0.21989745,-0.21895741,-0.111004494,0.3989151,0.4868285,-0.0879134
19,-1.2947507,-1.095186,"('inhospitable', 'hospitable')",-1.0477712,-0.96736133,-0.19144009,-0.10992718,-0.844654,-0.7241581,-0.1204959
31,-1.2716118,-1.1327579,"('evil', 'good')",-0.6127449,-0.63230926,-0.9211241,-0.9943982,-0.9351603,-0.9198217,-0.0153386
42,1.2233131,1.0957067,"('unreliable', 'reliable')",-1.1485293,-1.1166394,-2.7379239,-2.8372874,-0.8877134,-0.95274,0.0650266
62,1.1940632,1.2591836,"('incompetent', 'brilliant')",0.820956,0.90890414,-0.10562737,-0.0070349667,0.6364639,0.7203509,-0.083887
14,1.0687292,0.83883184,"('antisocial', 'social')",0.59833723,0.48284465,-0.7418561,-0.8476378,0.3084034,0.1580129,0.1503905
26,-1.0668159,-0.94976896,"('hardhearted', 'benevolent')",0.63321537,0.73533493,1.5441973,1.6256942,0.370199,0.47042,-0.100221
8,-0.99985963,-0.8914344,"('unaffectionate', 'affectionate')",-0.33211085,-0.20189261,0.41541886,0.4920495,-0.3055172,-0.2004259,-0.1050913
25,-0.99498874,-0.9951366,"('egoistic', 'altruistic')",0.37838602,0.33779287,1.3713745,1.3710152,0.2515906,0.2378905,0.0137001
5,-0.9902022,-0.65413165,"('distant', 'outgoing')",-0.5883243,-0.3745189,0.044397842,0.19741572,-0.5113762,-0.2770783,-0.2342979
78,-0.9778415,-1.1756244,"('nonresilient', 'resilient')",1.421251,1.2735327,0.37476858,0.1772856,0.2727261,0.0917313,0.1809948
53,-0.9665725,-1.0003524,"('uncreative', 'creative')",1.1055546,1.1566244,1.1564193,1.067995,0.4318004,0.408089,0.0237114
85,-0.9560946,-0.8758739,"('insignificant', 'prestigious')",0.29249853,0.19400376,0.60410625,0.5910882,-0.0198299,-0.0302607,0.0104308
66,-0.89978516,-0.9957769,"('inactive', 'active')",-0.719016,-0.86859465,0.8266979,0.68595594,-0.2640344,-0.3928052,0.1287708
88,-0.8976277,-0.8288266,"('low', 'eminent')",0.28801686,0.44028825,-0.15533203,0.015037367,-0.254981,-0.1245003,-0.1304807
64,0.8958963,0.7096933,"('shy', 'confident')",-0.22738087,-0.51329345,-5.464533,-5.7128215,-1.5986725,-1.8388073,0.2401348
54,-0.87043667,-0.7789457,"('incapable', 'capable')",0.24135864,0.2908452,1.0838722,1.1606357,0.1515981,0.2241784,-0.0725803
81,0.8419363,0.70047927,"('submissive', 'aggressive')",0.8271603,0.7700372,-0.7435309,-0.6764135,0.3085219,0.264701,0.0438209
6,-0.82082516,-0.5773622,"('distant', 'open')",-0.77624303,-0.53224206,0.584051,0.69223464,-0.3376724,-0.1391232,-0.1985492
35,-0.8174609,-0.7102659,"('corrupt', 'incorrupt')",-0.69355446,-0.64108616,-0.25667873,-0.19414125,-0.5892314,-0.5151644,-0.074067
4,-0.81394565,-0.76971143,"('disliked', 'liked')",-0.64888555,-0.6928404,-5.587529,-5.65746,-2.3501202,-2.3733374,0.0232172
80,0.80932176,0.4938559,"('dominated', 'dominating')",-0.019273426,-0.14468175,-1.5395195,-1.5542275,-0.2498237,-0.4016844,0.1518607
70,0.75903547,0.6124433,"('lethargic', 'energetic')",0.2947963,0.2645555,0.4845663,0.43450555,0.5127994,0.4371681,0.0756313
9,-0.7568513,-0.6500219,"('unaffectionate', 'caring')",-0.01646058,0.13761121,1.25033,1.3280985,0.159006,0.2718959,-0.1128899
71,0.7317002,0.79627395,"('diffident', 'self-confident')",0.83988756,0.91419387,0.74185663,0.67330146,0.7711481,0.7945898,-0.0234417
7,0.6809083,0.43611965,"('insensitive', 'sensitive')",0.62300235,0.71018237,0.37209088,0.27086046,0.5586672,0.4723875,0.0862797
38,-0.65832204,-0.50995773,"('untruthful', 'truthful')",-1.011302,-0.9037572,-0.21865319,-0.09424289,-0.6294258,-0.5026526,-0.1267732
21,0.65733206,0.36764514,"('immoral', 'moral')",0.59159136,0.38048264,-0.8247703,-1.0335997,0.1413844,-0.0951573,0.2365417
28,-0.63434964,-0.74804413,"('disloyal', 'loyal')",0.03475853,0.11940534,0.9834437,0.9928137,0.1279508,0.1213916,0.0065592
63,0.6304317,0.58938104,"('unperceptive', 'insightful')",0.45616063,0.4608873,0.7987822,0.6730159,0.6284582,0.5744281,0.0540301
65,0.62502253,0.35628054,"('insecure', 'secure')",-0.08187848,-0.1501162,-0.35626832,-0.43789726,0.0622919,-0.0772443,0.1395362
0,-0.61749554,-0.7232355,"('unsociable', 'sociable')",-0.3314423,-0.35467467,-0.22674167,-0.34684598,-0.3918931,-0.4749187,0.0830256
82,-0.61448646,-0.5231218,"('poor', 'rich')",0.5225578,0.6404627,5.805045,5.9155703,1.9043722,2.0109704,-0.1065982
30,0.5805174,0.5556965,"('intolerant', 'tolerant')",1.6762961,1.6968352,0.9035734,0.992148,1.0534623,1.0815598,-0.0280975
76,0.5776811,0.42125666,"('anxious', 'daring')",0.5178149,0.44894323,0.02348679,0.067401186,0.3729942,0.3125337,0.0604605
16,-0.5691418,-0.5558509,"('unpopular', 'popular')",-0.34453174,-0.4021888,0.6759412,0.6010127,-0.0792441,-0.119009,0.0397649
