,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
7,-1.2252123,-1.2883087,"('insensitive', 'sensitive')",-0.31486097,-0.55225784,0.18423374,-0.1678622,0.9543988,0.75963914,-0.1003602,-0.3121974,0.2118372
40,-1.2235787,-1.116858,"('stingy', 'generous')",-0.3788712,-0.59956217,-0.40767574,-0.65527123,-1.0476774,-1.5422964,-0.7644508,-0.978497,0.2140462
28,-1.2061183,-1.4112822,"('disloyal', 'loyal')",-1.4993451,-1.7874432,-1.069388,-1.5409575,0.79509354,0.6692484,-0.7449394,-1.0176085,0.2726691
69,1.1997128,0.87054133,"('lazy', 'industrious')",1.6487933,1.3197634,1.3770136,1.1386817,-0.06331116,-0.53785646,1.0405521,0.6977825,0.3427696
41,-1.196316,-0.7929563,"('unforgiving', 'forgiving')",-0.7084856,-0.603993,-0.043953076,-0.01766319,0.10576914,-0.08557252,-0.4607464,-0.3750463,-0.0857001
85,1.1821854,0.65222967,"('insignificant', 'prestigious')",-1.0695533,-1.5525709,-1.5273403,-1.7904577,0.8656898,0.4005419,-0.1372546,-0.5725642,0.4353096
23,-1.1745925,-1.0827157,"('insincere', 'sincere')",-0.95708567,-0.8226517,0.09911805,0.01712118,5.3916674,5.710985,0.8397768,0.9556848,-0.115908
59,1.1694233,0.9504104,"('foolish', 'wise')",0.2789561,-0.09155504,-0.628311,-0.7870684,0.1935309,0.0069405744,0.2533998,0.0196819,0.2337179
55,-1.1560234,-1.032172,"('incompetent', 'clever')",-0.9984088,-0.94526464,-0.34848362,-0.46784934,-0.009494599,0.04190824,-0.6281026,-0.6008444,-0.0272582
14,-1.0901963,-0.7626662,"('antisocial', 'social')",-0.15396802,0.41473383,1.2015263,1.4228983,-0.5769464,-0.27816883,-0.1548961,0.1991993,-0.3540954
27,-1.0875497,-1.3698595,"('hardhearted', 'softhearted')",-0.6812422,-1.22855,-0.38495293,-0.8971415,1.4992484,0.9006919,-0.1636241,-0.6487147,0.4850906
16,-1.0603698,-1.154792,"('unpopular', 'popular')",0.012509154,-0.14323373,-0.7965632,-0.71085757,0.52595,0.3673308,-0.3296185,-0.4103881,0.0807696
70,-1.0395027,-0.90084636,"('lethargic', 'energetic')",-0.18491904,-0.13661215,0.42065132,0.14438714,0.8016268,0.7962105,-0.0005359,-0.0242152,0.0236793
53,-0.9981387,-1.1158607,"('uncreative', 'creative')",-0.9173219,-1.2007755,-0.67384773,-0.89306146,1.1175097,0.8496562,-0.3679496,-0.5900103,0.2220607
0,-0.98865205,-0.9386628,"('unsociable', 'sociable')",-1.1811229,-1.2040813,-0.36242822,-0.53081,-0.5438442,-0.58260465,-0.7690119,-0.8140396,0.0450277
73,0.9800894,1.1441195,"('helpless', 'self-reliant')",0.14434114,0.25886655,-0.52846575,-0.535485,-3.2096016,-3.3693562,-0.6534092,-0.6254638,-0.0279454
45,-0.97309315,-0.69571865,"('incompetent', 'competent')",-0.38507915,-0.20702833,0.007782083,-0.04655587,-0.15012771,-0.0874501,-0.3751295,-0.2591882,-0.1159413
61,-0.9698043,-0.9387647,"('illogical', 'logical')",-0.56227446,-0.8673512,-0.43371245,-0.794507,0.14778093,-0.13788809,-0.4545026,-0.6846278,0.2301252
65,-0.9231628,-0.7282271,"('insecure', 'secure')",-0.22465032,-0.11243706,0.9213151,0.8776128,-0.5781622,-0.2977534,-0.2011651,-0.0652012,-0.1359639
22,-0.89829636,-0.81413364,"('untrustworthy', 'trustworthy')",-0.7868256,-0.71727425,-0.12017698,-0.17555544,-1.0585266,-1.135619,-0.7159564,-0.7106456,-0.0053108
19,0.869728,0.8899953,"('inhospitable', 'hospitable')",-0.68494105,-0.8436838,-1.3740542,-1.4066473,-0.14734511,-0.3191088,-0.3341531,-0.4198612,0.0857081
49,-0.8479325,-0.6349082,"('unable', 'able')",-0.8942669,-0.7673731,-1.1157564,-1.0099543,-0.6481207,-0.5365426,-0.8765191,-0.7371946,-0.1393245
62,-0.82096165,-0.4964427,"('incompetent', 'brilliant')",-0.79090977,-0.39646226,-0.50464237,-0.40573582,-0.40447527,0.099625364,-0.6302472,-0.2997539,-0.3304933
87,0.74786675,0.7159477,"('unsuccessful', 'successful')",0.6016132,0.53665745,0.43907464,0.26585642,0.758309,0.6306846,0.6367159,0.5372865,0.0994294
58,-0.6843617,-0.730405,"('undiscriminating', 'discriminating')",-0.41194206,-0.626873,-0.5747183,-0.97062224,0.26416647,0.0035178587,-0.3517139,-0.5810956,0.2293817
79,0.66981465,0.4729651,"('wavering', 'unwavering')",-0.04265308,-0.09989553,-1.1300089,-1.0421569,0.022117753,-0.077245906,-0.1201824,-0.1865833,0.0664009
33,0.6627748,0.42534623,"('wrong', 'right')",0.4487129,-0.034221232,-0.028346326,-0.3464769,-0.34779936,-0.72848266,0.1838355,-0.1709586,0.3547941
88,-0.6414306,-0.7111783,"('low', 'eminent')",-0.64060855,-0.40171853,-0.14929183,-0.11159837,-0.04562425,0.14165483,-0.3692388,-0.2707101,-0.0985287
30,-0.59164107,-0.35314748,"('intolerant', 'tolerant')",-0.3973572,-0.1046244,0.8241242,1.0133495,0.84576625,1.0786536,0.170223,0.4085578,-0.2383348
20,-0.5899987,-0.6448869,"('rough', 'thoughtful')",-0.17487802,-0.34816164,0.35405064,0.053721875,0.95726794,0.81466717,0.1366105,-0.0311649,0.1677754
75,0.5850166,0.88649994,"('meek', 'impulsive')",0.31963608,0.82419264,-0.81142265,-0.46010178,-0.443858,-0.13604428,-0.087657,0.2786366,-0.3662936
5,0.5701717,0.4950314,"('distant', 'outgoing')",-0.61037505,-0.7286327,-1.3833269,-1.4563912,-0.4272466,-0.5219801,-0.4626942,-0.5529932,0.090299
13,-0.5696782,-0.46131098,"('impolite', 'polite')",0.18080623,0.13625412,1.2053467,1.1250634,-0.32092515,-0.35009128,0.1238874,0.1124788,0.0114086
11,-0.5458595,-0.43819955,"('unhelpful', 'helpful')",-1.1336057,-0.8788799,-0.4688641,-0.50840956,1.3054031,1.4821976,-0.2107316,-0.0858229,-0.1249087
18,-0.5393973,-0.38197738,"('disagreeable', 'welcoming')",-0.2813944,-0.26432526,-0.55189234,-0.33725378,-0.17328238,-0.41277936,-0.3864916,-0.3490839,-0.0374077
52,0.49477455,0.11013617,"('irrational', 'rational')",-0.661121,-0.9979335,-1.636213,-1.7525829,0.06527777,-0.31746966,-0.4343204,-0.7394625,0.3051421
66,0.43441963,0.38731033,"('inactive', 'active')",0.7393284,0.60240114,-0.1614879,-0.36176002,0.9417744,0.57205063,0.4885086,0.3000005,0.1885081
84,0.42040867,0.2816847,"('inferior', 'superior')",0.34694436,0.058566287,-0.116867535,-0.34169608,0.79961103,0.6957797,0.3625242,0.1735836,0.1889406
82,-0.41642073,-0.005273495,"('poor', 'rich')",0.31248698,0.5582814,0.7243231,0.89603066,6.0466824,6.4870563,1.666768,1.9840237,-0.3172557
47,-0.4102389,-0.2884594,"('stupid', 'smart')",-0.35837236,-0.17578787,0.68884873,0.6286151,4.843822,5.110626,1.1910149,1.3187485,-0.1277336
54,-0.38562796,-0.3849082,"('incapable', 'capable')",-0.70669377,-0.6314471,-0.9961943,-0.98221284,0.93992007,1.1646935,-0.287149,-0.2084686,-0.0786804
8,0.38243565,0.15171286,"('unaffectionate', 'affectionate')",-1.7355391,-2.0210266,-2.1809733,-2.4035966,0.7780351,0.66702694,-0.6890104,-0.9014708,0.2124604
26,0.3713795,0.37971053,"('hardhearted', 'benevolent')",1.068669,0.8869402,1.1089706,0.960109,1.707297,1.6258229,1.064079,0.9631456,0.1009334
34,-0.3667655,-0.60771465,"('mean', 'honorable')",-0.219282,-0.28026807,0.23675266,0.098134294,5.669736,5.6369996,1.3301103,1.2117878,0.1183225
56,-0.3588778,-0.061508074,"('impractical', 'practical')",-0.036148008,0.2810101,0.7956021,0.88174105,-1.0117551,-0.6387824,-0.1527947,0.1156152,-0.2684099
67,0.33863205,0.64818573,"('doubtful', 'determined')",0.55694616,1.0188495,0.46675643,0.8341084,-0.735841,-0.29124802,0.1566234,0.5524739,-0.3958505
17,-0.3350195,-0.5067089,"('nasty', 'nice')",-0.39868462,-0.620729,-0.013601359,-0.10464751,-0.68798023,-0.8348911,-0.3588214,-0.5167441,0.1579227
72,-0.32924616,-0.3036059,"('unambitious', 'ambitious')",-1.3107251,-1.1269802,-0.41947508,-0.46938607,-0.97950333,-0.57437545,-0.7597374,-0.6185869,-0.1411505
36,0.32127184,0.1002568,"('hostile', 'amicable')",0.1621038,-0.17344105,-0.97092533,-1.0782467,0.37462288,0.025853537,-0.0282317,-0.2813944,0.2531627
78,0.31725183,-0.12954436,"('nonresilient', 'resilient')",-0.6679642,-1.1144127,-0.89622504,-1.2187103,0.22409308,0.0048512295,-0.2557111,-0.614454,0.3587429
50,0.30938953,0.06708564,"('clumsy', 'skillful')",0.5627706,0.21641448,0.28278852,0.036716457,0.39628163,0.22311047,0.3878076,0.1358318,0.2519758
6,0.29531366,0.29755723,"('distant', 'open')",-0.5923233,-0.9064914,-1.0808346,-1.3415625,0.33981583,0.12585272,-0.2595071,-0.456161,0.1966539
15,-0.27689254,-0.035100143,"('boring', 'funny')",0.8373812,0.897549,0.7365738,0.8965414,0.52685404,0.5379779,0.4559791,0.5742421,-0.118263
71,0.27500588,0.050769676,"('diffident', 'self-confident')",-0.31716704,-0.69652116,-0.37862352,-0.6645151,0.39935523,0.13685727,-0.0053574,-0.2933523,0.2879949
51,-0.27221322,-0.17369355,"('uneducated', 'educated')",-0.44742557,-0.4205031,0.047213078,-0.0026588272,0.22320622,0.1989661,-0.1123049,-0.0994724,-0.0128325
2,0.22728062,0.5149346,"('unlikable', 'likable')",0.46417433,0.7766399,0.36922672,0.7055828,0.18805148,0.44843113,0.3121833,0.6113971,-0.2992138
42,-0.22440268,0.1778799,"('unreliable', 'reliable')",0.2553769,0.30187425,0.1780658,0.101720676,-3.064797,-3.1894176,-0.7139392,-0.6519857,-0.0619535
63,-0.20210576,-0.28723466,"('unperceptive', 'insightful')",-1.0890836,-1.1897188,-0.38916537,-0.7940775,0.8778443,0.7446724,-0.2006276,-0.3815896,0.180962
64,-0.19798389,-0.07776585,"('shy', 'confident')",-0.5614912,-0.37114578,-0.7942213,-0.83424455,-7.050489,-7.0046015,-2.1510463,-2.0719395,-0.0791068
80,0.19571438,0.37998202,"('dominated', 'dominating')",-0.2908398,-0.08519903,0.42080125,0.35195068,-1.4434959,-1.282088,-0.279455,-0.1588386,-0.1206164
68,-0.19491443,-0.48822322,"('dependent', 'independent')",-0.5531517,-0.770347,-0.84231037,-1.0256076,-0.62384903,-0.9471117,-0.5535564,-0.8078223,0.2542659
44,-0.19197182,0.16659223,"('prejudiced', 'unprejudiced')",0.27484328,0.6455641,0.26288512,0.6931516,-1.5643574,-1.4453523,-0.3046502,0.0149889,-0.3196391
31,0.16551048,-0.20880146,"('evil', 'good')",-0.335563,-0.6770337,-1.0659207,-1.272506,-0.57068163,-1.0455507,-0.4516637,-0.8009729,0.3493092
12,0.16060592,0.07795018,"('unsupportive', 'supportive')",-1.7651389,-1.9331703,-1.2815566,-1.5677769,-1.9908159,-2.1944153,-1.2192264,-1.4043531,0.1851267
74,0.14593208,0.092269644,"('undedicated', 'dedicated')",-0.4035831,-0.4232602,-0.1392183,-0.35215777,0.09010436,0.061818406,-0.0766912,-0.1553325,0.0786413
9,-0.12842953,-0.40411693,"('unaffectionate', 'caring')",-1.6378672,-2.0323138,-1.4906769,-1.9018058,1.1550994,1.0015246,-0.5254686,-0.834178,0.3087094
4,0.12710662,0.28266796,"('disliked', 'liked')",-0.6065206,-0.49436247,-1.2812587,-1.0517368,-6.3278008,-6.546084,-2.0221183,-1.9523787,-0.0697396
37,0.12284539,-0.11792219,"('fake', 'genuine')",0.32197142,0.010870542,-0.28942892,-0.6263952,0.5088182,0.2998621,0.1660515,-0.1083962,0.2744477
29,0.12186769,-0.011812175,"('unfair', 'fair')",-0.9646031,-1.0794015,-1.5670897,-1.5042005,-0.4035755,-0.65661037,-0.7033501,-0.8130062,0.1096561
38,-0.12150103,-0.06321287,"('untruthful', 'truthful')",-1.4359379,-1.3730106,-0.89543617,-1.0034788,-0.35791475,-0.29206258,-0.7026975,-0.6829412,-0.0197563
43,-0.11870475,0.054101504,"('irresponsible', 'responsible')",-1.3547343,-1.1156157,-0.5117885,-0.5418097,0.35175025,0.6615777,-0.4083693,-0.2354366,-0.1729327
83,-0.082163714,-0.15535143,"('powerless', 'powerful')",-0.7418572,-0.6582354,-1.4247081,-1.4683065,-1.1408418,-1.1048461,-0.8473927,-0.8466848,-0.0007079
39,-0.032854524,-0.13813435,"('exploitative', 'cooperative')",0.36121207,0.18365279,0.41350645,0.2524976,-0.05484763,-0.06185995,0.1717541,0.059039,0.1127151
25,-0.023028024,-0.41923407,"('egoistic', 'altruistic')",0.06416216,-0.27436697,0.048619334,-0.23809852,1.5933982,1.2930796,0.4207879,0.090345,0.3304429
