,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
37,-0.9333296,-0.73936045,"('fake', 'genuine')",0.45544222,0.5255483,-0.3577698,-0.28695777,-0.22703604,-0.207866,0.21583827,0.19616717,-0.169371,-0.1024938,-0.0668772
45,-0.871739,-0.8575603,"('incompetent', 'competent')",-1.1370394,-0.71820205,-2.1692195,-1.9221089,-2.225734,-1.8862554,-0.6284039,-0.717785,-1.406427,-1.2203823,-0.1860447
21,-0.8604448,-0.73858464,"('immoral', 'moral')",-0.7826296,-0.56182355,-1.6498755,-1.41515,-3.7453494,-3.7085862,-1.0870297,-1.1085722,-1.6250658,-1.5065434,-0.1185224
66,0.8587246,0.84675074,"('inactive', 'active')",0.6261662,0.72488207,1.9319912,2.094566,0.72528994,0.8737754,1.1791139,1.1829729,1.0642571,1.1445894,-0.0803323
75,-0.8462428,-0.7251025,"('meek', 'impulsive')",0.16284938,0.21778756,0.6939539,0.6834915,1.7850704,1.8657933,-0.13182706,0.05112682,0.3327608,0.4186193,-0.0858585
82,-0.7764162,-0.83220166,"('poor', 'rich')",-1.3645263,-1.0647928,-1.5682863,-1.4584459,-2.0546834,-2.0300834,4.8076186,4.7489133,-0.1912587,-0.1273221,-0.0639366
60,-0.7650776,-0.68706006,"('inefficient', 'efficient')",-0.55608845,-0.23550126,-2.535481,-2.216733,-3.2471917,-2.9805524,-0.31176245,-0.028922502,-1.4831203,-1.2297538,-0.2533665
16,-0.72797203,-0.500422,"('unpopular', 'popular')",0.22115572,0.1869714,0.8397477,0.97893935,0.009253327,-0.13458812,0.1002395,0.30829442,0.0884848,0.167839,-0.0793542
77,-0.72213507,-0.47393656,"('unmotivated', 'motivated')",-1.1776737,-0.82439816,-1.2368088,-1.051413,-1.5089194,-1.3336436,-1.0029256,-0.9257442,-1.1296925,-0.921827,-0.2078655
68,-0.70347667,-0.7767317,"('dependent', 'independent')",-0.53744304,-0.37595117,-1.0450587,-0.93197423,-0.5988691,-0.44603255,-0.40584952,-0.63431716,-0.6581394,-0.6330014,-0.025138
31,-0.70305675,-0.57184553,"('evil', 'good')",-0.9158965,-1.1329529,1.6075169,1.4252332,2.8711615,2.577671,-0.85589784,-0.9179789,0.4007654,0.2760254,0.12474
61,-0.70005375,-0.693795,"('illogical', 'logical')",-0.036697216,0.29602295,-0.27361017,-0.11079593,-0.3459209,-0.29277417,0.15042043,-0.05683814,-0.2411723,-0.1716361,-0.0695362
87,0.6975693,0.71390045,"('unsuccessful', 'successful')",0.9798423,1.037207,1.8169718,1.9234779,0.112589,0.103667326,1.3105303,1.2967608,0.9835005,1.0150026,-0.0315021
35,0.6971999,0.70189697,"('corrupt', 'incorrupt')",0.9551537,0.65831244,2.1758235,2.061164,3.8960707,3.6481965,0.0805172,0.011965498,1.560953,1.416307,0.144646
47,-0.6777074,-0.4687413,"('stupid', 'smart')",-1.1100662,-0.9783161,-0.690667,-0.4454159,-1.7673815,-1.5935689,4.26506,4.2794523,0.0038476,0.158682,-0.1548344
46,0.63694775,0.47588938,"('uncompetitive', 'competitive')",-0.10232364,0.27122614,-1.2013938,-0.96178156,-3.2265756,-3.0604722,-0.13825423,-0.23042092,-0.8063199,-0.7011118,-0.1052081
83,0.60928476,0.5198526,"('powerless', 'powerful')",0.09256441,0.27246776,-0.1891407,-0.0022320077,-0.30304417,-0.32799843,-0.9222029,-0.7386871,-0.1425077,-0.0553194,-0.0871883
73,0.5835442,0.75160426,"('helpless', 'self-reliant')",0.9068157,1.0000802,1.3663934,1.3662479,0.2326076,0.3113776,-2.745325,-2.4417188,0.0688072,0.1975182,-0.128711
34,-0.5812819,-0.4368947,"('mean', 'honorable')",-1.8744248,-1.7878637,-0.9831035,-0.72712797,0.3263432,0.5381916,5.3870053,5.262136,0.4549077,0.5696882,-0.1147805
1,0.5681207,0.14811341,"('unfriendly', 'friendly')",-1.0720448,-1.2725569,-0.33188078,-0.35857937,1.3059344,0.98159957,1.8124036,1.711773,0.4565066,0.2420699,0.2144367
65,-0.54661465,-0.4742882,"('insecure', 'secure')",-1.101509,-0.8665534,-1.4826705,-1.3572482,-2.942498,-2.6886165,-0.5544044,-0.53731364,-1.3255392,-1.184804,-0.1407352
39,0.54061484,0.5362346,"('exploitative', 'cooperative')",0.504316,0.29170913,-0.8313921,-0.7033773,1.1368945,1.2040815,0.26044378,0.29099753,0.3221754,0.3239291,-0.0017537
36,0.5197471,0.3321997,"('hostile', 'amicable')",0.062791035,-0.2074146,1.9201994,1.827997,3.0553958,2.809993,0.3723837,0.18264678,1.1861033,0.9890843,0.197019
76,-0.47736666,-0.29836273,"('anxious', 'daring')",0.16421402,0.6261478,-0.13138641,0.19395421,-1.9571679,-1.444366,-0.18966834,0.046538275,-0.5182751,-0.1752177,-0.3430574
57,-0.4609561,-0.707495,"('unimaginative', 'imaginative')",-1.4404846,-1.1939225,-1.9704708,-2.0108337,-3.5127647,-3.3698456,-2.2256808,-2.3474355,-1.9220715,-1.9259064,0.0038349
69,0.4545712,0.54506296,"('lazy', 'industrious')",1.4471953,1.1081084,2.7716236,2.7834933,3.0913315,2.8761187,-0.10368718,-0.036401425,1.5322069,1.4552764,0.0769305
33,0.44854674,0.37692806,"('wrong', 'right')",1.1956009,1.0138417,1.6707121,1.5083545,1.1844201,1.0136868,-0.3314681,-0.37515935,0.8335624,0.7075304,0.126032
86,0.43873963,0.20986027,"('uninfluential', 'influential')",-0.68938524,-0.3686041,-1.8112274,-1.7258713,-1.8535945,-1.7287322,-0.34986582,-0.548079,-0.8530666,-0.8322853,-0.0207813
11,-0.42869765,-0.59079087,"('unhelpful', 'helpful')",-1.3497206,-1.264946,-2.955924,-2.769631,-2.2616262,-2.2022831,1.968852,1.9466347,-1.0054234,-0.9762033,-0.0292201
19,-0.41400903,-0.4705161,"('inhospitable', 'hospitable')",-0.4169645,-0.41115314,0.06488045,-0.1138518,1.4594822,1.4946452,0.17859282,0.058470167,0.1743964,0.1115189,0.0628775
14,-0.40911365,-0.34340066,"('antisocial', 'social')",-0.36810705,-0.19856404,-1.0923234,-0.8172119,-2.108932,-2.1459422,-0.851397,-0.8458246,-0.9659746,-0.8701887,-0.0957859
62,0.40308085,0.46520045,"('incompetent', 'brilliant')",-0.655302,-0.03953159,-2.7527282,-2.4087546,-2.3081167,-1.9532007,-0.11495749,0.16318552,-1.0856047,-0.7546202,-0.3309845
27,-0.39496335,-0.6056562,"('hardhearted', 'softhearted')",-1.7185954,-1.707384,-1.8873093,-1.6697359,-0.17907485,-0.20319705,1.2118832,0.9193538,-0.5936119,-0.6533239,0.059712
7,-0.3882378,-0.4080982,"('insensitive', 'sensitive')",-0.11501324,-0.022502594,-2.4660542,-2.2204168,-1.255427,-1.1195502,0.37924153,0.40743983,-0.7690982,-0.6726256,-0.0964726
15,-0.37215653,-0.5629436,"('boring', 'funny')",-0.02904467,-0.2976126,0.81901455,0.75715125,0.38666323,0.23439142,0.16024543,0.09172807,0.1929444,0.0445429,0.1484015
63,0.36734778,0.22698827,"('unperceptive', 'insightful')",-1.0668849,-0.69907284,-0.81122124,-0.53636426,-1.6150753,-1.4597536,1.5121686,1.6141939,-0.322733,-0.1708017,-0.1519313
48,-0.35950392,-0.3074438,"('unintelligent', 'intelligent')",-1.7367836,-1.6171168,-2.0501132,-1.9233501,-2.7334254,-2.7162147,0.13150042,0.121182024,-1.3496651,-1.2885886,-0.0610765
59,0.34889257,0.20521459,"('foolish', 'wise')",0.58122283,0.5619057,1.3556159,1.3831588,0.7861715,0.5375386,0.69871825,0.699199,0.7541242,0.6774033,0.0767209
2,0.34795347,0.67633283,"('unlikable', 'likable')",-0.17729954,-0.122564375,1.2102717,1.3851554,0.8193259,0.8943998,0.62347937,0.8623207,0.5647462,0.7391289,-0.1743827
51,-0.3334676,-0.23783627,"('uneducated', 'educated')",-0.24258375,0.015061699,-1.0058362,-0.9977412,-2.7013469,-2.49298,0.66237384,0.5520156,-0.7241722,-0.632296,-0.0918762
74,0.31977934,0.43909216,"('undedicated', 'dedicated')",-0.02745359,0.38877532,-0.5845117,-0.43674907,-0.40563548,-0.20235856,0.29047292,0.31044123,-0.0814697,0.0998402,-0.1813099
81,-0.27540466,-0.30244124,"('submissive', 'aggressive')",-0.34033632,-0.2232846,-2.0647206,-1.8804419,-3.6263447,-3.4435127,-1.0875592,-0.9361332,-1.4788732,-1.3571628,-0.1217104
25,0.2727961,0.27057442,"('egoistic', 'altruistic')",-0.33269185,-0.5533771,1.1333741,1.072857,1.6693304,1.5108646,1.0262798,1.0217597,0.7538177,0.6645358,0.0892819
64,0.23546977,0.035176028,"('shy', 'confident')",-0.31619284,-0.20147678,-0.02970983,0.15745413,-0.8800188,-0.7168187,-5.2475533,-4.9922643,-1.247601,-1.143586,-0.104015
23,-0.22906663,-0.2522081,"('insincere', 'sincere')",-0.86007655,-0.64965063,-2.5508814,-2.3595617,-1.1203809,-0.96706295,4.861412,4.8356066,0.0202013,0.1214247,-0.1012234
5,0.2171343,-0.074818194,"('distant', 'outgoing')",-0.0013173157,-0.0043814927,1.4358547,1.2630215,2.9902785,2.937856,-0.058936074,0.054324135,0.9166028,0.8352004,0.0814024
80,0.21578737,0.20178221,"('dominated', 'dominating')",0.6256106,0.8629124,-0.8918114,-0.91567683,-2.2345953,-1.9907243,-1.3179475,-1.3177338,-0.7205913,-0.6318881,-0.0887032
10,0.21406823,-0.015057401,"('unsympathetic', 'sympathetic')",-1.6288394,-1.2018319,-3.5914557,-3.419783,-4.080403,-3.8014119,-0.44598022,-0.54836243,-1.906522,-1.7972895,-0.1092325
70,-0.20686065,-0.181318,"('lethargic', 'energetic')",-1.2477738,-0.75786686,-2.0533216,-1.7688682,-2.6150248,-2.2547348,0.26992303,0.41237468,-1.1706116,-0.9100826,-0.260529
17,0.19018649,0.047224455,"('nasty', 'nice')",-1.0334793,-1.155401,0.19532627,0.22709352,0.65356296,0.54338974,-0.52544355,-0.639205,-0.1039694,-0.1953797,0.0914103
78,0.17898977,0.050348926,"('nonresilient', 'resilient')",0.4019964,0.75941837,-0.28661302,-0.09933426,-0.29335088,-0.20892173,1.093921,1.0803226,0.2189886,0.3163668,-0.0973782
67,0.17671001,0.49734664,"('doubtful', 'determined')",0.22236025,0.35591114,-0.0953421,0.063903034,0.9063085,0.96558,-0.49975964,-0.21174233,0.1420554,0.3341997,-0.1921443
24,0.16321966,0.06894101,"('dishonest', 'honest')",-0.7560786,-0.69133675,-1.7544131,-1.6649857,-0.7624386,-0.5942638,0.31846842,0.26156366,-0.5582484,-0.5240163,-0.0342321
58,0.15300086,0.21091186,"('undiscriminating', 'discriminating')",-0.71682787,-0.62442577,-0.16877547,-0.18548286,-0.5968985,-0.50941104,0.23187497,0.180013,-0.2195252,-0.1856789,-0.0338463
56,0.12469344,0.15044296,"('impractical', 'practical')",-0.78766084,-0.35615295,-2.5148692,-2.1879134,-1.7179204,-1.4927204,-0.36032757,-0.19781631,-1.051217,-0.816832,-0.234385
41,-0.115183204,0.050209343,"('unforgiving', 'forgiving')",-1.9173957,-1.8271027,-1.0947015,-0.85395926,-0.31112805,-0.3310266,-0.009133238,0.060971692,-0.6895084,-0.5801815,-0.1093269
0,-0.10528213,-0.12179573,"('unsociable', 'sociable')",-1.4816477,-1.3705794,-1.9057704,-1.7037413,-1.9455954,-1.8102968,-0.806578,-0.8558017,-1.2489747,-1.172443,-0.0765317
53,0.0942984,-0.19410594,"('uncreative', 'creative')",-0.84042317,-0.58444554,-0.08242507,-0.028565556,-0.528322,-0.35472405,0.85786384,0.8470489,-0.0998016,-0.0629584,-0.0368432
55,-0.08509979,-0.04257416,"('incompetent', 'clever')",-1.2441008,-0.8883852,-2.4382849,-2.2706628,-4.4500456,-4.0950584,-0.6800646,-0.7493152,-1.7795191,-1.6091991,-0.17032
13,0.06666255,0.22824584,"('impolite', 'polite')",-0.80091864,-0.61421835,-1.883071,-1.5185012,-2.1830933,-2.0710251,-0.40184063,-0.39866656,-1.0404522,-0.874833,-0.1656192
54,-0.06642334,-0.09268966,"('incapable', 'capable')",0.0046007633,0.07536994,-0.3797822,-0.23558779,1.3036438,1.4067825,1.1301743,1.1904632,0.3984426,0.4688676,-0.070425
28,0.06090996,-0.33099335,"('disloyal', 'loyal')",-0.15749349,-0.05640298,-1.0420089,-0.9906937,-1.3590347,-1.457226,0.41451535,0.19133219,-0.4166224,-0.5287968,0.1121744
42,-0.059476435,-0.08385687,"('unreliable', 'reliable')",-0.26721585,0.44840118,0.25694096,0.55471283,-1.4937491,-1.143481,-2.6623814,-2.3262198,-0.8451763,-0.5100887,-0.3350876
79,-0.039361898,-0.10796064,"('wavering', 'unwavering')",0.47126228,0.5983162,1.5529912,1.5154414,1.4366163,1.4300416,0.25659898,0.26205042,0.7356214,0.7395778,-0.0039564
88,-0.03884893,-0.19492239,"('low', 'eminent')",-1.2839614,-1.3862075,-0.8124161,-0.78107727,-1.507047,-1.645352,0.17093092,0.17839395,-0.6942685,-0.765833,0.0715645
6,0.03628947,-0.28644475,"('distant', 'open')",0.7790635,0.9897395,1.2999359,1.2320316,2.3739152,2.4125285,0.29764512,0.3464807,0.9573699,0.9388671,0.0185028
38,-0.031234682,-0.21607606,"('untruthful', 'truthful')",-0.03371899,0.12552077,-1.2338853,-1.1490675,-0.036332384,-0.0024093864,0.20043409,0.45158094,-0.2269475,-0.1580902,-0.0688573
20,0.030753754,0.21809895,"('rough', 'thoughtful')",-1.5139219,-1.3508624,0.10652265,0.14354746,-0.67130727,-0.6268181,1.141664,1.0905647,-0.1812577,-0.1050939,-0.0761638
43,0.023816958,-0.036411002,"('irresponsible', 'responsible')",-0.75135046,-0.19168073,-2.7336743,-2.2310119,-1.5118893,-1.2238535,0.27375686,0.39982983,-0.9398681,-0.6566255,-0.2832426
4,0.020648845,-0.16195185,"('disliked', 'liked')",-0.59110355,-0.49220395,1.2081721,1.1583836,1.101133,1.0644399,-5.0591993,-4.920471,-0.6640698,-0.6703607,0.0062909
32,0.004117649,-0.13893947,"('unkind', 'kind')",-0.42124525,-0.3915479,-1.7189674,-1.4966841,-1.3562422,-1.5174229,0.8157195,0.83656895,-0.5353235,-0.5416051,0.0062816
18,-0.0037551522,-0.01686626,"('disagreeable', 'welcoming')",-1.4761893,-1.4474491,0.67712337,0.8567635,-0.5785456,-0.5933142,-0.5844936,-0.5045897,-0.3931721,-0.3410911,-0.052081
