,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
26,2.163483,1.7489245,"('hardhearted', 'benevolent')",-0.30870146,-0.47412747,1.2312167,1.175425,0.8250693,0.46016932,1.7122083,1.5691209,1.1246552,0.8959024,0.2287528
29,-1.9539499,-2.108088,"('unfair', 'fair')",-0.19480118,-0.013972349,-0.626916,-0.6612608,-0.21042344,-0.16868517,-0.6411521,-0.81894875,-0.7254485,-0.754191,0.0287425
12,1.7050118,1.6181126,"('unsupportive', 'supportive')",-0.03339242,0.33037272,-1.0161744,-0.561509,-0.38806424,-0.0784543,-0.9650285,-0.8305433,-0.1395296,0.0955957,-0.2351253
9,1.6039335,1.2356741,"('unaffectionate', 'caring')",0.18636297,0.09735559,-0.48913223,-0.46829307,0.6092709,0.54423285,0.945106,0.92083704,0.5711082,0.4659613,0.1051469
71,1.5961602,1.3934523,"('diffident', 'self-confident')",0.771002,0.9393545,-0.023520205,0.29553422,2.7142055,2.6421716,0.8848616,0.9944574,1.1885418,1.252994,-0.0644522
22,-1.4913075,-1.4905223,"('untrustworthy', 'trustworthy')",-1.5185707,-1.3909715,-1.2355107,-1.2001688,-1.7199203,-1.7445531,-1.0381291,-1.1327031,-1.4006876,-1.3917837,-0.0089039
85,1.4583832,1.2324461,"('insignificant', 'prestigious')",0.24597478,0.32015914,1.9555248,2.031108,2.8007414,2.7099555,1.1254535,1.1893235,1.5172155,1.4965984,0.0206171
52,-1.1995497,-1.286316,"('irrational', 'rational')",-0.18933235,-0.49366334,1.3841068,1.3579698,1.6020069,1.462288,0.04659871,-0.06666477,0.3287661,0.1947227,0.1340434
49,-1.1960436,-1.1594782,"('unable', 'able')",-1.349533,-1.1141295,-1.3065717,-1.104722,-0.5694945,-0.4306033,-0.40146506,-0.30533737,-0.9646215,-0.822854,-0.1417675
40,1.1825235,1.0835387,"('stingy', 'generous')",-0.7347188,-0.5557253,-0.70557666,-0.53640467,-0.6474369,-0.4714527,-1.2223424,-1.2021662,-0.4255103,-0.336442,-0.0890683
3,-1.1112674,-1.0881292,"('repellent', 'pleasant')",-0.19128136,-0.20178172,-0.49405968,-0.69041926,-1.6751231,-1.5226527,-0.12193119,-0.19274437,-0.7187325,-0.7391455,0.020413
50,-1.098033,-1.0116217,"('clumsy', 'skillful')",1.3011289,1.4844899,2.3910918,2.4008372,0.5762967,0.53365916,0.892936,0.93866956,0.8126841,0.8692068,-0.0565227
44,-1.0792022,-0.88273054,"('prejudiced', 'unprejudiced')",-0.6094709,-0.54042184,-0.2476632,-0.31806117,-0.7070049,-0.67912936,-1.4371893,-1.2285751,-0.816106,-0.7297836,-0.0863224
30,-1.0462967,-0.8001619,"('intolerant', 'tolerant')",-1.6724373,-1.4889375,-2.3977146,-2.221087,-2.6096423,-2.4103928,0.5102274,0.61112,-1.4431726,-1.2618917,-0.1812809
8,1.0403632,0.6155056,"('unaffectionate', 'affectionate')",-0.74825126,-1.0508765,0.09628881,0.05275324,1.5264286,1.4362125,0.57189524,0.56474,0.4973449,0.323667,0.1736779
72,1.013444,0.9161673,"('unambitious', 'ambitious')",-0.4067279,-0.13086535,-0.86890763,-0.8498362,-0.8348637,-0.6980428,-0.96205705,-0.77096325,-0.4118225,-0.306708,-0.1051145
84,0.95508426,0.90196365,"('inferior', 'superior')",0.61519974,0.78884333,0.43795726,0.439239,-0.07069581,0.14848813,1.0617713,1.0510405,0.5998633,0.6659149,-0.0660516
