,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-0.46092322,-0.71032566,"('irrational', 'rational')",-0.4003985,-0.53636324,-0.4306608,-0.6233444,0.1926836
24,0.46080595,0.63368803,"('dishonest', 'honest')",0.7535044,0.8099347,0.6071552,0.7218114,-0.1146562
3,-0.4361623,-0.40286508,"('repellent', 'pleasant')",0.08221547,0.13361545,-0.1769734,-0.1346248,-0.0423486
51,-0.43161428,-0.4357006,"('uneducated', 'educated')",0.5312872,0.624976,0.0498365,0.0946377,-0.0448012
8,0.42826545,0.354625,"('unaffectionate', 'affectionate')",1.0093814,0.81562066,0.7188234,0.5851228,0.1337006
18,-0.41825885,-0.3467422,"('disagreeable', 'welcoming')",-0.32719803,-0.40712962,-0.3727284,-0.3769359,0.0042075
84,0.4122856,0.4665031,"('inferior', 'superior')",0.86636615,0.9160837,0.6393259,0.6912934,-0.0519675
38,0.4051144,0.3687434,"('untruthful', 'truthful')",0.19919175,0.27829856,0.3021531,0.323521,-0.0213679
50,-0.38862288,-0.33415365,"('clumsy', 'skillful')",0.2687666,0.33887738,-0.0599281,0.0023619,-0.06229
28,0.38760948,0.11649946,"('disloyal', 'loyal')",0.93675596,0.7510018,0.6621827,0.4337506,0.2284321
22,0.38492054,0.4722197,"('untrustworthy', 'trustworthy')",-0.81869096,-0.8582193,-0.2168852,-0.1929998,-0.0238854
57,-0.365403,-0.3173703,"('unimaginative', 'imaginative')",-2.8927078,-2.7236257,-1.6290554,-1.520498,-0.1085574
20,0.34356594,0.4213743,"('rough', 'thoughtful')",0.9336146,1.0220683,0.6385903,0.7217213,-0.083131
53,0.32673872,0.6442873,"('uncreative', 'creative')",0.548539,0.44562593,0.4376388,0.5449566,-0.1073178
55,0.31476018,0.31992948,"('incompetent', 'clever')",0.18023944,0.17501499,0.2474998,0.2474722,2.76e-05
5,-0.3080492,-0.14089303,"('distant', 'outgoing')",-0.09304102,-0.14189243,-0.2005451,-0.1413927,-0.0591524
70,0.2990081,0.44059002,"('lethargic', 'energetic')",0.39730486,0.5140993,0.3481565,0.4773447,-0.1291882
6,-0.28769618,-0.054666467,"('distant', 'open')",0.35606325,0.20493138,0.0341835,0.0751325,-0.040949
43,0.27433255,0.5033445,"('irresponsible', 'responsible')",0.4584996,0.51871216,0.3664161,0.5110283,-0.1446122
83,-0.2705233,-0.2735917,"('powerless', 'powerful')",-0.8735009,-1.0313553,-0.5720121,-0.6524734,0.0804613
59,-0.26987588,-0.36254016,"('foolish', 'wise')",0.33841386,0.31225428,0.034269,-0.0251429,0.0594119
17,-0.26937237,-0.56098336,"('nasty', 'nice')",-0.6438794,-0.7544361,-0.4566259,-0.6577097,0.2010838
21,0.25720298,0.48684725,"('immoral', 'moral')",-0.7213119,-0.44816595,-0.2320545,0.0193406,-0.2513951
58,0.23154247,0.36158216,"('undiscriminating', 'discriminating')",0.06711968,0.020739533,0.1493311,0.1911608,-0.0418297
36,-0.22382087,-0.3006379,"('hostile', 'amicable')",-0.027740747,-0.1698116,-0.1257808,-0.2352248,0.109444
73,0.21360113,0.50909257,"('helpless', 'self-reliant')",-2.870006,-2.561334,-1.3282025,-1.0261207,-0.3020818
77,-0.14508566,-0.0902404,"('unmotivated', 'motivated')",-1.1896831,-1.0692759,-0.6673844,-0.5797581,-0.0876263
15,-0.1371119,-0.22972313,"('boring', 'funny')",0.22629075,0.08616583,0.0445894,-0.0717786,0.116368
81,-0.12072339,-0.24281558,"('submissive', 'aggressive')",-1.020791,-0.899381,-0.5707572,-0.5710983,0.0003411
2,-0.11414777,0.12573564,"('unlikable', 'likable')",0.065227285,0.22707647,-0.0244602,0.1764061,-0.2008663
82,-0.11330374,0.019313283,"('poor', 'rich')",6.395482,6.1209545,3.1410892,3.0701339,0.0709553
11,0.10469354,0.28368145,"('unhelpful', 'helpful')",1.7859406,1.978901,0.9453171,1.1312913,-0.1859742
42,0.08460374,0.11041776,"('unreliable', 'reliable')",-3.2290978,-2.9569805,-1.572247,-1.4232813,-0.1489657
69,0.07243121,-0.035238985,"('lazy', 'industrious')",-0.44496006,-0.4615959,-0.1862644,-0.2484174,0.062153
49,0.035315126,0.11670883,"('unable', 'able')",-0.25688708,-0.13974132,-0.110786,-0.0115162,-0.0992698
37,-0.027919121,0.079426184,"('fake', 'genuine')",0.6685128,0.67601186,0.3202969,0.377719,-0.0574221
88,-0.0189666,0.014076568,"('low', 'eminent')",0.28149733,0.34160614,0.1312654,0.1778414,-0.046576
14,-0.014380567,-0.19827181,"('antisocial', 'social')",-0.9838139,-1.0641702,-0.4990972,-0.6312211,0.1321239
