,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
15,-0.33984816,-0.3332316,"('boring', 'funny')",0.8985712,0.8199474,0.8252274,0.7208904,0.26885727,0.19061632,0.4132019,0.3495556,0.0636463
47,-0.32115915,-0.24320331,"('stupid', 'smart')",-0.11808097,-0.055489786,0.8488139,0.8490417,5.2476964,5.344829,1.4143175,1.4737945,-0.059477
38,0.32016394,0.16854109,"('untruthful', 'truthful')",-0.9923367,-1.0706666,-0.55161774,-0.7266058,0.16404822,0.14700332,-0.2649356,-0.370432,0.1054964
34,-0.3193571,-0.30557153,"('mean', 'honorable')",0.1600262,0.09438634,0.45948082,0.33695447,5.9383283,5.8860674,1.5596195,1.5029591,0.0566604
13,-0.3099929,-0.27847326,"('impolite', 'polite')",0.54025817,0.67815524,1.4250604,1.5627174,0.13360938,0.23181306,0.4472338,0.5485531,-0.1013193
87,0.2665676,0.26118913,"('unsuccessful', 'successful')",0.23184685,0.132505,0.013531411,-0.007335468,0.44322276,0.1619103,0.2387922,0.1370672,0.101725
52,0.26136246,0.32247463,"('irrational', 'rational')",-0.7126894,-0.90742123,-1.6043531,-1.8157718,-0.36747327,-0.617805,-0.6057884,-0.7546309,0.1488425
72,-0.25235385,-0.15650092,"('unambitious', 'ambitious')",-1.2623951,-1.1037956,-0.662763,-0.4558189,-0.81844103,-0.5907094,-0.7489883,-0.5767062,-0.1722821
8,0.23981357,0.3005374,"('unaffectionate', 'affectionate')",-1.9583387,-2.1833913,-2.367669,-2.6853168,0.35153383,0.10054488,-0.933665,-1.1169064,0.1832414
82,0.21661618,-0.062040083,"('poor', 'rich')",0.49795425,0.33155033,0.79432565,0.5814526,6.572287,6.2754345,2.0202959,1.7815993,0.2386966
71,0.20655006,0.2362925,"('diffident', 'self-confident')",-0.18439507,-0.448127,-0.18777172,-0.52833354,0.5692674,0.2759665,0.1009127,-0.1160504,0.2169631
62,-0.20562811,-0.27526695,"('incompetent', 'brilliant')",-0.32235596,-0.336093,-0.15807548,-0.07140205,0.5575166,0.42725784,-0.0321358,-0.063876,0.0317402
12,0.20366278,0.09257433,"('unsupportive', 'supportive')",-1.8601006,-1.9427414,-1.3351871,-1.4670892,-1.8728175,-2.1158454,-1.2161106,-1.3582754,0.1421648
78,0.20195158,0.08424849,"('nonresilient', 'resilient')",-1.0101724,-0.96894866,-1.1494719,-1.2406566,0.20016406,0.10727423,-0.4393821,-0.5045206,0.0651385
50,0.2010322,0.00071436167,"('clumsy', 'skillful')",0.24357669,0.11843396,0.033658613,-0.04316181,0.48077235,0.25816905,0.23976,0.0835389,0.1562211
51,-0.19587962,-0.26556554,"('uneducated', 'educated')",-0.5620197,-0.28791106,-0.124781266,-0.075110555,0.307213,0.34560588,-0.1438669,-0.0707453,-0.0731216
9,-0.18325806,-0.072812155,"('unaffectionate', 'caring')",-1.7991271,-2.0360034,-1.6315362,-1.9986522,1.0785378,0.8005313,-0.6338459,-0.8267341,0.1928882
64,-0.17543879,-0.14483865,"('shy', 'confident')",-0.37622005,-0.32291797,-0.62477183,-0.5394423,-6.6083903,-6.6870413,-1.9462053,-1.92356,-0.0226453
68,-0.16272348,-0.07980017,"('dependent', 'independent')",-0.40915576,-0.2374124,-0.6837913,-0.5470049,-0.47862476,-0.48685315,-0.4335738,-0.3377677,-0.0958061
74,0.16117316,-0.049121037,"('undedicated', 'dedicated')",-0.6187858,-0.73007727,-0.4138283,-0.6011172,-0.0045839343,-0.37325665,-0.2190062,-0.4383931,0.2193869
66,0.13435468,0.18581533,"('inactive', 'active')",0.5097079,0.34917063,-0.5642107,-0.6496365,0.32529375,0.26820207,0.1012864,0.0383879,0.0628985
11,-0.12557852,-0.40248054,"('unhelpful', 'helpful')",-0.67466027,-0.7424609,-0.12363958,-0.27789712,2.0137184,1.9557867,0.27246,0.133237,0.139223
31,-0.1235182,0.0687685,"('evil', 'good')",-0.5254165,-0.6743039,-1.1760045,-1.2977605,-1.2459468,-1.3235105,-0.7677215,-0.8067016,0.0389801
44,0.063037574,-0.11707427,"('prejudiced', 'unprejudiced')",0.6216667,0.52729726,0.694047,0.6464006,-1.2609392,-1.3036371,0.029453,-0.0617534,0.0912064
26,-0.062402092,0.15155219,"('hardhearted', 'benevolent')",0.3795455,0.31822908,0.37789643,0.25284573,1.1486713,1.1703484,0.4609278,0.4732439,-0.0123161
37,0.06001792,0.0119976215,"('fake', 'genuine')",0.24113211,0.1822851,-0.27536768,-0.321868,0.5016008,0.31818432,0.1318458,0.0476498,0.084196
80,-0.055647463,-0.08220911,"('dominated', 'dominating')",-0.47677815,-0.40976334,0.1655109,0.32004732,-1.4030219,-1.4142735,-0.4424842,-0.3965496,-0.0459346
39,-0.038347684,0.049656276,"('exploitative', 'cooperative')",0.6183774,0.55947715,0.71069103,0.61589247,-0.046907652,0.003887944,0.3109533,0.3072284,0.0037249
83,-0.023323052,0.010742594,"('powerless', 'powerful')",-0.5794411,-0.42301258,-1.3161273,-1.2079036,-0.8835784,-0.83364904,-0.7006174,-0.6134557,-0.0871617
36,-0.023265306,0.24147134,"('hostile', 'amicable')",-0.2998689,-0.4519688,-1.2440783,-1.4321151,-0.2586046,-0.40294543,-0.4564543,-0.5113895,0.0549352
63,-0.015981786,-0.11693111,"('unperceptive', 'insightful')",-1.1820623,-1.2445176,-0.5695254,-0.6841876,1.1934348,0.88856167,-0.1435337,-0.2892686,0.1457349
29,-0.0050044116,0.09713659,"('unfair', 'fair')",-1.1055799,-0.98882496,-1.6999189,-1.5567027,-0.76622385,-0.91187644,-0.8941817,-0.8400669,-0.0541148
