,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.6809283,-1.796755,"('unsympathetic', 'sympathetic')",-1.8806841,-1.6764215,-0.9568422,-0.87391204,-0.16600311,-0.06949985,-1.1711144,-1.1041471,-0.0669673
3,-1.6556661,-1.6872869,"('repellent', 'pleasant')",-0.6779785,-0.64566404,-0.24767525,-0.3112226,0.11198952,-0.032362707,-0.6173326,-0.669134,0.0518014
57,-1.6255687,-1.5814728,"('unimaginative', 'imaginative')",-1.145983,-0.8981201,-0.8883918,-0.8599704,-2.5327733,-2.679307,-1.5481791,-1.5047176,-0.0434615
86,-1.6128707,-1.4660308,"('uninfluential', 'influential')",-2.174771,-1.8922702,-1.972794,-1.781659,-0.6490409,-0.741639,-1.6023692,-1.4703999,-0.1319693
48,-1.5834899,-1.6100911,"('unintelligent', 'intelligent')",-1.1432021,-1.0409254,-0.23046166,-0.20416978,0.6668565,0.669709,-0.5725743,-0.5463693,-0.026205
28,-1.4244008,-1.2779571,"('disloyal', 'loyal')",-1.8517966,-1.7576104,-1.429469,-1.3602741,0.829594,0.6785891,-0.9690181,-0.9293131,-0.039705
7,-1.3389633,-1.5517006,"('insensitive', 'sensitive')",-0.64875054,-0.73294455,-0.14616194,-0.20218723,0.5975673,0.34371734,-0.3840771,-0.5357788,0.1517017
14,-1.299788,-1.2000101,"('antisocial', 'social')",-0.2144406,0.14622581,0.9199947,1.2504318,-0.6743333,-0.4489249,-0.3171418,-0.0630693,-0.2540725
32,-1.2369047,-1.4105917,"('unkind', 'kind')",-0.10380839,-0.115834415,0.6212992,0.4924062,1.1334468,1.090043,0.1035082,0.0140058,0.0895024
27,-1.2134734,-1.2760943,"('hardhearted', 'softhearted')",-0.9217234,-1.1438967,-0.47091296,-0.7236553,1.0458121,0.8280739,-0.3900744,-0.5788931,0.1888187
76,-1.2036259,-1.2214127,"('anxious', 'daring')",0.29306233,0.43610784,0.650379,0.7517209,0.509624,0.5809532,0.0623599,0.1368423,-0.0744824
59,1.2028533,1.0714206,"('foolish', 'wise')",0.25707677,0.0056779664,-0.57833517,-0.8243401,0.24419048,0.029608414,0.2814463,0.0705917,0.2108546
24,-1.1861289,-1.160359,"('dishonest', 'honest')",-0.8037226,-0.7044116,-0.23697871,-0.18697809,0.93978906,1.0641503,-0.3217603,-0.2468996,-0.0748607
81,-1.1811504,-1.1675316,"('submissive', 'aggressive')",-0.085337386,0.15281263,0.75200254,1.0144559,-0.65694654,-0.49061772,-0.2928579,-0.1227202,-0.1701377
1,-1.1677002,-1.1030078,"('unfriendly', 'friendly')",-2.0094476,-2.077481,-1.8195592,-2.110256,1.4413214,1.1625061,-0.8888464,-1.0320597,0.1432133
73,1.1676592,1.2024708,"('helpless', 'self-reliant')",0.13709712,0.026013613,-0.29944107,-0.43757087,-3.3076413,-3.526028,-0.5755816,-0.6837786,0.108197
40,-1.1106089,-1.00205,"('stingy', 'generous')",-0.693815,-0.61414546,-0.68063,-0.66222,-1.3764583,-1.562866,-0.965378,-0.9603204,-0.0050576
55,-1.1097085,-1.079275,"('incompetent', 'clever')",-0.97810036,-0.7557085,-0.43346903,-0.17319241,0.28051084,0.24809662,-0.5601918,-0.4400199,-0.1201719
0,-1.077682,-1.0059305,"('unsociable', 'sociable')",-1.2836705,-1.0456,-0.55605936,-0.4197647,-0.38038963,-0.4201624,-0.8244504,-0.7228644,-0.101586
23,-1.0241972,-1.2537321,"('insincere', 'sincere')",-0.94140655,-1.0841918,0.072181895,-0.14893873,5.6993103,5.6825533,0.9514721,0.7989227,0.1525494
65,-0.9817933,-1.1259191,"('insecure', 'secure')",-0.23463596,-0.14489095,0.76907945,0.99512595,-0.19151779,-0.07820769,-0.1597169,-0.0884729,-0.071244
21,-0.9582388,-1.1318065,"('immoral', 'moral')",-1.0336668,-0.87235355,-0.29780406,-0.13320921,-0.8970038,-1.0774128,-0.7966784,-0.8036955,0.0070171
53,-0.91826504,-0.8566285,"('uncreative', 'creative')",-1.0859244,-1.1910189,-0.7814966,-1.0977278,1.0350393,0.7752286,-0.4376617,-0.5925367,0.154875
61,-0.9148359,-0.6682549,"('illogical', 'logical')",-0.515508,-0.5166461,-0.44589424,-0.39462563,0.04169731,-0.0732654,-0.4586352,-0.413198,-0.0454372
77,-0.9086728,-1.0122689,"('unmotivated', 'motivated')",-0.72036004,-0.78435326,-0.36986017,-0.47734964,-1.0221531,-0.98595047,-0.7552615,-0.8149806,0.0597191
70,-0.9039347,-1.1565588,"('lethargic', 'energetic')",-0.47401896,-0.3549868,0.094559714,0.13417253,0.88018066,0.7110929,-0.1008033,-0.16657,0.0657667
35,0.89718634,1.1682042,"('corrupt', 'incorrupt')",0.56946987,0.4414828,-0.24990743,-0.41566703,-0.34285,-0.43853858,0.2184747,0.1888703,0.0296044
41,-0.886097,-0.72964865,"('unforgiving', 'forgiving')",-0.7956752,-0.549389,-0.29818016,-0.13895205,-0.11772865,-0.105446145,-0.5244203,-0.380859,-0.1435613
46,-0.88581604,-1.1475277,"('uncompetitive', 'competitive')",-1.2045902,-1.1307164,-0.7613123,-0.7768178,-0.36913154,-0.47206825,-0.8052125,-0.8817825,0.07657
16,-0.87238145,-1.0415498,"('unpopular', 'popular')",0.101138376,-0.08178635,-0.5795923,-0.77353024,0.7040272,0.4387589,-0.161702,-0.3645269,0.2028249
45,-0.8651889,-0.9359364,"('incompetent', 'competent')",-0.71390665,-0.6110769,-0.35911822,-0.14455685,-0.15439324,-0.2966457,-0.5231518,-0.497054,-0.0260978
5,0.85062975,0.87762654,"('distant', 'outgoing')",-0.6540653,-0.76298624,-1.2318326,-1.4688011,-0.4437592,-0.5937153,-0.3697568,-0.486969,0.1172122
85,0.8373482,0.987365,"('insignificant', 'prestigious')",-1.474856,-1.6674945,-1.6770039,-1.8932977,0.2382906,0.05462576,-0.5190553,-0.6297004,0.1106451
19,0.81140214,0.87976944,"('inhospitable', 'hospitable')",-0.8344892,-0.9652622,-1.4429337,-1.6330503,-0.50965583,-0.69228494,-0.4939192,-0.602707,0.1087878
67,0.8052186,0.779769,"('doubtful', 'determined')",0.9600202,1.0199491,0.7195393,0.9732869,-0.3392184,-0.051085673,0.5363899,0.6804798,-0.1440899
58,-0.8039088,-0.8307301,"('undiscriminating', 'discriminating')",-1.0245483,-0.88063025,-1.2834246,-1.1933037,-0.2591439,-0.23831782,-0.8427564,-0.7857454,-0.057011
69,0.7977142,0.9725151,"('lazy', 'industrious')",1.6411765,1.5231222,1.3893898,1.3200142,-0.4448942,-0.3362033,0.8458465,0.8698621,-0.0240156
22,-0.78457093,-0.83078426,"('untrustworthy', 'trustworthy')",-0.88000673,-0.7098867,-0.30548173,-0.10836272,-1.0307529,-1.0899495,-0.7502031,-0.6847458,-0.0654573
60,-0.7828349,-0.8706968,"('inefficient', 'efficient')",-0.18046753,0.05471996,1.3971727,1.5275109,0.35676357,0.5962447,0.1976584,0.3269447,-0.1292863
84,0.6899497,0.6929787,"('inferior', 'superior')",0.20518655,0.31059268,-0.19472891,-0.06106261,0.72557306,0.78908134,0.3564951,0.4328975,-0.0764024
33,0.6824737,0.79657453,"('wrong', 'right')",0.3222671,0.23473758,-0.0072319247,-0.07051408,-0.6986874,-0.8052039,0.0747054,0.0388985,0.0358069
20,-0.6445636,-0.5525758,"('rough', 'thoughtful')",-0.2765252,-0.22889307,0.31950808,0.2668835,1.0599744,0.99047214,0.1145984,0.1189717,-0.0043733
17,-0.63741314,-0.51234263,"('nasty', 'nice')",-0.32304677,-0.31833035,0.14591241,0.11673822,-0.71345633,-0.58912385,-0.382001,-0.3257647,-0.0562363
88,-0.631614,-0.7669222,"('low', 'eminent')",-0.8043163,-0.83812267,-0.15359339,-0.4129053,0.27223235,0.17320138,-0.3293228,-0.4611872,0.1318644
75,0.5929349,0.5879555,"('meek', 'impulsive')",0.350777,0.43964797,-0.75279135,-0.710937,-0.49631035,-0.4450927,-0.0763475,-0.0321066,-0.0442409
49,-0.57179785,-0.5332223,"('unable', 'able')",-0.6551551,-0.6457282,-0.69143724,-0.7146137,-0.122892216,-0.35584733,-0.5103206,-0.5623529,0.0520323
6,0.5464934,0.74523,"('distant', 'open')",-0.71544415,-0.873065,-1.0593556,-1.385331,0.06902986,-0.13163404,-0.2898191,-0.4112,0.1213809
25,-0.47538993,-0.20668639,"('egoistic', 'altruistic')",-0.099093825,-0.16257796,-0.015663605,-0.09449004,1.2926356,1.2702812,0.175622,0.2016317,-0.0260097
2,0.4499839,0.42346838,"('unlikable', 'likable')",0.774228,0.66832775,0.54891384,0.5049631,0.50916964,0.30170918,0.5705739,0.4746171,0.0959568
4,0.44555414,0.5015671,"('disliked', 'liked')",-0.6465525,-0.75094676,-1.222361,-1.3283994,-6.1522336,-6.456597,-1.8938982,-2.008594,0.1146958
18,-0.38515684,-0.35146284,"('disagreeable', 'welcoming')",-0.18077506,-0.25178897,-0.43786305,-0.47844827,-0.2053677,-0.31315073,-0.3022906,-0.3487127,0.0464221
42,0.36649528,0.18831466,"('unreliable', 'reliable')",0.29879975,0.16157615,0.3339989,0.15889865,-2.701709,-3.057502,-0.4256038,-0.6371781,0.2115743
54,-0.35771713,-0.43146363,"('incapable', 'capable')",-0.82165253,-1.0552639,-0.8779967,-1.1028727,0.8797545,0.71861374,-0.294403,-0.4677466,0.1733436
79,0.35294312,0.31108385,"('wavering', 'unwavering')",-0.3652516,-0.49064797,-1.3137823,-1.4523844,-0.3179321,-0.3130847,-0.4110057,-0.4862583,0.0752526
30,-0.35222572,-0.45818794,"('intolerant', 'tolerant')",-0.046981234,-0.008863604,1.204803,1.171845,1.3094014,1.5211288,0.5287493,0.5564805,-0.0277312
56,0.34781763,0.19988677,"('impractical', 'practical')",0.5460364,0.56238455,1.3094459,1.2894113,-0.13640434,-0.28501382,0.5167239,0.4416672,0.0750567
43,0.34666675,-0.0039138496,"('irresponsible', 'responsible')",-0.89088166,-1.0851271,-0.1692156,-0.42760846,0.65051985,0.48894626,-0.0157277,-0.2569258,0.2411981
