,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
10,-2.9789248,-3.0423539,"('unsympathetic', 'sympathetic')",-0.15949197,0.03272602,-1.5692084,-1.5048139,-0.0643945
69,2.3973818,2.61757,"('lazy', 'industrious')",-0.88121337,-0.8065773,0.7580842,0.9054963,-0.1474121
43,-2.2855005,-2.3104525,"('irresponsible', 'responsible')",0.18052655,0.40513682,-1.052487,-0.9526578,-0.0998292
85,2.284233,2.3389065,"('insignificant', 'prestigious')",-0.22787604,-0.22318374,1.0281786,1.0578614,-0.0296828
70,-2.0757961,-2.097545,"('lethargic', 'energetic')",0.4439368,0.54006296,-0.8159297,-0.778741,-0.0371887
45,-2.018544,-2.023115,"('incompetent', 'competent')",-0.2565843,-0.13582724,-1.1375642,-1.0794711,-0.0580931
13,-1.7118844,-1.6923251,"('impolite', 'polite')",-0.36098027,-0.20851326,-1.0364323,-0.9504192,-0.0860131
25,1.7068032,1.627936,"('egoistic', 'altruistic')",1.4385451,1.3056222,1.5726742,1.4667791,0.1058951
35,1.7019702,1.8793628,"('corrupt', 'incorrupt')",-0.24132049,-0.26776236,0.7303249,0.8058002,-0.0754753
55,-1.6989353,-1.9353465,"('incompetent', 'clever')",-0.0756507,-0.16665523,-0.887293,-1.0510008,0.1637078
60,-1.6726835,-1.8139507,"('inefficient', 'efficient')",-0.709594,-0.56890285,-1.1911387,-1.1914268,0.0002881
24,-1.6251148,-1.6086603,"('dishonest', 'honest')",0.7993118,0.9330233,-0.4129015,-0.3378185,-0.075083
26,1.5898043,1.4381278,"('hardhearted', 'benevolent')",2.0537071,2.1055634,1.8217556,1.7718456,0.04991
21,-1.5618484,-1.6980957,"('immoral', 'moral')",-1.2648044,-1.2971885,-1.4133264,-1.497642,0.0843156
30,-1.5614421,-1.6058773,"('intolerant', 'tolerant')",0.028071593,0.16748737,-0.7666852,-0.7191949,-0.0474903
76,-1.5015616,-1.4487053,"('anxious', 'daring')",-0.3455476,-0.21469304,-0.9235546,-0.8316992,-0.0918554
81,-1.493535,-1.5148425,"('submissive', 'aggressive')",-1.1373262,-1.1115439,-1.3154306,-1.3131932,-0.0022374
42,-1.4310006,-1.1529756,"('unreliable', 'reliable')",-3.4249237,-3.4110644,-2.4279621,-2.2820201,-0.145942
36,1.3986114,1.4015166,"('hostile', 'amicable')",0.28749895,0.28032535,0.8430552,0.8409209,0.0021343
56,-1.3528233,-1.3040905,"('impractical', 'practical')",-0.9866553,-0.903576,-1.1697392,-1.1038332,-0.065906
68,-1.3410689,-1.3181157,"('dependent', 'independent')",-1.8740875,-1.9154134,-1.6075782,-1.6167645,0.0091863
22,-1.3046471,-1.3700655,"('untrustworthy', 'trustworthy')",-0.75598735,-0.5752232,-1.0303172,-0.9726443,-0.0576729
65,-1.2978332,-1.4185011,"('insecure', 'secure')",-0.22474286,-0.1032736,-0.761288,-0.7608874,-0.0004006
75,1.2522736,1.3703862,"('meek', 'impulsive')",-0.4129334,-0.29053017,0.4196701,0.539928,-0.1202579
63,-1.2193377,-1.2834572,"('unperceptive', 'insightful')",0.075346425,0.26476938,-0.5719956,-0.5093439,-0.0626517
0,-1.2096329,-1.3081851,"('unsociable', 'sociable')",-0.5519255,-0.5373683,-0.8807791,-0.9227767,0.0419976
51,-1.1996123,-1.229074,"('uneducated', 'educated')",0.02282074,-0.0077465326,-0.5883958,-0.6184103,0.0300145
23,-1.1942275,-1.4515201,"('insincere', 'sincere')",6.009551,6.1120257,2.4076619,2.3302529,0.077409
11,-1.1924351,-1.371644,"('unhelpful', 'helpful')",1.7016072,1.8412881,0.254586,0.234822,0.019764
46,-1.1815329,-1.3716526,"('uncompetitive', 'competitive')",-0.98840123,-0.940886,-1.084967,-1.1562693,0.0713023
41,-1.1435022,-1.1784406,"('unforgiving', 'forgiving')",0.37840438,0.44438928,-0.3825489,-0.3670256,-0.0155233
3,-1.1242102,-1.3030487,"('repellent', 'pleasant')",0.6626186,0.50899297,-0.2307958,-0.3970279,0.1662321
38,-0.99781173,-0.9622407,"('untruthful', 'truthful')",-0.23515987,0.029251445,-0.6164858,-0.4664946,-0.1499912
33,0.9931987,1.1201501,"('wrong', 'right')",-0.6963847,-0.7900792,0.148407,0.1650355,-0.0166285
31,0.9650891,1.0775019,"('evil', 'good')",-0.40373757,-0.4335696,0.2806758,0.3219661,-0.0412903
86,-0.95484173,-1.0307922,"('uninfluential', 'influential')",-0.45436627,-0.4847672,-0.704604,-0.7577797,0.0531757
14,-0.9449875,-1.0439963,"('antisocial', 'social')",-0.16000241,-0.22775184,-0.5524949,-0.6358741,0.0833792
73,0.9118293,1.0112487,"('helpless', 'self-reliant')",-3.2430305,-3.4171538,-1.1656007,-1.2029526,0.0373519
57,-0.9118247,-0.9985504,"('unimaginative', 'imaginative')",-2.892073,-2.9427667,-1.9019488,-1.9706585,0.0687097
