,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
4,0.8508864,0.9504138,"('disliked', 'liked')",-7.2565823,-7.310778,-3.202848,-3.1801822,-0.0226658
64,-0.84234244,-0.7225419,"('shy', 'confident')",-6.7350483,-6.775905,-3.7886953,-3.7492235,-0.0394718
34,-0.8398547,-0.8695263,"('mean', 'honorable')",5.145373,5.283635,2.1527591,2.2070544,-0.0542953
7,-0.79526156,-0.9233729,"('insensitive', 'sensitive')",0.4063634,0.5557621,-0.1944491,-0.1838054,-0.0106437
28,-0.7767124,-0.9331691,"('disloyal', 'loyal')",1.0286275,1.0576547,0.1259575,0.0622428,0.0637147
1,0.77035594,0.49583068,"('unfriendly', 'friendly')",1.9101708,1.9276478,1.3402634,1.2117393,0.1285241
88,0.7200615,0.71095645,"('low', 'eminent')",-0.51836985,-0.5189602,0.1008458,0.0959981,0.0048477
74,-0.71982473,-0.6619086,"('undedicated', 'dedicated')",-0.07739583,0.071366094,-0.3986103,-0.2952713,-0.103339
15,0.7132727,0.68991864,"('boring', 'funny')",0.8218274,0.78348684,0.7675501,0.7367027,0.0308474
71,0.69697285,0.73879,"('diffident', 'self-confident')",0.37833548,0.5289262,0.5376542,0.6338581,-0.0962039
58,0.6953139,0.61353946,"('undiscriminating', 'discriminating')",0.592731,0.5799066,0.6440225,0.596723,0.0472995
87,0.6741271,0.7007022,"('unsuccessful', 'successful')",0.49825972,0.49319345,0.5861934,0.5969478,-0.0107544
29,-0.6673875,-0.5257529,"('unfair', 'fair')",-0.6377529,-0.55720603,-0.6525702,-0.5414795,-0.1110907
47,-0.6520964,-0.6108096,"('stupid', 'smart')",4.8347034,5.06745,2.0913036,2.2283201,-0.1370165
62,-0.64925224,-0.6771925,"('incompetent', 'brilliant')",-0.36043617,-0.20608883,-0.5048442,-0.4416407,-0.0632035
79,0.6324085,0.8929305,"('wavering', 'unwavering')",-0.24079195,0.032904156,0.1958083,0.4629173,-0.267109
2,0.60846967,0.6785268,"('unlikable', 'likable')",0.5510727,0.81733453,0.5797712,0.7479306,-0.1681594
12,-0.5982252,-0.5247708,"('unsupportive', 'supportive')",-2.1452382,-1.972717,-1.3717316,-1.2487439,-0.1229877
8,0.5772722,0.40829858,"('unaffectionate', 'affectionate')",1.1955869,1.2538493,0.8864295,0.8310739,0.0553556
32,-0.5674538,-0.5610951,"('unkind', 'kind')",0.84943676,1.0771691,0.1409915,0.258037,-0.1170455
59,0.5646887,0.69865596,"('foolish', 'wise')",-0.08120333,0.06524814,0.2417427,0.381952,-0.1402093
19,0.5622192,0.6910137,"('inhospitable', 'hospitable')",0.050148368,0.228515,0.3061838,0.4597644,-0.1535806
27,-0.5504816,-0.77198124,"('hardhearted', 'softhearted')",1.1913072,1.1676815,0.3204128,0.1978501,0.1225627
67,-0.54549164,-0.34313035,"('doubtful', 'determined')",-0.8418117,-0.7187253,-0.6936517,-0.5309278,-0.1627239
37,-0.5449519,-0.57348865,"('fake', 'genuine')",0.3256365,0.2805376,-0.1096577,-0.1464755,0.0368178
82,-0.53977275,-0.6090883,"('poor', 'rich')",6.186416,6.361075,2.8233218,2.8759933,-0.0526715
40,-0.4932038,-0.50095314,"('stingy', 'generous')",-2.0747898,-2.15922,-1.2839968,-1.3300866,0.0460898
52,0.4831799,0.52202266,"('irrational', 'rational')",-0.05355793,-0.23022567,0.214811,0.1458985,0.0689125
5,0.481271,0.67967284,"('distant', 'outgoing')",-0.016769692,0.117199525,0.2322507,0.3984362,-0.1661855
18,-0.478597,-0.4425568,"('disagreeable', 'welcoming')",-0.96420276,-0.8955164,-0.7213999,-0.6690366,-0.0523633
50,0.47832572,0.41231608,"('clumsy', 'skillful')",-0.37492996,-0.24253729,0.0516979,0.0848894,-0.0331915
72,-0.45609844,-0.4987406,"('unambitious', 'ambitious')",-0.34608564,-0.31583387,-0.4010921,-0.4072872,0.0061951
39,-0.44553202,-0.47024202,"('exploitative', 'cooperative')",0.55480534,0.52833015,0.0546367,0.0290441,0.0255926
77,-0.39894253,-0.5060081,"('unmotivated', 'motivated')",-1.4650483,-1.5145111,-0.9319954,-1.0102596,0.0782642
48,-0.3808163,-0.71122366,"('unintelligent', 'intelligent')",-0.30247605,-0.41227224,-0.3416462,-0.561748,0.2201018
16,0.3578602,0.4128206,"('unpopular', 'popular')",-0.1798325,-0.22218513,0.0890139,0.0953177,-0.0063038
6,0.33085108,0.5617686,"('distant', 'open')",0.22477207,0.41248322,0.2778116,0.4871259,-0.2093143
80,-0.32137573,-0.43697128,"('dominated', 'dominating')",-0.67441076,-0.76174355,-0.4978932,-0.5993574,0.1014642
9,0.2717827,0.12600568,"('unaffectionate', 'caring')",1.4184964,1.528401,0.8451395,0.8272033,0.0179362
54,0.27078992,0.440258,"('incapable', 'capable')",0.92478687,1.1196814,0.5977884,0.7799697,-0.1821813
66,0.253919,0.5382195,"('inactive', 'active')",0.6009166,0.8446163,0.4274178,0.6914179,-0.2640001
44,-0.22044636,-0.17534065,"('prejudiced', 'unprejudiced')",-1.268606,-1.299407,-0.7445261,-0.7373738,-0.0071523
83,0.20553376,0.22758573,"('powerless', 'powerful')",-1.5998827,-1.6332537,-0.6971745,-0.702834,0.0056595
49,-0.19329694,-0.17264006,"('unable', 'able')",-0.6706986,-0.50641227,-0.4319978,-0.3395262,-0.0924716
78,0.15950689,0.018028036,"('nonresilient', 'resilient')",-0.16685212,-0.16465081,-0.0036726,-0.0733114,0.0696388
84,-0.14230436,-0.05525832,"('inferior', 'superior')",0.23121585,0.23978494,0.0444557,0.0922633,-0.0478076
17,0.09724556,0.26355866,"('nasty', 'nice')",-0.19348803,-0.20193891,-0.0481212,0.0308099,-0.0789311
61,-0.076775715,-0.09357161,"('illogical', 'logical')",-0.04258891,0.0029831114,-0.0596823,-0.0452943,-0.014388
20,-0.042636752,-0.1924968,"('rough', 'thoughtful')",0.40741295,0.22666544,0.1823881,0.0170843,0.1653038
53,0.024023533,-0.11468397,"('uncreative', 'creative')",0.6397909,0.75520504,0.3319072,0.3202605,0.0116467
