,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
36,2.6187603,2.5484998,"('hostile', 'amicable')",2.3902717,2.2721438,3.1354105,2.8044257,-0.02313552,-0.09296892,2.0303268,1.8830251,0.1473017
0,-2.568111,-2.712717,"('unsociable', 'sociable')",-1.3140875,-1.4101509,-0.9650527,-0.88147396,-0.19880432,-0.13475183,-1.2615138,-1.2847735,0.0232597
48,-2.4854581,-2.5606523,"('unintelligent', 'intelligent')",-2.1017954,-2.087796,-2.4513009,-2.3719487,0.066536754,-0.092236176,-1.7430043,-1.7781582,0.0351539
28,-2.4509313,-2.6552982,"('disloyal', 'loyal')",-2.1354556,-2.1243906,-1.3495667,-1.3177855,0.64318043,0.55807436,-1.3231932,-1.3848499,0.0616567
57,-2.4372466,-2.4055626,"('unimaginative', 'imaginative')",-1.9995208,-1.8994209,-1.5663102,-1.5402799,-3.2176824,-3.2068172,-2.3051901,-2.26302,-0.0421701
81,-2.4350693,-2.3035982,"('submissive', 'aggressive')",-2.059538,-1.7687848,-2.8204408,-2.508501,-0.69406146,-0.6844002,-2.0022774,-1.816321,-0.1859564
11,-2.4225936,-2.2851171,"('unhelpful', 'helpful')",-2.8670948,-2.7226188,-1.1370059,-0.9988792,2.0373023,2.0788593,-1.097348,-0.9819391,-0.1154089
6,2.3729742,2.2630708,"('distant', 'open')",1.7188334,1.492888,3.3807802,3.0944426,0.07881227,-0.07130185,1.8878499,1.6947749,0.193075
70,-2.3477063,-2.2120664,"('lethargic', 'energetic')",-1.9961048,-1.8858696,-0.9889483,-0.96391934,0.28161603,0.3755126,-1.2627858,-1.1715857,-0.0912001
5,2.3291116,2.3252249,"('distant', 'outgoing')",1.5028446,1.4323744,3.983536,3.7817855,-0.49598548,-0.52531767,1.8298767,1.7535168,0.0763599
21,-2.2997386,-2.2713373,"('immoral', 'moral')",-1.6230263,-1.4040713,-1.933277,-1.6139154,-0.95394,-0.91128105,-1.7024955,-1.5501512,-0.1523443
65,-2.2736633,-2.4353814,"('insecure', 'secure')",-1.9140793,-1.8351899,-3.1085742,-3.0714998,-0.15294577,-0.1736186,-1.8623158,-1.8789225,0.0166067
73,2.1650825,2.203118,"('helpless', 'self-reliant')",1.395818,1.2725204,1.7175955,1.5562105,-3.2224789,-3.266303,0.5140042,0.4413865,0.0726177
72,-2.1609426,-2.1750867,"('unambitious', 'ambitious')",-1.4514135,-1.4126121,-0.28747737,-0.23998731,-0.6706156,-0.68663234,-1.1426123,-1.1285796,-0.0140327
24,-2.1475313,-2.2106771,"('dishonest', 'honest')",-2.3342245,-2.3056424,-0.59604234,-0.603076,0.64265114,0.6316637,-1.1087867,-1.1219329,0.0131462
7,-2.078407,-2.1277118,"('insensitive', 'sensitive')",-1.8451626,-1.8317437,-0.5314904,-0.3556987,0.22352815,0.19762559,-1.057883,-1.0293821,-0.0285009
14,-2.0393307,-2.2646701,"('antisocial', 'social')",-1.5175873,-1.662067,-3.0826979,-2.791758,-0.83125854,-0.7040025,-1.8677187,-1.8556244,-0.0120943
22,-1.9803784,-1.9423139,"('untrustworthy', 'trustworthy')",-1.4056013,-1.4216044,-1.3659728,-1.295073,-0.8812987,-0.90473807,-1.4083127,-1.3909323,-0.0173804
76,-1.9791392,-1.970343,"('anxious', 'daring')",-0.87415725,-0.9178259,-2.4313014,-2.331739,-0.17005113,-0.061380636,-1.3636622,-1.3203222,-0.04334
13,-1.9591813,-1.8082755,"('impolite', 'polite')",-1.8903047,-1.6996416,-0.8555502,-0.65004146,-0.47902036,-0.3090139,-1.2960141,-1.1167431,-0.179271
44,1.9544637,2.1611125,"('prejudiced', 'unprejudiced')",0.19452813,0.3484302,-1.4175131,-1.257747,-1.4873967,-1.3429099,-0.1889795,-0.0227786,-0.1662009
31,1.908462,1.78212,"('evil', 'good')",1.9609244,1.8129301,1.6688174,1.5008925,-1.0396928,-1.2273736,1.1246277,0.9671422,0.1574855
30,-1.8439245,-1.6732869,"('intolerant', 'tolerant')",-2.406016,-2.2463782,-0.1799045,-0.13402164,0.19824569,0.33509043,-1.0579,-0.9296491,-0.1282509
3,-1.8385706,-2.115703,"('repellent', 'pleasant')",-1.0320773,-1.2257454,-0.7060687,-0.7307925,0.6041398,0.5503585,-0.7431442,-0.8804706,0.1373264
77,-1.8140403,-1.8820822,"('unmotivated', 'motivated')",-0.7964903,-0.67972434,0.07883498,0.11755416,-1.2906469,-1.1639482,-0.9555856,-0.9020501,-0.0535355
33,1.7624803,1.7124591,"('wrong', 'right')",1.6088495,1.5725199,1.755184,1.718699,-1.070628,-1.0785298,1.0139714,0.981287,0.0326844
56,-1.7438241,-1.640301,"('impractical', 'practical')",-2.0410554,-1.9530021,-0.43242472,-0.24604551,-0.13417372,-0.016160011,-1.0878695,-0.9638772,-0.1239923
82,-1.723209,-1.8443921,"('poor', 'rich')",-2.8254426,-2.8953931,-3.7028472,-3.5464063,5.938587,5.833948,-0.578228,-0.613061,0.034833
51,-1.6986846,-1.5015498,"('uneducated', 'educated')",-1.1999704,-1.0461245,-1.4510281,-1.1981254,0.82845366,0.9108254,-0.8803073,-0.7087436,-0.1715637
66,1.6878387,1.6928686,"('inactive', 'active')",1.6987852,1.6154686,1.6043128,1.453605,0.47009963,0.4296959,1.3652591,1.2979096,0.0673495
49,-1.4627463,-1.311456,"('unable', 'able')",-0.9236051,-0.86647147,0.051644742,0.1632622,-0.4303313,-0.38500738,-0.6912594,-0.5999182,-0.0913412
12,-1.4001611,-1.3833717,"('unsupportive', 'supportive')",-0.6216909,-0.4572724,1.3983461,1.4289554,-1.7847759,-1.7245188,-0.6020705,-0.5340519,-0.0680186
52,1.3468437,1.3784285,"('irrational', 'rational')",1.967884,1.8317438,0.80972826,0.7119659,-0.3547885,-0.33428213,0.9424168,0.896964,0.0454528
53,-1.3369689,-1.436078,"('uncreative', 'creative')",-0.36092806,-0.3555044,1.2294043,1.1130588,1.0625731,0.95718974,0.1485201,0.0696665,0.0788536
59,1.3089648,1.3525102,"('foolish', 'wise')",0.88049686,0.8263811,0.7503782,0.7234645,-0.22313924,-0.26581645,0.6791751,0.6591348,0.0200403
79,1.2690327,1.370956,"('wavering', 'unwavering')",1.5928667,1.5275702,1.4891257,1.3746381,-0.42587548,-0.46851256,0.9812874,0.9511629,0.0301245
32,-1.2428974,-1.354163,"('unkind', 'kind')",-1.3799887,-1.2547889,-1.4280869,-1.1907504,0.9175329,1.0695461,-0.78336,-0.6825391,-0.1008209
41,-1.2146156,-1.374254,"('unforgiving', 'forgiving')",-0.6374577,-0.8319549,-0.5547513,-0.6131997,-0.2511296,-0.23140204,-0.6644886,-0.7627027,0.0982141
74,-1.2048714,-1.1282399,"('undedicated', 'dedicated')",-0.8794859,-0.8563483,0.93482375,0.8618867,0.2588747,0.3600963,-0.2226647,-0.1906513,-0.0320134
75,1.1838647,1.4850147,"('meek', 'impulsive')",0.3664154,0.48625982,0.6129768,0.5905019,-0.5988751,-0.5692085,0.3910955,0.498142,-0.1070465
25,1.1814209,1.0051608,"('egoistic', 'altruistic')",1.4761496,1.3713956,1.8431716,1.6887335,1.8278688,1.6839082,1.5821527,1.4372995,0.1448532
39,-1.1693629,-0.89707255,"('exploitative', 'cooperative')",-0.30144036,-0.10205065,0.17157902,0.2121275,0.6230849,0.6546508,-0.1690348,-0.0330862,-0.1359486
58,-1.1265957,-0.9298313,"('undiscriminating', 'discriminating')",0.058241904,0.010612171,0.42663187,0.36774236,0.20405939,0.1964459,-0.1094157,-0.0887577,-0.020658
16,1.0686293,0.82416266,"('unpopular', 'popular')",0.95970833,0.7274205,-0.6920279,-0.689454,-0.113029204,-0.018033288,0.3058201,0.211024,0.0947961
88,-1.0679832,-0.9033678,"('low', 'eminent')",-1.0564668,-1.043576,-1.5226735,-1.2866393,-0.37732646,-0.23796989,-1.0061125,-0.8678882,-0.1382243
80,-1.0443671,-0.8433759,"('dominated', 'dominating')",-0.5075267,-0.40544188,-1.8136919,-1.6726619,-0.5501522,-0.42237854,-0.9789344,-0.8359646,-0.1429698
4,1.0156405,1.1558998,"('disliked', 'liked')",1.6702156,1.6195117,1.4454547,1.5541246,-7.1358137,-6.653006,-0.7511257,-0.5808674,-0.1702583
1,-0.90947044,-1.0887707,"('unfriendly', 'friendly')",-0.10702843,-0.19370916,2.244227,1.9651153,1.7104248,1.4804916,0.7345382,0.5407817,0.1937565
71,0.8705312,0.71359634,"('diffident', 'self-confident')",0.0989047,0.13687217,2.1979833,2.3842764,0.005116619,0.14079347,0.793134,0.8438846,-0.0507506
37,-0.85350555,-0.7886917,"('fake', 'genuine')",-0.42882803,-0.28179824,-0.049226295,-0.09792935,0.3624279,0.22407332,-0.242283,-0.2360865,-0.0061965
47,-0.8352174,-0.9013856,"('stupid', 'smart')",-0.4004475,-0.542786,-0.37557188,-0.37498084,5.3245406,5.216464,0.928326,0.8493279,0.0789981
38,-0.8143953,-0.60943294,"('untruthful', 'truthful')",-0.9817715,-0.7937179,0.7574098,0.89709514,-0.075493895,-0.005058851,-0.2785628,-0.1277786,-0.1507842
17,0.7087978,0.75130844,"('nasty', 'nice')",0.8555343,0.83568364,1.2250447,1.0716815,-0.3240954,-0.22399293,0.6163203,0.6086702,0.0076501
20,-0.6900759,-0.6995032,"('rough', 'thoughtful')",0.61133057,0.59204733,-0.047111727,-0.116159216,0.72728395,0.6632751,0.1503567,0.109915,0.0404417
9,-0.63837385,-0.82919014,"('unaffectionate', 'caring')",-0.40998706,-0.48862463,2.2808754,2.0641727,1.3071401,1.1673653,0.6349137,0.4784308,0.1564829
78,-0.5518899,-0.9250107,"('nonresilient', 'resilient')",-0.045074537,-0.16404648,0.33226863,0.3810619,0.16627197,0.058920886,-0.024606,-0.1622686,0.1376626
61,-0.43469903,-0.5648388,"('illogical', 'logical')",-0.008823015,-0.10449007,0.625084,0.61388487,-0.114724234,-0.11897975,0.0167094,-0.043606,0.0603154
50,0.41427386,0.40736076,"('clumsy', 'skillful')",1.4040606,1.3970039,-0.72989345,-0.6346106,0.014716893,-0.04864168,0.2757895,0.2802781,-0.0044886
34,-0.37659577,-0.31395382,"('mean', 'honorable')",-0.74258876,-0.6859993,1.4821326,1.3355445,5.5950246,5.4872327,1.4894931,1.455706,0.0337871
26,0.36665884,0.31012473,"('hardhearted', 'benevolent')",0.8585996,0.7603619,1.2410704,1.2935736,1.4947193,1.4699855,0.990262,0.9585115,0.0317505
19,0.36320665,0.40916583,"('inhospitable', 'hospitable')",0.075054884,0.12350493,2.2994194,2.1008122,-0.2667732,-0.28711945,0.6177269,0.5865909,0.031136
2,0.34408116,0.38973093,"('unlikable', 'likable')",1.1126746,1.1135782,0.8311319,0.8783468,0.49667215,0.69974965,0.6961399,0.7703514,-0.0742115
27,0.31083748,0.23070323,"('hardhearted', 'softhearted')",-0.7909772,-0.7879694,1.2981046,1.0497038,0.83434534,0.7522062,0.4130776,0.311161,0.1019166
8,-0.2967832,-0.49342355,"('unaffectionate', 'affectionate')",0.08683096,-0.043865457,1.631456,1.3499395,0.85134745,0.61646473,0.5682128,0.3572788,0.210934
15,0.26696783,0.6409632,"('boring', 'funny')",0.65704876,0.7342521,0.54646343,0.5313194,0.54635185,0.6358148,0.504208,0.6355873,-0.1313793
54,0.21517873,0.13138008,"('incapable', 'capable')",0.013146207,-0.0005906895,1.650475,1.5682918,0.92284775,0.8488018,0.7004119,0.6369708,0.0634411
42,0.20404333,0.25143972,"('unreliable', 'reliable')",0.8268321,0.83597255,-0.11127176,0.050986893,-2.7122483,-2.5909708,-0.4481612,-0.3631429,-0.0850183
64,-0.16187198,0.05140478,"('shy', 'confident')",0.3437842,0.5612234,-0.3560191,-0.22537804,-6.5358605,-6.1422973,-1.6774919,-1.4387618,-0.2387301
18,0.09986051,-0.16427346,"('disagreeable', 'welcoming')",0.58200675,0.41976342,-0.9558541,-1.0019497,-1.1362544,-1.1487339,-0.3525603,-0.4737984,0.1212381
83,-0.09950468,0.039394442,"('powerless', 'powerful')",0.3965609,0.5268673,0.8212771,0.8945092,-0.9910457,-0.9237144,0.0318219,0.1342641,-0.1024422
87,-0.098548815,0.23255704,"('unsuccessful', 'successful')",0.84141773,0.83427435,-0.045854002,0.08327022,-0.017776348,0.1656931,0.1698096,0.3289487,-0.1591391
84,0.090473816,0.27307132,"('inferior', 'superior')",0.59411544,0.6242515,0.79186845,0.76260626,0.553985,0.4749313,0.5076107,0.5337151,-0.0261044
40,0.067352474,-0.19971636,"('stingy', 'generous')",0.36865905,0.28323057,0.48411515,0.30324864,-1.8612713,-2.0893857,-0.2352861,-0.4256557,0.1903696
68,-0.055017248,-0.17905863,"('dependent', 'independent')",-1.2882853,-1.2225413,-0.20550707,-0.18345797,-1.4169233,-1.4222304,-0.7414332,-0.7518221,0.0103889
67,-0.0338044,0.2043021,"('doubtful', 'determined')",-0.47370273,-0.3825025,-0.105459675,0.14810754,-0.41963974,-0.34353715,-0.2581517,-0.0934075,-0.1647442
29,0.01754022,-0.10897914,"('unfair', 'fair')",-0.16171266,-0.25619498,0.27371672,0.1461193,-0.78652215,-0.8194777,-0.1642445,-0.2596331,0.0953886
