,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
18,-0.9960175,-0.9113002,"('disagreeable', 'welcoming')",-0.3562798,-0.28280205,-0.6469636,-0.57662004,-0.6664203,-0.5902408,-0.0761795
1,0.91521776,0.8289886,"('unfriendly', 'friendly')",1.6446384,1.5906795,2.58588,2.4971626,1.7152454,1.6389437,0.0763017
76,-0.9111085,-0.71174806,"('anxious', 'daring')",-0.7512604,-0.69862473,-0.27955177,-0.23683536,-0.6473069,-0.5490694,-0.0982375
26,0.87404436,0.95095396,"('hardhearted', 'benevolent')",1.3780504,1.3627045,1.5351229,1.588662,1.2624059,1.3007735,-0.0383676
7,-0.84830195,-0.7813828,"('insensitive', 'sensitive')",-0.9804718,-0.91595715,-0.08985774,-0.1051208,-0.6395438,-0.6008203,-0.0387235
13,-0.8040544,-0.86236835,"('impolite', 'polite')",0.01689215,0.05129118,-0.6828664,-0.7755818,-0.4900095,-0.5288863,0.0388768
3,-0.7997527,-0.8551571,"('repellent', 'pleasant')",-1.8470532,-1.838427,0.31755355,0.2372183,-0.7764174,-0.8187885,0.0423711
19,0.7805779,0.98698115,"('inhospitable', 'hospitable')",0.1511126,0.22573914,0.013157712,0.009141669,0.3149494,0.4072873,-0.0923379
54,0.76437956,0.91342676,"('incapable', 'capable')",1.1798964,1.1877927,1.0527561,1.0692438,0.9990106,1.056821,-0.0578104
55,-0.7468369,-0.88091326,"('incompetent', 'clever')",-0.2817663,-0.21862528,-0.40344208,-0.46581945,-0.4773484,-0.521786,0.0444376
56,0.7253864,0.9592519,"('impractical', 'practical')",0.40339404,0.4397554,-1.3998927,-1.2485602,-0.0903708,0.050149,-0.1405198
87,-0.7017095,-0.60715085,"('unsuccessful', 'successful')",-0.0037010722,-0.07172342,0.021632116,-0.010225,-0.2279262,-0.2296998,0.0017736
14,-0.69728315,-0.8339896,"('antisocial', 'social')",-0.77568877,-0.8175789,-1.2135248,-1.2258803,-0.8954989,-0.9591496,0.0636507
61,-0.6931029,-0.76165766,"('illogical', 'logical')",-0.5987609,-0.6631648,0.06908632,0.080747515,-0.4075925,-0.448025,0.0404325
0,-0.6836368,-0.8428604,"('unsociable', 'sociable')",0.32243502,0.1380086,-0.43296975,-0.5165051,-0.2647238,-0.407119,0.1423952
86,0.673817,0.3896756,"('uninfluential', 'influential')",-0.06034559,-0.2581883,-0.6881927,-0.8696159,-0.0249071,-0.2460429,0.2211358
27,0.66803944,0.6348521,"('hardhearted', 'softhearted')",0.71545124,0.6231274,1.6768575,1.5197792,1.020116,0.9259195,0.0941965
82,-0.66398793,-0.6812423,"('poor', 'rich')",-0.79841405,-0.8696776,6.261374,6.2467766,1.5996574,1.5652855,0.0343719
52,-0.6385714,-0.6570142,"('irrational', 'rational')",-0.006632805,0.02141099,0.1284257,0.18823919,-0.1722595,-0.1491213,-0.0231382
30,-0.63003564,-0.57397974,"('intolerant', 'tolerant')",-1.3468972,-1.2932297,-0.22323677,-0.22157864,-0.7333899,-0.6962627,-0.0371272
77,-0.61401075,-0.7824228,"('unmotivated', 'motivated')",-0.81652796,-0.8601239,-1.431723,-1.4306439,-0.9540873,-1.0243969,0.0703096
51,-0.60578394,-0.6647189,"('uneducated', 'educated')",-1.1237247,-1.0701004,-0.19476764,-0.30663174,-0.6414254,-0.6804837,0.0390583
60,-0.6002196,-0.49737245,"('inefficient', 'efficient')",-0.24090338,-0.22853209,-0.62709767,-0.5313036,-0.4894069,-0.4190694,-0.0703375
57,-0.59225,-0.6509846,"('unimaginative', 'imaginative')",-1.1564153,-1.2246659,-4.2471433,-4.2290306,-1.9986029,-2.0348937,0.0362908
80,-0.59023285,-0.6483127,"('dominated', 'dominating')",-0.6600696,-0.7979593,-1.0646625,-1.2225395,-0.7716549,-0.8896039,0.117949
31,0.5753925,0.5674742,"('evil', 'good')",0.32723483,0.35357198,-0.157897,-0.18507826,0.2482435,0.2453226,0.0029209
36,0.55715686,0.42564535,"('hostile', 'amicable')",0.072567314,0.23255561,0.39106953,0.4013949,0.3402646,0.3531986,-0.012934
10,-0.55229574,-0.62556404,"('unsympathetic', 'sympathetic')",-1.0107305,-1.0823891,-0.96451527,-1.0146089,-0.8425138,-0.9075207,0.0650069
39,0.54392326,0.50436497,"('exploitative', 'cooperative')",0.9783178,1.034241,0.08159732,0.13905007,0.5346128,0.5592186,-0.0246058
68,0.5401592,0.5843858,"('dependent', 'independent')",-1.0215324,-1.059696,-1.4197502,-1.526666,-0.6337078,-0.6673254,0.0336176
84,0.5359177,0.575171,"('inferior', 'superior')",0.10836746,0.11548284,0.43343514,0.46024182,0.3592401,0.3836319,-0.0243918
34,-0.53095526,-0.76156354,"('mean', 'honorable')",-0.16039915,-0.15253071,5.492792,5.429202,1.6004793,1.5050359,0.0954434
12,0.52158964,0.61045253,"('unsupportive', 'supportive')",0.67289937,0.4926227,-2.2409132,-2.2132692,-0.3488081,-0.3700647,0.0212566
64,-0.50395095,-0.35553598,"('shy', 'confident')",-1.7306656,-1.716239,-7.358946,-7.179487,-3.197854,-3.0837542,-0.1140998
72,-0.43352386,-0.33766037,"('unambitious', 'ambitious')",-0.819024,-0.82652414,-0.6435066,-0.3718473,-0.6320182,-0.5120106,-0.1200076
78,-0.4130236,-0.62286115,"('nonresilient', 'resilient')",0.7914627,0.5239342,-0.040211417,-0.15399155,0.1127426,-0.0843062,0.1970488
50,-0.39668345,-0.42941204,"('clumsy', 'skillful')",-1.3570253,-1.3997173,-0.3076182,-0.22942236,-0.687109,-0.6861839,-0.0009251
2,-0.38718534,-0.22631152,"('unlikable', 'likable')",-0.17806712,-0.06100118,0.38462996,0.6117674,-0.0602075,0.1081516,-0.1683591
41,-0.37596247,-0.6180629,"('unforgiving', 'forgiving')",0.7058211,0.63409173,-0.21776357,-0.19537623,0.037365,-0.0597825,0.0971475
88,-0.36006084,-0.1938582,"('low', 'eminent')",-0.960966,-0.93449533,-0.55192626,-0.43017548,-0.6243177,-0.5195097,-0.104808
23,-0.3497362,-0.47723493,"('insincere', 'sincere')",0.2733019,0.1976281,6.107339,6.0948377,2.0103016,1.9384103,0.0718913
62,-0.34256858,-0.1480475,"('incompetent', 'brilliant')",-0.28483516,-0.2867218,-0.7627366,-0.5972601,-0.4633801,-0.3440098,-0.1193703
70,-0.32450625,-0.376081,"('lethargic', 'energetic')",-1.4033854,-1.4653126,-0.14969102,-0.24692681,-0.6258609,-0.6961068,0.0702459
32,-0.31646866,-0.21952713,"('unkind', 'kind')",0.32393616,0.35149342,0.7524181,0.9686874,0.2532952,0.3668845,-0.1135893
43,-0.30452985,-0.19556528,"('irresponsible', 'responsible')",-0.39415914,-0.49667314,0.060273875,0.15133938,-0.212805,-0.1802997,-0.0325053
59,0.30328047,0.42540324,"('foolish', 'wise')",0.2533764,0.16483632,-0.057452865,-0.040090084,0.1664013,0.1833831,-0.0169818
42,0.29336244,0.47349572,"('unreliable', 'reliable')",-0.34635428,-0.40696323,-3.3801334,-3.2764547,-1.1443751,-1.0699741,-0.074401
38,0.29252827,0.37863612,"('untruthful', 'truthful')",0.44416782,0.30087116,-0.13884974,-0.115847446,0.1992821,0.1878866,0.0113955
15,0.28520378,0.2895572,"('boring', 'funny')",0.5385148,0.65034366,0.038642526,0.046115093,0.2874537,0.328672,-0.0412183
4,-0.2781697,-0.17819166,"('disliked', 'liked')",-0.2683232,-0.20591123,-7.81441,-7.7935195,-2.7869676,-2.7258743,-0.0610933
58,0.27108195,0.1653576,"('undiscriminating', 'discriminating')",-0.18217185,-0.33221766,0.01374479,-0.08063544,0.0342183,-0.0824985,0.1167168
48,0.2560652,-0.0032377169,"('unintelligent', 'intelligent')",-0.013386458,-0.012950957,-0.17005128,-0.17335328,0.0242092,-0.0631807,0.0873899
20,0.2532364,0.12560385,"('rough', 'thoughtful')",-0.019205868,-0.010179646,0.4619673,0.4890395,0.2319993,0.2014879,0.0305114
45,0.24201256,0.021968104,"('incompetent', 'competent')",-0.3540091,-0.45968974,-0.7265788,-0.8354025,-0.2795251,-0.4243747,0.1448496
21,-0.2245075,-0.35387564,"('immoral', 'moral')",-0.47960305,-0.5355265,-1.0909452,-1.200384,-0.598352,-0.6965954,0.0982434
53,0.18802726,0.30337432,"('uncreative', 'creative')",-0.19409262,-0.13065702,0.39531282,0.52888334,0.1297492,0.2338669,-0.1041177
40,0.18703187,-0.09366565,"('stingy', 'generous')",-0.20085678,-0.34622777,-2.3802822,-2.4111514,-0.7980357,-0.9503483,0.1523126
67,0.16423815,0.42450348,"('doubtful', 'determined')",0.20434435,0.23981927,-0.5770108,-0.57572174,-0.0694761,0.0295337,-0.0990098
29,-0.16010907,0.09680042,"('unfair', 'fair')",-0.3907256,-0.25544524,-0.52873635,-0.49268007,-0.359857,-0.2171083,-0.1427487
75,0.14605966,0.3412559,"('meek', 'impulsive')",-0.7285639,-0.6576407,-0.6510761,-0.46300954,-0.4111935,-0.2597981,-0.1513954
22,-0.14346768,-0.3255525,"('untrustworthy', 'trustworthy')",-0.45674148,-0.57883835,-1.1407561,-1.0867893,-0.5803218,-0.6637267,0.0834049
66,0.12950324,0.19124548,"('inactive', 'active')",-0.35423785,-0.3468916,0.8408835,0.70998806,0.205383,0.1847806,0.0206024
28,-0.10074119,-0.54775953,"('disloyal', 'loyal')",-0.0009578727,-0.08385301,0.80323327,0.71972245,0.2338447,0.02937,0.2044747
49,-0.099841446,-0.123981304,"('unable', 'able')",-0.15709624,-0.07000722,-0.7141622,-0.5270867,-0.3237,-0.2403584,-0.0833416
83,-0.085098475,0.1114718,"('powerless', 'powerful')",-0.7453065,-0.68006814,-1.8568082,-1.651564,-0.8957377,-0.7400535,-0.1556842
24,-0.020980462,-0.092580274,"('dishonest', 'honest')",-0.1757727,-0.18407087,0.72774583,0.84682465,0.1769976,0.1900578,-0.0130602
8,0.019618064,0.016710915,"('unaffectionate', 'affectionate')",0.5688585,0.5604362,1.0735624,1.0715373,0.554013,0.5495615,0.0044515
