,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
80,0.6066919,0.432603,"('dominated', 'dominating')",-1.0551144,-0.8924008,-0.2242112,-0.2298989,0.0056877
28,-0.59979576,-0.69961286,"('disloyal', 'loyal')",1.0407821,0.88092005,0.2204932,0.0906536,0.1298396
44,0.5882934,0.4486952,"('prejudiced', 'unprejudiced')",-1.4125687,-1.4520094,-0.4121377,-0.5016571,0.0895194
36,-0.52581066,-0.65068156,"('hostile', 'amicable')",-0.0064334497,-0.26290527,-0.266122,-0.4567934,0.1906714
55,-0.5195309,-0.5153857,"('incompetent', 'clever')",-0.18803406,-0.10536504,-0.3537825,-0.3103754,-0.0434071
56,-0.5002166,-0.60321605,"('impractical', 'practical')",-0.71904975,-0.65097076,-0.6096332,-0.6270934,0.0174602
26,-0.5000943,-0.85855514,"('hardhearted', 'benevolent')",1.5032911,1.3315797,0.5015984,0.2365123,0.2650861
88,-0.4701674,-0.74452823,"('low', 'eminent')",-0.47282684,-0.6216835,-0.4714971,-0.6831058,0.2116087
81,0.46781796,0.30882075,"('submissive', 'aggressive')",-0.8925728,-0.6088724,-0.2123774,-0.1500258,-0.0623516
51,-0.39963025,-0.42657423,"('uneducated', 'educated')",-0.19467622,-0.068524644,-0.2971532,-0.2475494,-0.0496038
13,-0.39544603,-0.5654216,"('impolite', 'polite')",-0.98446506,-0.9889584,-0.6899555,-0.77719,0.0872345
18,-0.39501876,-0.30552906,"('disagreeable', 'welcoming')",-0.6810248,-0.68102866,-0.5380218,-0.4932789,-0.0447429
85,-0.38912567,-0.49647534,"('insignificant', 'prestigious')",-0.14958254,-0.16051951,-0.2693541,-0.3284974,0.0591433
40,0.38405904,0.2674153,"('stingy', 'generous')",-2.156848,-2.0829463,-0.8863944,-0.9077655,0.0213711
60,0.36321467,0.2960025,"('inefficient', 'efficient')",-0.2915409,-0.1926888,0.0358369,0.0516569,-0.01582
11,-0.3607342,-0.5095686,"('unhelpful', 'helpful')",1.4347769,1.5156062,0.5370213,0.5030188,0.0340025
20,0.34854674,0.32890555,"('rough', 'thoughtful')",0.8057412,0.774442,0.577144,0.5516738,0.0254702
75,0.34554675,0.32691273,"('meek', 'impulsive')",-0.5496196,-0.6146889,-0.1020364,-0.1438881,0.0418517
35,0.3368912,0.43602026,"('corrupt', 'incorrupt')",-0.30797705,-0.40976673,0.0144571,0.0131268,0.0013303
14,-0.33224306,-0.5750625,"('antisocial', 'social')",-0.48688483,-0.6117611,-0.409564,-0.5934118,0.1838478
82,-0.32378784,-0.2825426,"('poor', 'rich')",6.447112,6.1485133,3.0616622,2.9329853,0.1286769
78,-0.30114317,-0.09799039,"('nonresilient', 'resilient')",0.03287961,0.14303455,-0.1341318,0.0225221,-0.1566539
34,0.29684532,0.28092054,"('mean', 'honorable')",5.7121644,5.664686,3.0045049,2.9728034,0.0317015
41,-0.28304604,-0.48454866,"('unforgiving', 'forgiving')",-0.28649125,-0.49256,-0.2847686,-0.4885543,0.2037857
72,-0.2807236,-0.19294918,"('unambitious', 'ambitious')",-0.1529164,-0.2743335,-0.21682,-0.2336413,0.0168213
68,-0.27955052,-0.015180834,"('dependent', 'independent')",-0.8901792,-0.59254956,-0.5848649,-0.3038652,-0.2809997
48,0.2640503,0.42040014,"('unintelligent', 'intelligent')",0.74600285,0.8863823,0.5050266,0.6533912,-0.1483646
76,0.25104973,0.29051337,"('anxious', 'daring')",-0.4052462,-0.2994147,-0.0770982,-0.0044507,-0.0726475
27,-0.2305202,-0.16434081,"('hardhearted', 'softhearted')",1.0629084,1.0819435,0.4161941,0.4588014,-0.0426073
21,-0.22743417,-0.17112245,"('immoral', 'moral')",-0.73068345,-0.5705032,-0.4790588,-0.3708128,-0.108246
47,-0.17105633,-0.15206012,"('stupid', 'smart')",5.328386,5.1091504,2.5786648,2.4785452,0.1001196
50,-0.16878374,0.057243507,"('clumsy', 'skillful')",0.11348055,0.06087104,-0.0276516,0.0590573,-0.0867089
17,-0.1653811,-0.06075439,"('nasty', 'nice')",-0.90467983,-0.6973924,-0.5350305,-0.3790734,-0.1559571
4,-0.13946798,-0.21258679,"('disliked', 'liked')",-7.393167,-6.9384785,-3.7663176,-3.5755327,-0.1907849
2,0.12485022,0.10374,"('unlikable', 'likable')",0.43342203,0.35880268,0.2791361,0.2312713,0.0478648
87,0.120092705,-0.28806272,"('unsuccessful', 'successful')",0.8090979,0.87415916,0.4645953,0.2930482,0.1715471
37,0.104667425,-0.0048560128,"('fake', 'genuine')",0.14833127,0.1910196,0.1264994,0.0930818,0.0334176
67,-0.100124404,-0.12576124,"('doubtful', 'determined')",-0.43454146,-0.5466827,-0.2673329,-0.336222,0.0688891
15,-0.09977161,-0.26940733,"('boring', 'funny')",-0.025767753,-0.16244808,-0.0627697,-0.2159277,0.153158
65,-0.09757644,-0.095656395,"('insecure', 'secure')",-0.4974054,-0.4533392,-0.2974909,-0.2744978,-0.0229931
52,-0.096276134,-0.2454972,"('irrational', 'rational')",0.48045883,0.27148938,0.1920913,0.0129961,0.1790952
59,0.08846281,0.29057425,"('foolish', 'wise')",0.39752015,0.41932172,0.2429915,0.354948,-0.1119565
49,0.06635747,0.50710285,"('unable', 'able')",-0.06073148,0.15916345,0.002813,0.3331332,-0.3303202
39,0.056303687,-0.11292263,"('exploitative', 'cooperative')",0.17015578,0.09159076,0.1132297,-0.0106659,0.1238956
62,0.0473265,0.036045715,"('incompetent', 'brilliant')",0.40874594,0.5569988,0.2280362,0.2965223,-0.0684861
42,-0.034868374,-0.019736223,"('unreliable', 'reliable')",-3.5723784,-3.2634203,-1.8036234,-1.6415783,-0.1620451
30,0.017328456,-0.103030026,"('intolerant', 'tolerant')",0.6279885,0.5614486,0.3226585,0.2292093,0.0934492
64,-0.012821075,-0.01651362,"('shy', 'confident')",-6.8071914,-6.434867,-3.4100063,-3.2256904,-0.1843159
33,0.0079243705,-0.065803304,"('wrong', 'right')",-0.63100326,-0.5871836,-0.3115394,-0.3264934,0.014954
84,-0.0049496554,0.11995353,"('inferior', 'superior')",1.1035993,1.2304657,0.5493248,0.6752096,-0.1258848
