,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
64,-0.9042059,-0.78387475,"('shy', 'confident')",0.693111,0.6662181,1.1074207,1.1933699,-6.344288,-6.332884,-1.3619906,-1.3142927,-0.0476979
69,-0.8889739,-1.0121987,"('lazy', 'industrious')",0.019976035,-0.01952165,0.124817416,0.02116621,-0.97231525,-0.86999226,-0.4291239,-0.4701366,0.0410127
86,0.8367796,0.76621747,"('uninfluential', 'influential')",1.0801026,0.99036103,0.56378406,0.2640468,0.16451263,-0.17059253,0.6612947,0.4625081,0.1987866
66,-0.81904733,-0.9022875,"('inactive', 'active')",0.040483706,-0.12846342,0.6025855,0.5360609,0.71607286,0.682986,0.1350237,0.047074,0.0879497
62,0.8069767,1.0777334,"('incompetent', 'brilliant')",2.0637348,2.2254598,0.33891767,0.45519906,-0.01689838,0.014706491,0.7981827,0.9432746,-0.1450919
81,-0.79027295,-0.22634993,"('submissive', 'aggressive')",1.2499088,1.3638501,1.5119367,1.5229342,-0.35045213,-0.52248365,0.4052801,0.5344877,-0.1292076
38,-0.7876069,-0.7850241,"('untruthful', 'truthful')",-0.09444406,-0.039200243,-0.8120601,-0.70175004,-0.025250249,0.15790503,-0.4298403,-0.3420174,-0.0878229
36,-0.7718085,-1.0967871,"('hostile', 'amicable')",-1.5247716,-1.7302152,-1.8207918,-1.7676613,-0.18156636,0.020802453,-1.0747346,-1.1434653,0.0687307
74,0.7385119,0.82494,"('undedicated', 'dedicated')",0.24477324,0.28846064,1.1781015,1.0611756,0.5541398,0.5133617,0.6788816,0.6719845,0.0068971
58,-0.7381004,-0.9830477,"('undiscriminating', 'discriminating')",0.25353014,0.102809615,0.75764996,0.60703075,0.33450192,0.17728744,0.1518954,-0.02398,0.1758754
84,0.72717077,0.655243,"('inferior', 'superior')",-0.32717654,-0.37843424,0.40188497,0.4307894,0.5331669,0.5877864,0.3337615,0.3238461,0.0099154
13,-0.709149,-0.4365651,"('impolite', 'polite')",1.2152488,1.302324,0.4123576,0.6135978,0.13499117,0.14464347,0.2633621,0.406,-0.1426379
8,0.7043185,0.47570294,"('unaffectionate', 'affectionate')",0.21266094,0.0007483568,-0.012277793,-0.085032865,0.5230971,0.6433232,0.3569497,0.2586854,0.0982643
39,0.6960749,0.8269663,"('exploitative', 'cooperative')",0.16207853,0.008264402,1.620819,1.7160708,0.10640829,0.104530126,0.6463452,0.6639579,-0.0176127
0,-0.66712,-0.59959465,"('unsociable', 'sociable')",0.42416322,0.35309094,0.7642814,0.6136748,-0.34348366,-0.530755,0.0444602,-0.040896,0.0853562
4,-0.6509665,-0.8518723,"('disliked', 'liked')",1.1520085,1.15277,-0.24783708,-0.24110423,-6.108577,-5.9230266,-1.463843,-1.4658083,0.0019653
9,0.64787084,0.54477745,"('unaffectionate', 'caring')",0.2392111,0.091809146,-0.062906876,-0.18990365,1.0673335,1.1913499,0.4728771,0.4095082,0.0633689
41,-0.62979037,-0.6654148,"('unforgiving', 'forgiving')",-0.60347235,-0.54764736,1.1704932,1.2613729,0.4241236,0.38569143,0.0903385,0.1085005,-0.018162
14,-0.6248616,-0.18945901,"('antisocial', 'social')",1.3196242,1.4342215,1.3731782,1.7173419,-0.25941965,-0.26697308,0.4521303,0.6737828,-0.2216525
56,0.59615713,0.88320494,"('impractical', 'practical')",1.1973048,1.5289428,0.393398,0.7461232,-0.15413475,0.06293563,0.5081813,0.8053016,-0.2971203
10,-0.59490156,-0.3845102,"('unsympathetic', 'sympathetic')",0.68610376,0.78326625,0.08677195,-0.008147623,-0.04522759,-0.25105968,0.0331866,0.0348872,-0.0017006
50,-0.57017636,-0.53969705,"('clumsy', 'skillful')",0.55432194,0.511564,0.14041114,0.19639505,0.20619416,0.27969435,0.0826877,0.1119891,-0.0293014
7,0.5431751,0.6972174,"('insensitive', 'sensitive')",1.2308917,1.1599605,0.7474545,0.63239247,1.2735584,1.0484654,0.9487699,0.884509,0.0642609
33,0.5295735,0.2202486,"('wrong', 'right')",0.167174,-0.08274982,-0.24227242,-0.5405555,-0.7609654,-0.78934807,-0.0766226,-0.2981012,0.2214786
83,-0.5269258,-0.5524111,"('powerless', 'powerful')",0.9775704,1.115392,-0.60647047,-0.46203166,-1.1394923,-1.2528762,-0.3238295,-0.2879817,-0.0358478
46,-0.5131824,-0.4716317,"('uncompetitive', 'competitive')",0.76329505,0.78456134,1.5110238,1.4245764,-0.19190517,-0.44057235,0.3923078,0.3242334,0.0680744
23,0.5043173,0.7416133,"('insincere', 'sincere')",0.7363509,0.86005276,0.683004,0.7536883,6.016185,6.019163,1.9849643,2.0936294,-0.1086651
28,-0.4744556,-0.33058363,"('disloyal', 'loyal')",-0.10808268,-0.13808395,-0.16476549,-0.07821109,1.0247229,1.1256597,0.0693548,0.1446953,-0.0753405
78,-0.4610405,-0.6925717,"('nonresilient', 'resilient')",0.6475839,0.6093201,1.2026974,0.91640973,0.519465,0.29802352,0.4771764,0.2827954,0.194381
76,-0.44145033,0.062634766,"('anxious', 'daring')",-0.62841004,-0.36253813,0.14144805,0.45780063,0.19749005,0.21924208,-0.1827306,0.0942848,-0.2770154
1,0.4059954,0.12209901,"('unfriendly', 'friendly')",-0.41920882,-0.56778365,-0.01489814,-0.22243536,1.7636025,1.8776153,0.4338727,0.3023738,0.1314989
53,-0.39741382,-0.45848057,"('uncreative', 'creative')",-0.27921993,-0.22730935,-0.31223756,-0.2813734,1.0734138,1.0698503,0.0211356,0.0256718,-0.0045362
70,-0.38944915,-0.11106506,"('lethargic', 'energetic')",1.5985904,1.6593045,0.792077,0.8259597,1.0074193,0.8352538,0.7521594,0.8023632,-0.0502038
54,0.3763122,0.359979,"('incapable', 'capable')",1.0522369,1.0118934,-0.3793242,-0.31577027,0.7412326,0.8560471,0.4476144,0.4780373,-0.0304229
43,-0.3399942,-0.2602048,"('irresponsible', 'responsible')",1.4229877,1.4912357,0.62261176,0.64866173,0.6410852,0.5867224,0.5866726,0.6166037,-0.0299311
29,-0.33168632,-0.564785,"('unfair', 'fair')",-1.5427104,-1.6510665,-0.35600176,-0.48943883,-0.48905498,-0.64721906,-0.6798634,-0.8381274,0.158264
31,-0.32462904,-0.6781377,"('evil', 'good')",-1.7433239,-1.87666,-1.4628197,-1.4812225,-1.1972421,-1.164456,-1.1820037,-1.300119,0.1181153
61,0.32448232,0.15956315,"('illogical', 'logical')",0.27156252,0.20698002,-0.25234765,-0.44904566,0.2414277,0.014050997,0.1462812,-0.0171129,0.1633941
30,0.32357115,0.60141504,"('intolerant', 'tolerant')",1.4344876,1.575209,0.36468711,0.53781873,1.2517586,1.4051867,0.8436261,1.0299073,-0.1862812
87,-0.32311141,-0.26554394,"('unsuccessful', 'successful')",0.2238949,0.11730149,1.4223878,1.3384842,0.82317793,0.75390583,0.5365874,0.4860369,0.0505505
79,-0.30109128,-0.39457723,"('wavering', 'unwavering')",-0.06358103,0.010200463,-1.7470406,-1.6136112,-0.3852576,-0.17276755,-0.6242427,-0.5426889,-0.0815538
77,-0.29005507,-0.33242407,"('unmotivated', 'motivated')",1.3788579,1.3530794,0.37036335,0.13575457,-1.2066133,-1.3833953,0.0631382,-0.0567463,0.1198845
82,-0.27678645,-0.08180028,"('poor', 'rich')",0.16498637,0.42923963,-0.3646577,-0.10080871,5.9657435,6.0609684,1.3723215,1.5768998,-0.2045783
32,-0.2605505,-0.09008464,"('unkind', 'kind')",-0.13578662,-0.07668693,1.350228,1.2918006,1.3320367,1.4201924,0.5714819,0.6363053,-0.0648234
2,-0.25945398,-0.13260159,"('unlikable', 'likable')",0.17129557,0.1860671,1.149294,1.4059963,0.5841673,0.7935686,0.4113258,0.5632576,-0.1519318
35,-0.25142586,-0.4279661,"('corrupt', 'incorrupt')",-2.2504134,-2.3568192,-2.0889685,-1.982526,-0.5311492,-0.3303749,-1.2804893,-1.2744215,-0.0060678
55,0.24487321,0.4192033,"('incompetent', 'clever')",0.40297613,0.41131,1.0693328,0.95058525,0.23380694,-0.019272994,0.4877473,0.4404564,0.0472909
34,0.22606654,0.28931904,"('mean', 'honorable')",0.9734348,1.0734092,0.09355484,0.22187707,6.006913,6.1141343,1.8249924,1.9246849,-0.0996925
40,-0.21548462,-0.32859132,"('stingy', 'generous')",0.2606124,-0.0013109148,0.47935963,0.08549304,-1.2905728,-1.5390688,-0.1915213,-0.4458695,0.2543482
60,-0.21337986,0.18982789,"('inefficient', 'efficient')",1.584347,1.8515084,1.228428,1.3458108,0.08189064,0.05719606,0.6703215,0.8610858,-0.1907643
75,-0.17772174,-0.30816334,"('meek', 'impulsive')",-0.61486876,-0.7316777,-1.2992429,-1.2299031,-0.68560153,-0.6568256,-0.6943587,-0.7316424,0.0372837
63,-0.17237775,-0.13815355,"('unperceptive', 'insightful')",1.9598368,1.979956,1.8638556,1.6181056,1.3171172,1.1150048,1.242108,1.1437283,0.0983797
52,0.16563095,-0.033696905,"('irrational', 'rational')",0.04221172,-0.12810996,-1.2193866,-1.2908374,-0.2686754,-0.15204357,-0.3200548,-0.401172,0.0811172
80,-0.16502117,-0.07138028,"('dominated', 'dominating')",0.8143266,0.7297635,1.8652325,1.5118035,-0.62418115,-1.0015082,0.4725892,0.2921696,0.1804196
51,-0.15624669,-0.06403812,"('uneducated', 'educated')",1.9288237,1.7937388,1.1316271,0.9612123,1.0340629,0.8504978,0.9845667,0.8853527,0.099214
67,-0.13982354,0.13541439,"('doubtful', 'determined')",0.51813626,0.76517516,0.8943861,1.0082159,-0.6910075,-0.51860535,0.1454228,0.34755,-0.2021272
3,0.13169369,0.2860502,"('repellent', 'pleasant')",0.2900149,0.47393993,1.0579249,1.1147652,0.46538547,0.32407242,0.4862547,0.5497069,-0.0634522
37,-0.12944886,-0.0418294,"('fake', 'genuine')",0.3665058,0.20915636,0.16391292,-0.06898635,0.5329552,0.44590902,0.2334813,0.1360624,0.0974189
21,0.1114749,0.35788485,"('immoral', 'moral')",2.1745212,2.3012362,0.6213949,0.6611765,-0.52690923,-0.5898712,0.5951204,0.6826066,-0.0874862
65,0.08223842,0.40677693,"('insecure', 'secure')",0.07869942,0.1170141,0.92481834,0.9241285,-0.063839,-0.12408775,0.2554793,0.3309579,-0.0754786
68,0.070236236,0.033877715,"('dependent', 'independent')",0.3210252,0.21824782,-0.2520597,-0.37838224,-0.59231555,-0.7580132,-0.1132785,-0.2210675,0.107789
59,-0.06371231,0.074742995,"('foolish', 'wise')",0.99751884,0.95003486,-1.0009408,-1.0002333,-0.113501735,0.1325437,-0.045159,0.0392721,-0.0844311
88,-0.06369779,0.20272207,"('low', 'eminent')",0.46173742,0.56044203,-0.98951215,-0.63848627,0.17970088,0.42387268,-0.1029429,0.1371376,-0.2400805
25,0.057890404,-0.14188595,"('egoistic', 'altruistic')",-0.01129524,-0.16618326,-0.12602374,-0.044286832,1.6150761,1.6544642,0.3839119,0.325527,0.0583849
57,-0.055052795,0.022779718,"('unimaginative', 'imaginative')",0.5641236,0.5958379,-0.51019144,-0.49951524,-2.2507768,-2.3193731,-0.5629743,-0.5500677,-0.0129066
11,-0.031124331,0.22001606,"('unhelpful', 'helpful')",0.46972314,0.53654826,0.38679063,0.6382356,2.160398,2.2735903,0.7464468,0.9170976,-0.1706508
24,0.030825827,0.16772321,"('dishonest', 'honest')",0.3955387,0.32007948,-0.26908505,-0.27739382,0.6257237,0.67117417,0.1957508,0.2203958,-0.024645
71,0.029648751,-0.086469986,"('diffident', 'self-confident')",0.5607268,0.45021373,0.002516538,-0.085275084,0.16722238,0.23360941,0.1900286,0.1280195,0.0620091
20,-0.02819471,-0.15487623,"('rough', 'thoughtful')",0.037896305,-0.06930915,0.7413272,0.60925734,0.9549279,0.82712674,0.4264892,0.3030497,0.1234395
49,-0.02142795,0.14978582,"('unable', 'able')",1.2773815,1.4909066,-0.68866426,-0.39336786,-0.27558082,-0.07692029,0.0729271,0.2926011,-0.219674
18,0.0168041,0.21318829,"('disagreeable', 'welcoming')",-0.46822035,-0.56614715,-0.5165936,-0.26422983,-0.35635072,-0.21985517,-0.3310902,-0.209261,-0.1218292
15,-0.008745801,-0.068991795,"('boring', 'funny')",-0.09492474,-0.10490457,-1.148363,-1.0297283,0.3531286,0.48482034,-0.2247262,-0.1797011,-0.0450251
85,0.0058006626,-0.25118893,"('insignificant', 'prestigious')",0.04286342,0.0029599816,-0.8114593,-0.7588429,-0.20318604,0.18334487,-0.2414953,-0.2059318,-0.0355635
