,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
27,-0.9928693,-0.65930355,"('hardhearted', 'softhearted')",0.7263411,1.1994286,-0.1332641,0.2700625,-0.4033266
57,-0.9872587,-0.8745097,"('unimaginative', 'imaginative')",-2.6518734,-2.527387,-1.819566,-1.7009482,-0.1186178
5,-0.96358633,-0.97340417,"('distant', 'outgoing')",-0.116454795,0.155702,-0.5400206,-0.4088511,-0.1311695
33,-0.9471166,-0.7869165,"('wrong', 'right')",-0.5856868,-0.39943475,-0.7664017,-0.5931756,-0.1732261
10,-0.92436564,-1.104335,"('unsympathetic', 'sympathetic')",-0.9263462,-0.7908377,-0.9253559,-0.9475863,0.0222304
0,-0.8909982,-0.68704945,"('unsociable', 'sociable')",-0.5546673,-0.34392995,-0.7228327,-0.5154897,-0.207343
7,-0.84358937,-0.64615625,"('insensitive', 'sensitive')",-0.14621684,0.23018378,-0.4949031,-0.2079862,-0.2869169
81,0.829386,0.5943989,"('submissive', 'aggressive')",-0.39852625,-0.8155799,0.2154299,-0.1105905,0.3260204
52,-0.8123059,-0.28665113,"('irrational', 'rational')",0.3712934,0.4851175,-0.2205063,0.0992332,-0.3197395
67,0.79793656,0.8346548,"('doubtful', 'determined')",-0.35395163,-0.4503561,0.2219925,0.1921494,0.0298431
62,0.7713371,0.51969576,"('incompetent', 'brilliant')",0.42376027,0.33930847,0.5975487,0.4295021,0.1680466
12,-0.7352746,-0.6184511,"('unsupportive', 'supportive')",-2.0437243,-1.8373418,-1.3894994,-1.2278965,-0.1616029
63,-0.72054964,-0.65024894,"('unperceptive', 'insightful')",0.5920682,0.88105357,-0.0642407,0.1154023,-0.179643
85,-0.70466536,-0.656221,"('insignificant', 'prestigious')",0.41953456,0.5609868,-0.1425654,-0.0476171,-0.0949483
42,0.7011124,-0.01671501,"('unreliable', 'reliable')",-3.0005794,-3.031243,-1.1497335,-1.5239791,0.3742456
16,-0.693709,-1.0495036,"('unpopular', 'popular')",0.76918864,0.5028528,0.0377398,-0.2733254,0.3110652
24,-0.68921435,-0.81937313,"('dishonest', 'honest')",0.5886325,0.7221185,-0.0502909,-0.0486273,-0.0016636
71,-0.6826969,-0.5522635,"('diffident', 'self-confident')",0.6028225,0.73700404,-0.0399372,0.0923703,-0.1323075
61,-0.6258136,-0.3274158,"('illogical', 'logical')",-0.032651056,0.14331235,-0.3292323,-0.0920517,-0.2371806
73,0.6123947,0.76253945,"('helpless', 'self-reliant')",-2.916465,-2.7463713,-1.1520352,-0.9919159,-0.1601193
65,0.6063466,0.37897533,"('insecure', 'secure')",-0.08335574,-0.34444723,0.2614954,0.0172641,0.2442313
17,-0.58058727,-0.50574195,"('nasty', 'nice')",-0.3483483,-0.268688,-0.4644678,-0.387215,-0.0772528
80,0.5712122,0.64804053,"('dominated', 'dominating')",-1.7067974,-1.7959944,-0.5677926,-0.5739769,0.0061843
26,-0.55466086,-0.048444543,"('hardhearted', 'benevolent')",1.4140278,1.8228478,0.4296835,0.8872017,-0.4575182
79,-0.54069525,-0.97957426,"('wavering', 'unwavering')",0.107893206,-0.15628171,-0.216401,-0.567928,0.351527
84,0.5217798,0.7383311,"('inferior', 'superior')",0.96850175,1.1441298,0.7451408,0.9412304,-0.1960896
13,-0.5161576,-0.610875,"('impolite', 'polite')",-0.5370281,-0.51850724,-0.5265929,-0.5646911,0.0380982
18,-0.51030904,-0.50393105,"('disagreeable', 'welcoming')",-0.34741712,-0.3134218,-0.4288631,-0.4086764,-0.0201867
14,0.50370073,0.37853748,"('antisocial', 'social')",-0.7040879,-0.9044081,-0.1001936,-0.2629353,0.1627417
41,-0.5006435,-0.43618515,"('unforgiving', 'forgiving')",-0.111170135,0.07761332,-0.3059068,-0.1792859,-0.1266209
78,-0.48507273,-0.52121216,"('nonresilient', 'resilient')",0.055468556,-0.06543973,-0.2148021,-0.293326,0.0785239
30,0.47989807,0.6351416,"('intolerant', 'tolerant')",1.3101499,1.2457331,0.895024,0.9404374,-0.0454134
21,0.4591885,0.3761453,"('immoral', 'moral')",-0.6657741,-0.90144736,-0.1032928,-0.262651,0.1593582
2,0.4449954,-0.378706,"('unlikable', 'likable')",0.80866814,0.56985193,0.6268318,0.095573,0.5312588
75,0.42253,-0.25076005,"('meek', 'impulsive')",-0.25339636,-0.4589321,0.0845668,-0.3548461,0.4394129
38,-0.41582274,-0.78928876,"('untruthful', 'truthful')",-0.004502669,-0.1277904,-0.2101627,-0.4585396,0.2483769
46,-0.40447354,-0.7805947,"('uncompetitive', 'competitive')",-0.8637475,-1.0481187,-0.6341105,-0.9143567,0.2802462
35,-0.3980785,-0.27274135,"('corrupt', 'incorrupt')",-0.11145252,-0.10764596,-0.2547655,-0.1901937,-0.0645718
59,-0.38777155,0.10181205,"('foolish', 'wise')",0.4397116,0.8232271,0.02597,0.4625196,-0.4365496
25,-0.38594073,-0.27741486,"('egoistic', 'altruistic')",1.7823268,1.6754949,0.6981931,0.6990401,-0.000847
64,0.38297313,0.41155273,"('shy', 'confident')",-6.3523593,-6.3867536,-2.9846931,-2.9876003,0.0029072
20,0.3797525,0.48742297,"('rough', 'thoughtful')",1.0219166,1.2302247,0.7008346,0.8588238,-0.1579892
4,-0.3581646,-0.5193058,"('disliked', 'liked')",-6.22252,-6.1074595,-3.2903423,-3.3133826,0.0230403
37,-0.32197005,-0.11725657,"('fake', 'genuine')",-0.06949282,0.258608,-0.1957314,0.0706757,-0.2664071
82,0.30910414,-0.4702091,"('poor', 'rich')",6.382834,6.154878,3.345969,2.8423345,0.5036345
29,-0.29506898,-0.32465357,"('unfair', 'fair')",-0.51838017,-0.41957843,-0.4067246,-0.372116,-0.0346086
45,-0.27931476,-0.626106,"('incompetent', 'competent')",-0.36040044,-0.3439462,-0.3198576,-0.4850261,0.1651685
70,0.26055008,-0.3136424,"('lethargic', 'energetic')",0.42206368,0.350425,0.3413069,0.0183913,0.3229156
40,-0.25823888,-0.038607225,"('stingy', 'generous')",-1.8170836,-1.5089903,-1.0376612,-0.7737988,-0.2638624
69,-0.25525963,-0.079303265,"('lazy', 'industrious')",-0.46042937,-0.20370969,-0.3578445,-0.1415065,-0.216338
50,0.241222,0.04168518,"('clumsy', 'skillful')",0.18592414,0.37750345,0.2135731,0.2095943,0.0039788
68,-0.22346881,-0.04187068,"('dependent', 'independent')",-0.6396928,-0.41600707,-0.4315808,-0.2289389,-0.2026419
23,-0.20303033,-0.44005617,"('insincere', 'sincere')",5.6229033,5.5119777,2.7099366,2.5359607,0.1739759
72,-0.19959334,-0.42509264,"('unambitious', 'ambitious')",-0.85036963,-0.82783204,-0.5249815,-0.6264623,0.1014808
55,0.18942915,0.30728465,"('incompetent', 'clever')",-0.13079453,-0.01085831,0.0293173,0.1482132,-0.1188959
39,0.18771218,0.8710203,"('exploitative', 'cooperative')",0.05779397,0.34560463,0.1227531,0.6083125,-0.4855594
88,-0.14315438,-0.38865653,"('low', 'eminent')",0.29120347,0.21203013,0.0740245,-0.0883132,0.1623377
32,0.14017327,-0.17626278,"('unkind', 'kind')",1.058876,0.9519226,0.5995247,0.3878299,0.2116948
34,-0.12197622,-0.38773727,"('mean', 'honorable')",6.0166287,5.916807,2.9473262,2.764535,0.1827912
11,0.11528251,-0.05969645,"('unhelpful', 'helpful')",1.7208726,1.786984,0.9180776,0.8636438,0.0544338
83,0.11287786,0.4719269,"('powerless', 'powerful')",-1.043472,-0.9069917,-0.4652971,-0.2175324,-0.2477647
51,0.110545866,-0.1458895,"('uneducated', 'educated')",0.06364985,0.30875593,0.0870979,0.0814332,0.0056647
77,0.10922032,0.12755774,"('unmotivated', 'motivated')",-1.0207514,-1.110251,-0.4557655,-0.4913466,0.0355811
47,0.10867213,-0.11419003,"('stupid', 'smart')",5.578104,5.7188425,2.8433881,2.8023262,0.0410619
87,-0.09850082,-0.29316738,"('unsuccessful', 'successful')",0.5016738,0.5294473,0.2015865,0.11814,0.0834465
22,0.09439462,-0.083203286,"('untrustworthy', 'trustworthy')",-1.0429164,-0.7867761,-0.4742609,-0.4349897,-0.0392712
43,-0.077277154,-0.5380311,"('irresponsible', 'responsible')",0.3433441,0.17909217,0.1330335,-0.1794695,0.312503
74,-0.05114547,-0.52831686,"('undedicated', 'dedicated')",-0.08682394,-0.01764422,-0.0689847,-0.2729805,0.2039958
48,-0.043869697,0.62918925,"('unintelligent', 'intelligent')",0.73782736,1.0562967,0.3469788,0.842743,-0.4957642
15,-0.0318042,-0.18659773,"('boring', 'funny')",0.7812,0.57728946,0.3746979,0.1953459,0.179352
49,0.015071645,0.27854064,"('unable', 'able')",0.18000507,0.36557147,0.0975384,0.3220561,-0.2245177
3,0.00020973315,-0.35258034,"('repellent', 'pleasant')",0.35176077,-0.1497403,0.1759852,-0.2511603,0.4271455
