,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
69,1.9440014,1.9706987,"('lazy', 'industrious')",1.7441893,2.1275566,2.9867897,3.3882694,-0.25506717,0.0134478435,1.6049782,1.8749931,-0.2700149
85,1.8693144,2.0772204,"('insignificant', 'prestigious')",0.009896287,0.40202174,2.70333,2.828706,0.79782873,1.0616227,1.3450923,1.5923927,-0.2473004
25,1.8668921,2.138264,"('egoistic', 'altruistic')",0.43089768,1.0940242,0.8575399,1.2908438,1.6005005,1.8551371,1.1889576,1.5945673,-0.4056097
26,1.8585135,1.7076453,"('hardhearted', 'benevolent')",0.05114423,0.042705372,0.30180895,0.09660906,1.7121994,1.7608929,0.9809166,0.9019632,0.0789534
13,-1.6012869,-1.5776707,"('impolite', 'polite')",-1.0300301,-1.1221522,-2.416854,-2.404325,-0.7998596,-0.8063048,-1.4620076,-1.4776132,0.0156056
76,-1.5496603,-1.5286108,"('anxious', 'daring')",-0.44683942,-0.2701568,-1.6747258,-1.7969996,0.025728025,0.039693777,-0.9113744,-0.8890183,-0.0223561
65,-1.4380294,-1.3870375,"('insecure', 'secure')",-0.608396,-0.424675,-2.697345,-2.5910547,-0.70375484,-0.67263526,-1.3618814,-1.2688506,-0.0930308
11,-1.4297348,-1.3623464,"('unhelpful', 'helpful')",-0.6467342,-0.9090469,-1.6289828,-1.866894,1.7224205,1.6862807,-0.4957578,-0.6130017,0.1172439
9,1.4044719,1.4115628,"('unaffectionate', 'caring')",-0.6089052,-0.6621863,-0.2061945,-0.44785926,1.2823337,1.3411866,0.4679265,0.410676,0.0572505
80,-1.3913927,-1.427322,"('dominated', 'dominating')",-0.097029954,-0.2515143,-1.1382784,-1.2597508,-1.0850672,-1.2062879,-0.927942,-1.0362188,0.1082768
71,1.3886096,1.25211,"('diffident', 'self-confident')",0.04963702,-0.05221958,-0.0122653255,-0.17244679,0.41231218,0.5207106,0.4595734,0.3870386,0.0725348
64,-1.3597984,-1.4280902,"('shy', 'confident')",0.6424154,0.6564251,-0.8287189,-0.8411677,-6.762735,-6.649727,-2.0772092,-2.06564,-0.0115692
45,-1.3477598,-1.6740285,"('incompetent', 'competent')",-0.45152858,-1.069812,-2.1106787,-2.7269683,-0.5444244,-0.4708642,-1.1135979,-1.4854183,0.3718204
8,1.3436993,1.3113655,"('unaffectionate', 'affectionate')",0.38354164,0.41026735,0.82272947,0.6956943,1.0076323,1.0886272,0.8894007,0.8764886,0.0129121
68,-1.3088946,-1.3940729,"('dependent', 'independent')",-0.5374142,-0.56922394,-0.79637104,-0.7618051,-0.836261,-0.70507425,-0.8697352,-0.8575441,-0.0121911
44,-1.2436992,-1.1557294,"('prejudiced', 'unprejudiced')",-0.13639003,0.3033949,0.70317405,0.8695816,-1.6278695,-1.4471604,-0.5761962,-0.3574783,-0.2187179
