,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
78,-1.1912961,-1.3489089,"('nonresilient', 'resilient')",-0.014512163,-0.14908871,0.09439245,0.16005526,-0.370472,-0.4459808,0.0755088
48,-1.1877935,-1.3464082,"('unintelligent', 'intelligent')",0.77668226,0.679109,0.4985435,0.5158119,0.0291441,-0.0504958,0.0796399
57,-1.1865485,-1.3292534,"('unimaginative', 'imaginative')",-0.1544761,-0.34221143,-2.6658669,-2.589401,-1.3356304,-1.4202887,0.0846583
68,-1.1618755,-1.1467134,"('dependent', 'independent')",0.26974106,0.53968775,-0.59084874,-0.6185133,-0.4943277,-0.408513,-0.0858147
31,-1.1369734,-0.7694589,"('evil', 'good')",-1.0870327,-0.9967975,-0.938963,-1.2284895,-1.054323,-0.9982486,-0.0560744
18,-1.0894109,-0.8121608,"('disagreeable', 'welcoming')",-0.064299345,-0.042098537,-0.4281092,-0.53202355,-0.5272731,-0.4620943,-0.0651788
56,1.0502638,1.1611689,"('impractical', 'practical')",2.2034593,2.376679,-0.2710406,-0.031013085,0.9942275,1.168945,-0.1747175
22,-1.0110397,-0.78823274,"('untrustworthy', 'trustworthy')",-0.5399109,-0.4905712,-1.2361932,-1.1090984,-0.9290479,-0.7959674,-0.1330805
28,-0.9378131,-0.955233,"('disloyal', 'loyal')",0.020480163,-0.07390807,0.9910602,0.9885401,0.0245758,-0.0135337,0.0381095
29,-0.89727455,-0.83540165,"('unfair', 'fair')",-0.9123733,-0.62287426,-0.44410187,-0.6478445,-0.7512499,-0.7020401,-0.0492098
69,0.88819367,0.9623025,"('lazy', 'industrious')",-0.1398223,-0.2691392,-0.7633572,-0.8633211,-0.0049953,-0.0567193,0.051724
24,-0.851838,-0.52290934,"('dishonest', 'honest')",-0.03439532,-0.010558762,0.69830346,0.64118296,-0.0626433,0.0359049,-0.0985482
11,-0.8445294,-0.751903,"('unhelpful', 'helpful')",0.43405682,0.5434699,2.1579838,2.3683448,0.5825037,0.7199705,-0.1374668
6,-0.80734557,-0.5213174,"('distant', 'open')",-0.5467471,-0.5582407,0.36269647,0.1253428,-0.3304654,-0.3180718,-0.0123936
3,-0.7906738,-0.8790822,"('repellent', 'pleasant')",-0.6348524,-0.5007747,0.026096359,0.035833452,-0.4664766,-0.4480078,-0.0184688
27,-0.7612483,-0.8061955,"('hardhearted', 'softhearted')",0.54831934,0.5373361,1.5090462,1.2953854,0.4320391,0.3421753,0.0898638
62,-0.7307574,-0.6982823,"('incompetent', 'brilliant')",1.2755183,1.3302008,-0.3937038,-0.15522656,0.0503524,0.1588973,-0.1085449
44,0.6402687,0.6103209,"('prejudiced', 'unprejudiced')",-1.1652367,-1.0378047,-1.4269023,-1.2780954,-0.6506234,-0.5685264,-0.082097
84,0.6148687,0.51960176,"('inferior', 'superior')",0.5507477,0.5227357,0.8566798,0.73837686,0.6740987,0.5935714,0.0805273
41,-0.6054214,-0.43850023,"('unforgiving', 'forgiving')",0.71510965,0.6687788,0.22408442,0.09563668,0.1112576,0.1086384,0.0026192
83,0.5881862,0.55493903,"('powerless', 'powerful')",0.06942102,-0.09558053,-1.0968857,-1.0302268,-0.1464262,-0.1902894,0.0438632
81,-0.5585969,-0.65310746,"('submissive', 'aggressive')",0.6130086,0.4162838,-0.851349,-0.7054397,-0.2656458,-0.3140878,0.048442
25,-0.55854815,-0.42990732,"('egoistic', 'altruistic')",-0.014478404,-0.12063025,1.3408203,1.3058767,0.2559313,0.2517797,0.0041516
2,0.5388099,0.53298086,"('unlikable', 'likable')",0.6403569,0.5969193,0.70245564,0.7371789,0.6272075,0.6223597,0.0048478
70,-0.5199615,-0.32729822,"('lethargic', 'energetic')",-0.12812355,-0.016960613,0.11326957,0.3695316,-0.1782718,0.0084243,-0.1866961
42,0.5079128,0.83582586,"('unreliable', 'reliable')",-0.15785232,-0.13119942,-3.1947107,-2.8350306,-0.9482168,-0.7101347,-0.2380821
13,-0.49404383,-0.4959833,"('impolite', 'polite')",1.142124,0.99778795,-0.5729085,-0.35821646,0.0250572,0.0478627,-0.0228055
72,-0.49088463,-0.5011718,"('unambitious', 'ambitious')",0.97134554,1.0989504,-1.0299151,-0.97870666,-0.1831514,-0.126976,-0.0561754
54,-0.44384435,-0.6818903,"('incapable', 'capable')",-0.1765908,-0.22352348,1.008489,0.8135378,0.1293513,-0.0306253,0.1599766
64,0.43969998,0.5190559,"('shy', 'confident')",-0.4038363,-0.21458334,-6.9521084,-6.5389576,-2.3054148,-2.0781617,-0.2272531
21,-0.42748374,-0.6379611,"('immoral', 'moral')",0.4537302,0.2856662,-0.88661796,-0.8420184,-0.2867905,-0.3981044,0.1113139
46,-0.42577136,-0.45250297,"('uncompetitive', 'competitive')",0.25307038,0.14286889,-0.8156873,-0.5386223,-0.3294628,-0.2827521,-0.0467107
65,-0.41057143,-0.4886042,"('insecure', 'secure')",1.1323249,1.200982,-0.4316876,-0.07197306,0.0966886,0.2134682,-0.1167796
76,-0.38656694,-0.6076639,"('anxious', 'daring')",0.3605826,0.27778584,0.10791388,0.26034933,0.0273098,-0.0231763,0.0504861
80,0.38415682,-0.08732577,"('dominated', 'dominating')",0.61254823,0.34772858,-1.4966562,-1.4381342,-0.1666504,-0.3925771,0.2259267
51,-0.37980652,-0.5984152,"('uneducated', 'educated')",0.08002971,0.1696598,0.68565786,0.6576204,0.128627,0.0762883,0.0523387
63,-0.3772094,-0.23947346,"('unperceptive', 'insightful')",1.1319716,1.2755426,0.73185885,0.9353419,0.4955403,0.657137,-0.1615967
26,0.3734892,0.47755778,"('hardhearted', 'benevolent')",2.1779826,2.0435662,2.049694,1.8611698,1.5337219,1.4607646,0.0729573
74,0.3732459,0.46551892,"('undedicated', 'dedicated')",1.8421798,1.8178298,0.39350694,0.4849454,0.8696442,0.9227647,-0.0531205
38,-0.35077137,-0.086760685,"('untruthful', 'truthful')",0.38346377,0.54871184,-0.012034025,0.121785484,0.0068861,0.1945789,-0.1876928
4,0.35044646,0.39108503,"('disliked', 'liked')",-0.34370953,-0.4510452,-6.3998117,-6.3513637,-2.131025,-2.137108,0.006083
0,-0.3480949,-0.63310933,"('unsociable', 'sociable')",1.8457334,1.7590808,-0.43986472,-0.44581988,0.3525912,0.2267172,0.125874
87,0.33956397,-0.09449971,"('unsuccessful', 'successful')",1.0926191,0.77793574,0.26751184,0.24031852,0.566565,0.3079182,0.2586468
5,-0.33915222,-0.12219089,"('distant', 'outgoing')",-0.48457566,-0.4694186,-0.36398032,-0.54530835,-0.3959027,-0.3789726,-0.0169301
49,-0.33876824,-0.446689,"('unable', 'able')",0.067524746,0.0795946,-0.4750428,-0.34591943,-0.2487621,-0.2376713,-0.0110908
40,-0.33301234,-0.19872867,"('stingy', 'generous')",-0.21570846,-0.47353753,-1.8269482,-1.9701842,-0.7918897,-0.8808168,0.0889271
43,-0.33111802,-0.26512063,"('irresponsible', 'responsible')",1.6623129,1.7021312,0.48129743,0.50807375,0.6041641,0.6483614,-0.0441973
15,-0.32901314,-0.41119197,"('boring', 'funny')",0.041003324,-0.12327656,0.16602866,0.028470881,-0.0406604,-0.1686659,0.1280055
75,-0.31143948,-0.03517592,"('meek', 'impulsive')",-1.8854072,-1.6937287,-0.70048743,-0.69654006,-0.965778,-0.8084815,-0.1572965
32,0.3106681,0.22925544,"('unkind', 'kind')",0.6300661,0.6751684,1.0817317,1.2069528,0.6741553,0.7037923,-0.029637
88,-0.25566033,-0.35204032,"('low', 'eminent')",-0.18513668,-0.20345986,0.51333183,0.3533938,0.0241783,-0.0673688,0.0915471
14,0.20197909,0.15735735,"('antisocial', 'social')",0.8955583,0.99120647,-0.803627,-0.744808,0.0979701,0.1345853,-0.0366152
30,0.19475159,0.3384442,"('intolerant', 'tolerant')",0.9951622,1.0535327,1.0576339,1.0025029,0.7491825,0.7981599,-0.0489774
19,-0.19228521,-0.22801094,"('inhospitable', 'hospitable')",-0.5820117,-0.6303149,0.06922597,-0.06530088,-0.2350236,-0.3078756,0.072852
58,-0.19223315,-0.5324672,"('undiscriminating', 'discriminating')",0.23386809,0.23003301,0.278529,0.1405136,0.1067213,-0.0539735,0.1606948
59,0.19104578,0.26926827,"('foolish', 'wise')",-0.44684535,-0.48111814,0.35514247,0.22800031,0.0331143,0.0053835,0.0277308
52,-0.17064942,-0.26830035,"('irrational', 'rational')",-0.45546192,-0.7453948,0.11183253,-0.26083308,-0.1714263,-0.4248428,0.2534165
47,-0.1591351,0.0010615708,"('stupid', 'smart')",0.5762934,0.42519733,5.441385,5.342918,1.9528476,1.923059,0.0297886
50,0.13313715,0.1349356,"('clumsy', 'skillful')",-0.4294281,-0.39411414,0.18013805,0.30116934,-0.0387176,0.0139969,-0.0527145
12,-0.11762239,0.04779966,"('unsupportive', 'supportive')",0.9838733,1.0200634,-1.6648395,-1.582449,-0.2661962,-0.1715286,-0.0946676
36,0.117562726,-0.0238949,"('hostile', 'amicable')",-0.5612413,-0.72028327,0.7492739,0.36422426,0.1018651,-0.1266513,0.2285164
79,0.101158895,0.08489983,"('wavering', 'unwavering')",-0.74410856,-0.82820344,0.3324288,0.114892095,-0.1035069,-0.2094705,0.1059636
71,-0.09541979,-0.008011647,"('diffident', 'self-confident')",1.6983407,1.6999094,0.39834863,0.34897617,0.6670899,0.6802913,-0.0132014
20,-0.08502389,-0.24346437,"('rough', 'thoughtful')",0.5900752,0.6992428,0.89139384,0.78383744,0.4654817,0.4132053,0.0522764
85,-0.08408208,-0.09179498,"('insignificant', 'prestigious')",-0.9224151,-1.0985997,0.7285323,0.40115973,-0.0926549,-0.2630783,0.1704234
33,0.08234619,0.0953796,"('wrong', 'right')",0.417888,0.28363013,-0.61301535,-0.78957736,-0.0375937,-0.1368559,0.0992622
17,0.080654785,0.022042703,"('nasty', 'nice')",-0.70182216,-0.67350554,-0.6261485,-0.81328225,-0.415772,-0.4882483,0.0724763
7,-0.078379884,-0.09376365,"('insensitive', 'sensitive')",0.5185335,0.7154394,0.4061411,0.40947446,0.2820983,0.3437167,-0.0616184
23,-0.07396957,-0.12857887,"('insincere', 'sincere')",0.95516765,1.0106217,5.9770117,5.9110484,2.2860699,2.2643638,0.0217061
34,0.06890817,0.26595646,"('mean', 'honorable')",0.65681314,0.81305844,6.2596636,6.2568727,2.3284616,2.4452958,-0.1168342
35,-0.057713,-0.055301834,"('corrupt', 'incorrupt')",-1.1401843,-1.2835697,-0.19381128,-0.46840245,-0.4639029,-0.6024246,0.1385217
60,0.038315453,0.15101758,"('inefficient', 'efficient')",2.427085,2.6875684,-0.19151652,0.16793035,0.7579613,1.0021722,-0.2442109
37,0.032183524,-0.04874321,"('fake', 'genuine')",-0.060703445,-0.03607366,0.15344046,0.30964276,0.0416402,0.074942,-0.0333018
66,-0.0056674853,-0.20537986,"('inactive', 'active')",-1.0274402,-1.2990406,0.7164905,0.38471943,-0.105539,-0.3732336,0.2676946
77,0.004615877,-0.121412374,"('unmotivated', 'motivated')",-0.73137903,-0.56078625,-1.5388479,-1.420392,-0.7552037,-0.7008635,-0.0543402
