,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
69,2.2411873,2.32949,"('lazy', 'industrious')",2.199546,2.293208,3.1760175,3.1298068,-0.23589233,0.038594395,1.8452146,1.9477746,-0.10256
85,2.0306041,2.1481495,"('insignificant', 'prestigious')",-0.20790926,0.107683346,2.2904825,2.3790376,0.4302505,0.7021928,1.135857,1.3342658,-0.1984088
25,1.8446063,1.9063277,"('egoistic', 'altruistic')",0.4439899,0.37325487,0.9058828,0.7783393,1.1264248,1.1644732,1.0802259,1.0555987,0.0246272
45,-1.787303,-1.6367044,"('incompetent', 'competent')",-0.81707096,-1.1218524,-2.4693868,-2.5558572,-0.48750666,-0.40533978,-1.390317,-1.4299384,0.0396214
65,-1.590643,-1.6371024,"('insecure', 'secure')",-0.6978662,-0.60623443,-2.6671638,-2.543258,-0.3911364,-0.46186605,-1.3367023,-1.3121151,-0.0245872
71,1.5429449,1.5704933,"('diffident', 'self-confident')",0.0080083795,-0.051934917,0.10148205,0.048909873,0.4410854,0.60108584,0.5233802,0.5421385,-0.0187583
13,-1.4947755,-1.4176491,"('impolite', 'polite')",-0.92190766,-0.7644749,-1.9237626,-1.7823325,-0.27834567,-0.29217374,-1.1546978,-1.0641576,-0.0905402
76,-1.4718522,-1.5490497,"('anxious', 'daring')",-0.17621604,-0.19217126,-1.4963874,-1.4915137,0.6963501,0.5797597,-0.6120263,-0.6632438,0.0512175
9,1.4144713,1.3861678,"('unaffectionate', 'caring')",-1.0669769,-0.97314763,-0.56056863,-0.531226,0.9260122,0.9460282,0.1782345,0.2069556,-0.0287211
57,-1.3588583,-1.1010835,"('unimaginative', 'imaginative')",-0.8977474,-0.834752,-2.8831837,-2.7982652,-2.538568,-2.0936658,-1.9195894,-1.7069416,-0.2126478
70,-1.2889127,-1.2690846,"('lethargic', 'energetic')",-0.75712055,-0.5455758,-2.548137,-2.4822686,0.7416207,0.76620334,-0.9631373,-0.8826814,-0.0804559
26,1.2450864,1.4059392,"('hardhearted', 'benevolent')",-0.6478108,-0.49737427,-0.27839157,-0.12881705,0.91373366,1.1528826,0.3081544,0.4831576,-0.1750032
11,-1.2183379,-1.2431629,"('unhelpful', 'helpful')",-0.8105077,-0.8091005,-1.5236895,-1.6128758,2.041414,1.9828572,-0.3777803,-0.4205705,0.0427902
80,-1.1935561,-1.4203488,"('dominated', 'dominating')",-0.21714307,-0.23167899,-0.9774879,-1.120189,-0.93098295,-0.94149286,-0.8297925,-0.9284274,0.0986349
8,1.1908189,1.2614497,"('unaffectionate', 'affectionate')",-0.18146358,-0.024265362,0.31825542,0.39800864,0.24033715,0.2978859,0.391987,0.4832697,-0.0912827
68,-1.1741714,-1.2482704,"('dependent', 'independent')",-0.4747399,-0.5077668,-0.7173049,-0.71662146,-0.4807266,-0.4331969,-0.7117357,-0.7264639,0.0147282
64,-1.1589806,-1.1405851,"('shy', 'confident')",0.8029648,0.77661425,-0.77002555,-0.59526175,-6.005002,-5.669248,-1.7827609,-1.6571202,-0.1256407
22,-1.153259,-1.0282446,"('untrustworthy', 'trustworthy')",-0.10665441,-0.15623924,-1.4196818,-1.3529887,-1.11083,-1.0931655,-0.9476063,-0.9076595,-0.0399468
78,1.1433294,1.1180816,"('nonresilient', 'resilient')",0.48828277,0.05885662,-0.25363475,-0.47556892,0.8512722,0.9331157,0.5573124,0.4086213,0.1486911
17,-1.0847929,-0.8970788,"('nasty', 'nice')",-0.250457,-0.2779591,-0.47464812,-0.35037452,-0.48103464,-0.36749044,-0.5727332,-0.4732257,-0.0995075
3,-1.0629787,-1.0539551,"('repellent', 'pleasant')",-0.9008022,-1.0261005,-1.3138275,-1.3048551,0.08617801,0.12363013,-0.7978576,-0.8153202,0.0174626
33,1.0510315,1.2403157,"('wrong', 'right')",0.18060881,0.5194283,1.3538816,1.5708231,-0.6334786,-0.47293982,0.4880108,0.7144068,-0.226396
84,1.0443915,0.9480474,"('inferior', 'superior')",0.73870105,0.7317574,-0.19823986,-0.05699303,1.1570386,1.1236023,0.6854728,0.6866035,-0.0011307
44,-1.015309,-1.0292138,"('prejudiced', 'unprejudiced')",0.07757525,0.39167455,0.60537463,0.77216977,-1.5145497,-1.3789757,-0.4617272,-0.3110863,-0.1506409
53,1.0087727,1.1559422,"('uncreative', 'creative')",0.02424207,-0.050838277,-0.38262567,-0.41866633,0.59043604,0.70729417,0.3102063,0.348433,-0.0382267
46,-1.0030899,-0.9790477,"('uncompetitive', 'competitive')",-0.44616556,-0.5965657,-3.2605789,-3.2878783,-0.4251013,-0.3161858,-1.2837338,-1.2949195,0.0111857
1,0.9874156,1.2078587,"('unfriendly', 'friendly')",-1.4831603,-1.5112034,-0.7672462,-0.5931623,1.1089102,1.132625,-0.0385202,0.0590295,-0.0975497
20,0.9733168,1.0606992,"('rough', 'thoughtful')",1.0793856,1.0614524,0.26873446,0.2589969,1.3800038,1.4381665,0.9253602,0.9548287,-0.0294685
5,0.95656776,1.0425042,"('distant', 'outgoing')",-0.06474138,-0.11771299,1.0473057,1.0008005,-0.2773957,-0.21180105,0.4154341,0.4284477,-0.0130136
4,-0.9476558,-0.72476006,"('disliked', 'liked')",0.12263328,-0.20076321,0.24543215,0.14728142,-6.077907,-5.738203,-1.6643744,-1.6291113,-0.0352631
81,-0.9190712,-1.008437,"('submissive', 'aggressive')",-0.3859105,-0.45159438,-1.9272429,-1.9594396,-0.23325936,-0.33327574,-0.866371,-0.9381867,0.0718157
6,0.90450835,0.98281235,"('distant', 'open')",-0.07293074,-0.13180384,1.1222095,1.0656545,0.21392,0.2518929,0.5419267,0.542139,-0.0002123
48,-0.89547193,-0.9786823,"('unintelligent', 'intelligent')",-1.0264224,-1.2279117,-2.1081898,-2.0657244,0.769462,0.71582913,-0.8151555,-0.8891223,0.0739668
63,-0.8937644,-0.89117146,"('unperceptive', 'insightful')",-0.535578,-0.6019513,-1.6970917,-1.772744,1.0424272,1.0122637,-0.5210017,-0.5634007,0.042399
21,-0.8815592,-0.9215093,"('immoral', 'moral')",-0.21195263,-0.38623554,-2.4551308,-2.4890594,-0.6577737,-0.6552206,-1.051604,-1.1130062,0.0614022
72,0.85378605,0.6899722,"('unambitious', 'ambitious')",0.3413124,0.32124826,-0.3304387,-0.3157049,-0.7450996,-0.96727,0.02989,-0.0679386,0.0978286
24,-0.8358403,-0.84485966,"('dishonest', 'honest')",-1.7524279,-1.663296,-1.8441272,-1.6540394,0.7331695,0.58946997,-0.9248065,-0.8931813,-0.0316252
0,-0.8103096,-0.8617915,"('unsociable', 'sociable')",-0.32553592,-0.51283365,-2.4006994,-2.3965964,-0.6439096,-0.6833811,-1.0451136,-1.1136507,0.0685371
54,0.7846028,0.76978105,"('incapable', 'capable')",0.046672355,0.29088506,0.30789104,0.39344782,1.000283,1.0548983,0.5348623,0.6272531,-0.0923908
7,-0.7765024,-0.7810817,"('insensitive', 'sensitive')",-0.88334143,-0.85731924,-2.7224011,-2.7388895,0.5030817,0.58941793,-0.9697908,-0.9469681,-0.0228227
58,0.76709926,0.84089786,"('undiscriminating', 'discriminating')",0.13380207,-0.007546272,-0.9888127,-1.0955069,-0.18632379,-0.19831416,-0.0685588,-0.1151174,0.0465586
75,-0.7594246,-0.63079596,"('meek', 'impulsive')",0.33309054,0.29875973,1.3801674,1.2756838,-0.089175925,-0.12181321,0.2161643,0.2054586,0.0107057
59,-0.75725305,-0.7564022,"('foolish', 'wise')",-0.6260589,-0.39217812,0.52400887,0.66099524,0.2882867,0.4090494,-0.1427541,-0.0196339,-0.1231202
30,-0.73915005,-0.7676924,"('intolerant', 'tolerant')",-1.4318957,-1.5286419,-2.4600084,-2.2670348,1.3015965,1.2545309,-0.8323643,-0.8272095,-0.0051548
62,-0.6529523,-0.72095746,"('incompetent', 'brilliant')",-0.2782889,-0.37274835,-1.8979408,-1.9112928,0.576324,0.4259608,-0.5632145,-0.6447595,0.081545
43,-0.6512898,-0.6401537,"('irresponsible', 'responsible')",-0.36565346,-0.20768557,-2.3017654,-2.1615922,0.5864159,0.699204,-0.6830732,-0.5775569,-0.1055163
27,-0.6423514,-0.66380286,"('hardhearted', 'softhearted')",-0.3927322,-0.38572496,-0.4418632,-0.45908418,0.9944622,1.2241658,-0.1206211,-0.0711116,-0.0495095
56,0.6338838,0.50075036,"('impractical', 'practical')",0.59633446,0.45211044,-1.4222219,-1.519486,-0.016203575,-0.120000266,-0.0520518,-0.1716563,0.1196045
18,-0.62452734,-0.35305315,"('disagreeable', 'welcoming')",-0.24332847,-0.01861508,-0.45205626,-0.2557049,-0.6585294,-0.55802834,-0.4946104,-0.2963504,-0.19826
10,-0.61914355,-0.7118677,"('unsympathetic', 'sympathetic')",-1.7495562,-1.7746382,-3.243872,-3.140499,0.033278454,0.15084499,-1.3948233,-1.36904,-0.0257833
50,-0.6125721,-0.5634125,"('clumsy', 'skillful')",0.7109266,0.92917526,0.5878595,0.66069704,0.3067283,0.28874838,0.2482356,0.328802,-0.0805664
14,-0.5897181,-0.59740716,"('antisocial', 'social')",0.42730206,0.2021215,-2.342585,-2.39703,-0.73956215,-0.69227546,-0.8111408,-0.8711478,0.060007
55,-0.5759984,-0.6656932,"('incompetent', 'clever')",0.28738487,-0.040744685,-2.276124,-2.376342,0.30481964,0.27769178,-0.5649795,-0.701272,0.1362925
88,-0.5548511,-0.4917862,"('low', 'eminent')",-1.9804786,-1.9313754,-1.1829249,-1.056152,0.32240605,0.14266106,-0.8489621,-0.8341631,-0.014799
29,-0.5215817,-0.6085181,"('unfair', 'fair')",0.83054954,0.4526073,0.402018,0.22925048,-0.6406572,-0.683194,0.0175822,-0.1524636,0.1700458
40,0.49928042,0.6464016,"('stingy', 'generous')",0.8598341,0.8731136,0.17884126,0.2778568,-1.3205516,-1.2309424,0.054351,0.1416074,-0.0872564
67,-0.4987779,-0.5366043,"('doubtful', 'determined')",0.7360865,0.7932427,0.15913676,0.1386787,-0.1677932,-0.17921302,0.057163,0.054026,0.003137
15,-0.4715447,-0.2896194,"('boring', 'funny')",-0.31215003,-0.106004596,-0.6008004,-0.40406427,0.26954994,0.37466162,-0.2787363,-0.1062566,-0.1724797
