,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.405518,3.383471,"('insignificant', 'prestigious')",2.3118052,2.668788,-3.370862,-2.8263102,0.9915412,1.4100763,2.52097,2.9169383,1.0651051,1.472035,0.9873463,1.5041664,-0.5168201
9,2.050922,2.1381035,"('unaffectionate', 'caring')",1.9443251,1.7509959,-0.21032579,-0.34148434,-1.0465143,-1.4492114,0.84162015,0.7787231,1.0576308,1.1961198,0.772943,0.6788744,0.0940686
66,2.0113845,2.669462,"('inactive', 'active')",1.912266,2.4201975,-0.4239232,-0.106483385,1.2164611,1.6134205,2.56137,2.708791,2.5332406,2.6748729,1.6351331,1.9967101,-0.361577
58,1.8333842,1.7213116,"('undiscriminating', 'discriminating')",1.4504582,1.1900007,0.8165861,0.41291526,-0.34567785,-0.825062,0.25965536,0.43292284,0.35161853,0.6484202,0.7276708,0.5967514,0.1309194
2,1.7567455,1.9668472,"('unlikable', 'likable')",1.3609016,1.6210674,1.14067,1.3506593,-0.104322985,-0.122252524,1.1259426,1.2101599,0.30212897,0.3736069,0.9303443,1.0666813,-0.136337
81,-1.7325258,-2.1011622,"('submissive', 'aggressive')",-0.9866808,-1.0280131,2.270828,2.3710394,-1.7449654,-1.6816732,-0.8298236,-0.8026743,-2.0212767,-2.1933074,-0.8407407,-0.9059651,0.0652244
1,1.6077873,1.7226591,"('unfriendly', 'friendly')",1.4583814,1.2223444,-0.96671575,-1.0020912,-1.7968079,-1.9689579,0.66128266,0.6595049,1.3741975,1.6372678,0.3896875,0.3784545,0.011233
86,-1.5581362,-1.853668,"('uninfluential', 'influential')",-0.62687284,-0.9136717,0.46843755,0.15118927,-2.4062512,-2.8890128,-0.22818944,-0.29603446,-1.3304218,-1.0846121,-0.9469057,-1.147635,0.2007293
71,1.5577344,1.9156536,"('diffident', 'self-confident')",2.4330409,2.5414078,0.083272904,0.07692227,0.53210264,0.1629743,0.80774456,0.72121453,0.3558656,0.42242852,0.9616268,0.9734336,-0.0118068
3,-1.5115396,-1.4818183,"('repellent', 'pleasant')",-1.3797987,-1.2810202,0.9338835,0.8406603,-1.9988075,-2.1136148,-0.92835,-0.9921374,0.5986767,0.49861357,-0.7143226,-0.7548862,0.0405636
26,1.4987394,1.5321015,"('hardhearted', 'benevolent')",1.4872438,1.417121,-1.166772,-0.9130838,-0.5120441,-0.5997221,2.6049912,2.4915814,0.94901717,1.1551887,0.8101959,0.8471978,-0.0370019
8,1.4870428,1.4561291,"('unaffectionate', 'affectionate')",1.5772907,1.1270545,-1.369182,-1.5417769,-0.4455607,-0.7710328,0.98572636,0.925834,1.0416696,1.1546336,0.5461645,0.3918069,0.1543576
10,-1.4634374,-1.9844544,"('unsympathetic', 'sympathetic')",-1.1494023,-1.2527832,1.2096981,1.0745269,-2.463573,-3.0699599,-0.7205804,-0.81226635,-0.3066131,-0.47061145,-0.8156513,-1.0859248,0.2702735
45,-1.4530234,-2.2183971,"('incompetent', 'competent')",-1.46312,-2.0711048,0.6375456,-0.031709824,-1.0822225,-2.1931655,-0.45435813,-1.0113614,-0.9423749,-1.3273638,-0.7929255,-1.4755171,0.6825916
