,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
36,0.6749957,1.086352,"('hostile', 'amicable')",-0.54722506,-0.53937083,0.65351063,0.69165087,0.2604271,0.4128773,-0.1524502
67,0.6518519,0.58644164,"('doubtful', 'determined')",0.5542301,0.49629086,-0.7804428,-0.6204695,0.1418797,0.1540876,-0.0122079
12,0.6310217,0.54317755,"('unsupportive', 'supportive')",0.560053,0.547174,-1.4770808,-1.6468683,-0.0953354,-0.1855056,0.0901702
48,-0.60847354,-0.517288,"('unintelligent', 'intelligent')",0.46196124,0.41686994,0.53857934,0.69150823,0.130689,0.19703,-0.066341
56,-0.59376895,-0.48438793,"('impractical', 'practical')",-0.593523,-0.6882976,-0.7213092,-0.6603107,-0.6362004,-0.6109988,-0.0252016
83,0.5871097,0.6879732,"('powerless', 'powerful')",0.4881032,0.46162206,-0.91133106,-0.84550565,0.0546273,0.1013632,-0.0467359
54,0.58095074,0.6595264,"('incapable', 'capable')",0.34357518,0.38744634,1.0821955,1.0079768,0.6689072,0.6849832,-0.016076
22,-0.5742197,-0.79330415,"('untrustworthy', 'trustworthy')",-0.4443826,-0.4719381,-1.2089176,-1.2118696,-0.7425067,-0.8257039,0.0831972
20,0.5641576,0.7405808,"('rough', 'thoughtful')",0.9096508,1.1670285,0.75627196,1.0739433,0.7433601,0.9938509,-0.2504908
87,0.52768594,0.5220204,"('unsuccessful', 'successful')",1.0328584,1.0562851,0.7266576,0.5942062,0.7624006,0.7241705,0.0382301
8,-0.5039235,-0.43388343,"('unaffectionate', 'affectionate')",-0.54015404,-0.7222698,0.81772166,0.6098429,-0.075452,-0.1821034,0.1066514
13,-0.46695325,-0.27060804,"('impolite', 'polite')",-0.31299874,-0.10900968,-0.5351486,-0.37004814,-0.4383669,-0.2498886,-0.1884783
9,-0.447636,-0.28017774,"('unaffectionate', 'caring')",0.05634521,-0.043639548,1.3625321,1.2547878,0.3237471,0.3103235,0.0134236
49,0.4179337,0.59692574,"('unable', 'able')",0.67651665,0.727407,-0.34673494,-0.11667376,0.2492385,0.402553,-0.1533145
57,-0.41297773,-0.443393,"('unimaginative', 'imaginative')",0.34198982,0.37459025,-2.0843725,-2.1088243,-0.7184535,-0.7258757,0.0074222
34,0.40371746,0.6833196,"('mean', 'honorable')",-0.4518515,-0.41276282,5.6173935,5.7635565,1.8564199,2.0113711,-0.1549512
61,0.37976876,0.6953963,"('illogical', 'logical')",0.48016763,0.5774806,0.012148565,0.15886374,0.290695,0.4772469,-0.1865519
74,-0.356761,-0.45457715,"('undedicated', 'dedicated')",-0.23820059,-0.31430203,0.3559875,0.028630584,-0.079658,-0.2467495,0.1670915
68,0.3510428,0.41788658,"('dependent', 'independent')",0.033984367,0.15687193,-0.5867162,-0.45212552,-0.0672297,0.0408777,-0.1081074
4,0.34009147,0.26114798,"('disliked', 'liked')",-0.31353718,-0.47319657,-5.5105343,-5.593081,-1.8279934,-1.9350432,0.1070498
25,-0.32104093,-0.14966065,"('egoistic', 'altruistic')",0.5834147,0.42185315,1.6285087,1.8066206,0.6302942,0.6929377,-0.0626435
80,-0.30798125,-0.5973447,"('dominated', 'dominating')",0.33349243,0.32032594,-1.2443016,-1.3497351,-0.4062635,-0.5422513,0.1359878
27,0.29124463,0.3548144,"('hardhearted', 'softhearted')",0.18982908,0.2933787,1.8388106,1.6880368,0.7732948,0.7787433,-0.0054485
78,0.26835236,0.44758984,"('nonresilient', 'resilient')",1.5023092,1.7135665,0.26207432,0.5104112,0.6775786,0.8905226,-0.212944
1,-0.2640061,0.08538624,"('unfriendly', 'friendly')",-0.26588553,-0.35161436,1.9250804,1.8217921,0.4650629,0.5185213,-0.0534584
53,0.26301426,0.7360986,"('uncreative', 'creative')",0.7837462,1.1671107,1.3000286,1.2679565,0.782263,1.0570552,-0.2747922
26,0.24763243,0.43258658,"('hardhearted', 'benevolent')",0.16967146,0.14075327,1.8045413,1.7512432,0.740615,0.774861,-0.034246
66,0.23033819,0.30377105,"('inactive', 'active')",-0.24058738,-0.098947324,1.6048763,1.4349216,0.5315424,0.5465818,-0.0150394
29,-0.21879177,-0.16825573,"('unfair', 'fair')",-0.7878377,-0.8223987,-0.73983425,-0.6944566,-0.5821546,-0.5617037,-0.0204509
79,-0.21513312,-0.15611254,"('wavering', 'unwavering')",-1.1431136,-1.2553539,0.08176787,-0.18662411,-0.4254929,-0.5326969,0.107204
47,0.21031308,0.29531315,"('stupid', 'smart')",0.58569694,0.79529065,5.1045027,5.2517815,1.9668376,2.1141284,-0.1472908
75,-0.19633514,-0.20971113,"('meek', 'impulsive')",0.07746646,-0.0070757307,-0.22164659,-0.24812384,-0.1135051,-0.1549702,0.0414651
16,0.18004698,0.16666739,"('unpopular', 'popular')",0.2085107,0.19881709,0.641854,0.6424887,0.3434706,0.3359911,0.0074795
11,0.17822456,-0.010890503,"('unhelpful', 'helpful')",1.1109937,1.1856031,1.5493884,1.6070286,0.9462023,0.927247,0.0189553
77,0.17186205,0.254734,"('unmotivated', 'motivated')",1.1345749,1.2153051,-1.2340609,-0.9979721,0.0241253,0.1573557,-0.1332304
64,-0.14457703,-0.16387668,"('shy', 'confident')",-0.21929216,-0.16226465,-6.280522,-6.192891,-2.214797,-2.1730108,-0.0417862
42,-0.12461534,-0.22098675,"('unreliable', 'reliable')",-1.0044607,-1.0335817,-2.7418678,-2.9451756,-1.2903146,-1.3999147,0.1096001
30,-0.10761979,-0.045878146,"('intolerant', 'tolerant')",1.2056888,1.2740037,0.7752824,0.9619872,0.6244505,0.7300376,-0.1055871
18,-0.09305844,-0.016952313,"('disagreeable', 'welcoming')",0.2683458,0.30057603,-0.25808668,-0.14895384,-0.0275998,0.04489,-0.0724898
88,-0.06941441,-0.04416063,"('low', 'eminent')",-0.06518398,-0.010471033,0.1262259,0.14438853,-0.0027908,0.029919,-0.0327098
44,0.06633117,-0.034264166,"('prejudiced', 'unprejudiced')",-0.09733629,-0.08947864,-1.3553177,-1.0880247,-0.4621076,-0.4039225,-0.0581851
58,0.05354072,0.1254747,"('undiscriminating', 'discriminating')",0.35459566,0.42208245,0.014233636,-0.18130511,0.14079,0.122084,0.018706
17,-0.051216207,0.0717504,"('nasty', 'nice')",-0.27971637,-0.2232177,-0.37768444,-0.2751059,-0.2362057,-0.1421911,-0.0940146
37,0.043540552,-0.10461181,"('fake', 'genuine')",-0.24836215,-0.2006655,0.19063231,0.23088756,-0.0047298,-0.0247966,0.0200668
31,-0.033877935,0.17752084,"('evil', 'good')",-0.2971362,-0.38204527,-0.4779249,-0.6056644,-0.2696463,-0.2700629,0.0004166
19,0.029878797,0.15653709,"('inhospitable', 'hospitable')",-0.12707789,-0.18149638,0.15974826,0.06244842,0.0208497,0.0124964,0.0083533
2,0.023811959,0.15576427,"('unlikable', 'likable')",0.27615568,0.3433079,0.5823831,0.6005138,0.2941169,0.3665287,-0.0724118
7,-0.019682681,0.053618733,"('insensitive', 'sensitive')",-0.009266984,0.16583753,0.5253048,0.56804436,0.1654517,0.2625002,-0.0970485
63,0.007844665,-0.14134178,"('unperceptive', 'insightful')",0.61845034,0.7005779,0.732535,0.6293217,0.4529433,0.396186,0.0567573
