,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
5,-1.1208729,-1.2806251,"('distant', 'outgoing')",-0.60363144,-0.4863291,-0.8622521,-0.8834771,0.021225
7,1.1082132,1.3931216,"('insensitive', 'sensitive')",0.14354892,0.3429195,0.6258811,0.8680205,-0.2421394
85,-1.1035538,-1.5387104,"('insignificant', 'prestigious')",-0.20447636,-0.39649537,-0.6540151,-0.9676028,0.3135877
16,-1.053373,-1.2047639,"('unpopular', 'popular')",0.38714832,0.271589,-0.3331123,-0.4665874,0.1334751
80,1.0415913,1.245189,"('dominated', 'dominating')",-0.77119285,-0.5789165,0.1351992,0.3331362,-0.197937
13,1.0347881,1.3096774,"('impolite', 'polite')",-1.0201968,-0.9260405,0.0072957,0.1918184,-0.1845227
74,0.9918767,0.99090505,"('undedicated', 'dedicated')",-0.20271319,-0.36968905,0.3945818,0.310608,0.0839738
70,0.9490698,1.336515,"('lethargic', 'energetic')",0.1981011,0.3133236,0.5735855,0.8249193,-0.2513338
38,-0.923156,-0.7344758,"('untruthful', 'truthful')",-0.35037723,-0.25712627,-0.6367666,-0.495801,-0.1409656
19,-0.8713443,-0.8180549,"('inhospitable', 'hospitable')",-0.5335084,-0.37029567,-0.7024264,-0.5941753,-0.1082511
9,0.86467427,0.822642,"('unaffectionate', 'caring')",0.86475515,0.9745364,0.8647147,0.8985893,-0.0338746
53,-0.8332334,-0.7433438,"('uncreative', 'creative')",-0.04130537,-0.024232693,-0.4372694,-0.3837882,-0.0534812
23,0.8106035,0.8855739,"('insincere', 'sincere')",5.956968,5.9881077,3.3837857,3.4368408,-0.0530551
33,-0.79586864,-0.77837455,"('wrong', 'right')",-1.015535,-0.9415327,-0.9057018,-0.8599536,-0.0457482
88,-0.7739623,-1.0067602,"('low', 'eminent')",-0.05076,-0.2817308,-0.4123611,-0.6442455,0.2318844
28,0.74251187,0.62667966,"('disloyal', 'loyal')",1.5857596,1.2712733,1.1641357,0.9489765,0.2151592
61,0.7361768,0.6204079,"('illogical', 'logical')",0.5258168,0.45833585,0.6309968,0.5393718,0.091625
50,-0.7289606,-0.69812334,"('clumsy', 'skillful')",0.33239853,0.31914908,-0.198281,-0.1894871,-0.0087939
26,0.7247737,0.42220834,"('hardhearted', 'benevolent')",1.5876861,1.5060779,1.1562299,0.9641431,0.1920868
3,0.69303614,0.86398405,"('repellent', 'pleasant')",0.62723374,0.62539375,0.6601349,0.7446889,-0.084554
43,0.6928412,0.89907205,"('irresponsible', 'responsible')",0.52284646,0.6273782,0.6078438,0.7632251,-0.1553813
68,0.6749931,0.6423123,"('dependent', 'independent')",-0.5355056,-0.5129604,0.0697438,0.064676,0.0050678
12,0.6572945,0.94311017,"('unsupportive', 'supportive')",-2.1383686,-1.9552883,-0.740537,-0.5060891,-0.2344479
49,0.6461055,0.43680227,"('unable', 'able')",-0.09402774,0.008793455,0.2760389,0.2227979,0.053241
57,-0.6345577,-0.340064,"('unimaginative', 'imaginative')",-3.392381,-3.334941,-2.0134692,-1.8375025,-0.1759667
69,-0.63154244,-0.87210214,"('lazy', 'industrious')",-0.5519178,-0.60147375,-0.5917301,-0.7367879,0.1450578
46,0.61563826,0.91121507,"('uncompetitive', 'competitive')",-0.5751862,-0.63689554,0.020226,0.1371598,-0.1169338
71,0.60494673,0.55930084,"('diffident', 'self-confident')",0.38099948,0.58325756,0.4929731,0.5712792,-0.0783061
41,0.55863154,0.48702228,"('unforgiving', 'forgiving')",0.05223053,-0.11798407,0.305431,0.1845191,0.1209119
32,0.54846895,0.4474892,"('unkind', 'kind')",0.8061448,0.7151543,0.6773069,0.5813217,0.0959852
78,0.49262482,0.5536701,"('nonresilient', 'resilient')",0.23104902,0.40730032,0.3618369,0.4804852,-0.1186483
34,0.48976222,0.5697965,"('mean', 'honorable')",5.6200895,5.7381864,3.0549259,3.1539915,-0.0990656
22,-0.45210308,-0.2239972,"('untrustworthy', 'trustworthy')",-0.92827505,-0.84758157,-0.6901891,-0.5357894,-0.1543997
40,-0.4257576,-0.23597682,"('stingy', 'generous')",-2.149929,-2.185793,-1.2878433,-1.2108848,-0.0769585
86,0.4257315,0.48121667,"('uninfluential', 'influential')",-0.35770783,-0.4573698,0.0340118,0.0119234,0.0220884
18,-0.35425043,-0.563558,"('disagreeable', 'welcoming')",-0.35167643,-0.53370327,-0.3529634,-0.5486306,0.1956672
11,0.3251807,0.39677623,"('unhelpful', 'helpful')",1.9541979,2.017563,1.1396893,1.2071697,-0.0674804
84,0.3025403,0.29296976,"('inferior', 'superior')",1.0823765,1.1473335,0.6924584,0.7201517,-0.0276933
27,0.30249843,0.20532523,"('hardhearted', 'softhearted')",0.89619887,0.9534303,0.5993487,0.5793778,0.0199709
54,-0.30107057,-0.4951837,"('incapable', 'capable')",0.5782715,0.6963214,0.1386005,0.1005689,0.0380316
42,-0.29527587,0.0142773315,"('unreliable', 'reliable')",-3.5239325,-3.2818592,-1.9096042,-1.633791,-0.2758132
73,0.29348853,0.44588023,"('helpless', 'self-reliant')",-3.2205803,-3.0752356,-1.4635459,-1.3146777,-0.1488682
72,0.29088658,0.42848423,"('unambitious', 'ambitious')",-1.0904902,-0.9964074,-0.3998018,-0.2839616,-0.1158402
2,0.28563523,0.2925081,"('unlikable', 'likable')",0.2924308,0.16076934,0.289033,0.2266387,0.0623943
15,-0.27819994,-0.31220856,"('boring', 'funny')",-0.35397694,-0.3195371,-0.3160884,-0.3158728,-0.0002156
58,0.27408776,0.33269894,"('undiscriminating', 'discriminating')",0.17628598,0.14765635,0.2251869,0.2401776,-0.0149907
1,-0.25761175,-0.33597878,"('unfriendly', 'friendly')",1.1879325,1.097217,0.4651604,0.3806191,0.0845413
20,-0.1912035,-0.20146592,"('rough', 'thoughtful')",0.78752637,0.8632822,0.2981614,0.3309081,-0.0327467
29,-0.18510267,-0.2447815,"('unfair', 'fair')",-0.1660797,-0.2849333,-0.1755912,-0.2648574,0.0892662
82,0.16626266,0.19603623,"('poor', 'rich')",6.3720765,6.282054,3.2691696,3.2390451,0.0301245
37,-0.15302822,0.07929592,"('fake', 'genuine')",0.15530321,0.32386208,0.0011375,0.201579,-0.2004415
51,-0.14734703,-0.053931706,"('uneducated', 'educated')",0.42207587,0.2784702,0.1373644,0.1122692,0.0250952
67,0.14148964,0.169914,"('doubtful', 'determined')",-0.49291676,-0.45759338,-0.1757136,-0.1438397,-0.0318739
47,0.114503324,0.3164365,"('stupid', 'smart')",5.328925,5.477117,2.7217143,2.8967767,-0.1750624
24,0.097160995,0.24440491,"('dishonest', 'honest')",0.38131797,0.431426,0.2392395,0.3379155,-0.098676
77,-0.09442097,-0.10080406,"('unmotivated', 'motivated')",-1.1336745,-1.0539312,-0.6140478,-0.5773677,-0.0366801
63,-0.057444025,0.2275121,"('unperceptive', 'insightful')",0.4758294,0.76543796,0.2091927,0.496475,-0.2872823
83,-0.045370817,-0.025835179,"('powerless', 'powerful')",-0.925254,-0.97732604,-0.4853124,-0.5015806,0.0162682
25,0.03792688,-0.018673984,"('egoistic', 'altruistic')",1.2392972,1.0774363,0.638612,0.5293812,0.1092308
45,0.0024259314,0.250726,"('incompetent', 'competent')",-0.12342328,-0.08540962,-0.0604987,0.0826582,-0.1431569
8,-0.0011593252,-0.06484619,"('unaffectionate', 'affectionate')",0.5628925,0.61651695,0.2808666,0.2758354,0.0050312
