,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
39,0.26789165,0.42369455,"('exploitative', 'cooperative')",0.7614995,0.9096017,0.7641056,0.8404749,0.44335046,0.5667111,0.5592119,0.6851206,-0.1259087
38,-0.19598204,0.2122729,"('untruthful', 'truthful')",0.32449576,0.5417486,0.25973865,0.56708413,0.57201993,0.6167917,0.2400681,0.4844743,-0.2444062
16,-0.1907574,-0.30071208,"('unpopular', 'popular')",0.13640444,-0.18860248,-0.33677477,-0.44624242,0.22860938,0.052461013,-0.0406296,-0.220774,0.1801444
87,-0.18379751,0.02045868,"('unsuccessful', 'successful')",-0.12399659,-0.109233096,1.092225,1.1091601,0.46119413,0.3843982,0.3114063,0.351196,-0.0397897
34,-0.17096168,-0.08064537,"('mean', 'honorable')",-0.13666561,-0.12258433,0.20351994,0.27029875,5.3390355,5.22692,1.308732,1.3234973,-0.0147653
72,-0.16612503,0.06107772,"('unambitious', 'ambitious')",0.31081814,0.3805522,-0.19445992,0.0060329437,-0.5835746,-0.3738678,-0.1583354,0.0184488,-0.1767842
9,0.15198204,0.48698303,"('unaffectionate', 'caring')",0.8701693,0.8457177,0.20505266,0.33308393,0.9122553,0.77157754,0.5348648,0.6093405,-0.0744757
78,0.13937669,0.21460997,"('nonresilient', 'resilient')",1.1465664,1.1908206,0.22327834,0.5182868,0.6055193,0.54887307,0.5286852,0.6181476,-0.0894624
54,0.13725966,0.342134,"('incapable', 'capable')",0.9326141,0.90105,-0.367771,-0.23761037,0.5731592,0.4253374,0.3188155,0.3577278,-0.0389123
46,0.12987958,0.116543986,"('uncompetitive', 'competitive')",-1.722642,-1.4079547,-0.15640017,0.020004006,-0.3041124,-0.4491254,-0.5133187,-0.430133,-0.0831857
19,-0.124742314,0.072707064,"('inhospitable', 'hospitable')",0.69866675,0.5188921,0.04392216,-0.056654785,-0.18831395,-0.36533508,0.1073832,0.0424023,0.0649809
64,0.12368584,0.13212444,"('shy', 'confident')",-0.29899332,-0.052526526,0.27282545,0.51953095,-5.8204393,-5.2844453,-1.4307303,-1.1713291,-0.2594012
88,0.11277756,0.05260446,"('low', 'eminent')",-0.56344,-0.70078725,0.24447393,0.12632823,-0.4053884,-0.65712,-0.1528942,-0.2947437,0.1418495
40,0.1107579,0.19929609,"('stingy', 'generous')",0.23017907,0.33820617,0.51170516,0.7247539,-2.0624943,-2.1257908,-0.3024631,-0.2158837,-0.0865794
52,-0.09784353,-0.23568876,"('irrational', 'rational')",0.1278017,-0.07496117,0.12183979,0.075987145,-0.38751858,-0.4074781,-0.0589302,-0.1605352,0.101605
32,0.091100335,0.17337231,"('unkind', 'kind')",0.5417799,0.47545394,0.108835176,0.16199717,1.3186284,1.0703366,0.5150859,0.47029,0.0447959
85,-0.08850074,-0.19365117,"('insignificant', 'prestigious')",2.3743837,1.834246,0.42789912,0.16246521,-1.0678964,-1.4568186,0.4114714,0.0865604,0.324911
63,0.06336793,0.2530078,"('unperceptive', 'insightful')",-0.18608862,0.05342172,0.43456286,0.71877176,0.74785745,0.6164125,0.2649249,0.4104035,-0.1454786
15,0.04265821,-0.2644518,"('boring', 'funny')",-0.40982348,-0.600795,0.6084767,0.35773236,0.53892684,0.48227486,0.1950596,-0.0063099,0.2013695
4,0.03592528,0.19164877,"('disliked', 'liked')",0.8147391,0.7610062,0.7499588,0.75084126,-6.6159983,-6.4845757,-1.2538438,-1.1952698,-0.058574
26,-0.035450198,-0.10103601,"('hardhearted', 'benevolent')",1.8503665,1.5087532,2.0784004,1.7557272,1.1784389,0.8330204,1.2679389,0.9991162,0.2688227
