,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-3.0472538,-4.3331285,"('hostile', 'amicable')",-0.6626328,-0.8512639,-1.8549433,-2.5921962,0.7372529
6,-2.7651088,-3.324175,"('distant', 'open')",-1.1808947,-0.93348813,-1.9730017,-2.1288314,0.1558297
60,2.7439609,4.1780415,"('inefficient', 'efficient')",0.5084853,0.53856933,1.6262231,2.3583055,-0.7320824
81,2.6982336,3.549957,"('submissive', 'aggressive')",0.15469936,0.058939427,1.4264665,1.8044482,-0.3779817
31,-2.6456764,-3.8724465,"('evil', 'good')",-1.1273042,-1.1971668,-1.8864903,-2.5348067,0.6483164
8,-2.433282,-3.1881912,"('unaffectionate', 'affectionate')",-0.116215505,0.01153838,-1.2747487,-1.5883265,0.3135778
5,-2.2971902,-2.867577,"('distant', 'outgoing')",-0.75045764,-0.6337961,-1.523824,-1.7506866,0.2268626
85,-2.1660006,-3.6236067,"('insignificant', 'prestigious')",-0.22366047,-0.5807153,-1.1948305,-2.1021609,0.9073304
1,-2.1381254,-2.2914474,"('unfriendly', 'friendly')",0.7132048,0.90732133,-0.7124603,-0.692063,-0.0203973
62,2.0840628,3.2233205,"('incompetent', 'brilliant')",0.75899607,1.0108178,1.4215294,2.1170692,-0.6955398
79,-2.0592668,-2.9044147,"('wavering', 'unwavering')",-0.6115304,-0.3885898,-1.3353987,-1.6465023,0.3111036
56,2.044708,2.9207275,"('impractical', 'practical')",0.08007628,0.07014634,1.0623921,1.4954369,-0.4330448
21,1.9335983,2.66563,"('immoral', 'moral')",-0.116229735,-0.32505104,0.9086843,1.1702895,-0.2616052
39,1.909913,1.7556164,"('exploitative', 'cooperative')",0.40536913,0.105466545,1.1576411,0.9305415,0.2270996
76,1.7993299,2.6983654,"('anxious', 'daring')",0.004574489,0.06968343,0.9019522,1.3840244,-0.4820722
35,-1.7792403,-2.822302,"('corrupt', 'incorrupt')",-0.7173593,-0.65406823,-1.2482998,-1.7381852,0.4898854
9,-1.7773314,-1.8993112,"('unaffectionate', 'caring')",0.4579603,0.7888067,-0.6596855,-0.5552523,-0.1044332
55,1.754274,2.9046204,"('incompetent', 'clever')",0.40840513,0.30005464,1.0813396,1.6023375,-0.5209979
80,1.6827894,2.5483727,"('dominated', 'dominating')",-0.5468749,-0.51876605,0.5679573,1.0148034,-0.4468461
14,1.6640382,2.0784626,"('antisocial', 'social')",0.17320427,-0.23440918,0.9186212,0.9220267,-0.0034055
46,1.6299345,3.0381124,"('uncompetitive', 'competitive')",-0.55114305,-0.5606534,0.5393957,1.2387295,-0.6993338
52,-1.6168556,-2.462048,"('irrational', 'rational')",-0.2559382,-0.32276183,-0.9363969,-1.3924049,0.456008
66,-1.5993365,-1.5691718,"('inactive', 'active')",0.030769862,0.24434774,-0.7842833,-0.662412,-0.1218713
19,-1.5957276,-2.1690967,"('inhospitable', 'hospitable')",-0.67729473,-0.5152732,-1.1365111,-1.342185,0.2056739
67,1.5206217,1.4517021,"('doubtful', 'determined')",0.014231134,-0.23679358,0.7674264,0.6074543,0.1599721
13,1.3986826,1.8644528,"('impolite', 'polite')",-0.14460498,-0.2485558,0.6270388,0.8079485,-0.1809097
53,-1.3580401,-1.0079837,"('uncreative', 'creative')",0.09779385,0.2928799,-0.6301231,-0.3575519,-0.2725712
30,1.2885232,1.3999815,"('intolerant', 'tolerant')",1.1847185,0.91209173,1.2366209,1.1560366,0.0805843
16,-1.2817302,-1.77509,"('unpopular', 'popular')",0.29340327,0.08463082,-0.4941635,-0.8452296,0.3510661
65,1.1776421,1.8149905,"('insecure', 'secure')",-0.17659989,-0.14794376,0.5005211,0.8335234,-0.3330023
11,1.1571261,1.647764,"('unhelpful', 'helpful')",1.9131792,2.2492635,1.5351527,1.9485137,-0.413361
70,1.1390461,2.1156337,"('lethargic', 'energetic')",-0.10274561,0.15469466,0.5181502,1.1351641,-0.6170139
75,-1.1115558,-1.6861541,"('meek', 'impulsive')",-0.7235401,-0.869251,-0.9175479,-1.2777026,0.3601547
54,-1.1063242,-1.0705584,"('incapable', 'capable')",0.3723465,0.6570878,-0.3669888,-0.2067353,-0.1602535
22,1.085435,1.3340993,"('untrustworthy', 'trustworthy')",-1.0873207,-1.190615,-0.0009428,0.0717421,-0.0726849
45,1.0766377,1.588731,"('incompetent', 'competent')",-0.01574954,7.1512535e-05,0.5304441,0.7944013,-0.2639572
25,-1.0692555,-1.3249184,"('egoistic', 'altruistic')",0.68807405,0.6900058,-0.1905907,-0.3174563,0.1268656
4,-1.0504049,-1.9180202,"('disliked', 'liked')",-5.8029027,-6.597352,-3.4266539,-4.2576861,0.8310322
26,-0.9037071,-1.6342355,"('hardhearted', 'benevolent')",1.2486392,0.9096639,0.1724661,-0.3622858,0.5347519
40,-0.86837316,-0.7984169,"('stingy', 'generous')",-1.85844,-1.9838899,-1.3634067,-1.3911535,0.0277468
10,0.8440393,2.0372734,"('unsympathetic', 'sympathetic')",-0.47319877,-0.30407843,0.1854203,0.8665975,-0.6811772
