,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.415847,-2.2928152,"('evil', 'good')",0.020592134,0.022179507,-1.1108298,-1.2183169,-1.0525225,-1.2275567,-1.1396518,-1.1791273,0.0394755
60,2.238136,2.3269186,"('inefficient', 'efficient')",0.4945787,0.57959044,1.5107669,1.7300006,0.025428096,0.41518134,1.0672275,1.2629226,-0.1956951
36,-2.0631058,-2.1306942,"('hostile', 'amicable')",0.27361286,0.1928246,-1.4828256,-1.7204223,0.11480724,-0.19924194,-0.7893779,-0.9643834,0.1750055
70,1.9721503,1.9581001,"('lethargic', 'energetic')",-1.2838019,-1.2768229,-0.53226584,-0.398598,0.6372952,0.75462353,0.1983444,0.2593257,-0.0609813
43,1.7773043,1.9279557,"('irresponsible', 'responsible')",-0.51866025,-0.4393407,-0.9554422,-0.7312995,0.30117145,0.6064319,0.1510933,0.3409368,-0.1898435
10,1.7041527,1.4861954,"('unsympathetic', 'sympathetic')",-0.7646817,-0.9923854,-0.28618184,-0.36285794,0.03988015,0.06495285,0.1732923,0.0489762,0.1243161
35,-1.6866065,-1.5855292,"('corrupt', 'incorrupt')",0.092197254,0.16974473,-1.6849036,-1.7317915,-0.3442187,-0.5015787,-0.9058829,-0.9122887,0.0064058
5,-1.6386409,-1.3339808,"('distant', 'outgoing')",0.44699806,0.6014157,-1.6831301,-1.5550426,-0.34494317,-0.20891392,-0.804929,-0.6241304,-0.1807986
28,1.5668675,1.5568833,"('disloyal', 'loyal')",0.32939285,0.23738344,-0.55172026,-0.61313426,0.93254316,0.9763618,0.5692708,0.5393736,0.0298972
81,1.4931827,1.3005604,"('submissive', 'aggressive')",-0.7522816,-0.8701862,0.7500731,0.8104606,-0.60740274,-0.50056636,0.2208929,0.1850671,0.0358258
12,1.4727495,1.5584528,"('unsupportive', 'supportive')",0.7713092,0.7795453,-0.22239201,-0.10824904,-1.7098844,-1.5512445,0.0779455,0.1696262,-0.0916807
24,1.4298594,1.4929138,"('dishonest', 'honest')",-0.7954602,-0.78994787,-0.577783,-0.49676,0.97147083,0.9943363,0.2570218,0.3001356,-0.0431138
40,1.396471,1.3680527,"('stingy', 'generous')",-0.66476727,-0.76175225,-0.71916485,-0.74865615,-1.4554092,-1.7090306,-0.3607176,-0.4628466,0.102129
55,1.3866761,1.3186564,"('incompetent', 'clever')",-0.76477635,-0.8800442,0.5338017,0.50625265,-0.05641822,0.032141022,0.2748208,0.2442515,0.0305693
4,-1.3627185,-1.2712291,"('disliked', 'liked')",0.5601744,0.5178324,-0.36638585,-0.3361491,-6.3678865,-6.4990253,-1.8842041,-1.8971428,0.0129387
1,-1.3542845,-1.1304443,"('unfriendly', 'friendly')",0.48110333,0.57421196,-0.41820827,-0.48321888,1.9253442,1.9267362,0.1584887,0.2218212,-0.0633325
49,-1.3184423,-1.1817256,"('unable', 'able')",-0.074711785,-0.001499109,-0.8442684,-0.7496551,-0.31420448,-0.03806159,-0.6379067,-0.4927354,-0.1451713
16,-1.3141257,-1.3444121,"('unpopular', 'popular')",-0.009245604,-0.08339256,-0.25980753,-0.3507743,0.68231493,0.6361463,-0.225216,-0.2856082,0.0603922
13,1.214162,1.0961186,"('impolite', 'polite')",-0.068178706,-0.10009102,0.87634856,0.9214257,-0.08522449,0.07155919,0.4842769,0.4972531,-0.0129762
74,1.2075214,1.2488422,"('undedicated', 'dedicated')",0.65791094,0.70972365,-0.05060316,0.09370315,-0.04868772,0.106826045,0.4415354,0.5397738,-0.0982384
39,1.183428,1.2093534,"('exploitative', 'cooperative')",-1.0563614,-0.919857,-0.8619979,-0.7745139,-0.08972602,0.004433832,-0.2061643,-0.1201459,-0.0860184
46,1.1472734,1.0670958,"('uncompetitive', 'competitive')",-0.9507357,-0.9846959,0.58802056,0.6410469,-0.7483665,-0.667527,0.009048,0.0139799,-0.0049319
14,1.114547,0.9222857,"('antisocial', 'social')",-0.049320262,-0.17476758,1.1322724,1.1311649,-0.8594206,-0.7509512,0.3345197,0.281933,0.0525867
11,1.111819,1.0686331,"('unhelpful', 'helpful')",0.014512172,0.057927474,0.52329314,0.62601405,2.1268203,2.3369958,0.9441112,1.0223926,-0.0782814
85,-1.1018314,-1.0341309,"('insignificant', 'prestigious')",1.0005699,1.0032907,-1.3147684,-1.3763139,0.44673333,0.33404827,-0.2423241,-0.2682765,0.0259524
80,1.0998361,0.9155055,"('dominated', 'dominating')",-1.5237222,-1.6853948,0.54151917,0.5566856,-1.4268893,-1.3358668,-0.327314,-0.3872676,0.0599536
86,1.0945255,0.96658456,"('uninfluential', 'influential')",0.13954031,0.021331904,0.26549634,0.25879622,-0.15368395,-0.03437986,0.3364696,0.3030832,0.0333864
19,-1.0910914,-0.8828447,"('inhospitable', 'hospitable')",0.27300382,0.39930317,-1.19746,-1.0786684,-0.080355346,-0.01757566,-0.5239758,-0.3949464,-0.1290294
53,-1.064316,-0.9835188,"('uncreative', 'creative')",0.07380984,0.10410533,-0.16680612,-0.2285865,1.0708175,1.0850198,-0.0216237,-0.005745,-0.0158787
63,1.0581926,1.1430119,"('unperceptive', 'insightful')",-0.463384,-0.40913695,0.00616588,0.16466165,0.9760875,1.0887727,0.3942655,0.4968273,-0.1025618
51,1.0288892,0.97491145,"('uneducated', 'educated')",-0.42945343,-0.49602494,-0.37208438,-0.3028985,0.5230586,0.60928917,0.1876025,0.1963193,-0.0087168
56,0.99585646,1.1266198,"('impractical', 'practical')",1.5882645,1.6884285,1.4358,1.6055924,-0.24997018,0.050777398,0.9424877,1.1178545,-0.1753668
76,0.9892186,0.9196003,"('anxious', 'daring')",-0.6045566,-0.62981486,0.65057564,0.65509576,0.3204629,0.43616864,0.3389251,0.3452625,-0.0063374
65,0.95745957,0.8110534,"('insecure', 'secure')",-1.070885,-1.134005,0.59267056,0.58617723,-0.38630652,-0.2556145,0.0232347,0.0019028,0.0213319
