,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
12,0.72938627,0.6372014,"('unsupportive', 'supportive')",-1.1225789,-1.076519,-0.1965963,-0.2196588,0.0230625
4,0.7026086,0.38271844,"('disliked', 'liked')",-7.272853,-7.194962,-3.2851222,-3.4061217,0.1209995
71,0.7007262,0.6350783,"('diffident', 'self-confident')",0.7906976,0.6346019,0.7457119,0.6348401,0.1108718
40,0.65013117,0.3959326,"('stingy', 'generous')",-2.2657218,-2.3416607,-0.8077953,-0.972864,0.1650687
88,0.6451374,0.63904446,"('low', 'eminent')",0.44253105,0.34015,0.5438342,0.4895972,0.054237
11,-0.6053457,-0.26000464,"('unhelpful', 'helpful')",2.6198983,2.7302222,1.0072763,1.2351089,-0.2278326
20,-0.6028044,-0.46885666,"('rough', 'thoughtful')",0.68117845,0.55390054,0.039187,0.0425219,-0.0033349
63,-0.58814615,-0.4161051,"('unperceptive', 'insightful')",1.3423657,1.4937329,0.3771098,0.5388139,-0.1617041
48,0.56534374,0.60648066,"('unintelligent', 'intelligent')",0.40009367,0.44456148,0.4827187,0.525521,-0.0428023
14,-0.5436573,-0.29667655,"('antisocial', 'social')",0.1796578,0.3048322,-0.1819997,0.0040778,-0.1860775
75,-0.53565675,-0.6875828,"('meek', 'impulsive')",-0.6546503,-0.6861413,-0.5951535,-0.6868621,0.0917086
87,-0.5231741,-0.15958887,"('unsuccessful', 'successful')",0.9546022,1.2030221,0.215714,0.5217166,-0.3060026
43,-0.5206332,-0.39235327,"('irresponsible', 'responsible')",0.61158353,0.6845415,0.0454752,0.1460941,-0.1006189
34,0.48453206,0.79238975,"('mean', 'honorable')",5.859629,5.890426,3.1720805,3.341408,-0.1693275
49,-0.46218982,-0.46362025,"('unable', 'able')",-0.0076843556,-0.0057845647,-0.2349371,-0.2347024,-0.0002347
65,-0.4516411,-0.036716297,"('insecure', 'secure')",-0.01277489,0.234443,-0.232208,0.0988633,-0.3310713
39,-0.40977472,-0.13909571,"('exploitative', 'cooperative')",0.26270443,0.20994726,-0.0735351,0.0354258,-0.1089609
30,-0.40148774,-0.2818426,"('intolerant', 'tolerant')",0.5858136,0.70086503,0.0921629,0.2095112,-0.1173483
18,-0.4009273,-0.58496535,"('disagreeable', 'welcoming')",-0.032447793,-0.10636495,-0.2166875,-0.3456652,0.1289777
80,-0.39019254,0.17857057,"('dominated', 'dominating')",-0.024088107,0.33302283,-0.2071403,0.2557967,-0.462937
66,-0.37629396,-0.6896767,"('inactive', 'active')",1.0570999,0.8431646,0.340403,0.076744,0.263659
47,-0.3514109,0.023467777,"('stupid', 'smart')",5.2267766,5.270066,2.4376829,2.6467667,-0.2090838
60,-0.3156561,0.28555152,"('inefficient', 'efficient')",0.33520597,0.7091498,0.0097749,0.4973506,-0.4875757
78,-0.30819726,-0.39680147,"('nonresilient', 'resilient')",0.2394193,0.4211627,-0.034389,0.0121806,-0.0465696
21,-0.30056915,-0.14398135,"('immoral', 'moral')",0.09647071,0.350573,-0.1020492,0.1032958,-0.205345
55,-0.29154274,-0.06679045,"('incompetent', 'clever')",-0.1509571,0.08291306,-0.2212499,0.0080613,-0.2293112
84,0.26068923,0.12589589,"('inferior', 'superior')",0.62780833,0.40495944,0.4442488,0.2654276,0.1788212
19,-0.24264275,-0.5966121,"('inhospitable', 'hospitable')",-0.065210745,-0.26166144,-0.1539267,-0.4291368,0.2752101
31,0.23824137,-0.30263948,"('evil', 'good')",-1.4319913,-1.849044,-0.596875,-1.0758417,0.4789667
74,-0.23798977,-0.38356245,"('undedicated', 'dedicated')",0.20598578,0.35911447,-0.016002,-0.012224,-0.003778
7,0.2229694,0.57175756,"('insensitive', 'sensitive')",0.71378684,0.858686,0.4683781,0.7152218,-0.2468437
56,0.22243948,0.5239492,"('impractical', 'practical')",0.019929398,0.29968894,0.1211844,0.4118191,-0.2906347
41,-0.21973152,-0.6216583,"('unforgiving', 'forgiving')",0.23438713,-0.09656486,0.0073278,-0.3591116,0.3664394
53,0.21380669,-0.25434273,"('uncreative', 'creative')",0.06699914,-0.055236615,0.1404029,-0.1547897,0.2951926
38,0.1572046,0.08367022,"('untruthful', 'truthful')",0.685526,0.5211651,0.4213653,0.3024176,0.1189477
35,-0.14307839,-0.6649701,"('corrupt', 'incorrupt')",-0.521142,-0.8313541,-0.3321102,-0.7481621,0.4160519
2,0.13058023,0.20127091,"('unlikable', 'likable')",0.37174162,0.3868148,0.2511609,0.2940429,-0.042882
24,0.12425793,0.17163998,"('dishonest', 'honest')",1.0654563,0.93162054,0.5948571,0.5516303,0.0432268
17,0.1123237,0.15352803,"('nasty', 'nice')",-0.6223222,-0.8271471,-0.2549993,-0.3368095,0.0818102
57,0.10513125,-0.28562203,"('unimaginative', 'imaginative')",-3.1311135,-3.0709558,-1.5129912,-1.6782889,0.1652977
79,0.09351776,-0.5407561,"('wavering', 'unwavering')",0.2427081,0.05053758,0.1681129,-0.2451093,0.4132222
61,-0.088540256,-0.25100988,"('illogical', 'logical')",0.38034958,0.1921435,0.1459047,-0.0294332,0.1753379
28,-0.08237323,-0.5737621,"('disloyal', 'loyal')",1.2569711,1.1149164,0.5872989,0.2705772,0.3167217
59,0.0767111,-0.07461639,"('foolish', 'wise')",0.17974506,0.024763672,0.1282281,-0.0249264,0.1531545
37,0.058739286,0.13806275,"('fake', 'genuine')",0.9207968,0.85969186,0.4897681,0.4988773,-0.0091092
32,0.047352225,0.21575478,"('unkind', 'kind')",0.97313184,0.89750856,0.510242,0.5566317,-0.0463897
52,-0.044638813,-0.46210736,"('irrational', 'rational')",-0.379844,-0.65971786,-0.2122414,-0.5609126,0.3486712
62,0.010115143,0.5159309,"('incompetent', 'brilliant')",0.48768473,0.8111658,0.2488999,0.6635484,-0.4146485
83,-0.0057300553,-0.21194023,"('powerless', 'powerful')",-0.634059,-0.6733591,-0.3198945,-0.4426497,0.1227552
