,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
26,3.5106347,3.1346016,"('hardhearted', 'benevolent')",1.3853871,1.0574214,2.4480109,2.0960116,0.3519993
3,-1.5208117,-1.2969997,"('repellent', 'pleasant')",0.5586117,0.7401669,-0.4811,-0.2784164,-0.2026836
77,-1.4698576,-1.5428693,"('unmotivated', 'motivated')",-1.4155886,-1.1572825,-1.442723,-1.350076,-0.092647
9,1.4573928,1.0895774,"('unaffectionate', 'caring')",1.7081866,1.4864322,1.5827897,1.2880049,0.2947848
22,-1.4348645,-1.3548292,"('untrustworthy', 'trustworthy')",-0.76174545,-0.6009742,-1.098305,-0.9779017,-0.1204033
64,-1.3552537,-1.3807293,"('shy', 'confident')",-6.597329,-6.2688518,-3.9762914,-3.8247905,-0.1515009
45,-1.3420141,-1.3618475,"('incompetent', 'competent')",-0.025104467,0.04756065,-0.6835593,-0.6571434,-0.0264159
81,-1.3362281,-0.98242766,"('submissive', 'aggressive')",-0.51665705,-0.1838632,-0.9264426,-0.5831454,-0.3432972
42,-1.3112091,-1.5797211,"('unreliable', 'reliable')",-3.2367208,-3.140645,-2.2739649,-2.360183,0.0862181
76,-1.2982305,-1.1666337,"('anxious', 'daring')",0.3958742,0.5391596,-0.4511782,-0.3137371,-0.1374411
36,1.294454,0.5123577,"('hostile', 'amicable')",0.1579843,-0.27658966,0.7262191,0.117884,0.6083351
16,-1.2267467,-1.298346,"('unpopular', 'popular')",-0.092693,0.01000347,-0.6597198,-0.6441713,-0.0155485
1,1.1740692,0.5534548,"('unfriendly', 'friendly')",1.454338,1.0334915,1.3142035,0.7934731,0.5207304
54,-1.1623999,-1.3847578,"('incapable', 'capable')",1.1187229,1.0093867,-0.0218385,-0.1876855,0.165847
29,-1.1555189,-1.3207884,"('unfair', 'fair')",-0.6074683,-0.992198,-0.8814936,-1.1564932,0.2749996
8,1.1484737,0.7355991,"('unaffectionate', 'affectionate')",0.91590554,0.74001336,1.0321896,0.7378062,0.2943834
44,-1.1373248,-1.0062792,"('prejudiced', 'unprejudiced')",-1.2123238,-1.160856,-1.1748242,-1.0835676,-0.0912566
10,-1.0956993,-1.1546527,"('unsympathetic', 'sympathetic')",0.040150054,0.09150198,-0.5277746,-0.5315754,0.0038008
33,1.0822247,0.7259038,"('wrong', 'right')",0.008133594,-0.2826513,0.5451792,0.2216263,0.3235529
50,-1.0725178,-1.1074575,"('clumsy', 'skillful')",0.3964817,0.325749,-0.338018,-0.3908542,0.0528362
70,-1.0642967,-0.74061537,"('lethargic', 'energetic')",0.80668867,1.0795568,-0.128804,0.1694707,-0.2982747
27,1.0544219,0.96379733,"('hardhearted', 'softhearted')",1.3307313,0.9193201,1.1925766,0.9415587,0.2510179
25,1.0434952,0.895283,"('egoistic', 'altruistic')",0.6174731,0.6980206,0.8304842,0.7966518,0.0338324
73,1.0233997,0.79862934,"('helpless', 'self-reliant')",-3.7501693,-3.6335034,-1.3633847,-1.4174371,0.0540524
46,-1.0146102,-0.7669683,"('uncompetitive', 'competitive')",-0.43185738,-0.13376968,-0.7232338,-0.450369,-0.2728648
58,0.9479363,0.6982273,"('undiscriminating', 'discriminating')",0.18257114,-0.045882657,0.5652537,0.3261723,0.2390814
13,-0.91384935,-0.4523894,"('impolite', 'polite')",0.36451408,0.48382455,-0.2746676,0.0157176,-0.2903852
15,0.89333695,0.7915664,"('boring', 'funny')",0.48405492,0.3126609,0.6886959,0.5521137,0.1365822
85,0.8915377,0.07742812,"('insignificant', 'prestigious')",-0.68836826,-1.1397847,0.1015847,-0.5311783,0.632763
82,-0.8880704,-0.68086874,"('poor', 'rich')",5.6553073,5.783541,2.3836184,2.5513363,-0.1677179
23,-0.84769213,-0.40126264,"('insincere', 'sincere')",6.9238963,6.876768,3.0381021,3.2377527,-0.1996506
0,-0.8444022,-0.83571184,"('unsociable', 'sociable')",-0.18110791,-0.072091855,-0.512755,-0.4539019,-0.0588531
5,0.8383259,0.16837913,"('distant', 'outgoing')",-0.37961903,-0.7224845,0.2293534,-0.2770527,0.5064061
67,-0.8336799,-0.8078732,"('doubtful', 'determined')",-0.43768743,-0.5482942,-0.6356837,-0.6780837,0.0424
69,0.82395464,0.6470248,"('lazy', 'industrious')",-0.8022013,-0.92758924,0.0108767,-0.1402822,0.1511589
86,0.8154314,0.5097802,"('uninfluential', 'influential')",0.30546796,0.34810627,0.5604497,0.4289432,0.1315065
68,-0.8067619,-0.68970335,"('dependent', 'independent')",-0.24400228,-0.32103166,-0.5253821,-0.5053675,-0.0200146
72,0.78745526,0.9330031,"('unambitious', 'ambitious')",-0.18240961,-0.121543474,0.3025228,0.4057298,-0.103207
6,0.7772164,0.0047057793,"('distant', 'open')",-0.024219304,-0.3550936,0.3764985,-0.1751939,0.5516924
51,-0.7577166,-0.64860535,"('uneducated', 'educated')",1.0276062,1.1351734,0.1349448,0.243284,-0.1083392
