,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.8271178,-1.5654603,"('poor', 'rich')",-0.16659601,-0.21831076,-1.2125582,-1.0336311,0.49272192,0.47475114,5.6661463,5.7876034,0.5905192,0.6889905,-0.0984713
47,-1.6219789,-1.4017165,"('stupid', 'smart')",0.20238544,0.1193836,-1.4148887,-1.347537,0.7010975,0.7068021,4.5176325,4.6337423,0.4768496,0.5421349,-0.0652853
18,-1.5209817,-1.0545295,"('disagreeable', 'welcoming')",0.35709774,0.4995439,-0.17245184,0.19104701,-2.1444812,-1.9363881,-0.6567735,-0.43656,-0.8275181,-0.5473773,-0.2801408
77,-1.3459873,-1.4241674,"('unmotivated', 'motivated')",0.3404,0.2041763,-1.3041642,-1.5519046,-0.013165014,-0.015004117,-0.8619802,-1.0178859,-0.6369793,-0.7609571,0.1239778
7,1.3112115,1.2481759,"('insensitive', 'sensitive')",0.17742471,0.14118698,-1.5162127,-1.6227777,-0.15672743,-0.22491561,0.78266317,0.5820248,0.1196718,0.0247389,0.0949329
60,-1.2674634,-1.0882938,"('inefficient', 'efficient')",1.0891722,0.9538574,-2.9771416,-3.109458,0.9256995,0.86412334,0.38726872,0.033748165,-0.3684929,-0.4692046,0.1007117
73,1.2576678,1.3569962,"('helpless', 'self-reliant')",0.47469416,0.6073563,1.7131892,1.7771791,-0.026464742,0.14290522,-3.3430133,-3.3331776,0.0152146,0.1102519,-0.0950373
88,-1.2571192,-1.1462481,"('low', 'eminent')",-0.5903383,-0.44343907,-1.0651186,-1.0248418,-0.64836866,-0.62522006,0.62269884,0.63895595,-0.5876492,-0.5201586,-0.0674906
51,-1.2331527,-1.0342622,"('uneducated', 'educated')",0.74627525,0.81149775,-1.0794445,-1.081398,0.1633201,0.12211947,0.6525985,0.49266917,-0.1500807,-0.1378748,-0.0122059
74,1.1552796,1.2698075,"('undedicated', 'dedicated')",0.92402864,0.9446756,-0.33282208,-0.31072325,0.5014122,0.61369365,0.58496755,0.73673797,0.5665732,0.6508383,-0.0842651
52,-1.1078751,-0.91249096,"('irrational', 'rational')",-0.41150904,-0.26996607,0.24382856,0.6251072,-1.3207207,-1.0615358,0.06384081,0.40685913,-0.5064871,-0.2424053,-0.2640818
71,1.0766808,0.9622121,"('diffident', 'self-confident')",-0.12144661,-0.11325375,0.06938471,0.19568756,-0.38168934,-0.43815532,0.68386126,0.6035315,0.2653582,0.2420044,0.0233538
54,-1.0687194,-0.95302343,"('incapable', 'capable')",-0.4733505,-0.5320222,-0.18751222,-0.087858625,-0.844024,-0.73589516,0.8445647,1.0018429,-0.3458083,-0.2613913,-0.084417
35,1.0641009,0.8784521,"('corrupt', 'incorrupt')",-0.55381906,-0.38546324,2.9888752,3.1332648,-0.5531028,-0.4504108,-0.20723146,0.096376576,0.5477645,0.6544439,-0.1066794
16,-1.0588572,-1.0068381,"('unpopular', 'popular')",0.15983978,0.12943432,0.23657826,0.14411753,-0.45875585,-0.3455522,0.4790884,0.5575423,-0.1284213,-0.1042592,-0.0241621
32,-1.0497555,-0.6379508,"('unkind', 'kind')",0.066641435,0.09286645,-2.1136017,-2.01079,0.53742355,0.611399,1.3027176,1.3612638,-0.2513149,-0.1166423,-0.1346726
37,1.0391836,0.89551264,"('fake', 'genuine')",0.53729546,0.5563779,-0.23071194,-0.5292696,-0.17823416,-0.20462374,0.52337086,0.6792931,0.3381808,0.279458,0.0587228
39,1.0383494,1.0115613,"('exploitative', 'cooperative')",0.29459938,0.28848636,-0.18714187,-0.3090483,1.4479756,1.3989747,0.20854792,0.20847681,0.5604661,0.5196902,0.0407759
56,1.0198195,0.8693694,"('impractical', 'practical')",0.51990616,0.43770996,-1.1391507,-1.3403463,0.79467404,0.7304247,-0.0017456189,-0.26386505,0.2387007,0.0866585,0.1520422
49,-1.0192307,-1.0809892,"('unable', 'able')",-0.13585065,-0.215102,-1.3997238,-1.4795114,-1.2332482,-1.2280626,-0.7747659,-0.6907052,-0.9125639,-0.9388741,0.0263102
55,0.9405367,1.0270109,"('incompetent', 'clever')",1.3714275,1.2523072,-2.6687202,-2.7436512,-0.0584884,-0.12988196,-0.10604495,-0.2011609,-0.1042579,-0.1590752,0.0548173
61,-0.92618823,-0.7313322,"('illogical', 'logical')",0.43940797,0.41192764,-2.1388645,-2.0574625,-0.33973503,-0.32918668,0.44059676,0.40503553,-0.5049566,-0.4602036,-0.044753
44,-0.8586131,-1.1667092,"('prejudiced', 'unprejudiced')",-1.3194149,-1.5257963,1.3270922,1.1319304,-0.66455674,-0.74669266,-1.4820114,-1.5180019,-0.5995008,-0.7650539,0.1655531
81,-0.81501985,-0.48448426,"('submissive', 'aggressive')",0.47704965,0.2676112,-2.5098662,-2.5484586,-0.29197666,-0.42970055,-0.9480904,-1.3505812,-0.8175807,-0.9091227,0.091542
46,-0.79881394,-0.84228367,"('uncompetitive', 'competitive')",1.8582127,1.4302361,-3.7960937,-4.138613,-0.036845706,-0.23478855,-0.13415012,-0.48864534,-0.5815381,-0.854819,0.2732809
43,-0.7952468,-0.8034314,"('irresponsible', 'responsible')",0.39399746,0.22990319,-2.9151318,-3.096582,0.011941224,-0.0806843,0.9831623,0.7036236,-0.4642555,-0.6094342,0.1451787
53,-0.77696025,-0.629851,"('uncreative', 'creative')",0.2268261,0.15752327,-1.6326983,-1.3255118,0.3788721,0.37770757,1.4623551,1.6210892,-0.068321,0.0401915,-0.1085125
69,0.7660121,0.7079085,"('lazy', 'industrious')",0.7384105,0.8728169,2.6163175,2.7337794,1.0451667,1.1447152,-0.24597764,-0.21838939,0.9839859,1.0481661,-0.0641802
9,0.7627408,0.83966434,"('unaffectionate', 'caring')",-0.67666095,-0.4703241,-0.6537966,-0.42605114,-0.76675975,-0.6143582,1.2882897,1.5462087,-0.0092374,0.1750279,-0.1842653
2,-0.7599708,-0.48178673,"('unlikable', 'likable')",0.79238117,0.8827473,0.06652404,0.28490838,0.9866033,1.0190725,0.76323485,0.9087661,0.3697545,0.5227415,-0.152987
23,-0.7416193,-0.6507096,"('insincere', 'sincere')",-0.4872379,-0.550668,-2.4029403,-2.4391248,-0.40174097,-0.3898734,5.343671,5.473594,0.2620265,0.2886436,-0.0266171
27,0.73017126,0.62965107,"('hardhearted', 'softhearted')",-1.1628343,-1.0750356,-1.5747442,-1.5129431,-0.08529686,-0.006452076,1.3597496,1.422575,-0.1465909,-0.1084409,-0.03815
65,-0.7162609,-0.62516606,"('insecure', 'secure')",1.1083738,0.95255053,-2.3701084,-2.516506,0.50531983,0.44653732,-0.3585125,-0.63634676,-0.3662376,-0.4757862,0.1095486
34,-0.7116468,-0.77902585,"('mean', 'honorable')",-0.43317375,-0.36674866,-0.9167549,-1.0536915,0.591642,0.56330884,6.0279694,6.0081544,0.9116072,0.8743995,0.0372077
