,globe_male,globe_female,tuple,life_male,life_female,inc_male,inc_female,average_male,average_female,male-female
0,1.1417657,0.5488578,"('unsociable', 'sociable')",0.70451134,0.7393806,-0.4490326,-0.3405049,0.4657482,0.3159112,0.149837
44,-1.0606763,-0.87439346,"('prejudiced', 'unprejudiced')",-0.8456579,-0.59368163,-1.0381765,-0.83339715,-0.9815036,-0.7671574,-0.2143462
42,1.0507452,1.1655982,"('unreliable', 'reliable')",0.80473113,1.0635706,-2.0183687,-1.8182559,-0.0542974,0.136971,-0.1912684
51,1.0034806,0.6371205,"('uneducated', 'educated')",-0.2645471,-0.38220528,0.5655629,0.532872,0.4348321,0.2625957,0.1722364
84,0.99421626,0.7165419,"('inferior', 'superior')",-0.139566,-0.349251,0.68032134,0.59324604,0.5116572,0.320179,0.1914782
34,0.900017,0.72217983,"('mean', 'honorable')",0.72039336,0.906759,5.6034083,5.7351522,2.4079396,2.454697,-0.0467574
32,0.87048674,0.65061975,"('unkind', 'kind')",1.3322417,1.4080749,1.3504936,1.4324723,1.1844072,1.1637224,0.0206848
33,-0.84501845,-0.91598797,"('wrong', 'right')",0.59948015,0.16000862,-0.46447924,-0.9064582,-0.2366725,-0.5541459,0.3174734
59,-0.7501682,-0.35115084,"('foolish', 'wise')",1.637841,1.5714822,0.6985173,0.53619623,0.52873,0.5855092,-0.0567792
83,0.7165787,0.29345995,"('powerless', 'powerful')",0.4876556,0.42714462,-0.85321784,-0.95441824,0.1170055,-0.0779379,0.1949434
3,0.6733747,0.505772,"('repellent', 'pleasant')",-0.33235392,-0.1464116,-0.043490577,0.03991803,0.0991767,0.1330928,-0.0339161
78,-0.6189773,-0.92956984,"('nonresilient', 'resilient')",0.5272316,0.45576802,0.6804467,0.4189527,0.1962337,-0.018283,0.2145167
77,-0.5815445,-0.80799073,"('unmotivated', 'motivated')",-0.4087604,-0.43003798,-1.1330707,-0.97872174,-0.7077919,-0.7389169,0.031125
8,-0.56260663,-0.5278349,"('unaffectionate', 'affectionate')",0.19051173,0.122930706,0.4935364,0.23286892,0.0404805,-0.0573451,0.0978256
1,-0.52870196,-0.7007529,"('unfriendly', 'friendly')",1.0677121,0.7550441,1.8660289,1.5189768,0.8016797,0.5244226,0.2772571
87,0.5122956,0.43413246,"('unsuccessful', 'successful')",0.0945819,0.07504161,0.4795681,0.422919,0.3621485,0.3106977,0.0514508
15,0.4972996,0.479373,"('boring', 'funny')",-0.17757824,0.021429721,0.083330244,0.13364866,0.1343505,0.2114838,-0.0771333
9,0.48117965,0.40029633,"('unaffectionate', 'caring')",1.2090704,1.1281801,0.96568924,0.9124573,0.8853131,0.8136446,0.0716685
66,-0.46979305,-0.5661996,"('inactive', 'active')",-0.37539166,-0.32234296,1.0176806,0.6787291,0.0574987,-0.0699378,0.1274365
47,0.4578557,0.29469696,"('stupid', 'smart')",0.96400803,1.0368135,5.0940776,5.222943,2.1719805,2.1848178,-0.0128373
57,0.45102185,-0.10062051,"('unimaginative', 'imaginative')",-1.0898244,-1.1428033,-2.2251525,-2.5245647,-0.9546517,-1.2559962,0.3013445
54,-0.4389043,-0.1886293,"('incapable', 'capable')",0.11798549,0.09964627,0.92841434,1.014269,0.2024985,0.3084286,-0.1059301
17,-0.43176737,-0.48537135,"('nasty', 'nice')",0.31852192,0.5030984,-0.5358591,-0.5716925,-0.2163682,-0.1846551,-0.0317131
64,0.3831074,0.08161966,"('shy', 'confident')",-0.305612,-0.26865798,-5.7065196,-5.5895033,-1.8763413,-1.9255139,0.0491726
18,0.3410465,0.24568726,"('disagreeable', 'welcoming')",-0.5735278,-0.4851497,-0.3289541,-0.31832403,-0.1871451,-0.1859288,-0.0012163
88,0.28165114,0.4519989,"('low', 'eminent')",-0.48526743,-0.40185013,0.47950125,0.7166661,0.0919617,0.2556049,-0.1636432
28,0.27955464,0.10648298,"('disloyal', 'loyal')",0.3100948,0.20174623,0.78628266,0.66147006,0.458644,0.3232331,0.1354109
73,0.21579434,0.5486085,"('helpless', 'self-reliant')",1.2450905,1.1409248,-2.7291021,-2.766024,-0.4227391,-0.3588303,-0.0639088
37,0.17140666,0.03304786,"('fake', 'genuine')",0.8660491,0.6368136,0.43633896,0.33382517,0.4912649,0.3345622,0.1567027
38,-0.17005435,0.18922208,"('untruthful', 'truthful')",0.1932329,0.41840735,0.1690819,0.4355133,0.0640868,0.3477142,-0.2836274
29,-0.1439156,-0.33987802,"('unfair', 'fair')",-0.13550684,-0.17014633,-0.35921386,-0.59588534,-0.2128788,-0.3686366,0.1557578
53,-0.12303044,-0.05728192,"('uncreative', 'creative')",-0.8552323,-0.874583,0.71170664,0.62949693,-0.088852,-0.1007893,0.0119373
41,0.11457985,0.07442628,"('unforgiving', 'forgiving')",-0.08425165,-0.019964594,-0.10210504,-0.14319956,-0.0239256,-0.0295793,0.0056537
82,-0.10892449,0.10811271,"('poor', 'rich')",0.38792494,0.5465622,5.4339714,5.7913847,1.9043239,2.1486866,-0.2443627
58,0.10206526,0.114704296,"('undiscriminating', 'discriminating')",-1.1318605,-1.4164815,-0.022148225,-0.16962539,-0.3506478,-0.4904675,0.1398197
61,0.101118214,-9.6701086e-05,"('illogical', 'logical')",-0.28791508,-0.3188006,0.025031429,0.058850992,-0.0539218,-0.0866821,0.0327603
27,0.095014706,-0.35706487,"('hardhearted', 'softhearted')",-0.041170463,-0.054023713,1.661299,1.0452209,0.5717144,0.2113774,0.360337
20,0.073572874,-0.14456609,"('rough', 'thoughtful')",-0.4242386,-0.5420307,0.9581316,0.7161727,0.2024886,0.0098586,0.19263
67,0.069514036,0.42530048,"('doubtful', 'determined')",0.47788894,0.696489,-0.6237114,-0.27826878,-0.0254361,0.2811735,-0.3066096
40,-0.06788019,-0.32260844,"('stingy', 'generous')",-0.5400258,-0.7054296,-1.4189508,-1.9801365,-0.675619,-1.0027248,0.3271058
68,0.021058265,-0.27597177,"('dependent', 'independent')",-0.9313753,-1.1259211,-0.6204645,-0.8965777,-0.5102605,-0.7661568,0.2558963
49,0.02102187,0.07298299,"('unable', 'able')",-0.7051412,-0.41229135,-0.43207452,-0.22856164,-0.3720646,-0.18929,-0.1827746
2,0.004836537,0.27675754,"('unlikable', 'likable')",0.8785182,0.9815088,0.8359455,1.042006,0.5731001,0.7667575,-0.1936574
