,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.5973525,-2.0322406,"('unsympathetic', 'sympathetic')",-1.2487195,-1.2884717,-1.923036,-1.6603562,-0.2626798
43,-1.967758,-1.9263586,"('irresponsible', 'responsible')",-0.31484175,-0.79676247,-1.1413,-1.3615606,0.2202606
46,-1.880089,-1.7123561,"('uncompetitive', 'competitive')",-1.046706,-1.222114,-1.4633975,-1.4672351,0.0038376
45,-1.8691719,-1.6438891,"('incompetent', 'competent')",-0.61120516,-0.6889839,-1.2401885,-1.1664364,-0.0737521
86,-1.8518492,-1.6988022,"('uninfluential', 'influential')",-0.8194334,-0.8141337,-1.3356413,-1.2564679,-0.0791734
24,-1.7200192,-1.5671755,"('dishonest', 'honest')",0.3518337,0.25682673,-0.6840928,-0.6551744,-0.0289184
70,-1.7181298,-1.4640859,"('lethargic', 'energetic')",-0.51791275,-0.7357403,-1.1180212,-1.0999131,-0.0181081
1,-1.6977482,-1.672546,"('unfriendly', 'friendly')",1.4133736,1.114284,-0.1421873,-0.279131,0.1369437
53,-1.6957798,-1.8094379,"('uncreative', 'creative')",0.1633345,-0.0097626,-0.7662227,-0.9096003,0.1433776
0,-1.5955881,-1.1834515,"('unsociable', 'sociable')",-0.6208457,-0.67139053,-1.1082169,-0.927421,-0.1807959
57,-1.5185293,-1.2888486,"('unimaginative', 'imaginative')",-3.6287036,-3.5066667,-2.5736165,-2.3977575,-0.175859
13,-1.511384,-0.9933035,"('impolite', 'polite')",-1.2811824,-1.3745823,-1.3962831,-1.1839429,-0.2123402
9,-1.3733178,-1.4367083,"('unaffectionate', 'caring')",1.1378953,1.0311931,-0.1177112,-0.2027576,0.0850464
38,-1.3728576,-1.3638175,"('untruthful', 'truthful')",-0.30030054,-0.45401594,-0.8365791,-0.9089167,0.0723376
23,-1.3346372,-1.2735162,"('insincere', 'sincere')",5.716058,5.0596304,2.1907103,1.8930571,0.2976532
61,-1.3312471,-1.0658638,"('illogical', 'logical')",0.0872813,0.13639574,-0.6219829,-0.464734,-0.1572489
69,1.3202877,1.1538035,"('lazy', 'industrious')",-0.6464384,-0.37440133,0.3369246,0.3897011,-0.0527765
63,-1.3087993,-1.3005408,"('unperceptive', 'insightful')",0.18025218,0.16930112,-0.5642735,-0.5656198,0.0013463
56,-1.225826,-1.0671189,"('impractical', 'practical')",-0.9180009,-1.1340394,-1.0719135,-1.1005791,0.0286656
35,1.2169157,0.86354965,"('corrupt', 'incorrupt')",-0.24645749,-0.16709591,0.4852291,0.3482269,0.1370022
19,-1.2045316,-1.498912,"('inhospitable', 'hospitable')",-0.42595324,-0.3923331,-0.8152424,-0.9456226,0.1303802
73,1.1781323,0.9632109,"('helpless', 'self-reliant')",-2.652204,-2.4354022,-0.7370359,-0.7360957,-0.0009402
11,-1.1666534,-1.1541408,"('unhelpful', 'helpful')",1.1540105,1.0370258,-0.0063214,-0.0585575,0.0522361
77,-1.1376027,-0.91558355,"('unmotivated', 'motivated')",-1.1724516,-1.178995,-1.1550272,-1.0472893,-0.1077379
32,-1.1299193,-0.970594,"('unkind', 'kind')",0.16996245,0.015665345,-0.4799784,-0.4774643,-0.0025141
66,-0.99351233,-1.1102451,"('inactive', 'active')",-0.2794523,-0.35618207,-0.6364823,-0.7332136,0.0967313
8,-0.9874243,-1.2661786,"('unaffectionate', 'affectionate')",0.7042752,0.6170461,-0.1415746,-0.3245662,0.1829916
22,-0.9863502,-0.7448163,"('untrustworthy', 'trustworthy')",-1.1603378,-0.8853642,-1.073344,-0.8150902,-0.2582538
54,-0.9644851,-1.4620241,"('incapable', 'capable')",0.8076331,0.4795407,-0.078426,-0.4912417,0.4128157
55,-0.9640465,-0.43742552,"('incompetent', 'clever')",-0.046757907,0.06224644,-0.5054022,-0.1875895,-0.3178127
6,-0.94451684,-1.2685758,"('distant', 'open')",-0.2798744,-0.6675001,-0.6121956,-0.968038,0.3558424
59,0.92412966,0.191359,"('foolish', 'wise')",0.3486999,0.12859955,0.6364148,0.1599793,0.4764355
5,-0.92008734,-1.2618631,"('distant', 'outgoing')",-0.15999019,-0.36365414,-0.5400388,-0.8127586,0.2727198
71,-0.8983976,-0.7760134,"('diffident', 'self-confident')",0.106293894,0.12437329,-0.3960519,-0.32582,-0.0702319
12,-0.8805913,-0.6533926,"('unsupportive', 'supportive')",-2.1437607,-1.9988031,-1.512176,-1.3260978,-0.1860782
74,-0.852599,-0.79544574,"('undedicated', 'dedicated')",-0.7720055,-0.8987621,-0.8123022,-0.847104,0.0348018
3,-0.85089934,-0.59254056,"('repellent', 'pleasant')",0.9833924,0.9062992,0.0662465,0.1568793,-0.0906328
88,-0.80310524,-0.62598264,"('low', 'eminent')",-0.45699373,-0.656093,-0.6300495,-0.6410378,0.0109883
7,-0.78448594,-0.4907288,"('insensitive', 'sensitive')",0.38783008,0.21576911,-0.1983279,-0.1374798,-0.0608481
79,-0.75016654,-1.006786,"('wavering', 'unwavering')",-0.29627064,-0.3766684,-0.5232186,-0.6917272,0.1685086
81,-0.7034819,-0.357602,"('submissive', 'aggressive')",-1.0320557,-1.1913654,-0.8677688,-0.7744837,-0.0932851
