,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,-0.6975377,-0.6067237,"('powerless', 'powerful')",-0.898982,-0.8275302,-0.7982599,-0.717127,-0.0811329
60,-0.69148195,-0.21075846,"('inefficient', 'efficient')",-0.3827724,-0.526431,-0.5371271,-0.3685947,-0.1685324
52,0.68914694,0.2330447,"('irrational', 'rational')",0.6390265,0.4742399,0.6640867,0.3536423,0.3104444
14,-0.68535584,-0.30037937,"('antisocial', 'social')",-0.44095838,-0.23287976,-0.5631571,-0.2666296,-0.2965275
62,-0.6822897,-0.34425673,"('incompetent', 'brilliant')",0.30420294,0.23396003,-0.1890434,-0.0551483,-0.1338951
30,-0.6158759,-0.37801665,"('intolerant', 'tolerant')",0.54315966,0.509633,-0.0363581,0.0658082,-0.1021663
58,-0.60720724,-0.63306266,"('undiscriminating', 'discriminating')",0.19963863,0.11390036,-0.2037843,-0.2595811,0.0557968
51,-0.60471195,-0.33919343,"('uneducated', 'educated')",0.20786811,0.2973789,-0.1984219,-0.0209073,-0.1775146
47,-0.5925881,-0.43274263,"('stupid', 'smart')",4.9652333,4.413219,2.1863227,1.9902382,0.1960845
26,-0.5559767,-0.5116994,"('hardhearted', 'benevolent')",1.0291972,1.1036949,0.2366103,0.2959978,-0.0593875
28,-0.5457589,-0.80844676,"('disloyal', 'loyal')",1.0584826,0.5578464,0.2563619,-0.1253002,0.3816621
21,-0.51665384,-0.23210685,"('immoral', 'moral')",-0.60316247,-0.71253794,-0.5599082,-0.4723224,-0.0875858
40,0.48167306,0.74630475,"('stingy', 'generous')",-1.4376636,-1.2791331,-0.4779952,-0.2664142,-0.211581
82,-0.4709885,-0.659531,"('poor', 'rich')",6.2185388,5.4323735,2.873775,2.3864212,0.4873538
36,0.4551687,0.15918663,"('hostile', 'amicable')",0.16945553,0.10853769,0.3123121,0.1338622,0.1784499
49,0.4535306,0.3935113,"('unable', 'able')",0.292791,0.20231745,0.3731608,0.2979144,0.0752464
65,-0.45072314,-0.39636534,"('insecure', 'secure')",-0.4772791,-0.6768227,-0.4640011,-0.536594,0.0725929
75,0.43101442,0.060992047,"('meek', 'impulsive')",-0.59519714,-0.64947695,-0.0820914,-0.2942424,0.212151
27,-0.42001578,-0.2932185,"('hardhearted', 'softhearted')",1.1488621,1.0294824,0.3644232,0.3681319,-0.0037087
84,0.39586005,0.0082848985,"('inferior', 'superior')",1.1490215,1.1519667,0.7724408,0.5801258,0.192315
41,-0.3868161,-0.29490992,"('unforgiving', 'forgiving')",-0.22880676,-0.068584666,-0.3078114,-0.1817473,-0.1260641
85,0.3681377,0.020344738,"('insignificant', 'prestigious')",-0.09180314,0.028508183,0.1381673,0.0244265,0.1137408
42,-0.36150122,-0.74179566,"('unreliable', 'reliable')",-3.8852077,-4.071034,-2.1233544,-2.4064147,0.2830603
20,0.3508188,0.5720067,"('rough', 'thoughtful')",0.5876769,0.73580414,0.4692478,0.6539054,-0.1846576
87,-0.34865928,-0.30105183,"('unsuccessful', 'successful')",0.77860963,1.0537751,0.2149752,0.3763616,-0.1613864
39,-0.34855178,-0.27740762,"('exploitative', 'cooperative')",-0.36511564,-0.15317553,-0.3568337,-0.2152916,-0.1415421
50,0.3474803,0.006818938,"('clumsy', 'skillful')",0.033705212,-0.23420148,0.1905928,-0.1136913,0.3042841
48,0.33882794,0.8581962,"('unintelligent', 'intelligent')",0.9869063,1.1052666,0.6628671,0.9817314,-0.3188643
76,-0.3046393,-0.26111844,"('anxious', 'daring')",-0.5497708,-0.88242996,-0.427205,-0.5717742,0.1445692
72,-0.2904636,-0.57112277,"('unambitious', 'ambitious')",-0.31305927,-0.5495407,-0.3017614,-0.5603317,0.2585703
4,0.25827128,0.17540094,"('disliked', 'liked')",-6.78991,-6.209538,-3.2658193,-3.0170686,-0.2487507
67,-0.2569435,-0.6218976,"('doubtful', 'determined')",-0.92345744,-1.0352273,-0.5902005,-0.8285624,0.2383619
44,0.23333825,0.18451744,"('prejudiced', 'unprejudiced')",-1.9077175,-1.884787,-0.8371896,-0.8501347,0.0129451
2,0.23118399,0.062165424,"('unlikable', 'likable')",0.26166436,0.388396,0.2464242,0.2252807,0.0211435
80,-0.21895821,0.28823158,"('dominated', 'dominating')",-1.0922105,-0.6865207,-0.6555844,-0.1991446,-0.4564398
29,-0.20448983,-0.49294147,"('unfair', 'fair')",-0.26877287,-0.31216905,-0.2366313,-0.4025553,0.165924
16,-0.18466422,-0.31139672,"('unpopular', 'popular')",0.5235398,0.51543593,0.1694378,0.1020196,0.0674182
25,0.17219487,0.16359219,"('egoistic', 'altruistic')",1.4606581,1.4763124,0.8164265,0.8199523,-0.0035258
64,-0.15659952,-0.06450985,"('shy', 'confident')",-6.5885243,-6.1173573,-3.3725619,-3.0909336,-0.2816283
33,0.1341129,0.21715182,"('wrong', 'right')",-0.53316313,-0.3622443,-0.1995251,-0.0725462,-0.1269789
31,-0.12778,-0.17287016,"('evil', 'good')",-0.49605682,-0.39118493,-0.3119184,-0.2820275,-0.0298909
18,0.071665265,0.20784326,"('disagreeable', 'welcoming')",-0.2854433,-0.21495397,-0.106889,-0.0035554,-0.1033336
34,0.06380888,0.18687665,"('mean', 'honorable')",5.70862,5.3433194,2.8862145,2.7650981,0.1211164
17,0.058518756,0.13226782,"('nasty', 'nice')",-0.54241574,-0.42063692,-0.2419485,-0.1441846,-0.0977639
68,-0.050796103,-0.09898449,"('dependent', 'independent')",-0.28971058,-0.40000957,-0.1702533,-0.249497,0.0792437
15,-0.050742853,-0.006265603,"('boring', 'funny')",0.031992596,0.047375806,-0.0093751,0.0205551,-0.0299302
37,-0.042257067,0.037181847,"('fake', 'genuine')",-0.008263223,0.038361043,-0.0252601,0.0377714,-0.0630315
78,0.039970215,0.20992187,"('nonresilient', 'resilient')",0.56157994,0.5769856,0.3007751,0.3934537,-0.0926786
