,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
38,0.50923526,0.72924006,"('untruthful', 'truthful')",0.5587677,0.92750096,-0.065783896,0.26016206,0.334073,0.6389677,-0.3048947
45,0.5086037,0.39708352,"('incompetent', 'competent')",0.9893461,1.0605154,-0.15801641,-0.15905648,0.4466445,0.4328475,0.013797
6,-0.5079869,-0.3485412,"('distant', 'open')",-1.1025981,-0.9045512,0.40512615,0.18893829,-0.4018196,-0.354718,-0.0471016
27,-0.49579546,0.14163582,"('hardhearted', 'softhearted')",-0.32365623,0.19327718,1.4148134,1.3402306,0.1984539,0.5583812,-0.3599273
9,0.47663778,0.6665759,"('unaffectionate', 'caring')",0.1514098,0.37251645,1.4221431,1.3715405,0.6833969,0.8035443,-0.1201474
61,-0.454706,-0.2150596,"('illogical', 'logical')",0.17745733,0.11570442,0.094747685,0.04713016,-0.0608337,-0.0174083,-0.0434254
62,0.45257232,0.42931938,"('incompetent', 'brilliant')",1.0758733,1.0972506,0.52417856,0.6943715,0.6842081,0.7403138,-0.0561057
37,0.44219187,0.64946204,"('fake', 'genuine')",0.03772189,0.2255439,0.3664563,0.3602596,0.2821234,0.4117552,-0.1296318
13,0.43550825,1.0109112,"('impolite', 'polite')",1.3280599,1.5604355,0.007810071,0.035342466,0.5904594,0.8688964,-0.278437
46,-0.4283499,0.059766985,"('uncompetitive', 'competitive')",0.71560806,0.7189841,-0.83724767,-0.6992677,-0.1833298,0.0264945,-0.2098243
60,-0.4262749,0.21509555,"('inefficient', 'efficient')",1.8651606,2.2688193,0.42529494,0.73351264,0.6213935,1.0724758,-0.4510823
58,-0.4159618,-0.7583624,"('undiscriminating', 'discriminating')",0.14681122,-0.10269622,0.07951096,-0.0109649785,-0.0632132,-0.2906745,0.2274613
87,0.40460828,-0.00045915693,"('unsuccessful', 'successful')",0.35087544,0.09510167,0.051191203,0.15658094,0.2688917,0.0837411,0.1851506
29,-0.38990393,-0.22676408,"('unfair', 'fair')",-0.48742622,-0.5465242,-0.75150555,-0.70265603,-0.5429452,-0.4919814,-0.0509638
50,0.3878664,0.2572312,"('clumsy', 'skillful')",-0.54127014,-0.53935826,-0.06124123,0.12852012,-0.0715483,-0.0512023,-0.020346
32,0.37676427,0.8540786,"('unkind', 'kind')",0.5527898,0.5808745,1.4389848,1.3804172,0.789513,0.9384568,-0.1489438
40,0.37119064,0.5965574,"('stingy', 'generous')",-0.07263005,0.32253748,-1.7794923,-1.6488087,-0.4936439,-0.243238,-0.2504059
84,0.36557695,0.13801065,"('inferior', 'superior')",0.048405413,-0.096094936,0.017347492,0.32504362,0.1437766,0.1223198,0.0214568
16,-0.36409146,-0.52375996,"('unpopular', 'popular')",-0.764168,-0.96739763,0.36736155,0.29766572,-0.2536326,-0.3978306,0.144198
22,0.35254204,0.33565485,"('untrustworthy', 'trustworthy')",0.7257418,0.4910156,-0.42437118,-0.5851669,0.2179709,0.0805012,0.1374697
48,-0.3475526,0.1015234,"('unintelligent', 'intelligent')",-0.042611837,0.33537456,0.87832373,0.96675587,0.1627198,0.4678846,-0.3051648
24,0.3421849,0.84291506,"('dishonest', 'honest')",0.78938496,0.808322,1.2021215,1.1550095,0.7778971,0.9354155,-0.1575184
18,-0.3368597,-0.28663498,"('disagreeable', 'welcoming')",-0.39030993,-0.13259792,-0.35947818,-0.36116108,-0.3622159,-0.2601313,-0.1020846
23,0.33155504,0.65261513,"('insincere', 'sincere')",1.0738323,1.0421876,6.259595,6.24466,2.5549941,2.6464876,-0.0914935
14,0.3301286,0.18025018,"('antisocial', 'social')",0.68404466,0.5183759,-0.4633155,-0.61942434,0.1836193,0.0264006,0.1572187
79,0.3272974,-0.2652482,"('wavering', 'unwavering')",-1.2315725,-1.5343127,-0.3445195,-0.40381965,-0.4162649,-0.7344602,0.3181953
51,0.3212887,-0.09509999,"('uneducated', 'educated')",-0.016546752,-0.2817483,0.47164196,0.44238216,0.2587946,0.0218446,0.23695
57,-0.3212106,-0.80920047,"('unimaginative', 'imaginative')",-0.6576757,-0.9131889,-2.5798166,-2.7264867,-1.1862343,-1.4829586,0.2967243
41,0.3073055,0.33219808,"('unforgiving', 'forgiving')",0.589548,0.8917475,0.08545527,0.19122408,0.3274362,0.4717232,-0.144287
54,-0.3063599,-0.4134959,"('incapable', 'capable')",-0.39767343,-0.32363367,0.8618065,0.8591965,0.0525911,0.040689,0.0119021
83,-0.29782173,-0.33401668,"('powerless', 'powerful')",-0.14229979,-0.2175543,-1.4413998,-1.4073427,-0.6271738,-0.6529712,0.0257974
47,0.27391437,0.28535634,"('stupid', 'smart')",0.7070103,0.6730178,5.8393264,5.8991218,2.273417,2.2858319,-0.0124149
44,-0.25379378,-0.14069359,"('prejudiced', 'unprejudiced')",-0.075792626,-0.010004394,-1.4663812,-1.4636345,-0.5986559,-0.5381108,-0.0605451
19,0.25038764,-0.10090103,"('inhospitable', 'hospitable')",-0.8282685,-0.87048614,-0.39229187,-0.33532935,-0.3233909,-0.4355721,0.1121812
85,0.24512483,-0.04111027,"('insignificant', 'prestigious')",-0.3980137,-0.518042,-0.21806724,-0.23896912,-0.123652,-0.2660405,0.1423885
8,-0.238841,-0.55410165,"('unaffectionate', 'affectionate')",-0.594408,-0.5220059,0.8588722,0.6753616,0.0085411,-0.133582,0.1421231
71,0.2112929,0.3263924,"('diffident', 'self-confident')",0.41657275,0.698735,0.502786,0.45793557,0.3768839,0.4943543,-0.1174704
64,-0.18834849,0.05316209,"('shy', 'confident')",-0.07833121,-0.15745743,-6.7770267,-6.5161037,-2.3479021,-2.2067997,-0.1411024
69,0.18082796,-0.24659762,"('lazy', 'industrious')",0.42757797,0.27584827,-0.74413544,-0.58537674,-0.0452432,-0.1853754,0.1401322
80,0.15875536,-0.041377045,"('dominated', 'dominating')",0.4092635,0.3538257,-1.3509485,-1.3085709,-0.2609765,-0.3320407,0.0710642
82,0.15673329,-0.39154956,"('poor', 'rich')",0.24080715,-0.22990306,6.855419,6.574607,2.4176532,1.9843847,0.4332685
21,0.14384142,0.79482496,"('immoral', 'moral')",0.47076476,0.64138407,-0.6247755,-0.5819818,-0.0033898,0.2847424,-0.2881322
75,0.12742466,-0.2399815,"('meek', 'impulsive')",-0.5031318,-0.7202857,-0.5337146,-0.4785223,-0.3031406,-0.4795965,0.1764559
0,0.10304474,-0.30285695,"('unsociable', 'sociable')",1.0616678,0.7798802,0.16599068,-0.23326755,0.4435678,0.0812519,0.3623159
7,0.10176405,0.4503826,"('insensitive', 'sensitive')",0.6884624,0.7477187,0.7411678,0.76069796,0.5104647,0.6529331,-0.1424684
43,0.08549438,0.5320914,"('irresponsible', 'responsible')",0.8984406,0.90864706,0.83633876,0.7722124,0.6067579,0.7376502,-0.1308923
25,-0.0780672,-0.4270251,"('egoistic', 'altruistic')",0.20362766,0.20326506,1.3990221,1.4415437,0.5081942,0.4059279,0.1022663
1,-0.050288193,-0.051198192,"('unfriendly', 'friendly')",0.34633914,0.47244966,2.0145514,1.8369006,0.7702008,0.7527173,0.0174835
76,-0.03800947,0.20311828,"('anxious', 'daring')",0.13507478,0.09500691,0.3562059,0.23908198,0.1510904,0.1790691,-0.0279787
