,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6684436,1.5573636,"('helpless', 'self-reliant')",0.47686583,0.49633408,-3.5923529,-3.436552,-0.4823478,-0.4609515,-0.0213963
15,1.6013705,0.6362991,"('boring', 'funny')",0.73889506,0.22738668,0.84562147,0.44694358,1.0619623,0.4368765,0.6250858
68,-1.4407167,-1.0933831,"('dependent', 'independent')",-1.0830767,-1.0008172,-0.7367868,-0.7105628,-1.0868601,-0.9349209,-0.1519392
77,-1.3587918,-0.8638861,"('unmotivated', 'motivated')",0.2364158,0.5464373,-1.0991399,-0.857689,-0.7405053,-0.3917126,-0.3487927
49,-1.3317966,-1.2514889,"('unable', 'able')",-0.97024494,-0.8335692,-0.30364212,-0.3314671,-0.8685612,-0.8055085,-0.0630527
53,-1.3080028,-1.1856381,"('uncreative', 'creative')",-1.0479277,-1.0698993,1.1055926,0.8218142,-0.4167793,-0.4779078,0.0611285
56,1.2939603,0.89077395,"('impractical', 'practical')",1.6304346,1.3926994,0.43673858,0.32825923,1.1203779,0.8705775,0.2498004
67,1.1471448,1.3571608,"('doubtful', 'determined')",1.0492722,0.60865664,-0.6098232,-0.61615187,0.5288645,0.4498885,0.078976
3,-1.0776796,-0.7364836,"('repellent', 'pleasant')",-0.14278735,-0.06033142,0.34736967,0.3164654,-0.2910324,-0.1601165,-0.1309159
42,1.0045649,0.49758753,"('unreliable', 'reliable')",0.13203718,0.05335108,-2.7387938,-2.798256,-0.5340639,-0.7491058,0.2150419
59,0.95722497,0.65726995,"('foolish', 'wise')",-0.2097838,-0.42536744,0.16586797,0.22019391,0.3044364,0.1506988,0.1537376
88,0.9445241,-0.4383709,"('low', 'eminent')",0.48091948,-0.54792714,0.65670425,0.2780325,0.6940493,-0.2360885,0.9301378
11,0.93762887,0.875761,"('unhelpful', 'helpful')",1.0970905,1.1236496,2.2218688,2.3898857,1.4188627,1.4630988,-0.0442361
26,0.9181943,0.49865678,"('hardhearted', 'benevolent')",0.9128323,0.8619578,1.5635664,1.4373838,1.131531,0.9326661,0.1988649
30,0.9076749,0.542076,"('intolerant', 'tolerant')",0.86592644,0.6152638,1.2807126,1.2303468,1.0181046,0.7958956,0.222209
74,0.83885086,0.64460456,"('undedicated', 'dedicated')",0.32408515,0.31452578,-0.051443372,-0.07866963,0.3704975,0.2934869,0.0770106
65,-0.78541064,-0.45298314,"('insecure', 'secure')",0.2994349,0.2708296,0.13063908,0.22823516,-0.1184456,0.0153605,-0.1338061
78,-0.7788421,-0.25017783,"('nonresilient', 'resilient')",-0.3654755,0.18942429,-0.019113118,0.3214539,-0.3878102,0.0869001,-0.4747103
20,-0.77768797,-0.721939,"('rough', 'thoughtful')",-0.3873147,-0.18503281,1.0023177,1.2283906,-0.0542283,0.1071396,-0.1613679
70,0.7671911,0.5583573,"('lethargic', 'energetic')",0.63686544,0.29923788,0.95424205,0.8844832,0.7860995,0.5806928,0.2054067
36,-0.7450953,-1.4468244,"('hostile', 'amicable')",-1.5328966,-1.5618423,-0.17189585,-0.4472207,-0.8166293,-1.1519625,0.3353332
31,-0.7366426,-0.96562696,"('evil', 'good')",-1.0572323,-0.82786024,-0.92388326,-1.1494927,-0.9059194,-0.9809933,0.0750739
66,-0.71622247,-0.82583153,"('inactive', 'active')",-1.4908388,-1.577088,0.08300257,0.106550545,-0.7080196,-0.7654564,0.0574368
10,-0.69219786,-0.28655928,"('unsympathetic', 'sympathetic')",-0.1928592,-0.16627562,0.119470365,0.02521873,-0.2551956,-0.1425387,-0.1126569
28,0.67148924,0.5714968,"('disloyal', 'loyal')",0.33712932,0.26267755,0.8928988,0.79475105,0.6338391,0.5429751,0.090864
55,-0.6341821,-0.0053739734,"('incompetent', 'clever')",0.38917363,0.7192576,0.19852886,0.2518358,-0.0154932,0.3219065,-0.3373997
72,-0.628302,-0.47174463,"('unambitious', 'ambitious')",-0.03733846,0.027557753,-0.38135093,-0.3922198,-0.3489971,-0.2788022,-0.0701949
12,0.618811,1.085435,"('unsupportive', 'supportive')",-0.12858497,0.4113713,-1.8109624,-1.5411814,-0.4402455,-0.0147917,-0.4254538
35,0.60888237,0.06322168,"('corrupt', 'incorrupt')",-1.1517928,-1.247583,-0.34923133,-0.5229982,-0.2973806,-0.5691199,0.2717393
39,0.60746795,1.0154749,"('exploitative', 'cooperative')",0.90151286,1.0989287,0.3511293,0.38910097,0.6200367,0.8345016,-0.2144649
81,0.60689425,0.11604599,"('submissive', 'aggressive')",0.64730275,0.14450191,-0.46661258,-0.49056768,0.2625281,-0.0766733,0.3392014
5,-0.59656096,-0.6879676,"('distant', 'outgoing')",-0.6843275,-0.57803506,-0.22981192,-0.22594538,-0.5035668,-0.497316,-0.0062508
86,-0.5732845,-0.61722165,"('uninfluential', 'influential')",-0.29165167,-0.3625252,0.10699712,-0.06745554,-0.2526463,-0.3490674,0.0964211
34,-0.56927925,-0.44900593,"('mean', 'honorable')",0.48770562,0.6687466,5.910355,6.0727267,1.9429272,2.0974892,-0.154562
4,0.56908643,0.0075085796,"('disliked', 'liked')",-0.22664738,-0.28383487,-6.39477,-6.4107165,-2.0174437,-2.2290142,0.2115705
63,-0.54754245,-0.094980955,"('unperceptive', 'insightful')",0.48075584,0.8174457,0.97946084,1.255473,0.3042247,0.6593126,-0.3550879
2,0.5469766,0.48358798,"('unlikable', 'likable')",0.79318213,0.565135,0.5339124,0.6863994,0.6246904,0.5783741,0.0463163
52,0.5392264,0.48350173,"('irrational', 'rational')",-0.34246293,-0.52491516,-0.43744764,-0.510786,-0.0802281,-0.1840665,0.1038384
17,0.52684766,0.396361,"('nasty', 'nice')",0.2649004,0.27767557,-0.22840406,-0.22566411,0.1877813,0.1494575,0.0383238
33,0.509383,0.85870004,"('wrong', 'right')",-0.11581747,0.042671397,-0.86929435,-0.7354613,-0.1585763,0.0553034,-0.2138797
