,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
68,-0.77299297,-0.75754464,"('dependent', 'independent')",-2.0057719,-2.0771737,0.26105517,0.18728086,-0.4427708,-0.4013384,-0.3050512,-0.12953101,-0.6531063,-0.6356613,-0.017445
26,-0.771411,-0.6651456,"('hardhearted', 'benevolent')",1.2917296,1.6171714,-0.20626794,0.10649295,-0.43213075,-0.325802,1.3402334,1.5767539,0.2444307,0.4618941,-0.2174634
11,0.7329825,0.41366634,"('unhelpful', 'helpful')",0.23005153,0.17465794,2.8480468,2.7518096,0.39704764,0.15802656,2.7010753,2.601784,1.3818407,1.2199888,0.1618519
74,0.7136531,0.450075,"('undedicated', 'dedicated')",0.6769346,0.6429671,1.2745695,1.294332,0.7474613,0.6248047,0.568313,0.79071903,0.7961864,0.7605796,0.0356068
20,-0.7066917,-0.74986947,"('rough', 'thoughtful')",-0.049859747,-0.116385624,0.20634608,0.119435504,-0.20624535,-0.067067295,0.78221804,0.9533663,0.0051535,0.0278959,-0.0227424
57,-0.69889605,-0.74947196,"('unimaginative', 'imaginative')",-0.36115536,-0.22973129,-0.1198496,-0.2932535,-0.23029831,-0.44416338,-1.9128546,-1.6902139,-0.6646108,-0.6813668,0.016756
16,-0.6733488,-0.7755929,"('unpopular', 'popular')",-0.4534954,-0.54496294,-0.16951536,-0.13509326,-0.6100458,-0.7914231,0.4106525,0.36429793,-0.2991506,-0.3765549,0.0774043
82,0.65043336,0.15835449,"('poor', 'rich')",-0.37442988,-0.5941936,1.222831,1.0993552,0.63978964,0.37260136,6.4377093,6.079068,1.7152668,1.4230371,0.2922297
81,0.64621013,0.3377589,"('submissive', 'aggressive')",0.79007906,0.56214607,2.2338054,1.6610892,1.2634739,0.7997272,-0.080273524,-0.35600373,0.970659,0.6009435,0.3697155
62,0.6228639,0.35724252,"('incompetent', 'brilliant')",-0.019837834,-0.1567493,2.5189793,2.1782339,0.7287115,0.5377031,0.87368417,0.8472552,0.9448803,0.7527371,0.1921432
9,-0.6213576,-0.4160155,"('unaffectionate', 'caring')",1.2345767,1.49325,0.20053509,0.6348738,-0.78261584,-0.51600224,1.2612913,1.517302,0.2584859,0.5426816,-0.2841957
36,-0.60606664,-0.46320635,"('hostile', 'amicable')",1.0130508,1.004893,-2.1111908,-1.8546467,-1.2211449,-1.181725,-0.43400294,-0.46572632,-0.6718709,-0.5920823,-0.0797886
35,-0.60503244,-0.6315344,"('corrupt', 'incorrupt')",-0.15174161,-0.014529707,-2.459115,-2.1326973,-0.9858581,-0.9243566,-0.9199031,-0.74384415,-1.02433,-0.8893924,-0.1349376
86,-0.5961918,-0.69070876,"('uninfluential', 'influential')",-0.762456,-0.6857544,1.0065022,0.95230794,-0.8133316,-0.86322653,0.23132694,0.49954104,-0.1868301,-0.1575681,-0.029262
51,0.5817529,0.49873954,"('uneducated', 'educated')",-0.12767445,-0.20144865,2.064638,1.8856956,0.538451,0.34381545,1.0560709,1.0000088,0.8226477,0.7053622,0.1172855
25,-0.57907563,-0.5829761,"('egoistic', 'altruistic')",-0.045683343,0.13500766,0.7945056,1.001664,-0.7724444,-0.84223616,0.9318693,1.0103853,0.0658343,0.1443689,-0.0785346
53,-0.5776814,-0.41806385,"('uncreative', 'creative')",0.9900493,1.2697368,0.05460003,0.36144623,-0.5367459,-0.29445717,1.4573975,1.784039,0.2775239,0.5405402,-0.2630163
75,0.5710121,0.33977875,"('meek', 'impulsive')",0.07630859,-0.08309336,-0.7246038,-0.7174679,0.053427532,-0.22394076,-0.53666323,-0.61328095,-0.1121038,-0.2596008,0.147497
48,-0.55322695,-0.63834924,"('unintelligent', 'intelligent')",-1.3078617,-1.1997049,-0.6571971,-0.7511011,-1.4547871,-1.6097842,0.6025618,0.6543922,-0.6741023,-0.7089094,0.0348071
39,0.55277,0.6815653,"('exploitative', 'cooperative')",0.75645983,0.8959088,0.81355107,0.6895757,0.7033541,0.9098439,-0.105754204,-0.052250043,0.5440762,0.6249287,-0.0808525
52,-0.54255867,-0.3238095,"('irrational', 'rational')",1.1899732,1.2954184,-0.51667655,-0.31851733,-0.96983254,-0.9891422,-0.66094786,-0.5616576,-0.3000085,-0.1795416,-0.1204669
12,0.5248244,0.5582564,"('unsupportive', 'supportive')",1.1100975,1.1850557,1.7301283,1.7513307,-0.14076102,-0.13872395,-1.1896075,-0.8910954,0.4069364,0.4929647,-0.0860283
63,0.51277125,0.56952494,"('unperceptive', 'insightful')",0.9104278,0.8557853,2.9959626,3.0126324,0.6736359,0.6934788,1.7589359,1.776726,1.3703467,1.3816294,-0.0112827
66,0.51094115,0.43058294,"('inactive', 'active')",1.7589204,1.7824311,0.60336745,0.69353026,0.12157041,0.22861753,0.76486063,0.8419125,0.751932,0.7954149,-0.0434829
18,-0.5003276,-0.4020555,"('disagreeable', 'welcoming')",-0.2747339,-0.16407041,0.33222616,0.50102973,-1.217446,-1.1319574,-0.3840275,-0.19950767,-0.4088618,-0.2793123,-0.1295495
5,-0.4938675,-0.36569268,"('distant', 'outgoing')",0.98746914,1.1570312,-1.9924229,-1.6011451,-1.3038388,-0.833718,-0.78742296,-0.48717752,-0.7180166,-0.4261405,-0.2918761
73,0.4736055,0.5674513,"('helpless', 'self-reliant')",1.2709643,1.4712164,-1.3112445,-1.2603544,0.007868215,0.19532989,-3.5555477,-3.2436504,-0.6228708,-0.4540014,-0.1688694
0,-0.4514034,-0.61952966,"('unsociable', 'sociable')",-0.3995393,-0.53866255,1.6600705,1.4219711,0.11719609,0.019608626,0.087312125,-0.06458032,0.2027272,0.0437614,0.1589658
28,-0.44271547,-0.49012035,"('disloyal', 'loyal')",0.38918334,0.5076344,0.6192929,0.7258301,-0.54093695,-0.71278185,1.4792527,1.4678558,0.3008153,0.2996836,0.0011317
13,0.44254002,0.46911597,"('impolite', 'polite')",0.08555302,0.089888275,1.7887942,1.5261602,0.6533155,0.7645635,0.31445023,0.25253594,0.6569306,0.6204528,0.0364778
4,-0.42067555,-0.11917721,"('disliked', 'liked')",0.27356747,0.30881858,-1.0152515,-0.9104859,-0.2132577,-0.31579903,-5.6563473,-5.242481,-1.4063929,-1.2558249,-0.150568
30,0.39599702,0.19407561,"('intolerant', 'tolerant')",0.33893013,0.2586865,1.2471813,0.9770377,1.0336368,0.87611157,1.2924646,1.0814537,0.861642,0.677473,0.184169
46,0.38629448,0.025899455,"('uncompetitive', 'competitive')",0.21248257,0.036946364,4.0125613,3.6667788,0.7568681,0.5772455,0.6604408,0.57190233,1.2057296,0.9757545,0.2299751
80,0.38327852,0.15145497,"('dominated', 'dominating')",-0.20852041,-0.35919645,2.8244343,2.4628234,1.5415387,1.3990233,-1.0206639,-0.9748592,0.7040135,0.5358492,0.1681643
19,0.36696497,0.3752142,"('inhospitable', 'hospitable')",-0.12073515,0.08858162,-1.0797285,-0.7853085,-0.82059157,-0.5590018,-0.16953903,0.013547536,-0.3647258,-0.1733934,-0.1913324
41,-0.3595216,-0.16685818,"('unforgiving', 'forgiving')",0.9893235,0.87139875,0.21406747,0.15177135,0.23528767,0.27249166,-0.09290524,-0.14966045,0.1972504,0.1958286,0.0014218
84,0.35600424,0.08078155,"('inferior', 'superior')",0.6253953,0.42682278,-0.6140282,-0.7442809,0.3909129,0.17247859,0.6250182,0.4222015,0.2766605,0.0716007,0.2050598
34,0.34990814,0.29780328,"('mean', 'honorable')",0.85813487,0.8331728,0.8700446,0.9302567,0.53759223,0.7409861,5.6153727,5.439196,1.6462105,1.648283,-0.0020725
83,0.3467356,0.15897068,"('powerless', 'powerful')",1.3784773,1.239459,0.66958165,0.6459941,0.106912464,-0.044146027,-0.840681,-0.8292253,0.3322052,0.2342105,0.0979947
10,-0.34257463,-0.49810553,"('unsympathetic', 'sympathetic')",-1.1902014,-1.1456668,1.5833609,1.4612646,0.6200877,0.63200885,1.2105583,1.2172585,0.3762462,0.3333519,0.0428943
59,-0.3421694,-0.36495787,"('foolish', 'wise')",1.2207041,1.29717,-1.2620226,-1.0570822,-0.3126005,-0.26126966,-0.06643214,-0.08406317,-0.1525041,-0.0940406,-0.0584635
50,0.3216967,0.53144014,"('clumsy', 'skillful')",1.0748105,1.1609085,1.557898,1.8332553,0.7232786,0.8483737,0.61322546,0.8173982,0.8581819,1.0382751,-0.1800932
69,-0.31778657,0.17976737,"('lazy', 'industrious')",1.2078118,1.3323427,-0.84630436,-0.50563896,-0.20832583,0.1537374,-1.1289016,-0.9151403,-0.2587013,0.0490137,-0.307715
43,0.30366796,-0.076098084,"('irresponsible', 'responsible')",0.25598246,0.21694459,0.95548654,0.7788831,0.8424522,0.84227556,1.7476561,1.7770633,0.8210491,0.7078136,0.1132355
33,0.29827344,0.4223447,"('wrong', 'right')",2.0484238,2.1148653,-0.81119937,-0.60675704,-0.08547599,0.20083572,-1.227212,-1.0944506,0.044562,0.2073676,-0.1628056
22,0.28452703,0.20257875,"('untrustworthy', 'trustworthy')",-0.6317246,-0.6951281,1.0137259,0.74064666,0.79060113,0.8010536,-0.9011692,-0.84545547,0.1111921,0.0407391,0.070453
40,-0.277128,0.03645948,"('stingy', 'generous')",1.1206766,1.4048618,0.5540103,0.7516727,-0.32092252,-0.1762006,-1.513586,-1.0885608,-0.0873899,0.1856465,-0.2730364
23,0.27182415,-0.07131317,"('insincere', 'sincere')",0.5090175,0.38439855,2.4111142,2.2949967,0.88222057,0.7319098,6.0447197,5.6733108,2.0237793,1.8026606,0.2211187
61,0.26407918,0.37182978,"('illogical', 'logical')",1.7981452,1.6156145,1.6365507,1.5011721,0.43550125,0.6270923,0.49188974,0.5311479,0.9252333,0.9293714,-0.0041381
64,-0.25571567,-0.05668495,"('shy', 'confident')",0.44432822,0.2646007,0.9874581,0.78156686,0.7099658,0.7500499,-5.7750945,-5.622108,-0.7778116,-0.7765151,-0.0012965
14,0.22239605,-0.21207723,"('antisocial', 'social')",1.2831075,0.9370888,1.9875076,1.558016,1.1750306,0.80960894,-0.591261,-0.82544017,0.8153562,0.4534393,0.3619169
29,-0.20508638,-0.18432385,"('unfair', 'fair')",-0.21241605,-0.3919821,-0.8795249,-0.924649,-0.21373448,-0.12356043,-0.8497323,-0.69769514,-0.4720988,-0.4644421,-0.0076567
45,-0.20375635,-0.29368556,"('incompetent', 'competent')",-0.8928418,-1.0918971,2.3051643,1.9804909,0.5091984,0.24744181,0.33394825,0.26692438,0.4103426,0.2218549,0.1884877
47,0.2028271,-0.13204442,"('stupid', 'smart')",1.0046268,0.9859464,1.7720906,1.640382,0.9507023,0.9433418,4.6862307,4.3188477,1.7232956,1.5512947,0.1720009
7,0.19931851,0.30240232,"('insensitive', 'sensitive')",0.20642573,0.23455204,0.8394537,0.5989071,0.6675364,0.81904536,1.0455467,1.0641463,0.5916562,0.6038106,-0.0121544
27,-0.18011019,0.0010833684,"('hardhearted', 'softhearted')",-1.096689,-0.7840363,-0.4140603,-0.09608862,-0.19416721,0.21394572,1.2809781,1.5614092,-0.1208097,0.1792627,-0.3000724
49,-0.16412497,-0.35090914,"('unable', 'able')",-1.0706336,-1.1817875,0.6160072,0.4663552,-0.26723522,-0.35961407,-0.32042143,-0.31400272,-0.2412816,-0.3479917,0.1067101
85,-0.13329361,0.20775945,"('insignificant', 'prestigious')",2.3413005,2.5882666,-1.3044568,-0.75444293,-0.81691843,-0.7035808,0.054065533,0.31580508,0.0281394,0.3307615,-0.3026221
72,0.10875819,0.0015754504,"('unambitious', 'ambitious')",0.19944623,0.109025724,-0.8148104,-0.86349124,-0.23099966,-0.4105757,-0.6858581,-0.59307414,-0.2846927,-0.351308,0.0666153
38,-0.07964791,-0.13450906,"('untruthful', 'truthful')",1.2034371,1.1847237,0.5859592,0.71734464,-0.037314713,-0.10100966,0.43120158,0.40255302,0.4207271,0.4138206,0.0069065
17,-0.069656275,0.122532904,"('nasty', 'nice')",-0.15242049,0.0076771397,-0.16920626,-0.27345684,-0.5266155,-0.46053186,-1.0225176,-0.9165621,-0.3880832,-0.3040681,-0.0840151
77,-0.06045432,0.06432403,"('unmotivated', 'motivated')",0.25932643,0.3425,1.3560736,1.210332,-0.09377994,-0.037557542,-0.6643571,-0.74598074,0.1593617,0.1667235,-0.0073618
58,-0.047680352,-0.10986611,"('undiscriminating', 'discriminating')",1.3321556,1.2603555,0.2038918,0.30337983,0.3554542,0.5544958,0.033318445,0.27988693,0.3754279,0.4576504,-0.0822225
88,-0.04393202,-0.30968577,"('low', 'eminent')",-0.09844898,-0.23305857,0.17552322,0.14412753,0.086713806,-0.40344834,1.0061657,0.9880771,0.2252043,0.0372024,0.1880019
54,-0.042206455,-0.045863356,"('incapable', 'capable')",1.0217104,0.9815478,0.07785036,0.13603792,0.45506,0.49845877,1.0165343,0.9036987,0.5057898,0.494776,0.0110138
37,0.038448267,-0.13709411,"('fake', 'genuine')",-0.58844477,-0.5133998,0.8526362,0.9074887,0.49472946,0.64997536,0.7465074,0.85855937,0.3087753,0.3531059,-0.0443306
44,-0.037891213,-0.25413445,"('prejudiced', 'unprejudiced')",-0.463333,-0.5429453,-0.33417264,-0.5396902,0.6695282,0.7534557,-1.4643164,-1.5952997,-0.326037,-0.4357228,0.1096858
24,0.027310595,-0.0017023608,"('dishonest', 'honest')",0.37880683,0.47555357,-0.65786576,-0.6861167,0.4938224,0.6523658,1.3491333,1.4577044,0.3182415,0.3795609,-0.0613194
3,0.024210524,0.019902227,"('repellent', 'pleasant')",-0.941394,-1.1001878,1.4757354,1.265732,0.55711174,0.45312685,0.67009604,0.5039488,0.357152,0.2285044,0.1286476
79,-0.02057192,0.071668066,"('wavering', 'unwavering')",0.843586,0.85218054,-1.0007987,-0.871102,-0.8481974,-0.9883809,-0.16454984,-0.1387136,-0.2381064,-0.2148696,-0.0232368
65,-0.01879584,-0.20873429,"('insecure', 'secure')",-0.5999354,-0.8495447,0.8079329,0.3623294,0.91553795,0.6325963,-0.0033928808,-0.2353655,0.2202693,-0.0597438,0.2800131
55,0.014369101,-0.26001865,"('incompetent', 'clever')",-1.4134991,-1.573943,2.0355399,1.58724,0.21191835,-0.033463277,0.67433476,0.56626284,0.3045326,0.0572156,0.247317
71,-0.0073271096,0.21580292,"('diffident', 'self-confident')",1.6493518,1.6588064,0.15299568,0.28791645,-0.6220477,-0.3617071,0.26065004,0.3941272,0.2867245,0.4389892,-0.1522647
15,-0.0062655294,-0.16331702,"('boring', 'funny')",0.4690382,0.5821364,-1.5745102,-1.703131,0.07114312,-0.0948143,-0.11970978,-0.17927578,-0.2320608,-0.3116803,0.0796195
