,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.1571333,-0.88123196,"('hostile', 'amicable')",-1.81841,-1.7860696,-0.32881927,-0.078994416,-1.1014543,-0.9154321,-0.1860222
35,-1.15452,-1.073997,"('corrupt', 'incorrupt')",-0.5363115,-0.40129,-0.68410003,-0.2675828,-0.7916439,-0.5809566,-0.2106873
81,1.1252122,0.9183204,"('submissive', 'aggressive')",0.6234633,0.6432523,-0.7910063,-1.2200252,0.319223,0.1138492,0.2053738
19,-1.1033478,-0.8888828,"('inhospitable', 'hospitable')",-1.2770747,-1.1491797,0.21304384,0.34427658,-0.7224596,-0.5645953,-0.1578643
52,-1.0781492,-0.947929,"('irrational', 'rational')",-0.44267255,-0.41327146,-0.21596956,-0.014881987,-0.5789305,-0.4586941,-0.1202364
14,1.0780197,1.0686091,"('antisocial', 'social')",0.44859686,0.5678293,-0.71614516,-0.9263372,0.2701571,0.2367004,0.0334567
85,-1.0455946,-0.9532467,"('insignificant', 'prestigious')",-1.42713,-1.6256535,0.29552326,0.48074278,-0.7257338,-0.6993859,-0.0263479
23,0.968442,0.9334156,"('insincere', 'sincere')",-0.17661251,-0.1243156,6.5862393,6.5746427,2.4593563,2.4612476,-0.0018913
0,0.94595844,0.69844204,"('unsociable', 'sociable')",-0.38398737,-0.54400545,0.020460756,-0.38547423,0.194144,-0.0770125,0.2711565
21,0.9402808,0.8489992,"('immoral', 'moral')",0.60076636,0.5284015,-0.58657795,-1.0085847,0.3181564,0.1229386,0.1952178
67,0.8940241,0.87149334,"('doubtful', 'determined')",0.38894296,0.5282241,-1.1545758,-1.0384071,0.0427971,0.1204368,-0.0776397
61,0.85184157,0.75339013,"('illogical', 'logical')",0.057362176,-0.044734277,0.61450434,0.47514534,0.5079027,0.3946004,0.1133023
8,-0.8252874,-0.7595137,"('unaffectionate', 'affectionate')",-0.76439536,-0.6698405,1.0541707,1.1957399,-0.178504,-0.0778714,-0.1006326
3,-0.8225245,-0.6154398,"('repellent', 'pleasant')",0.0032035485,-0.007988393,0.2493453,0.14517403,-0.1899919,-0.159418,-0.0305739
22,0.775465,0.8215537,"('untrustworthy', 'trustworthy')",0.5684909,0.56013596,-0.47328317,-0.6410855,0.2902243,0.2468681,0.0433562
4,-0.77198243,-0.490537,"('disliked', 'liked')",-0.7060401,-0.6274687,-6.4990935,-6.4148645,-2.6590387,-2.5109568,-0.1480819
50,-0.75643444,-0.7476952,"('clumsy', 'skillful')",0.06538166,0.009534553,0.019382164,0.13716722,-0.2238902,-0.2003312,-0.023559
51,-0.72939306,-0.72711897,"('uneducated', 'educated')",-0.5071107,-0.5777088,0.5761321,0.19722325,-0.2201239,-0.3692015,0.1490776
48,-0.7284453,-0.9331016,"('unintelligent', 'intelligent')",-0.628626,-0.77922356,1.0157454,0.5758675,-0.1137753,-0.3788192,0.2650439
29,0.7091895,0.831462,"('unfair', 'fair')",-0.29774237,-0.21543863,-0.4452437,-0.6542689,-0.0112655,-0.0127485,0.001483
5,0.6848115,1.0297775,"('distant', 'outgoing')",-0.28883937,-0.067887634,0.14637275,0.49384367,0.1807816,0.4852445,-0.3044629
69,-0.6809803,-0.5553877,"('lazy', 'industrious')",-1.2538432,-1.1443835,-0.8773051,-0.7952931,-0.9373762,-0.8316881,-0.1056881
59,-0.6513357,-0.50540733,"('foolish', 'wise')",-0.18477704,-0.11311214,0.4491411,0.6793823,-0.1289906,0.0202876,-0.1492782
30,0.62817097,0.7871725,"('intolerant', 'tolerant')",-0.44700548,-0.25657308,1.2251816,1.2127334,0.4687823,0.581111,-0.1123287
54,-0.61851007,-0.6260238,"('incapable', 'capable')",-0.82954705,-0.87208986,1.2417406,1.2607318,-0.0687722,-0.0791273,0.0103551
1,0.6174955,0.7570505,"('unfriendly', 'friendly')",-0.69860727,-0.7038701,2.3906922,2.4677258,0.7698601,0.8403021,-0.070442
82,-0.6140049,-0.5124768,"('poor', 'rich')",-0.29565263,-0.31319383,6.3107862,6.5109344,1.8003763,1.8950879,-0.0947116
39,0.6115629,0.42855692,"('exploitative', 'cooperative')",-0.28893414,-0.30563837,0.11959245,-0.06706514,0.1474071,0.0186178,0.1287893
2,-0.58768296,-0.33817527,"('unlikable', 'likable')",-0.69842684,-0.5997804,0.15830564,0.23477456,-0.3759347,-0.2343937,-0.141541
20,-0.5723769,-0.699793,"('rough', 'thoughtful')",-0.5296707,-0.6316434,0.9054971,0.688405,-0.0655169,-0.2143438,0.1488269
12,0.5569215,0.7824771,"('unsupportive', 'supportive')",-0.37370965,-0.25486243,-1.2067341,-1.4025726,-0.3411741,-0.2916527,-0.0495214
77,-0.52159655,-0.3537187,"('unmotivated', 'motivated')",-0.2787084,-0.22946808,-1.0982976,-1.2691414,-0.6328675,-0.6174427,-0.0154248
32,0.5069675,0.31752193,"('unkind', 'kind')",0.14531012,0.018274704,1.1923867,0.83621734,0.6148881,0.3906713,0.2242168
13,0.50424206,0.33259976,"('impolite', 'polite')",-0.16548,-0.24283294,-0.41108084,-0.55042136,-0.0241063,-0.1535515,0.1294452
28,-0.48635933,-0.4542613,"('disloyal', 'loyal')",-0.4510545,-0.3931865,1.1594195,1.25999,0.0740019,0.1375141,-0.0635122
24,0.4854794,0.67183787,"('dishonest', 'honest')",0.24785377,0.39881217,1.0437716,1.0966053,0.5923683,0.7224185,-0.1300502
65,0.48430634,0.26643413,"('insecure', 'secure')",-0.054781355,-0.131305,-0.34822562,-0.5912521,0.0270998,-0.152041,0.1791408
31,-0.4662578,-0.20320304,"('evil', 'good')",-0.29329556,-0.17550018,-0.5693992,-0.36994508,-0.4429842,-0.2495494,-0.1934348
70,0.46513018,0.5350698,"('lethargic', 'energetic')",-0.19684078,-0.16861096,0.76455957,0.53125525,0.344283,0.299238,0.045045
57,-0.45413163,-0.40771833,"('unimaginative', 'imaginative')",-0.8696139,-0.86745006,-2.258021,-2.6457293,-1.1939222,-1.3069659,0.1130437
63,0.43646917,0.43913355,"('unperceptive', 'insightful')",-0.906087,-0.9393917,1.2963198,1.0590905,0.2755673,0.1862775,0.0892898
88,-0.42851806,-0.3616115,"('low', 'eminent')",-0.17031094,-0.31022117,0.3372054,0.37652868,-0.0872079,-0.0984347,0.0112268
18,-0.42510417,-0.2599631,"('disagreeable', 'welcoming')",-0.0071944855,0.079193965,0.24587695,0.25382352,-0.0621406,0.0243515,-0.0864921
44,-0.36985767,-0.71785676,"('prejudiced', 'unprejudiced')",0.5216803,0.33000708,-1.6110436,-1.9175642,-0.486407,-0.7684712,0.2820642
7,0.35289988,0.46158248,"('insensitive', 'sensitive')",-0.6727552,-0.60965496,1.0405004,0.9442681,0.240215,0.2653985,-0.0251835
11,0.34936062,0.2412045,"('unhelpful', 'helpful')",0.1423398,0.18239424,2.2163346,1.9510702,0.9026783,0.7915563,0.111122
27,-0.33445555,-0.39304855,"('hardhearted', 'softhearted')",-0.33194837,-0.25514406,1.5930598,1.6198481,0.3088853,0.3238852,-0.0149999
73,0.330647,0.5063778,"('helpless', 'self-reliant')",-0.07679669,0.018448919,-2.8584895,-2.6873727,-0.8682131,-0.7208486,-0.1473645
49,-0.31273726,-0.38322213,"('unable', 'able')",-0.11217067,-0.09284544,0.42412445,0.5233308,-0.0002612,0.0157544,-0.0160156
26,-0.2953839,-0.27144393,"('hardhearted', 'benevolent')",-0.96962595,-1.0301046,1.4528042,1.4631325,0.0625981,0.0538613,0.0087368
83,-0.29095316,-0.07406758,"('powerless', 'powerful')",-0.281446,-0.3670233,-0.8892729,-0.84896564,-0.487224,-0.4300188,-0.0572052
10,-0.2855442,-0.33540407,"('unsympathetic', 'sympathetic')",-0.93346685,-0.9655954,-0.57925427,-0.87846273,-0.5994218,-0.7264874,0.1270656
42,0.27064034,0.47485915,"('unreliable', 'reliable')",-0.7556712,-0.6254686,-3.5648193,-3.6583705,-1.34995,-1.26966,-0.08029
68,0.2687863,0.26982707,"('dependent', 'independent')",-0.21186523,-0.1583105,-0.021347439,0.0064609563,0.0118579,0.0393258,-0.0274679
55,0.25035608,0.280905,"('incompetent', 'clever')",0.14343123,0.17671362,0.4989048,0.026869677,0.297564,0.1614961,0.1360679
34,-0.23062117,-0.05089065,"('mean', 'honorable')",-0.4119383,-0.3768397,5.98424,6.1062183,1.7805602,1.8928293,-0.1122691
76,-0.21085855,-0.38829315,"('anxious', 'daring')",-0.79399616,-0.7648266,-0.10545637,-0.31679356,-0.3701037,-0.4899711,0.1198674
86,0.20926975,0.36821598,"('uninfluential', 'influential')",-0.23721226,-0.34173605,0.46522105,0.091153264,0.1457595,0.0392111,0.1065484
84,0.20578684,0.26674336,"('inferior', 'superior')",-0.39085263,-0.3994763,0.82970893,0.9965726,0.214881,0.2879466,-0.0730656
45,-0.20517358,0.116553485,"('incompetent', 'competent')",-0.9078046,-0.67960787,-0.28885502,-0.42485222,-0.4672778,-0.3293022,-0.1379756
6,0.18648039,0.5112725,"('distant', 'open')",-0.28820375,-0.131076,0.426465,0.7730797,0.1082472,0.3844254,-0.2761782
62,-0.17612769,0.023639863,"('incompetent', 'brilliant')",-0.32537383,-0.16268443,0.4267227,0.5495075,-0.0249263,0.136821,-0.1617473
58,0.17385389,0.38151383,"('undiscriminating', 'discriminating')",-1.872128,-1.769087,0.14554626,0.100235924,-0.517576,-0.4291124,-0.0884636
64,-0.15653953,-0.2023551,"('shy', 'confident')",0.2928029,0.36716622,-6.8638964,-7.2720404,-2.2425443,-2.3690764,0.1265321
87,-0.121553406,-0.3550328,"('unsuccessful', 'successful')",-0.51748466,-0.76679444,0.58378106,0.5205148,-0.018419,-0.2004375,0.1820185
25,-0.11011647,0.025465742,"('egoistic', 'altruistic')",-0.06857063,-0.076471984,1.832767,1.8884623,0.55136,0.6124854,-0.0611254
74,-0.09163006,0.20025754,"('undedicated', 'dedicated')",-0.7899026,-0.762446,0.14348513,-0.040724028,-0.2460158,-0.2009708,-0.045045
38,-0.084572345,0.21305478,"('untruthful', 'truthful')",-0.29809567,-0.1330913,0.21069102,0.41349614,-0.0573257,0.1644865,-0.2218122
80,-0.0824262,-0.3805754,"('dominated', 'dominating')",-0.8169112,-0.7816581,-1.4560165,-1.47513,-0.7851179,-0.8791211,0.0940032
47,-0.066913605,0.1188549,"('stupid', 'smart')",0.1487452,0.2746429,5.4924645,5.6608434,1.8580987,2.0181138,-0.1600151
37,-0.063821875,-0.19471937,"('fake', 'genuine')",-0.18077345,-0.09155607,0.6355657,0.5289523,0.1303235,0.0808923,0.0494312
78,0.05722539,-0.071150795,"('nonresilient', 'resilient')",-0.7316295,-0.9208157,0.44652504,0.27451795,-0.0759597,-0.2391495,0.1631898
9,0.024492066,0.15104929,"('unaffectionate', 'caring')",-1.2439544,-1.065861,1.5326492,1.7629477,0.1043956,0.282712,-0.1783164
46,-0.009980846,-0.06214838,"('uncompetitive', 'competitive')",0.1684507,0.07948853,-0.2978613,-0.7637633,-0.0464638,-0.2488077,0.2023439
41,-0.001428064,0.16632123,"('unforgiving', 'forgiving')",-1.0619797,-0.8457436,-0.045609247,-0.2852452,-0.3696723,-0.3215559,-0.0481164
33,-0.0011807885,0.25532663,"('wrong', 'right')",-0.13433895,-0.15144467,-0.5955455,-0.4235884,-0.2436884,-0.1065688,-0.1371196
