,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
25,1.7308667,1.6787686,"('egoistic', 'altruistic')",1.5941277,1.3087571,1.8703841,1.4959561,2.0001848,1.881779,1.7988908,1.5913153,0.2075755
65,-1.7181506,-1.627571,"('insecure', 'secure')",-0.96978,-0.62567216,-2.4982069,-2.1034791,-1.7592108,-1.4202162,-1.7363369,-1.4442346,-0.2921023
47,-1.6555392,-1.6924945,"('stupid', 'smart')",-0.658985,-0.29673764,-1.3899022,-1.2575418,4.5144453,4.6656766,0.2025048,0.3547257,-0.1522209
8,1.5942837,1.3772472,"('unaffectionate', 'affectionate')",0.92367685,0.70550853,0.3406261,0.014468901,1.6251245,1.4849242,1.1209278,0.8955373,0.2253905
3,-1.5702854,-1.5404036,"('repellent', 'pleasant')",-0.9721923,-0.90092576,-0.11012544,0.13112676,-0.37605128,-0.34732714,-0.7571636,-0.6643825,-0.0927811
79,1.5218558,1.5547867,"('wavering', 'unwavering')",1.2091961,0.96077895,0.53109264,0.2200615,1.3699707,1.0975279,1.1580288,0.9582888,0.19974
1,1.4731151,1.0492058,"('unfriendly', 'friendly')",0.6955654,0.62009054,-0.0308609,-0.2824557,2.7896178,2.6706057,1.2318593,1.0143616,0.2174977
35,1.4588221,1.4583169,"('corrupt', 'incorrupt')",1.1649717,0.84466255,2.2341316,1.7315706,1.0366266,0.69252735,1.4736381,1.1817694,0.2918687
84,1.4299449,1.3993144,"('inferior', 'superior')",0.82399386,0.9775008,0.28314576,0.30530202,0.916611,0.9194739,0.8634238,0.9003978,-0.036974
66,1.3508431,1.3178886,"('inactive', 'active')",1.4553906,1.5674434,1.3224158,1.3338687,1.7666016,1.6979254,1.4738128,1.4792817,-0.0054689
33,1.3268751,1.2316968,"('wrong', 'right')",1.0186157,0.8370744,0.7225711,0.5619389,0.19307688,0.15570062,0.8152847,0.6966027,0.118682
36,1.259323,1.0876876,"('hostile', 'amicable')",0.7281691,0.27930906,1.6369268,1.0819156,1.5160804,1.0199628,1.2851248,0.8672187,0.4179061
23,-1.2271512,-1.2623179,"('insincere', 'sincere')",-1.2645907,-1.029711,-2.1570723,-2.018888,5.4457803,5.5015836,0.1992415,0.2976667,-0.0984252
81,-1.2156272,-1.3985186,"('submissive', 'aggressive')",-0.70527077,-0.5082855,-1.5875319,-1.3880666,-1.6767732,-1.4941868,-1.2963008,-1.1972644,-0.0990364
22,-1.2155083,-1.2926955,"('untrustworthy', 'trustworthy')",-1.288805,-1.0057896,-1.7213877,-1.5361164,-1.7218989,-1.548782,-1.4869001,-1.3458459,-0.1410542
40,1.1916279,0.8520329,"('stingy', 'generous')",0.29352817,0.04142811,0.40267426,0.2573979,-1.0045695,-1.0407709,0.2208152,0.027522,0.1932932
11,-1.1656106,-1.0078204,"('unhelpful', 'helpful')",-1.9899361,-1.7092198,-2.0259979,-1.7171422,1.6387082,1.6554421,-0.885709,-0.694685,-0.191024
75,-1.0568525,-0.85652316,"('meek', 'impulsive')",-0.16979799,-0.19918703,0.8153961,0.85140187,-0.13240138,-0.2199641,-0.1359139,-0.1060681,-0.0298458
62,-1.0249658,-0.9106337,"('incompetent', 'brilliant')",-1.7179161,-1.3548627,-2.0577095,-1.6991742,-0.35805166,-0.14547023,-1.2896608,-1.0275352,-0.2621256
52,0.9973175,0.68943757,"('irrational', 'rational')",1.1550763,0.77922523,0.523154,0.17207965,1.1210456,0.84147763,0.9491484,0.620555,0.3285934
31,0.9769469,0.733382,"('evil', 'good')",1.1789972,0.7481468,1.9871699,1.5723039,-0.28251815,-0.41943407,0.965149,0.6585996,0.3065494
28,0.9430225,0.8340425,"('disloyal', 'loyal')",-0.13552497,-0.142495,-0.77227294,-0.8422581,1.2614522,1.1752495,0.3241692,0.2561347,0.0680345
39,0.92998433,1.0852209,"('exploitative', 'cooperative')",-0.52990407,-0.41612387,0.3362449,0.21552567,-0.3149255,-0.22479682,0.1053499,0.1649565,-0.0596066
78,0.92989224,0.8229018,"('nonresilient', 'resilient')",0.7987774,0.5467615,0.7946562,0.73390335,1.1122149,1.0807915,0.9088852,0.7960895,0.1127957
26,0.926159,0.4210256,"('hardhearted', 'benevolent')",3.0195434,2.8846495,1.6202469,1.3572366,1.8870219,1.8044873,1.8632429,1.6168497,0.2463932
86,0.92178255,0.8600308,"('uninfluential', 'influential')",-0.04287935,-0.07645123,-0.9935023,-0.9677945,0.25867587,0.3985542,0.0360192,0.0535848,-0.0175656
10,-0.9204755,-1.2292515,"('unsympathetic', 'sympathetic')",-1.2228659,-0.9750104,-2.311449,-1.9969659,-0.9370998,-0.86242723,-1.3479726,-1.2659137,-0.0820589
46,-0.87324506,-0.66437197,"('uncompetitive', 'competitive')",-1.1252941,-0.75760984,-1.7847723,-1.3553295,-1.1986513,-1.08871,-1.2454907,-0.9665053,-0.2789854
45,-0.8675895,-1.0347066,"('incompetent', 'competent')",-1.2429906,-0.8553439,-2.6490052,-2.3095944,-0.9550256,-0.7769673,-1.4286528,-1.244153,-0.1844998
57,-0.8386273,-1.016027,"('unimaginative', 'imaginative')",-1.2799356,-1.126426,-1.7205008,-1.5624183,-2.7195458,-2.731902,-1.6396524,-1.6091933,-0.0304591
55,-0.7854878,-0.8591055,"('incompetent', 'clever')",-1.0154917,-0.651898,-2.2791617,-2.0060177,-0.924631,-0.66856104,-1.251193,-1.0463955,-0.2047975
76,-0.77937126,-0.8212498,"('anxious', 'daring')",0.088614285,0.41623566,-1.1529,-0.83320946,-0.7168548,-0.68881756,-0.640128,-0.4817603,-0.1583677
38,0.77304065,0.85070884,"('untruthful', 'truthful')",-0.8428435,-0.8574252,-0.5062388,-0.50357985,0.52848583,0.44691986,-0.011889,-0.0158441,0.0039551
56,0.76391745,1.0708549,"('impractical', 'practical')",-1.2912974,-0.8914386,-1.4267102,-1.090066,-0.586819,-0.28081238,-0.6352273,-0.2978655,-0.3373618
4,0.75658166,0.40252826,"('disliked', 'liked')",0.36994022,0.15544814,-0.06661698,-0.2655682,-5.8044686,-5.847352,-1.186141,-1.388736,0.202595
53,0.72455084,0.67358273,"('uncreative', 'creative')",0.23256904,0.29140988,0.02542271,-0.1172913,1.4503449,1.321996,0.6082219,0.5424243,0.0657976
61,0.6697056,0.55536044,"('illogical', 'logical')",-0.22830884,-0.11812348,-0.79225355,-0.7606208,0.24539123,0.26743934,-0.0263664,-0.0139861,-0.0123803
49,-0.662306,-0.72317827,"('unable', 'able')",-0.81332797,-0.7257367,-1.7948991,-1.6338007,-0.78116524,-0.67601824,-1.0129246,-0.9396835,-0.0732411
59,0.6582342,0.58369935,"('foolish', 'wise')",1.4325961,1.349432,0.20190258,-0.0342096,0.75676906,0.68559897,0.7623755,0.6461302,0.1162453
48,-0.6377206,-0.7349927,"('unintelligent', 'intelligent')",-0.80597067,-0.723805,-2.445062,-2.334724,0.10355421,0.20820484,-0.9462997,-0.8963292,-0.0499705
37,0.61752385,0.7286252,"('fake', 'genuine')",0.15735216,0.35423884,-0.1543144,-0.063471705,0.49532735,0.5724999,0.2789722,0.3979731,-0.1190009
70,0.613747,0.5491873,"('lethargic', 'energetic')",-0.37263888,-0.10778454,-1.7353748,-1.5882492,0.16958512,0.33733806,-0.3311704,-0.2023771,-0.1287933
88,-0.6058168,-0.8089061,"('low', 'eminent')",-0.16744937,-0.18431392,-1.6601381,-1.6972469,0.47111756,0.35636586,-0.4905717,-0.5835252,0.0929535
60,-0.60246265,-0.39211842,"('inefficient', 'efficient')",-1.4426087,-1.071816,-2.1898997,-1.8141503,-0.6518086,-0.4258229,-1.2216949,-0.9259769,-0.295718
80,-0.5384276,-0.3408127,"('dominated', 'dominating')",-0.57279694,-0.3730573,-0.6596207,-0.3694222,-1.6999075,-1.3812393,-0.8676882,-0.6161329,-0.2515553
14,-0.53383446,-0.58612263,"('antisocial', 'social')",0.04751293,0.33992398,-0.96942437,-0.82490516,-1.3582727,-1.0583019,-0.7035047,-0.5323514,-0.1711533
63,0.5024711,0.45540357,"('unperceptive', 'insightful')",0.11490667,0.4968191,-1.5687476,-1.35613,1.1166515,1.2182025,0.0413204,0.2035738,-0.1622534
16,-0.49166954,-0.41441602,"('unpopular', 'popular')",0.724217,0.6931342,0.5276146,0.5207689,0.6908109,0.7618556,0.3627433,0.3903357,-0.0275924
43,-0.48904145,-0.38665012,"('irresponsible', 'responsible')",-1.3527168,-0.9185301,-1.8493721,-1.4965684,0.1579575,0.27496165,-0.8832932,-0.6316968,-0.2515964
20,-0.46179435,-0.3975958,"('rough', 'thoughtful')",0.45672727,0.74981844,-0.5090493,-0.30472943,0.7009842,0.79020405,0.0467169,0.2094243,-0.1627074
18,0.46058246,0.1534259,"('disagreeable', 'welcoming')",0.795283,0.7010519,-0.63640004,-0.76939034,-0.33644995,-0.35273919,0.0707539,-0.0669129,0.1376668
24,-0.43673712,-0.67081183,"('dishonest', 'honest')",-0.93533164,-0.80145264,-1.7760813,-1.7579093,0.5626451,0.5693056,-0.6463763,-0.665217,0.0188407
72,0.43534017,0.62309426,"('unambitious', 'ambitious')",-0.9433786,-0.94936854,-0.9049343,-0.66848576,-0.9734517,-0.8840923,-0.5966061,-0.4697131,-0.126893
54,0.42877534,0.39696243,"('incapable', 'capable')",0.35841745,0.56494075,-0.65618134,-0.547333,1.3115841,1.3622196,0.3606489,0.4441974,-0.0835485
21,-0.42321151,-0.5348419,"('immoral', 'moral')",-0.66524374,-0.5294699,-2.2588668,-2.1421673,-1.4287623,-1.2785313,-1.1940211,-1.1212525,-0.0727686
73,0.39241397,0.50030065,"('helpless', 'self-reliant')",0.07303477,0.0820731,1.0574672,1.2142307,-3.0827358,-2.913182,-0.389955,-0.2791444,-0.1108106
17,0.39203948,0.40026525,"('nasty', 'nice')",0.46878844,0.25330982,0.34996554,0.12129238,-0.4543348,-0.49297586,0.1891147,0.0704729,0.1186418
7,0.3843289,0.3105577,"('insensitive', 'sensitive')",-0.86611605,-0.67456955,-1.5668951,-1.3997487,0.63084745,0.81993663,-0.3544587,-0.235956,-0.1185027
58,0.36062503,0.2744121,"('undiscriminating', 'discriminating')",-0.12981209,0.13380904,0.21963003,0.4182462,0.09875163,0.2221996,0.1372986,0.2621667,-0.1248681
87,0.35313734,0.5875379,"('unsuccessful', 'successful')",1.3377494,1.5249281,0.50411963,0.8193538,0.96743286,1.1913404,0.7906098,1.0307901,-0.2401803
83,-0.34364793,-0.15762438,"('powerless', 'powerful')",-0.15003632,0.07871663,-0.98726654,-0.7313058,-1.1644161,-0.89680475,-0.6613417,-0.4267546,-0.2345871
29,-0.3395389,-0.3964711,"('unfair', 'fair')",-0.319901,-0.06360838,-0.61980367,-0.5840841,-0.33681408,-0.3221746,-0.4040144,-0.3415846,-0.0624298
0,0.33662957,0.1660392,"('unsociable', 'sociable')",-0.51088625,-0.31506824,-1.1907799,-1.1186174,-0.9390654,-0.8113494,-0.5760255,-0.5197489,-0.0562766
32,-0.32306826,-0.4790562,"('unkind', 'kind')",-0.4365831,-0.44409984,-1.7033479,-1.714118,0.50354975,0.5312257,-0.4898624,-0.5265121,0.0366497
13,-0.3178566,-0.2124721,"('impolite', 'polite')",-1.2025229,-1.0768697,-1.2216438,-1.0122664,-1.0604297,-0.9166973,-0.9506133,-0.8045763,-0.146037
67,-0.31449324,-0.23041812,"('doubtful', 'determined')",-0.0963539,0.09587364,-0.101036504,0.057023656,-0.56201464,-0.34930563,-0.2684746,-0.1067066,-0.161768
50,0.22230196,0.304457,"('clumsy', 'skillful')",1.7151841,1.8619833,0.36976713,0.59935373,0.68115246,0.6096953,0.7471014,0.8438723,-0.0967709
77,-0.18205337,-0.09995053,"('unmotivated', 'motivated')",-0.7852292,-0.73709506,-0.42340842,-0.29304612,-1.0195,-0.91896236,-0.6025478,-0.5122635,-0.0902843
68,0.15210554,0.27182317,"('dependent', 'independent')",-1.0389094,-0.85821986,-1.6387506,-1.5215985,-0.50922567,-0.41868296,-0.758695,-0.6316695,-0.1270255
64,0.14215127,0.13043891,"('shy', 'confident')",-0.637238,-0.50105816,-0.77495503,-0.43903086,-7.0281787,-6.984494,-2.0745552,-1.948536,-0.1260192
42,-0.13255635,-0.36331624,"('unreliable', 'reliable')",0.32343158,0.56632894,-0.68107736,-0.49014974,-3.0959535,-2.8872876,-0.8965389,-0.7936062,-0.1029327
51,-0.11627817,-0.23070703,"('uneducated', 'educated')",-0.11037978,0.05872337,-1.4192915,-1.2855633,0.6257105,0.8800502,-0.2550597,-0.1443742,-0.1106855
27,0.11393233,-0.042609632,"('hardhearted', 'softhearted')",-0.5073013,-0.64678824,-0.98867273,-1.0295342,1.4623988,1.4490305,0.0200893,-0.0674754,0.0875647
15,0.09378563,-0.16937378,"('boring', 'funny')",0.52671325,0.2636358,0.10274557,-0.13274392,0.5015568,0.5122175,0.3062003,0.1184339,0.1877664
2,0.041954324,0.09316602,"('unlikable', 'likable')",0.5814735,0.76017624,0.3472588,0.5083798,0.38745916,0.50434047,0.3395365,0.4665157,-0.1269792
34,0.032723673,0.13165665,"('mean', 'honorable')",-0.09933228,0.19003111,-0.07992907,0.099785104,6.023044,6.1095805,1.4691266,1.6327634,-0.1636368
41,0.015989844,-0.5281488,"('unforgiving', 'forgiving')",-0.62595475,-0.643747,-0.79724586,-0.762633,-0.24849136,-0.2036053,-0.4139256,-0.5345335,0.1206079
