,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2770333,-2.2344618,"('uninfluential', 'influential')",-0.034159843,0.08202111,-0.37742496,0.013537882,-0.8962061,-0.7129676,-0.1832385
1,-1.9239426,-2.0226192,"('unfriendly', 'friendly')",0.2086302,0.34673256,1.4612025,1.492925,-0.0847033,-0.0609872,-0.0237161
57,-1.7333262,-1.9632834,"('unimaginative', 'imaginative')",-0.68241304,-0.86651343,-2.521334,-2.445821,-1.6456911,-1.7585392,0.1128481
31,-1.2915463,-1.0707452,"('evil', 'good')",-1.8368326,-1.6635467,-1.1467901,-1.0597664,-1.4250563,-1.2646861,-0.1603702
9,-1.2563422,-1.4571183,"('unaffectionate', 'caring')",0.4655639,0.41837364,0.74525607,0.8518438,-0.0151741,-0.0623003,0.0471262
44,1.2252157,1.0674874,"('prejudiced', 'unprejudiced')",0.28587776,0.20301755,-0.9341627,-1.2443022,0.1923102,0.0087343,0.1835759
53,-1.1943041,-1.5407578,"('uncreative', 'creative')",1.0185436,0.67196786,0.92962265,0.86507314,0.2512874,-0.0012389,0.2525263
48,-1.1244555,-1.0691262,"('unintelligent', 'intelligent')",-0.7591939,-0.57460004,0.051527098,0.2564177,-0.6107074,-0.4624362,-0.1482712
10,-1.1109746,-1.3317592,"('unsympathetic', 'sympathetic')",0.3166353,0.27886292,-0.46961284,-0.26332006,-0.4213173,-0.4387388,0.0174215
0,-1.0641264,-1.059422,"('unsociable', 'sociable')",0.68589175,0.66998225,-0.6289419,-0.44348815,-0.3357255,-0.2776426,-0.0580829
76,1.0340239,0.59961855,"('anxious', 'daring')",1.4615347,1.228837,0.75296617,0.768888,1.0828416,0.8657811,0.2170605
52,-1.0205566,-0.97193694,"('irrational', 'rational')",-1.2226833,-1.207357,-0.5360972,-0.6697314,-0.9264457,-0.9496752,0.0232295
73,0.99908024,1.0286578,"('helpless', 'self-reliant')",0.9659748,0.883772,-2.9233758,-3.0672314,-0.3194403,-0.3849339,0.0654936
27,-0.9662875,-0.9244499,"('hardhearted', 'softhearted')",0.10081806,0.34568483,0.7871329,1.1848656,-0.0261122,0.2020335,-0.2281457
2,0.9491681,0.67251897,"('unlikable', 'likable')",1.1246337,0.8639383,0.83463436,0.6828127,0.9694787,0.7397567,0.229722
23,-0.9465414,-1.1212893,"('insincere', 'sincere')",0.8718437,0.783224,5.4201293,5.360476,1.7818104,1.674137,0.1076734
36,-0.9112321,-1.1026572,"('hostile', 'amicable')",-2.0025802,-2.0051377,-0.061279684,-0.2648543,-0.9916973,-1.1242164,0.1325191
3,-0.9089805,-1.1619718,"('repellent', 'pleasant')",-0.5032981,-0.6858063,-0.16460201,-0.31333834,-0.5256269,-0.7203721,0.1947452
77,-0.8942095,-0.9206254,"('unmotivated', 'motivated')",0.20578924,0.122457154,-0.97576666,-1.0073723,-0.554729,-0.6018469,0.0471179
78,-0.8833994,-0.8127774,"('nonresilient', 'resilient')",0.9698622,0.993918,0.4920344,0.7309784,0.1928324,0.3040397,-0.1112073
7,-0.88047206,-0.87971556,"('insensitive', 'sensitive')",0.47203732,0.3938957,0.35641968,0.5224504,-0.0173384,0.0122102,-0.0295486
11,-0.85595244,-1.0102043,"('unhelpful', 'helpful')",0.4670339,0.27845314,1.9169827,1.8873775,0.5093547,0.3852088,0.1241459
72,-0.83972806,-1.0018106,"('unambitious', 'ambitious')",-0.51722246,-0.68361205,-0.90618414,-1.0234888,-0.7543782,-0.9029705,0.1485923
28,-0.8347909,-1.0002799,"('disloyal', 'loyal')",-0.48144233,-0.6140709,0.87357223,0.7882945,-0.1475536,-0.2753521,0.1277985
51,-0.8269532,-0.8766309,"('uneducated', 'educated')",-0.040339537,-0.101078935,0.2629903,0.5149684,-0.2014341,-0.1542471,-0.047187
69,0.812066,1.1497731,"('lazy', 'industrious')",0.1095438,0.26469398,-0.39764276,-0.24043563,0.1746557,0.3913438,-0.2166881
8,-0.7860375,-1.0817271,"('unaffectionate', 'affectionate')",-0.45245752,-0.5045345,0.36767745,0.32052857,-0.2902725,-0.421911,0.1316385
88,-0.78545845,-0.771675,"('low', 'eminent')",0.35091025,0.12528557,0.1806206,0.10906409,-0.0846425,-0.1791084,0.0944659
68,-0.7630051,-0.53675574,"('dependent', 'independent')",-0.8544795,-0.6774991,-0.745007,-0.53132886,-0.7874972,-0.5818613,-0.2056359
67,0.75205475,0.89079887,"('doubtful', 'determined')",0.074157,0.021192014,-0.087048486,-0.19379517,0.2463878,0.2393986,0.0069892
42,0.74297035,0.568665,"('unreliable', 'reliable')",0.6800943,0.51464105,-2.479727,-2.446474,-0.3522208,-0.4543893,0.1021685
49,-0.729561,-0.8274039,"('unable', 'able')",0.54778415,0.44185662,-0.18725125,-0.21816638,-0.1230094,-0.2012379,0.0782285
35,0.7102055,0.6939922,"('corrupt', 'incorrupt')",-1.8150752,-1.8266733,-0.18944943,-0.30120915,-0.4314397,-0.4779634,0.0465237
63,-0.6961812,-0.51498216,"('unperceptive', 'insightful')",0.7107041,0.7287935,0.9680771,1.2713567,0.3275333,0.495056,-0.1675227
45,-0.68908405,-0.7369936,"('incompetent', 'competent')",0.8993593,0.8364256,-0.26937386,-0.18714555,-0.0196995,-0.0292379,0.0095384
19,-0.68223155,-0.661251,"('inhospitable', 'hospitable')",-0.45708266,-0.36565095,-0.041426018,0.013114789,-0.3935801,-0.3379291,-0.055651
26,-0.68223065,-0.7832996,"('hardhearted', 'benevolent')",0.57998943,0.6390491,1.2921728,1.3367327,0.3966439,0.3974941,-0.0008502
6,-0.67122304,-0.7196837,"('distant', 'open')",-0.6553807,-0.61720634,0.5210756,0.46764407,-0.2685094,-0.2897486,0.0212392
54,-0.63896513,-0.79297775,"('incapable', 'capable')",1.1916425,1.1199268,1.3144162,1.1599718,0.6223645,0.4956403,0.1267242
46,-0.63722324,-0.6686332,"('uncompetitive', 'competitive')",1.3552572,1.2982693,-0.48522726,-0.44443592,0.0776022,0.0617334,0.0158688
43,-0.5974805,-0.7827889,"('irresponsible', 'responsible')",1.4925765,1.3576285,0.57673925,0.45831877,0.4906118,0.3443861,0.1462257
33,0.5678444,0.86557126,"('wrong', 'right')",0.55809444,0.80169815,-0.39632335,-0.3115397,0.2432052,0.4519099,-0.2087047
87,0.55892205,0.59039855,"('unsuccessful', 'successful')",2.0882578,1.9148163,0.8390991,0.8187615,1.162093,1.1079921,0.0541009
20,-0.55542,-0.7492005,"('rough', 'thoughtful')",0.6232919,0.56497866,0.9277297,1.0247089,0.3318672,0.2801623,0.0517049
12,-0.54543906,-0.48264083,"('unsupportive', 'supportive')",0.7016965,0.7033793,-1.7855152,-1.5683633,-0.5430859,-0.4492083,-0.0938776
56,0.52082896,0.30421466,"('impractical', 'practical')",1.9180164,1.6996628,0.3933906,0.14750382,0.9440787,0.7171271,0.2269516
29,-0.5039709,-0.332828,"('unfair', 'fair')",-0.77547723,-0.70548296,-0.834846,-0.7888733,-0.7047647,-0.6090614,-0.0957033
84,0.49254265,0.6356897,"('inferior', 'superior')",0.056207445,0.21202801,1.0005955,1.0081164,0.5164485,0.6186113,-0.1021628
18,-0.45081472,-0.55256975,"('disagreeable', 'welcoming')",-0.7025017,-0.7693783,-0.40793097,-0.41118154,-0.5204158,-0.5777099,0.0572941
58,-0.4410688,-0.667826,"('undiscriminating', 'discriminating')",0.47923678,0.37564248,-0.086524636,-0.08009289,-0.0161189,-0.1240921,0.1079732
5,-0.41286245,-0.5199895,"('distant', 'outgoing')",-0.18220612,-0.18792012,-0.011431899,-0.09995037,-0.2021668,-0.2692867,0.0671199
65,-0.3946819,-0.6649107,"('insecure', 'secure')",0.19198085,0.07076655,-0.37799016,-0.46665528,-0.1935637,-0.3535998,0.1600361
61,-0.38900268,-0.48688138,"('illogical', 'logical')",0.01895997,-0.060842097,-0.0070750304,0.11225276,-0.1257059,-0.1451569,0.019451
17,-0.3646747,-0.2596286,"('nasty', 'nice')",-0.7577843,-0.70938104,-0.51483315,-0.46185088,-0.545764,-0.4769535,-0.0688105
81,-0.35928634,-0.41371626,"('submissive', 'aggressive')",0.3441536,0.22287267,-0.7834433,-0.66633713,-0.266192,-0.2857269,0.0195349
66,0.33013734,0.2933621,"('inactive', 'active')",-0.29713428,-0.39840814,0.9785727,1.0493429,0.3371919,0.3147656,0.0224263
55,-0.3259217,-0.5509937,"('incompetent', 'clever')",1.1157175,0.9666216,-0.09113166,0.011729717,0.2328881,0.1424525,0.0904356
74,0.3240507,0.2638921,"('undedicated', 'dedicated')",1.0577432,0.91674274,0.46984768,0.46434692,0.6172138,0.5483272,0.0688866
40,-0.3228813,-0.25545272,"('stingy', 'generous')",-0.5707162,-0.57445323,-1.6060663,-1.384279,-0.8332213,-0.7380617,-0.0951596
41,-0.31438142,-0.40014482,"('unforgiving', 'forgiving')",-0.35682333,-0.40944937,-0.17504759,-0.12759021,-0.2820841,-0.3123948,0.0303107
25,0.30051774,0.11698852,"('egoistic', 'altruistic')",-0.34469894,-0.31035897,1.4832072,1.3823838,0.4796753,0.3963378,0.0833375
34,-0.29425666,-0.35081115,"('mean', 'honorable')",-0.48800218,-0.38320982,6.001927,6.0276814,1.7398893,1.7645534,-0.0246641
32,-0.28691772,-0.3814646,"('unkind', 'kind')",0.6512489,0.6533872,0.62072253,0.6864345,0.3283512,0.3194524,0.0088988
38,-0.26051465,-0.307155,"('untruthful', 'truthful')",-0.21057564,-0.21134041,0.34583724,0.19366767,-0.041751,-0.1082759,0.0665249
16,-0.25701535,-0.28234398,"('unpopular', 'popular')",-0.2408314,-0.40982202,0.7880207,0.72103775,0.0967246,0.0096239,0.0871007
39,0.2369157,0.32488734,"('exploitative', 'cooperative')",0.96739936,1.0842799,0.13355534,0.06136532,0.4459568,0.4901776,-0.0442208
24,-0.23078404,-0.17976901,"('dishonest', 'honest')",-0.34637278,-0.28760558,0.4794406,0.50065565,-0.0325721,0.0110937,-0.0436658
4,-0.1902785,-0.020014253,"('disliked', 'liked')",-0.25916362,-0.23261489,-5.9528027,-5.7942476,-2.1340815,-2.0156256,-0.1184559
13,-0.18416546,0.027430492,"('impolite', 'polite')",0.79148066,0.9266185,-0.17429,0.052732117,0.1443417,0.3355937,-0.191252
75,0.17030735,0.056858324,"('meek', 'impulsive')",-1.1439174,-1.3197325,-0.1466727,-0.3331605,-0.3734276,-0.5320116,0.158584
14,-0.15444334,-0.4298023,"('antisocial', 'social')",1.0486629,0.7770399,-0.7630084,-0.7862698,0.0437371,-0.1463441,0.1900812
