,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
21,-0.14856699,-0.32547528,"('immoral', 'moral')",0.6437876,0.6471497,-0.7333365,-0.79287827,-0.079372,-0.157068,0.077696
15,0.14755435,0.11715336,"('boring', 'funny')",0.24821967,0.2439793,0.4226135,0.32773808,0.2727958,0.2296236,0.0431722
70,-0.14256932,-0.30616722,"('lethargic', 'energetic')",0.5924565,0.41727027,0.8811948,1.0095388,0.443694,0.3735473,0.0701467
47,-0.119896606,-0.30485538,"('stupid', 'smart')",1.4459999,1.2285421,5.340027,5.293608,2.2220434,2.0724316,0.1496118
79,-0.10932328,-0.18612953,"('wavering', 'unwavering')",-1.1415938,-1.1540965,0.2819007,0.091813214,-0.3230055,-0.4161376,0.0931321
85,-0.109240435,-0.15317185,"('insignificant', 'prestigious')",-0.18074921,-0.24854033,0.89112246,0.7791448,0.2003776,0.1258109,0.0745667
83,-0.103186145,-0.20037022,"('powerless', 'powerful')",0.9521626,0.8220392,-0.57204705,-0.56630796,0.0923098,0.0184537,0.0738561
64,-0.09810263,-0.039659984,"('shy', 'confident')",0.05038272,-0.056081437,-6.5030365,-6.4675045,-2.1835855,-2.1877486,0.0041631
30,-0.0968677,-0.26944327,"('intolerant', 'tolerant')",1.6177467,1.5020932,1.2985501,1.24436,0.9398097,0.8256699,0.1141398
37,-0.076722294,0.03173162,"('fake', 'genuine')",-0.326679,-0.15868568,0.19971123,0.28989792,-0.0678967,0.0543146,-0.1222113
50,0.050243475,0.13675234,"('clumsy', 'skillful')",0.23170249,0.06906685,0.45039612,0.5221066,0.244114,0.2426419,0.0014721
80,0.040067945,0.12502651,"('dominated', 'dominating')",0.64113605,0.7016383,-1.2561638,-1.1467599,-0.1916533,-0.1066984,-0.0849549
82,0.034658898,-0.33258402,"('poor', 'rich')",0.7734344,0.40963414,6.280366,6.045391,2.3628197,2.0408138,0.3220059
62,0.03174939,-0.1425681,"('incompetent', 'brilliant')",1.7102289,1.4898987,0.34728405,0.36780408,0.6964207,0.5717115,0.1247092
71,-0.02869814,-0.00080901943,"('diffident', 'self-confident')",2.2014263,2.2322686,0.5762443,0.61864597,0.9163241,0.9500352,-0.0337111
22,-0.020643335,0.023365125,"('untrustworthy', 'trustworthy')",0.17041196,0.16598362,-1.1952144,-1.0477213,-0.3484819,-0.2861242,-0.0623577
59,-0.011136742,0.17509513,"('foolish', 'wise')",-0.058978885,-0.044369005,0.3524142,0.2576875,0.0940995,0.1294712,-0.0353717
60,-0.008323059,-0.1121843,"('inefficient', 'efficient')",1.9830002,1.9276791,0.062928244,0.20960727,0.6792018,0.675034,0.0041678
