,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
57,-1.2038591,-1.2093267,"('unimaginative', 'imaginative')",-0.28227416,-0.33318293,-3.514001,-3.4447007,-1.6667113,-1.6624034,-0.0043079
63,1.1764121,1.2138133,"('unperceptive', 'insightful')",0.6981589,0.72812617,0.3233252,0.43693826,0.7326321,0.7929592,-0.0603271
39,1.1536635,1.225707,"('exploitative', 'cooperative')",1.2321482,1.2894746,0.57821935,0.7311928,0.9880104,1.0821248,-0.0941144
0,-1.1354221,-1.1497535,"('unsociable', 'sociable')",0.0119576175,-0.017417936,-0.1971338,-0.091576904,-0.4401994,-0.4195828,-0.0206166
33,1.1114383,0.95208913,"('wrong', 'right')",0.8923546,0.902755,-0.70336616,-0.62005883,0.4334755,0.4115951,0.0218804
42,1.1074569,1.2175057,"('unreliable', 'reliable')",0.030812308,0.23203507,-2.3725772,-2.269051,-0.411436,-0.2731701,-0.1382659
67,1.0587193,0.98487264,"('doubtful', 'determined')",-0.349942,-0.12904519,-0.1554349,-0.19272195,0.1844475,0.2210352,-0.0365877
22,-0.9878562,-0.82981986,"('untrustworthy', 'trustworthy')",-0.10937518,-0.044511937,-0.61542606,-0.4956789,-0.5708858,-0.4566702,-0.1142156
4,-0.9836912,-0.56697506,"('disliked', 'liked')",0.5638674,0.6227206,-6.872052,-7.033971,-2.4306253,-2.3260751,-0.1045502
73,0.9689409,1.0245757,"('helpless', 'self-reliant')",0.6524207,0.6681941,-3.3929543,-3.4503233,-0.5905309,-0.5858512,-0.0046797
64,-0.8946218,-0.72860837,"('shy', 'confident')",-0.3712993,-0.2258647,-5.653267,-5.6888833,-2.306396,-2.2144521,-0.0919439
45,-0.89256656,-0.71280503,"('incompetent', 'competent')",-0.7997567,-0.69979966,-0.5320607,-0.37385896,-0.7414613,-0.5954879,-0.1459734
2,0.883912,1.2296815,"('unlikable', 'likable')",0.44617343,0.7026383,0.97354454,1.1068265,0.7678767,1.0130488,-0.2451721
16,-0.8808063,-0.776399,"('unpopular', 'popular')",-0.16874501,-0.23398155,0.17344296,0.14021164,-0.2920361,-0.2900563,-0.0019798
31,-0.8649403,-0.8556072,"('evil', 'good')",-0.38337147,-0.46192074,-1.2318003,-1.2602041,-0.826704,-0.859244,0.03254
56,0.84156805,0.97750396,"('impractical', 'practical')",0.9228477,1.3742388,-0.041558765,0.22197586,0.5742857,0.8579062,-0.2836205
47,-0.8350517,-0.82140666,"('stupid', 'smart')",0.5992431,0.6872679,5.244971,5.500569,1.6697206,1.7888101,-0.1190895
86,-0.7875829,-0.5816493,"('uninfluential', 'influential')",0.3522436,0.25190216,-0.58184886,-0.41692567,-0.3390627,-0.2488909,-0.0901718
36,-0.7661053,-0.82346964,"('hostile', 'amicable')",0.11851264,-0.14963792,-0.2972374,-0.46628535,-0.3149434,-0.4797976,0.1648542
23,0.73078674,0.6146688,"('insincere', 'sincere')",-0.04796548,0.07891603,5.9470615,6.2399254,2.2099609,2.3111701,-0.1012092
81,-0.72847414,-0.7629582,"('submissive', 'aggressive')",-0.5554618,-0.41993827,-0.42866004,-0.37060642,-0.5708654,-0.5178343,-0.0530311
27,0.7166762,0.79365563,"('hardhearted', 'softhearted')",-0.29754436,-0.23599489,0.74395496,0.9361326,0.3876956,0.4979311,-0.1102355
72,0.70639,0.61108863,"('unambitious', 'ambitious')",0.41842544,0.43917286,-0.42951474,-0.31412995,0.2317669,0.2453772,-0.0136103
49,-0.6989228,-0.32850486,"('unable', 'able')",-0.49147487,-0.19587716,-0.72259885,-0.35682204,-0.6376655,-0.2937347,-0.3439308
69,0.6898351,0.78471076,"('lazy', 'industrious')",0.23348615,0.32272047,-0.95054275,-1.1658859,-0.0090738,-0.0194849,0.0104111
37,0.68655145,0.6410469,"('fake', 'genuine')",-0.59759635,-0.526522,-0.032876056,0.031910185,0.018693,0.0488117,-0.0301187
85,0.6616032,0.56521314,"('insignificant', 'prestigious')",0.09065818,0.0061038453,-0.90181977,-0.77107537,-0.0498528,-0.0665861,0.0167333
17,-0.66116077,-0.5480506,"('nasty', 'nice')",-0.05806382,-0.0636396,-0.34711152,-0.24326128,-0.3554454,-0.2849838,-0.0704616
9,0.6424644,0.54739726,"('unaffectionate', 'caring')",0.2920757,0.21724334,0.9012213,1.0428272,0.6119204,0.6024893,0.0094311
53,-0.6275432,-0.49136138,"('uncreative', 'creative')",0.6431084,0.42024413,0.61165154,0.57568794,0.2090723,0.1681902,0.0408821
70,-0.61665016,-0.2715003,"('lethargic', 'energetic')",-0.37904128,-0.1682985,0.54679304,0.7108284,-0.1496328,0.0903432,-0.239976
35,-0.6133832,-0.5617416,"('corrupt', 'incorrupt')",-0.47682658,-0.6160761,-0.9107241,-1.0307467,-0.666978,-0.7361881,0.0692101
75,-0.6131021,-0.6326767,"('meek', 'impulsive')",0.21575516,0.28106505,-0.4153833,-0.45616978,-0.2709101,-0.2692605,-0.0016496
66,0.58048034,0.24312091,"('inactive', 'active')",-0.1429573,-0.28718063,0.4511018,0.26955116,0.2962083,0.0751638,0.2210445
25,0.5660341,0.50518185,"('egoistic', 'altruistic')",0.831196,0.6870865,1.0145947,0.9291092,0.8039416,0.7071258,0.0968158
44,-0.5621276,-0.435897,"('prejudiced', 'unprejudiced')",-0.7926725,-0.5866858,-0.97253823,-0.8859754,-0.7757794,-0.636186,-0.1395934
62,0.5508794,0.75595456,"('incompetent', 'brilliant')",0.32301933,0.61477154,0.07867284,0.43988028,0.3175239,0.6035355,-0.2860116
7,0.53914815,0.8132159,"('insensitive', 'sensitive')",0.33109185,0.47326007,0.058815293,0.23612548,0.3096851,0.5075338,-0.1978487
19,0.5342437,0.7640364,"('inhospitable', 'hospitable')",-0.18082812,-0.10024598,-0.3562735,-0.2484716,-0.0009526,0.1384396,-0.1393922
80,-0.5317674,-0.43054405,"('dominated', 'dominating')",-0.17339861,-0.14106295,-0.5786541,-0.5507534,-0.4279401,-0.3741202,-0.0538199
52,-0.52867323,-0.7292279,"('irrational', 'rational')",0.5252386,0.2431453,-0.33546868,-0.3943631,-0.1129678,-0.2934819,0.1805141
76,0.528382,0.46770382,"('anxious', 'daring')",-0.41937873,-0.34176385,0.28694087,0.33405653,0.1319814,0.1533322,-0.0213508
82,-0.5269517,-0.46928275,"('poor', 'rich')",0.1420305,0.23730019,6.271561,6.4105887,1.9622134,2.0595353,-0.0973219
26,0.525535,0.734565,"('hardhearted', 'benevolent')",1.4954556,1.3422247,1.0310338,1.0413288,1.0173415,1.0393729,-0.0220314
74,0.52139807,0.63673633,"('undedicated', 'dedicated')",0.76840013,0.87611353,-0.07853077,0.03910604,0.4037558,0.5173186,-0.1135628
32,0.5020703,0.67540014,"('unkind', 'kind')",0.07376899,0.14316244,1.2523825,1.470387,0.6094073,0.7629832,-0.1535759
88,-0.4975617,-0.09820759,"('low', 'eminent')",-0.3068382,-0.0554212,-0.32446387,-0.04379049,-0.3762879,-0.0658064,-0.3104815
29,-0.49603775,-0.415325,"('unfair', 'fair')",-0.20416284,-0.17036298,-0.663345,-0.612374,-0.4545152,-0.399354,-0.0551612
87,-0.49516577,-0.30849934,"('unsuccessful', 'successful')",0.15489268,0.23546103,0.07262002,0.14422747,-0.0892177,0.0237297,-0.1129474
59,-0.4926763,-0.45315516,"('foolish', 'wise')",-0.097688854,-0.042702835,0.11079696,0.20355397,-0.1598561,-0.0974347,-0.0624214
24,0.49232835,0.7334806,"('dishonest', 'honest')",0.20994364,0.31302792,1.1097893,1.2914213,0.6040204,0.7793099,-0.1752895
41,-0.47079405,-0.100264154,"('unforgiving', 'forgiving')",0.37367144,0.3952976,0.17645516,0.17571895,0.0264442,0.1569175,-0.1304733
12,0.457863,0.784035,"('unsupportive', 'supportive')",0.27089432,0.3639733,-2.0668805,-1.888991,-0.446041,-0.2469942,-0.1990468
71,0.45668548,0.73510075,"('diffident', 'self-confident')",1.3471454,1.5002767,0.24390721,0.44925296,0.6825794,0.8948768,-0.2122974
43,-0.45427215,-0.22020644,"('irresponsible', 'responsible')",0.17594193,0.3608535,0.7868524,0.9900908,0.1695074,0.3769126,-0.2074052
1,-0.4369585,-0.39992818,"('unfriendly', 'friendly')",1.2070286,0.9605247,1.3054655,1.3919492,0.6918452,0.6508485,0.0409967
14,-0.3883384,-0.03267043,"('antisocial', 'social')",-0.16087393,-0.06942024,-0.52011776,-0.45572528,-0.3564434,-0.1859387,-0.1705047
79,0.38047272,0.17290057,"('wavering', 'unwavering')",-0.87441146,-0.93440306,-0.55903447,-0.5460713,-0.3509911,-0.4358579,0.0848668
3,-0.3778276,-0.5485749,"('repellent', 'pleasant')",-0.4388224,-0.55652905,0.49719855,0.5538878,-0.1064838,-0.1837387,0.0772549
30,0.36623624,0.4134015,"('intolerant', 'tolerant')",0.3932126,0.6288419,0.72599554,0.82726806,0.4951481,0.6231705,-0.1280224
38,0.354953,0.4881497,"('untruthful', 'truthful')",0.2058243,0.37645864,0.1698663,0.39781085,0.2435479,0.4208064,-0.1772585
65,-0.33704984,-0.46509436,"('insecure', 'secure')",0.008977981,0.01757864,0.41354755,0.487226,0.0284919,0.0132368,0.0152551
48,-0.32458776,-0.20710312,"('unintelligent', 'intelligent')",-0.069645666,-0.16230373,-0.18029828,-0.05912193,-0.1915106,-0.1428429,-0.0486677
84,0.3078061,0.14094977,"('inferior', 'superior')",-0.20082764,-0.12671642,0.52073336,0.55628514,0.2092373,0.1901728,0.0190645
77,0.30779165,0.27342096,"('unmotivated', 'motivated')",0.26917535,0.19425873,-1.1082373,-1.0802276,-0.1770901,-0.2041826,0.0270925
55,-0.29144892,-0.16896515,"('incompetent', 'clever')",-0.8507204,-0.7287656,0.14051503,0.30338714,-0.3338848,-0.1981146,-0.1357702
60,0.28971857,0.5805014,"('inefficient', 'efficient')",0.44012988,0.6600065,0.20790812,0.5081553,0.3125855,0.5828877,-0.2703022
78,-0.23326012,-0.3731488,"('nonresilient', 'resilient')",0.021476425,-0.20045629,-0.17991322,-0.25943828,-0.1305656,-0.2776811,0.1471155
58,0.22694677,0.33554566,"('undiscriminating', 'discriminating')",0.1532031,0.15895134,-0.20970374,-0.25034153,0.0568154,0.0813852,-0.0245698
46,0.22078076,0.21556139,"('uncompetitive', 'competitive')",0.41875198,0.44802982,-0.91436243,-0.8978497,-0.0916099,-0.0780862,-0.0135237
83,0.21963948,0.19507079,"('powerless', 'powerful')",0.4031966,0.5758957,-1.1398151,-1.0594636,-0.1723263,-0.0961657,-0.0761606
21,0.21128325,0.46998426,"('immoral', 'moral')",0.03319659,0.19221577,-0.6928225,-0.46599737,-0.1494476,0.0654009,-0.2148485
34,0.20957384,0.39851433,"('mean', 'honorable')",0.7894365,0.9362278,5.1263065,5.3561244,2.0417722,2.2302888,-0.1885166
10,0.18168059,0.20994827,"('unsympathetic', 'sympathetic')",-0.49376106,-0.46489432,-0.09034696,0.104847446,-0.1341425,-0.0500329,-0.0841096
15,-0.17599636,-0.2827095,"('boring', 'funny')",-0.010843717,0.044810228,0.4629605,0.52163094,0.0920401,0.0945772,-0.0025371
40,0.16760805,0.08246672,"('stingy', 'generous')",0.12270427,-0.060579453,-2.5093381,-2.7053163,-0.7396753,-0.8944763,0.154801
8,-0.16347519,-0.3212217,"('unaffectionate', 'affectionate')",-0.044848897,-0.13051878,0.10149064,0.2106516,-0.0356111,-0.080363,0.0447519
11,0.16203654,0.22940563,"('unhelpful', 'helpful')",0.44659665,0.6026464,2.269875,2.4515424,0.9595027,1.0945315,-0.1350288
20,0.14995532,0.28861785,"('rough', 'thoughtful')",-0.34055775,-0.33167717,0.3638794,0.49676156,0.057759,0.1512341,-0.0934751
50,-0.12825036,0.04090712,"('clumsy', 'skillful')",-0.6932071,-0.68149936,-0.25166818,-0.13635203,-0.3577085,-0.2589814,-0.0987271
13,-0.1235479,-0.2693162,"('impolite', 'polite')",0.530555,0.5560765,0.2773086,0.37999898,0.2281052,0.2222531,0.0058521
61,-0.10701369,-0.08487887,"('illogical', 'logical')",-0.03996723,-0.028571555,0.069684155,0.1389884,-0.0257656,0.0085127,-0.0342783
18,0.10556743,0.5594931,"('disagreeable', 'welcoming')",0.41898164,0.46867183,-0.98957866,-0.8111217,-0.1550099,0.0723478,-0.2273577
54,0.09274064,0.33043242,"('incapable', 'capable')",-0.3266945,-0.039866563,0.736861,1.0343122,0.1676357,0.441626,-0.2739903
5,-0.09129459,-0.16806237,"('distant', 'outgoing')",0.5154253,0.48537123,-0.6215237,-0.54613227,-0.0657976,-0.0762745,0.0104769
28,0.07946042,0.009499807,"('disloyal', 'loyal')",-0.18624988,-0.28622013,0.63923824,0.64221317,0.1774829,0.121831,0.0556519
6,0.04774417,-0.117984585,"('distant', 'open')",0.17751433,0.09707085,-0.388715,-0.30269754,-0.0544855,-0.1078704,0.0533849
51,0.0296119,0.1442913,"('uneducated', 'educated')",0.30618915,0.38422564,0.78149456,0.6809201,0.3724319,0.4031457,-0.0307138
68,0.007025704,-0.0035169795,"('dependent', 'independent')",-0.8851944,-0.8050603,-1.3840557,-1.3186109,-0.7540748,-0.7090627,-0.0450121
