,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
41,1.0998434,0.84746605,"('unforgiving', 'forgiving')",-0.11467368,-0.21746218,0.6647984,0.6240485,0.5048555,0.4292281,0.5387059,0.4208201,0.1178858
76,1.0441935,0.8116348,"('anxious', 'daring')",-1.7373993,-1.6791477,0.6023571,0.73001724,0.15477979,0.116119474,0.0159828,-0.0053441,0.0213269
26,0.98422164,1.0232818,"('hardhearted', 'benevolent')",1.3794106,1.1844522,1.3122089,1.2281688,1.9146308,1.7638673,1.3976179,1.2999426,0.0976753
23,0.96659374,0.61592346,"('insincere', 'sincere')",-0.17195973,-0.19645809,0.5002691,0.45518446,5.8029456,5.6933804,1.7744622,1.6420076,0.1324546
30,0.94854623,0.9020703,"('intolerant', 'tolerant')",0.9559393,0.90950876,0.28811437,0.39314127,1.1501335,1.168991,0.8356833,0.8434278,-0.0077445
15,0.9365412,1.2108965,"('boring', 'funny')",0.25901717,0.6130038,-0.67519176,-0.39125383,0.5024139,0.67814326,0.2556951,0.5276974,-0.2720023
60,0.8950965,0.5130873,"('inefficient', 'efficient')",0.15094677,0.07301869,1.3953943,1.2395508,-0.2614196,-0.33637828,0.5450045,0.3723196,0.1726849
67,0.88954806,1.0898029,"('doubtful', 'determined')",0.48679066,0.7260624,0.7357339,0.98348755,-0.6236202,-0.4384844,0.3721131,0.5902171,-0.218104
8,-0.88218796,-1.0357932,"('unaffectionate', 'affectionate')",0.1946658,0.116520084,-0.7232667,-0.94328207,0.6137943,0.57715124,-0.1992486,-0.321351,0.1221024
77,0.8489545,0.5890641,"('unmotivated', 'motivated')",-0.33902112,-0.49698916,-0.26854137,-0.31077012,-1.0990533,-1.1596935,-0.2144153,-0.3445972,0.1301819
1,-0.8448061,-0.92217594,"('unfriendly', 'friendly')",1.4474838,1.3623396,-0.17652726,-0.38018394,1.7645335,1.5351242,0.547671,0.398776,0.148895
29,-0.8132171,-0.8843167,"('unfair', 'fair')",-0.026294887,0.09515558,-0.77235574,-0.69388264,-0.9678873,-1.0955098,-0.6449387,-0.6446384,-0.0003003
32,0.80515736,0.5882475,"('unkind', 'kind')",0.08341171,-0.08153724,0.3492638,0.35209346,1.1574544,1.0678979,0.5988218,0.4816754,0.1171464
34,0.7842831,0.69020325,"('mean', 'honorable')",0.090247124,0.26667935,-0.022457257,0.11333841,6.0128655,5.955937,1.7162347,1.7565395,-0.0403048
37,0.73281974,0.44197002,"('fake', 'genuine')",-0.5524627,-0.73320913,0.27075544,0.15110384,0.3382871,0.28643748,0.1973499,0.0365756,0.1607743
16,-0.73183644,-0.4011619,"('unpopular', 'popular')",-0.41242415,-0.3968723,0.15813805,0.15841554,0.6522737,0.5627621,-0.0834622,-0.0192141,-0.0642481
22,0.7246205,0.6405809,"('untrustworthy', 'trustworthy')",-0.052090283,-0.20269524,0.4760256,0.54189783,-0.6451995,-0.71170723,0.1258391,0.0670191,0.05882
63,0.70447135,0.55796105,"('unperceptive', 'insightful')",0.0304465,-0.15692876,0.99029434,0.9117938,0.73656774,0.552011,0.615445,0.4662093,0.1492357
86,0.6953279,0.49447066,"('uninfluential', 'influential')",0.35185277,0.13938098,-0.3655028,-0.5942856,0.16269693,-0.07125284,0.2110937,-0.0079217,0.2190154
28,0.6888096,0.40678465,"('disloyal', 'loyal')",-0.007598066,-0.09000542,0.26835996,0.21593204,1.3703035,1.2438194,0.5799688,0.4441327,0.1358361
46,0.67294145,0.62359166,"('uncompetitive', 'competitive')",-1.1042594,-1.361347,0.8315915,0.8310808,-0.419413,-0.5932839,-0.0047849,-0.1249896,0.1202047
54,0.62875944,0.73452795,"('incapable', 'capable')",0.42035747,0.4264136,-0.012235761,-0.054119423,1.3166451,1.2927734,0.5883815,0.5998989,-0.0115174
13,0.6274089,0.290313,"('impolite', 'polite')",-0.43321314,-0.47298333,0.23163846,0.11803053,-0.21858999,-0.37222528,0.0518111,-0.1092163,0.1610274
0,0.62648016,0.40370598,"('unsociable', 'sociable')",-0.066649355,-0.022582531,1.0022504,0.97050196,0.20173919,0.10863428,0.4409551,0.3650649,0.0758902
36,-0.6157315,-0.53353286,"('hostile', 'amicable')",0.2380127,0.18598807,-0.8632413,-1.083682,0.48848486,0.40914607,-0.1881188,-0.2555202,0.0674014
84,0.60828584,0.6364344,"('inferior', 'superior')",1.1102467,1.2026718,0.32353064,0.41704538,0.63804567,0.58987534,0.6700273,0.7115067,-0.0414794
55,0.5832982,0.36071107,"('incompetent', 'clever')",-0.99244034,-1.0346711,0.08298091,0.03872171,0.13959873,-0.15742657,-0.0466406,-0.1981662,0.1515256
19,0.5645901,0.53064615,"('inhospitable', 'hospitable')",0.6165814,0.53128946,-0.5039646,-0.48803768,0.0053334013,-0.012835888,0.1706351,0.1402655,0.0303696
10,0.5641526,0.13385098,"('unsympathetic', 'sympathetic')",-1.1229692,-1.3821437,-0.39166868,-0.5092428,0.21798594,0.12140991,-0.1831248,-0.4090314,0.2259066
68,-0.5610689,-0.75905424,"('dependent', 'independent')",-0.6301017,-0.6642585,-0.3289005,-0.42479843,-0.75432795,-0.9936443,-0.5685998,-0.7104388,0.141839
3,-0.4843217,-0.7048066,"('repellent', 'pleasant')",-0.63538337,-0.7255422,0.40161645,0.27447632,0.24753675,0.07839993,-0.117638,-0.2693682,0.1517302
65,0.4754928,0.16387933,"('insecure', 'secure')",-0.31268993,-0.37984723,-0.1917238,-0.31936103,-0.28396237,-0.4852621,-0.0782208,-0.2551478,0.176927
69,0.46421912,0.6469622,"('lazy', 'industrious')",1.0968155,1.0744839,1.1846564,1.0461881,-0.65564597,-0.74429494,0.5225112,0.5058348,0.0166764
57,0.4640983,0.62520164,"('unimaginative', 'imaginative')",0.35411122,0.3951965,-1.0119011,-0.7619117,-2.2299557,-2.1355906,-0.6059119,-0.469276,-0.1366359
85,0.44353658,0.3696185,"('insignificant', 'prestigious')",1.4361305,1.3166957,0.31238604,0.18174653,0.6957284,0.6726487,0.7219454,0.6351774,0.086768
44,-0.43215984,-0.21692808,"('prejudiced', 'unprejudiced')",-1.2676152,-1.075005,0.06473629,0.29287577,-1.4337064,-1.3104938,-0.7671863,-0.5773878,-0.1897985
33,0.4047209,0.34098163,"('wrong', 'right')",1.3728392,1.2503994,0.44794303,0.20404929,-0.47670043,-0.7209857,0.4372007,0.2686111,0.1685896
5,-0.40330386,-0.55873775,"('distant', 'outgoing')",1.1518593,1.1508865,-0.90838695,-0.98265266,-0.47088364,-0.44805118,-0.1576788,-0.2096388,0.05196
62,0.3638918,0.35101837,"('incompetent', 'brilliant')",-0.32286796,-0.180081,0.6150714,0.71746343,-0.16467294,-0.13032891,0.1228556,0.189518,-0.0666624
58,0.36076584,0.42309028,"('undiscriminating', 'discriminating')",0.6829083,0.5202656,0.25035688,0.17358054,0.028648585,-0.07484138,0.3306699,0.2605238,0.0701461
21,0.3576964,-0.019251727,"('immoral', 'moral')",0.20070744,0.11966184,0.65767014,0.5501472,-0.54680157,-0.81860894,0.1673181,-0.0420129,0.209331
38,0.3575573,0.2763474,"('untruthful', 'truthful')",0.49641782,0.48392814,-0.15404567,-0.2789985,-0.13866991,-0.0510438,0.1403149,0.1075583,0.0327566
50,0.34955624,0.46692574,"('clumsy', 'skillful')",-0.08503206,-0.223664,0.6135334,0.4852373,-0.12922597,-0.31677082,0.1872079,0.1029321,0.0842758
78,-0.3281886,-0.49003786,"('nonresilient', 'resilient')",-0.5492255,-0.6426052,0.3267771,0.12056861,-0.07268308,-0.21011466,-0.15583,-0.3055472,0.1497172
83,0.31418416,0.42747036,"('powerless', 'powerful')",0.6305127,0.64438367,-0.08203093,-0.041606247,-0.90421295,-0.9836909,-0.0103868,0.0116392,-0.022026
49,-0.31190872,-0.27170813,"('unable', 'able')",-0.38480183,-0.10781762,-0.13943003,0.084953785,-0.30372167,-0.24599525,-0.2849656,-0.1351418,-0.1498238
59,0.30811247,0.33679554,"('foolish', 'wise')",1.6324087,1.5155867,-0.053429976,-0.2529229,0.1492222,0.022126246,0.5090784,0.4053964,0.103682
48,0.289431,0.07643767,"('unintelligent', 'intelligent')",0.19807309,0.2615194,-1.0286517,-1.1114565,0.20099133,0.051433593,-0.0850391,-0.1805165,0.0954774
40,0.25055984,0.0471785,"('stingy', 'generous')",-0.18407868,-0.50938773,0.2961887,0.04118558,-1.5935063,-2.0286143,-0.3077091,-0.6124095,0.3047004
35,-0.24390696,-0.12094046,"('corrupt', 'incorrupt')",0.7299519,0.76275086,-0.33581495,-0.3984755,0.09777591,0.14337917,0.0620015,0.0966785,-0.034677
17,0.21739872,0.39164335,"('nasty', 'nice')",0.033419408,0.15145156,0.6179028,0.74540913,-0.20951429,-0.14243324,0.1648017,0.2865177,-0.121716
61,0.15770704,-0.18403693,"('illogical', 'logical')",1.8889617,1.9064957,0.96233124,0.804994,0.3001916,0.07821268,0.8272979,0.6514164,0.1758815
82,0.15321223,0.47670195,"('poor', 'rich')",-0.29791504,-0.14846131,0.1696823,0.47571567,6.5769725,6.6306996,1.650488,1.858664,-0.208176
52,-0.15241219,-0.25333667,"('irrational', 'rational')",1.1639394,1.0435026,0.5008237,0.3194148,-0.21582428,-0.31350818,0.3241316,0.1990182,0.1251134
79,0.13360077,0.28021336,"('wavering', 'unwavering')",0.08831264,0.238227,-0.8539993,-0.6554647,-0.00829887,0.16739897,-0.1600962,0.0075937,-0.1676899
4,0.12875004,0.45188937,"('disliked', 'liked')",-0.31311357,-0.21346565,-0.012067627,0.10802454,-6.2545376,-6.094604,-1.6127422,-1.4370389,-0.1757033
6,-0.11738372,-0.2308909,"('distant', 'open')",1.2749014,1.1046187,-0.9779219,-1.1659663,0.54238683,0.4573582,0.1804956,0.0412799,0.1392157
20,0.110352516,0.0024308302,"('rough', 'thoughtful')",0.58448404,0.4933195,0.13404101,0.06977451,0.9469365,0.71874595,0.4439535,0.3210677,0.1228858
75,-0.10564352,0.45836842,"('meek', 'impulsive')",-0.06370126,0.16869251,-0.66572213,-0.37881613,-0.4405061,-0.14776719,-0.3188933,0.0251194,-0.3440127
18,0.08358918,-0.19677144,"('disagreeable', 'welcoming')",-0.18177043,-0.22642326,0.36103266,0.13595518,-0.2689954,-0.5492668,-0.001536,-0.2091266,0.2075906
64,0.06433119,-0.16705298,"('shy', 'confident')",-0.5454659,-0.68675786,-0.07116982,-0.21571726,-6.8601832,-6.7377434,-1.853122,-1.9518179,0.0986959
72,0.043119416,-0.1626969,"('unambitious', 'ambitious')",-0.90823144,-0.9956631,-1.4012853,-1.3981262,-0.94518566,-0.9240736,-0.8028957,-0.87014,0.0672443
47,0.041845083,0.10174717,"('stupid', 'smart')",0.47620147,0.53302366,1.2623507,1.370414,5.8731737,5.817061,1.9133928,1.9555614,-0.0421686
9,0.02924975,-0.31884938,"('unaffectionate', 'caring')",0.7750627,0.62889177,0.033221498,-0.31939983,1.2380157,1.1684389,0.5188874,0.2897704,0.229117
27,0.017101498,-0.2794365,"('hardhearted', 'softhearted')",-0.539159,-0.62766,0.35983282,0.18095925,1.362996,1.1471548,0.3001928,0.1052544,0.1949384
