,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.6585486,3.429072,"('uneducated', 'educated')",-0.8836895,-0.9696025,0.33275428,0.31951222,0.4039658,0.24778873,0.8778948,0.7566925,0.1212023
70,2.6951003,2.7218423,"('lethargic', 'energetic')",-1.1803519,-1.1815075,0.4734347,0.6314119,0.89148545,0.9077686,0.7199172,0.7698789,-0.0499617
74,2.4573889,2.299212,"('undedicated', 'dedicated')",0.47996885,0.39031342,0.14692554,0.10326226,0.4389006,0.3123625,0.880796,0.7762875,0.1045085
39,2.388556,2.0942338,"('exploitative', 'cooperative')",1.4426821,1.1592745,1.0096071,0.8974422,0.41574508,0.21195343,1.3141476,1.090726,0.2234216
31,-2.2252784,-2.154056,"('evil', 'good')",0.26553413,0.13179103,-1.4195411,-1.5538394,-0.9817289,-1.1774595,-1.0902536,-1.188391,0.0981374
7,2.0534751,1.814841,"('insensitive', 'sensitive')",0.089098394,-0.0917111,0.03440161,0.03978176,0.92780346,0.63111794,0.7761947,0.5985074,0.1776873
88,1.9893038,2.359717,"('low', 'eminent')",0.89271367,1.0063479,0.7465329,1.187746,0.6627345,1.0142388,1.0728213,1.3920125,-0.3191912
12,1.9231654,1.719683,"('unsupportive', 'supportive')",0.13635099,0.07583213,0.47067323,0.39352447,-1.9331306,-2.0322359,0.1492648,0.039201,0.1100638
24,1.741274,1.2130421,"('dishonest', 'honest')",-0.09187661,-0.23526374,-0.29087967,-0.37588,0.9718934,0.8111975,0.5826027,0.353274,0.2293287
14,1.7341555,1.6591985,"('antisocial', 'social')",0.33512205,0.4554475,1.2511427,1.3157011,-0.3365564,-0.3820574,0.745966,0.7620724,-0.0161064
42,1.7252558,1.709977,"('unreliable', 'reliable')",-0.5688991,-0.69477105,0.4600335,0.6660489,-2.7678258,-2.774605,-0.2878589,-0.2733375,-0.0145214
87,1.5311803,1.4360691,"('unsuccessful', 'successful')",0.44539282,0.29128668,1.6909282,1.6912152,0.52163506,0.38526672,1.0472841,0.9509594,0.0963247
11,1.4814981,1.5010602,"('unhelpful', 'helpful')",0.6930573,0.79284316,1.563718,1.6952906,2.0807693,2.2587721,1.4547606,1.5619915,-0.1072309
71,1.4622802,1.3625591,"('diffident', 'self-confident')",1.1993232,1.3622445,0.4243144,0.37410593,0.36474064,0.337047,0.8626646,0.8589891,0.0036755
56,1.4530749,1.3725333,"('impractical', 'practical')",0.62688756,0.8933473,0.56166816,0.8988536,0.008899402,0.19064945,0.6626325,0.8388459,-0.1762134
80,1.4305815,1.426753,"('dominated', 'dominating')",-1.2043302,-1.2943449,1.0041388,1.1821667,-1.0973291,-0.9894788,0.0332652,0.081274,-0.0480088
43,1.4252628,1.0202786,"('irresponsible', 'responsible')",-0.62581,-0.71114343,-0.6601041,-0.7398965,0.5123731,0.38143742,0.1629304,-0.012331,0.1752614
53,-1.4161409,-1.4022471,"('uncreative', 'creative')",1.2965126,1.2669728,-0.3403021,-0.29799148,0.9085509,0.7638985,0.1121551,0.0826582,0.0294969
66,1.275221,1.3979528,"('inactive', 'active')",-0.5055554,-0.531147,-0.097097985,-0.041790456,0.9891203,0.87506586,0.415422,0.4250203,-0.0095983
81,1.2739943,1.3521057,"('submissive', 'aggressive')",0.009797677,0.060190197,0.6745156,0.9511074,-0.6281612,-0.5702886,0.3325366,0.4482787,-0.1157421
25,-1.2360424,-1.20112,"('egoistic', 'altruistic')",0.5761794,0.49472904,1.3759303,1.2030998,1.5129741,1.3655618,0.5572604,0.4655677,0.0916927
45,1.1655078,1.122457,"('incompetent', 'competent')",-0.5694336,-0.6670563,1.2205411,1.2271876,-0.18032414,-0.31297818,0.4090728,0.3424025,0.0666703
2,1.1269147,1.0995157,"('unlikable', 'likable')",0.3090673,0.2504461,0.8689825,0.90367365,0.42429993,0.34574485,0.6823161,0.6498451,0.032471
73,1.1060526,0.94098943,"('helpless', 'self-reliant')",1.0147128,0.866228,-0.6031447,-0.6739769,-3.4582064,-3.560668,-0.4851464,-0.6068569,0.1217105
