,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
33,0.13254103,0.44869423,"('wrong', 'right')",0.024325367,0.1456721,0.28594226,0.50501215,-0.4321376,-0.48786825,-0.36132687,-0.28147846,-0.7009072,-0.5240994,-0.1752605,-0.0323446,-0.1429159
61,-0.117773145,-0.16328372,"('illogical', 'logical')",1.2708143,1.2238269,1.0421151,1.0116978,1.9886197,2.0792356,-0.38289118,-0.37936044,0.43121064,0.42685398,0.7053492,0.6998283,0.0055209
65,-0.11507881,-0.18765123,"('insecure', 'secure')",0.6617753,0.6070559,0.07435827,0.08406775,1.7829864,1.8765469,0.4636803,0.5866895,-0.30518666,-0.21791294,0.4270891,0.4581326,-0.0310435
85,0.1106326,0.2107972,"('insignificant', 'prestigious')",0.31403303,0.2761565,0.6149616,0.5363009,-2.356678,-2.5908747,-1.3401371,-1.5451895,0.6336308,0.72382796,-0.3372595,-0.3981636,0.0609041
11,-0.09166429,-0.17695628,"('unhelpful', 'helpful')",-0.02307894,-0.060379162,-0.052270785,-0.09963524,1.7663088,1.9645936,-0.26310295,-0.1986433,1.9546019,1.8558228,0.5484656,0.5474671,0.0009985
30,-0.08356844,-0.07333375,"('intolerant', 'tolerant')",2.5247552,2.4179697,0.32252172,0.36186314,2.9310706,3.064935,0.026569244,0.09757385,1.0548373,1.1017474,1.1293643,1.1617925,-0.0324282
59,0.08227378,0.4834507,"('foolish', 'wise')",-0.0733683,-0.02291267,0.35960892,0.5370541,-1.7319639,-1.8279903,-0.3957923,-0.3886384,0.13983226,0.32858393,-0.2699016,-0.1484088,-0.1214928
4,0.07943522,-0.074328594,"('disliked', 'liked')",-0.2506553,-0.2951141,0.49217927,0.3491519,-1.0940952,-1.3037726,-0.43106017,-0.7452274,-6.4688644,-6.527712,-1.2788434,-1.4328337,0.1539903
78,-0.047402047,-0.166202,"('nonresilient', 'resilient')",0.95986736,0.96450907,0.503685,0.48494712,1.2645557,1.2670003,0.05528503,-0.09604567,0.98300517,0.7656187,0.6198327,0.5366379,0.0831948
75,0.04062789,0.05006409,"('meek', 'impulsive')",-2.372643,-2.3735707,-0.06244655,-0.118635975,-2.4709997,-2.62716,-0.13855356,-0.22593854,-0.63078266,-0.48084208,-0.9391329,-0.9626805,0.0235476
43,0.03961561,-0.015027532,"('irresponsible', 'responsible')",1.6356418,1.4653141,-0.15021324,-0.17131841,2.851365,2.981293,0.09156885,0.07345454,1.0252297,1.0246019,0.9155347,0.8930529,0.0224818
56,0.039077815,-0.08832004,"('impractical', 'practical')",1.5907184,1.4891427,-0.34839025,-0.39699692,3.4128242,3.4929326,0.9041091,0.93590903,-0.24018769,-0.3331124,0.8930252,0.8499259,0.0430993
79,-0.03603399,0.0831538,"('wavering', 'unwavering')",-0.8666738,-0.85459334,0.182421,0.12211522,-2.6108043,-2.7527854,-1.2558757,-1.4349936,-0.11028297,-0.20845552,-0.782875,-0.8409265,0.0580515
9,-0.031334992,-0.04468727,"('unaffectionate', 'caring')",0.9353643,0.88781345,-0.0062358677,-0.15703094,1.5674012,1.5629789,-1.8794748,-1.9769405,1.1826879,1.2687857,0.2947346,0.2568199,0.0379147
10,0.011371246,-0.27056423,"('unsympathetic', 'sympathetic')",1.1508937,1.1148651,-0.86587614,-0.96404904,3.8717306,4.081845,-0.10511938,-0.061513282,0.19477083,0.095929176,0.7096285,0.6660854,0.0435431
