,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0312037,-2.0650685,"('unfriendly', 'friendly')",0.31287754,0.34166548,-0.2719051,-0.41447133,-0.37159845,-0.4069873,-1.837822,-2.1028113,1.8741162,1.8081996,-0.3875893,-0.4732456,0.0856563
42,1.4799138,1.4571009,"('unreliable', 'reliable')",1.4385194,1.4313278,1.467864,1.5371691,1.2671571,1.3388801,0.65385014,0.75925255,-2.6834083,-2.4900084,0.6039827,0.672287,-0.0683043
31,-1.3204952,-1.0577015,"('evil', 'good')",-1.5608232,-1.4669678,-0.32222804,-0.40267357,-3.3621619,-3.5592113,-1.9725206,-2.0219688,-1.574524,-1.4923849,-1.6854588,-1.666818,-0.0186408
36,-1.2873193,-1.2442518,"('hostile', 'amicable')",-1.4426159,-1.3177112,0.51054585,0.33342713,-2.518489,-2.7499528,-2.4515417,-2.6415763,0.026434086,0.04731207,-1.193831,-1.2621255,0.0682945
6,-1.266802,-0.9881898,"('distant', 'open')",0.03821192,0.15118547,0.29790527,0.25391757,-2.4220622,-2.5447283,-1.7319015,-1.8130863,0.5120665,0.50005585,-0.762097,-0.7401409,-0.0219561
53,-1.2415817,-1.2728556,"('uncreative', 'creative')",0.8764309,0.8636139,0.17607898,0.07458026,-0.09052545,-0.07509788,-0.07809164,-0.26485753,1.5157576,1.2838824,0.1930114,0.1015442,0.0914672
76,1.1283977,1.0070397,"('anxious', 'daring')",0.928758,0.9149209,0.9363626,1.0493416,1.5964257,1.7855164,0.9865823,1.1104225,0.38467896,0.3707932,0.9935342,1.0396724,-0.0461382
86,-1.0183994,-1.3190084,"('uninfluential', 'influential')",0.6501693,0.46445227,-0.9704768,-1.0439405,1.4508222,1.5562196,-0.74322134,-0.8145175,-0.059367836,-0.22415563,-0.115079,-0.2301584,0.1150794
64,0.92991334,1.0042498,"('shy', 'confident')",1.1598967,1.121877,0.8515866,0.9552994,0.9985369,1.0396711,1.2265668,1.3099566,-6.7067885,-6.451994,-0.2567147,-0.1701567,-0.086558
39,0.92044276,0.9909448,"('exploitative', 'cooperative')",0.9843117,1.0331104,0.89232266,0.9607835,1.4375248,1.5113099,-0.20467494,-0.032890297,-0.33225995,-0.12005712,0.6162779,0.7238669,-0.107589
87,0.91696775,0.6110123,"('unsuccessful', 'successful')",1.6967887,1.5881853,1.4696897,1.4103017,1.8561137,1.770713,1.3067074,1.2049828,0.7037441,0.6421313,1.3250019,1.2045544,0.1204475
25,-0.8907144,-0.774134,"('egoistic', 'altruistic')",-0.49465144,-0.38691768,-0.07778006,-0.027810797,-0.5077163,-0.54234207,-1.7134224,-1.69041,1.1003284,1.262852,-0.4306594,-0.3597938,-0.0708656
5,-0.8887684,-0.7345533,"('distant', 'outgoing')",-0.08499928,-0.009116959,0.17984384,0.1367068,-2.5505235,-2.6233804,-1.1580521,-1.2454791,-0.24951746,-0.2569728,-0.7920028,-0.7887993,-0.0032035
50,0.8309047,0.8606481,"('clumsy', 'skillful')",-0.15742096,-0.01776952,1.801033,1.9663014,-0.2073167,-0.18367274,0.6789069,0.6770786,0.5891194,0.7619848,0.5892044,0.6774285,-0.0882241
73,0.8249672,0.94668543,"('helpless', 'self-reliant')",0.3464785,0.35412982,0.71800303,0.81009805,-0.22840998,-0.3667242,-0.21245688,-0.23032284,-3.870874,-3.7612975,-0.4037153,-0.3745719,-0.0291434
62,0.8233983,0.6487637,"('incompetent', 'brilliant')",1.5376682,1.4146043,-0.43373004,-0.3973909,2.448595,2.6362662,0.5662937,0.6264405,-0.11521341,0.01821705,0.804502,0.8244835,-0.0199815
20,-0.7739567,-0.89960927,"('rough', 'thoughtful')",-0.35492516,-0.33627957,-0.021982737,-0.09949684,0.34709692,0.3618562,-0.3870792,-0.40794355,0.90852714,1.0997248,-0.0470533,-0.046958,-9.53e-05
80,0.76734066,0.36177093,"('dominated', 'dominating')",0.23215528,0.08048775,0.401889,0.3880174,1.8062286,1.9097555,1.1561948,1.1856352,-1.5679157,-1.5504851,0.4659821,0.3958636,0.0701185
57,-0.7570323,-1.1135893,"('unimaginative', 'imaginative')",0.07752053,-0.07854364,-0.6052933,-0.813418,1.2683972,1.2577993,0.1402378,-0.1293096,-2.2595062,-2.4927886,-0.3559461,-0.5616416,0.2056955
34,-0.7494479,-0.6610199,"('mean', 'honorable')",0.10277403,0.11663202,0.024520077,-0.11005135,0.6851158,0.7247399,0.037007876,0.16807263,6.334383,6.1718955,1.0723921,1.0683781,0.004014
19,-0.7409881,-0.82289433,"('inhospitable', 'hospitable')",-1.3186207,-1.2489473,-1.1617376,-1.1540232,-2.3936973,-2.4264617,-0.7724667,-0.7616859,-0.24739194,-0.2607915,-1.105817,-1.1124673,0.0066503
82,-0.70991737,-0.7208,"('poor', 'rich')",0.85360765,0.9419919,0.6561959,0.6669778,0.3981199,0.45202154,0.3732896,0.48438817,6.518058,6.4494476,1.3482256,1.3790045,-0.0307789
2,0.7032365,0.8087882,"('unlikable', 'likable')",1.3901824,1.429705,1.6959037,1.8078455,2.3067808,2.3099294,0.38312638,0.41089147,0.3935217,0.6639874,1.1454585,1.2385244,-0.0930659
47,-0.69571733,-0.72079355,"('stupid', 'smart')",1.0685776,1.0834242,0.9409449,0.94378084,2.1761286,2.2851067,0.5797334,0.636151,5.57799,5.653333,1.6079429,1.6468337,-0.0388908
77,-0.68082297,-0.71851254,"('unmotivated', 'motivated')",-0.44756326,-0.501503,-0.74032307,-0.75760114,0.74577105,0.8408014,0.24934846,0.21077871,-0.960629,-0.99706036,-0.3057031,-0.3205161,0.014813
48,-0.6676339,-0.81454605,"('unintelligent', 'intelligent')",-0.22601862,-0.2778374,-1.2300215,-1.182822,1.1732774,1.312712,-0.8362945,-0.78396314,0.49949902,0.48801082,-0.214532,-0.209741,-0.004791
46,0.64808065,0.20367596,"('uncompetitive', 'competitive')",1.50443,1.387238,0.08823739,-0.028680477,2.1491838,2.3553944,0.7277855,0.5903678,-0.12060571,-0.41156304,0.8328519,0.6827388,0.1501131
7,0.6365721,0.52351665,"('insensitive', 'sensitive')",1.2054061,1.1920891,0.8331309,0.70434403,2.8001504,2.9021804,0.66291755,0.7118312,1.0343733,1.0161229,1.1954251,1.175014,0.0204111
26,-0.6250673,-0.72705686,"('hardhearted', 'benevolent')",1.6242162,1.5689534,2.0032165,1.8972057,-0.12885642,-0.17261541,-0.8781286,-1.0649245,1.4827386,1.6421893,0.5796865,0.5239586,0.0557279
49,-0.6119328,-0.7705792,"('unable', 'able')",-0.1422266,-0.25444067,-0.7519559,-0.82049894,-0.54184365,-0.6144581,-0.71321875,-0.857532,-0.5759908,-0.67414796,-0.5561948,-0.6652761,0.1090813
84,0.61078006,0.44778046,"('inferior', 'superior')",-0.8454355,-0.8183624,-0.2650253,-0.13161127,-1.6635219,-1.6529261,-0.7191937,-0.8276311,0.42308265,0.39076668,-0.4098856,-0.4319973,0.0221117
16,0.57328707,0.65803295,"('unpopular', 'popular')",0.30122516,0.43483016,1.2876604,1.2589589,-0.10155276,-0.24726681,-0.0030547157,-0.030448042,0.92232794,0.9964867,0.4966489,0.5117656,-0.0151167
71,0.5708783,0.46679214,"('diffident', 'self-confident')",2.3390176,2.2634041,0.4785664,0.22720428,0.97951424,0.83338344,-0.9007787,-0.9923157,0.2869769,0.21623535,0.6256958,0.5024506,0.1232452
52,-0.5602838,-0.18840383,"('irrational', 'rational')",-1.3316569,-1.2486641,-0.32204226,-0.15164715,-2.0936546,-2.216149,-1.4605092,-1.4388796,-0.40985462,-0.24685335,-1.0296669,-0.9150995,-0.1145674
81,-0.5279448,-0.6982818,"('submissive', 'aggressive')",1.0046242,0.8471078,-0.69076705,-0.6117255,1.9261405,2.1027098,0.11335624,0.26559886,-1.2356924,-1.1029991,0.0982861,0.133735,-0.0354489
8,-0.51328266,-0.4914295,"('unaffectionate', 'affectionate')",-0.37927845,-0.31068704,-1.0215218,-1.0753273,-0.45427248,-0.4959175,-2.8795161,-2.9132237,0.21010277,0.42522138,-0.8396281,-0.8102272,-0.0294009
27,-0.5079605,-0.39197576,"('hardhearted', 'softhearted')",-0.45957777,-0.48030677,-0.31692535,-0.30763426,0.32079867,0.35922202,-0.38690668,-0.29649848,1.3860165,1.3660734,0.0059075,0.04148,-0.0355725
88,-0.4998582,-0.5837258,"('low', 'eminent')",0.23536141,0.08574749,-0.64454406,-0.7044899,-0.8759806,-0.8599512,-1.2932553,-1.3933136,0.3881929,0.38116422,-0.4483473,-0.5124281,0.0640808
44,0.48311737,0.596032,"('prejudiced', 'unprejudiced')",-0.93703866,-0.9062698,-0.00013098493,0.0902745,-0.6268211,-0.704354,0.025013406,0.088875264,-1.7287968,-1.4990281,-0.4641095,-0.3890783,-0.0750312
70,0.47729883,0.15289232,"('lethargic', 'energetic')",0.13919519,0.06912927,-0.53017575,-0.6693002,1.8230578,1.9494033,0.78302807,0.69169337,1.2906485,1.3584191,0.6638421,0.5920395,0.0718026
0,-0.4643274,-0.8358266,"('unsociable', 'sociable')",1.9474306,1.7555497,0.6735146,0.5170606,4.2982645,4.338212,-0.31102332,-0.3942135,-0.20626217,-0.28561968,0.9895995,0.8491937,0.1404058
68,-0.4598197,-0.42177552,"('dependent', 'independent')",-0.7457751,-0.77345854,-0.24173996,-0.23061025,-0.37885457,-0.38272604,-0.71691173,-0.68431455,-0.5072148,-0.6445726,-0.508386,-0.5229096,0.0145236
23,-0.42247102,-0.39806917,"('insincere', 'sincere')",0.892813,0.89239204,-0.5506111,-0.55743766,2.4365382,2.6230402,0.4349496,0.47261164,5.910963,5.8268,1.4503636,1.4765561,-0.0261925
41,-0.42200837,-0.38961542,"('unforgiving', 'forgiving')",0.02646114,0.10525878,0.032588065,0.04425311,2.1936812,2.2617838,-1.1134996,-1.1695609,-0.26300272,-0.042587616,0.0757033,0.134922,-0.0592187
14,0.41444176,0.17218642,"('antisocial', 'social')",3.5189085,3.384795,1.3633254,1.3236006,4.006737,4.0697474,0.82055837,0.8521466,-0.775193,-0.72970986,1.5581298,1.5121276,0.0460022
18,0.40703857,0.676024,"('disagreeable', 'welcoming')",0.07381542,0.20472504,0.67993164,0.94488245,-0.022868268,0.02538668,-1.1994864,-1.0409272,-0.3725022,-0.12760648,-0.0723452,0.1137474,-0.1860926
28,-0.4026906,-0.6562133,"('disloyal', 'loyal')",0.11932585,-0.029210612,0.27952296,0.06575066,0.6010153,0.6235734,-1.2315134,-1.407719,1.1167269,0.9280752,0.0803978,-0.0792906,0.1596884
13,0.39809996,0.5212581,"('impolite', 'polite')",1.8454331,1.7987727,0.10641144,0.19637686,3.3849816,3.4758198,0.38540182,0.55962163,-0.12405058,-0.09903908,0.9993796,1.0754684,-0.0760888
35,0.39798412,0.44628426,"('corrupt', 'incorrupt')",-1.2910976,-1.2373564,0.40249717,0.2981423,-2.3878841,-2.6392014,-1.7051452,-1.7083662,-0.29961765,-0.27020434,-0.8138773,-0.8517836,0.0379063
72,-0.3727826,-0.20743139,"('unambitious', 'ambitious')",0.9081277,0.9579826,-0.8859067,-0.73887205,0.74157715,0.7801409,0.3414137,0.48879585,-1.1226573,-0.88737744,-0.065038,0.0655397,-0.1305777
29,-0.35930628,-0.22417018,"('unfair', 'fair')",0.2110772,0.2412343,0.028710485,0.01778768,-0.5617875,-0.523828,-0.06723995,-0.084160306,-0.5972892,-0.5808398,-0.2243059,-0.1923294,-0.0319765
74,-0.3537622,-0.38206738,"('undedicated', 'dedicated')",-0.04414968,-0.08227602,0.40005755,0.43038076,0.90967494,1.02393,-0.7128936,-0.718395,0.027181461,0.00810964,0.0376848,0.0466137,-0.0089289
12,0.3379362,0.50567424,"('unsupportive', 'supportive')",1.5899622,1.6234189,0.46532822,0.5489122,2.8988137,2.9991794,-0.026060909,0.018566381,-1.777204,-1.654974,0.5814625,0.6734629,-0.0920004
67,0.32699507,0.58840215,"('doubtful', 'determined')",-0.39455792,-0.35972556,-0.39868498,-0.14539772,-0.37021032,-0.26732573,0.6810984,0.89812887,-0.59801275,-0.47772062,-0.1255621,0.0393936,-0.1649557
83,-0.3069334,-0.5267572,"('powerless', 'powerful')",1.0715567,0.96718234,-0.16636607,-0.13420917,0.17101873,0.14200231,-0.6312131,-0.70473045,-0.9889069,-1.0901443,-0.1418074,-0.2244427,0.0826353
58,-0.29051,-0.68249846,"('undiscriminating', 'discriminating')",0.3203686,0.2503257,0.22465083,-0.05472134,0.8816687,0.9449719,-0.2669906,-0.45356557,0.06732936,-0.12587859,0.1560861,-0.0202277,0.1763138
60,0.28345257,0.21698046,"('inefficient', 'efficient')",1.9379488,1.8923949,0.22329621,0.27191678,4.0214243,4.3957353,1.0335974,1.2063867,-0.081180796,-0.061225183,1.2364231,1.3203648,-0.0839417
66,0.28092098,0.09659794,"('inactive', 'active')",0.10269955,0.090239495,1.0815667,0.94124734,-0.97381604,-1.0866762,0.36849245,0.21064323,1.2406188,1.1420857,0.3500804,0.2323562,0.1177242
63,-0.27706873,-0.23446761,"('unperceptive', 'insightful')",1.370215,1.3692168,1.2799546,1.2683452,1.7563298,1.8874813,0.9612754,0.93162334,1.4671493,1.4288583,1.0929759,1.1085095,-0.0155336
37,0.26664126,0.28233224,"('fake', 'genuine')",0.26238072,0.27162665,0.10459165,0.15230387,1.7661701,1.8087928,-0.11143173,0.01446829,0.49288613,0.5170311,0.4635397,0.5077592,-0.0442195
38,-0.2642357,-0.18935707,"('untruthful', 'truthful')",-0.42816573,-0.38327262,-0.033165324,-0.065523684,1.3503342,1.3960192,-1.1345088,-1.108496,0.07574296,0.15745357,-0.0723331,-0.0321961,-0.040137
24,0.25663564,0.192875,"('dishonest', 'honest')",0.49143347,0.48052654,-0.46931583,-0.44160676,2.1605492,2.3511367,-0.43708056,-0.2890643,0.73754305,0.7890902,0.4566275,0.5138262,-0.0571987
17,0.24651107,0.1789135,"('nasty', 'nice')",-0.13441324,-0.07816303,-0.03088745,-0.033593412,0.5447011,0.47054166,-0.36998323,-0.40092298,-0.82845986,-0.8146438,-0.0954219,-0.112978,0.0175561
32,-0.23150843,-0.10502998,"('unkind', 'kind')",1.4385405,1.4602398,0.3621852,0.47950247,2.4090087,2.5952349,0.4343633,0.5844553,0.816606,1.0103419,0.8715325,1.004124,-0.1325915
3,-0.22252657,-0.27821043,"('repellent', 'pleasant')",0.3321788,0.30980867,-0.31543058,-0.3583248,1.6292026,1.6726565,0.94051147,0.8235758,0.46931356,0.3260915,0.4722082,0.4159329,0.0562753
15,-0.19909123,-0.32333404,"('boring', 'funny')",-0.8160361,-0.88503546,-0.13748285,-0.22529182,-1.8317852,-1.891253,-0.94555265,-0.9692208,0.10926347,0.11768154,-0.6367808,-0.6960756,0.0592948
51,0.19841227,0.14177363,"('uneducated', 'educated')",0.5002284,0.51848453,0.6567838,0.81882745,1.4554657,1.6315317,0.3102257,0.34618303,0.4743387,0.32792252,0.5992424,0.6307872,-0.0315448
69,-0.19289556,0.04067467,"('lazy', 'industrious')",-0.713837,-0.574056,1.0707335,1.1315275,-2.2289717,-2.3373995,-0.5319523,-0.51099294,-0.79247975,-0.6070876,-0.5649005,-0.4762223,-0.0886782
45,0.17689721,-0.2929027,"('incompetent', 'competent')",0.73496246,0.62499684,0.6232949,0.3714615,2.5406957,2.6084294,0.1101731,-0.0153067,-0.41886202,-0.41922018,0.6278603,0.4795763,0.148284
22,0.17531884,0.099192925,"('untrustworthy', 'trustworthy')",0.4233183,0.3811719,0.7806705,0.7636633,1.2009648,1.3218926,0.5725115,0.66673493,-0.82870066,-0.61382824,0.3873472,0.4364713,-0.0491241
54,-0.14784937,-0.034912173,"('incapable', 'capable')",0.8434005,0.8157159,0.3244188,0.45484903,0.6529138,0.6322493,-1.0649073,-1.1037577,0.75930595,0.9924906,0.2278804,0.2927725,-0.0648921
55,0.14274657,-0.24501605,"('incompetent', 'clever')",0.84084326,0.8045438,-0.180254,-0.13457048,2.2543662,2.5321827,0.43976283,0.6117646,-0.20859703,-0.20512876,0.5481447,0.5606293,-0.0124846
40,0.14230104,0.193026,"('stingy', 'generous')",0.3523905,0.44639271,-0.17201617,-0.11151372,0.5675684,0.5824774,-0.39847404,-0.48437768,-1.5568966,-1.4799353,-0.1775211,-0.1423218,-0.0351993
21,0.13562694,0.1122148,"('immoral', 'moral')",1.1054142,1.0760983,-0.32775897,-0.19851866,2.2182367,2.492698,0.4348842,0.6859059,-0.77174985,-0.73426294,0.4657755,0.5723559,-0.1065804
