,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,male-female
3,-2.464971,-2.2593117,"('repellent', 'pleasant')",-2.0892663,-2.0195203,0.42035422,0.500266,0.27850315,0.19852696,-0.963845,-0.8950098,-0.0688352
33,1.6070266,1.4721987,"('wrong', 'right')",1.0248895,0.9736082,-0.10252503,-0.13178381,-0.46739677,-0.59153503,0.5154986,0.430622,0.0848766
56,1.5738968,1.770412,"('impractical', 'practical')",0.69052815,0.8002363,2.5984573,2.675655,-0.0798451,0.23891722,1.1957593,1.3713051,-0.1755458
71,1.5055524,1.4378345,"('diffident', 'self-confident')",1.9545954,1.9754113,0.96025443,0.9701452,0.9320113,0.91875607,1.3381034,1.3255367,0.0125667
77,-1.3949519,-1.3962482,"('unmotivated', 'motivated')",-0.56340826,-0.5827699,0.87166774,0.8491134,-1.2426783,-1.2438947,-0.5823427,-0.5934498,0.0111071
82,-1.3625474,-1.2914077,"('poor', 'rich')",-0.7331968,-0.6763895,-0.6471882,-0.5957962,6.9745812,6.9468317,1.0579122,1.0958096,-0.0378974
6,1.3402325,1.2590381,"('distant', 'open')",1.5034921,1.4789212,-0.57495093,-0.58901405,0.9305264,0.9075833,0.7998251,0.7641321,0.035693
38,1.3262831,1.38236,"('untruthful', 'truthful')",1.0675304,1.1012348,0.4511064,0.408836,0.35226646,0.6402654,0.7992966,0.8831741,-0.0838775
51,-1.2765044,-1.1260505,"('uneducated', 'educated')",-0.90762544,-0.9083391,0.22993939,0.26773238,0.18862462,0.32371247,-0.4413914,-0.3607362,-0.0806552
73,1.2553058,1.288758,"('helpless', 'self-reliant')",1.2926513,1.2849212,-0.041034047,-0.05097885,-3.293614,-3.2834153,-0.1966727,-0.1901788,-0.0064939
20,-1.1934214,-1.1843394,"('rough', 'thoughtful')",-0.9623135,-1.0055784,0.30194664,0.27181426,0.9684441,0.98161215,-0.221336,-0.2341229,0.0127869
42,1.1810895,1.2649012,"('unreliable', 'reliable')",0.68409485,0.59636533,0.99056756,1.070366,-2.9676774,-2.8635638,-0.0279813,0.0170172,-0.0449985
86,-1.1640204,-1.0612063,"('uninfluential', 'influential')",-0.8289811,-0.8448902,0.60688037,0.65038157,-0.12617737,-0.080249466,-0.3780746,-0.3339911,-0.0440835
67,1.1578987,1.182128,"('doubtful', 'determined')",0.55894136,0.6290043,0.6322279,0.6731442,-0.63874364,-0.55475557,0.4275811,0.4823802,-0.0547991
10,-1.1236718,-0.97990644,"('unsympathetic', 'sympathetic')",-1.3527302,-1.4280119,0.56323105,0.51369655,-0.42958993,-0.2585968,-0.5856902,-0.5382047,-0.0474855
14,-1.0921786,-0.98519915,"('antisocial', 'social')",-0.83977157,-0.8302455,0.97798145,1.1037865,-1.0372123,-0.9467249,-0.4977952,-0.4145958,-0.0831994
15,1.0590447,1.0717098,"('boring', 'funny')",0.79528934,0.84384257,-0.1393875,-0.09720962,0.4769196,0.5204948,0.5479665,0.5847094,-0.0367429
53,-1.0373993,-1.0122625,"('uncreative', 'creative')",-1.086913,-0.9827742,-1.0842484,-0.97997755,1.1380813,1.125228,-0.5176199,-0.4624465,-0.0551734
