,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
5,0.6614103,0.5654818,"('distant', 'outgoing')",1.5040945,1.4008154,-0.37086064,-0.20943217,0.011978935,0.0064547844,0.4516558,0.44083,0.0108258
46,0.6547918,0.66899675,"('uncompetitive', 'competitive')",-0.45194495,-0.5476921,0.15892613,0.020080063,-1.265163,-1.2133522,-0.2258475,-0.2679919,0.0421444
10,-0.6499526,-0.68004835,"('unsympathetic', 'sympathetic')",-1.6577911,-1.8824567,-1.6086106,-1.5178322,0.3491795,0.4627392,-0.8917937,-0.9043995,0.0126058
1,0.64076555,0.65612453,"('unfriendly', 'friendly')",1.0443155,0.943406,-0.7132362,-0.28997874,1.6331353,1.6206268,0.651245,0.7325447,-0.0812997
61,0.6404685,0.52967006,"('illogical', 'logical')",0.39370257,0.30537504,-0.381069,-0.3935879,0.48709708,0.44196916,0.2850498,0.2208566,0.0641932
12,0.6037459,0.62203604,"('unsupportive', 'supportive')",-0.32197928,-0.37793055,-0.7851001,-1.0727786,-1.4553919,-1.4111636,-0.4896814,-0.5599592,0.0702778
25,0.59981537,0.53063595,"('egoistic', 'altruistic')",0.7349897,0.68529844,1.3512255,1.2218183,0.8698183,0.7577387,0.8889621,0.7988728,0.0900893
21,0.58771235,0.24849445,"('immoral', 'moral')",-0.23866846,-0.5155425,0.40148777,-0.09905579,-0.51792586,-0.6499121,0.0581515,-0.254004,0.3121555
74,0.5855666,0.7803917,"('undedicated', 'dedicated')",0.20059812,0.2369389,0.11414307,0.41370815,0.33269122,0.33926475,0.3082497,0.4425759,-0.1343262
83,0.5836927,0.54932314,"('powerless', 'powerful')",1.226006,1.26332,0.19179882,0.06160533,-0.6998003,-0.7189203,0.3254244,0.288832,0.0365924
3,-0.57505786,-0.5762119,"('repellent', 'pleasant')",-0.7989325,-0.750892,0.02242849,-0.030399114,0.5304996,0.63549864,-0.2052656,-0.1805011,-0.0247645
15,0.5623708,0.37866247,"('boring', 'funny')",0.85114354,0.57607275,0.595445,0.49676174,0.76046675,0.5353515,0.6923565,0.4967121,0.1956444
16,-0.544373,-0.5292609,"('unpopular', 'popular')",0.5186802,0.65414906,-0.07310913,-0.3015934,0.5189629,0.42272133,0.1050403,0.061504,0.0435363
23,0.53280205,0.48471844,"('insincere', 'sincere')",-0.31779397,-0.5486384,-0.47051677,-0.5810182,5.439293,5.617067,1.295946,1.2430322,0.0529138
87,0.52111167,0.3534958,"('unsuccessful', 'successful')",0.39652607,0.42089173,1.1729112,1.4349967,0.5095391,0.4609314,0.650022,0.6675789,-0.0175569
27,-0.5126386,-0.51475024,"('hardhearted', 'softhearted')",-0.63303643,-0.70056957,-0.8935701,-1.1508287,1.4710034,1.3261249,-0.1420604,-0.2600059,0.1179455
18,-0.49083748,-0.2947802,"('disagreeable', 'welcoming')",0.07666832,0.1285646,-1.3150134,-0.914747,0.028395783,-0.005121883,-0.4251967,-0.2715211,-0.1536756
82,-0.4801615,-0.38585705,"('poor', 'rich')",-0.7016039,-0.65435106,0.51728606,0.44612175,6.5690107,6.6530743,1.4761329,1.514747,-0.0386141
36,-0.42775708,-0.64505553,"('hostile', 'amicable')",0.9629688,0.83459705,0.07519269,-0.4472771,0.3171926,-0.1564722,0.2318993,-0.1035519,0.3354512
72,0.39732924,0.35041463,"('unambitious', 'ambitious')",-0.013781192,-0.053358227,-0.34104294,-0.08968671,0.37678865,0.4425664,0.1048234,0.162484,-0.0576606
77,-0.36309773,-0.7649806,"('unmotivated', 'motivated')",-0.12341428,-0.2920055,0.058288515,-0.39571697,-1.3380263,-1.3987722,-0.4415624,-0.7128688,0.2713064
38,0.35607055,0.41091177,"('untruthful', 'truthful')",1.3114369,1.1833621,0.034043737,0.09184459,-0.1803647,0.016761407,0.3802966,0.42572,-0.0454234
29,0.3544391,0.16376701,"('unfair', 'fair')",0.7583458,0.59501666,-0.8321107,-1.2702566,-0.08792157,-0.36232808,0.0481881,-0.2184502,0.2666383
13,-0.3537297,-0.20274809,"('impolite', 'polite')",-0.81387883,-0.72727567,-0.84385556,-0.49511033,-0.32546273,-0.17218503,-0.5842317,-0.3993298,-0.1849019
80,0.3383876,0.37834817,"('dominated', 'dominating')",-0.75509953,-0.81085837,0.3901353,0.3507351,-0.8594123,-0.7423966,-0.2214972,-0.2060429,-0.0154543
70,-0.31320122,-0.40882733,"('lethargic', 'energetic')",-1.7281585,-1.9751025,-0.5252206,-0.8080793,0.86570716,0.9127265,-0.4252183,-0.5698206,0.1446023
11,0.30922312,0.07691288,"('unhelpful', 'helpful')",-0.14388484,-0.3283103,-0.1473965,-0.3452779,1.1308501,1.1896996,0.2871979,0.1482561,0.1389418
62,0.30688643,0.28473035,"('incompetent', 'brilliant')",-0.79941577,-1.054773,0.18842313,-0.03214574,0.062998414,0.21834907,-0.0602769,-0.1459598,0.0856829
53,0.30098367,0.51429254,"('uncreative', 'creative')",0.23475286,0.33793032,-0.7136668,-0.39038095,0.6445197,0.6425051,0.1166474,0.2760867,-0.1594393
76,0.2921528,0.2875859,"('anxious', 'daring')",-0.7072411,-0.8298389,-0.011292029,0.21046716,0.070170864,0.1501616,-0.0890524,-0.0454061,-0.0436463
19,-0.27915177,-0.33393222,"('inhospitable', 'hospitable')",0.68216884,0.6489292,-0.8086801,-0.4455964,-0.35145655,-0.35109696,-0.1892799,-0.1204241,-0.0688558
64,-0.2780044,-0.3989074,"('shy', 'confident')",-0.62929785,-0.8568379,0.48791814,0.44501856,-5.917998,-6.0041623,-1.5843455,-1.7037222,0.1193767
58,-0.27343377,-0.10303669,"('undiscriminating', 'discriminating')",0.37904704,0.27884412,0.10225046,0.08581908,-0.09265109,-0.007985931,0.0288032,0.0634101,-0.0346069
34,0.26183376,0.2661499,"('mean', 'honorable')",-0.35302883,-0.27109402,-0.20526552,0.20262155,4.5505447,4.6757092,1.063521,1.2183467,-0.1548257
20,0.24339288,0.07582318,"('rough', 'thoughtful')",-0.14025964,-0.28727257,0.33721742,-0.47135866,0.2219225,0.18209036,0.1655683,-0.1251794,0.2907477
49,-0.2351495,-0.36526546,"('unable', 'able')",-0.13245267,-0.19190958,-1.0666845,-0.9380502,0.098071136,-0.028681528,-0.3340539,-0.3809767,0.0469228
48,0.22505896,0.33160365,"('unintelligent', 'intelligent')",-0.029950507,-0.0072338283,-1.0157486,-0.74718815,0.00073457183,0.18916762,-0.2049764,-0.0584127,-0.1465637
47,0.21091089,0.37619632,"('stupid', 'smart')",-0.79239905,-0.7461468,0.17532334,0.41353372,5.1893687,5.0863523,1.195801,1.2824839,-0.0866829
86,-0.20590508,-0.16113012,"('uninfluential', 'influential')",-0.4347084,-0.517628,-1.3174875,-0.838887,0.10361167,0.33208692,-0.4636223,-0.2963895,-0.1672328
44,0.1708712,-0.06348119,"('prejudiced', 'unprejudiced')",-0.18317309,-0.30504072,0.92222667,0.5698629,-1.0741751,-1.2232882,-0.0410626,-0.2554868,0.2144242
7,0.16599351,0.1917172,"('insensitive', 'sensitive')",-0.5749456,-0.5769584,-1.1383476,-0.93609256,0.6375671,1.08809,-0.2274332,-0.058311,-0.1691222
41,0.15810592,0.3412986,"('unforgiving', 'forgiving')",-0.54895973,-0.63379574,-0.32913986,-0.14612503,0.40885854,0.15277523,-0.0777838,-0.0714617,-0.0063221
63,0.15809238,0.4314332,"('unperceptive', 'insightful')",-0.56023705,-0.58242285,-0.3837911,-0.16433728,-0.07759767,-0.07352626,-0.2158834,-0.0972133,-0.1186701
28,-0.14766015,-0.25976336,"('disloyal', 'loyal')",0.06844723,-0.040383894,-0.3141657,-0.5546534,1.0437176,1.010191,0.1625848,0.0388476,0.1237372
55,-0.13856193,-0.10359426,"('incompetent', 'clever')",-1.5616918,-1.7294029,0.17122246,0.008498197,0.2616521,0.40589944,-0.3168448,-0.3546499,0.0378051
37,-0.12616879,-0.19733676,"('fake', 'genuine')",-0.5418359,-0.7992776,-0.4912009,-0.6612172,0.23595375,0.11670504,-0.230813,-0.3852816,0.1544686
40,0.12613079,0.28490418,"('stingy', 'generous')",-0.40176526,-0.4056433,-0.60976195,-0.55836546,-1.6331317,-1.4417998,-0.6296321,-0.5302261,-0.099406
79,0.12594636,0.015162425,"('wavering', 'unwavering')",1.118177,1.1160681,-1.0670981,-0.7838335,0.18179473,-0.051947128,0.089705,0.0738625,0.0158425
66,-0.08386044,-0.26852608,"('inactive', 'active')",0.76807183,0.64663684,0.084106356,0.4902296,1.209917,1.0666399,0.4945587,0.4837451,0.0108136
50,-0.0673391,-0.07937094,"('clumsy', 'skillful')",0.504093,0.41620576,-0.31963918,-0.37392706,0.44224167,0.13711281,0.1398391,0.0250051,0.114834
60,-0.06384724,0.07217672,"('inefficient', 'efficient')",-1.634407,-1.6806489,0.2762384,0.18266848,-0.11909325,0.29946184,-0.3852773,-0.2815855,-0.1036918
78,-0.056604348,0.015200017,"('nonresilient', 'resilient')",-0.19814375,-0.22888191,-0.334275,-0.8005524,-0.51955134,-0.63860035,-0.2771436,-0.4132087,0.1360651
65,-0.047619108,-0.105296604,"('insecure', 'secure')",-1.6084204,-1.7044438,-0.3619475,-0.23019204,-0.20428209,-0.051454104,-0.5555673,-0.5228466,-0.0327207
35,0.04293425,-0.19198816,"('corrupt', 'incorrupt')",1.678149,1.5963409,0.20109814,0.115157336,-0.24266893,-0.52513814,0.4198781,0.248593,0.1712851
22,-0.040489156,-0.17019762,"('untrustworthy', 'trustworthy')",-0.7422587,-0.92128193,-0.28095108,-0.3048343,-0.89211655,-1.0833261,-0.4889539,-0.61991,0.1309561
14,-0.03384071,0.12882227,"('antisocial', 'social')",-1.2658901,-1.1634624,0.62825805,0.8592854,0.073360264,0.26067102,-0.1495281,0.0213291,-0.1708572
6,-0.0273901,-0.065614805,"('distant', 'open')",1.3255923,1.1672026,-0.91291654,-0.5662514,0.7407389,0.6721294,0.2815061,0.3018664,-0.0203603
42,-0.020819746,0.036918044,"('unreliable', 'reliable')",-1.7201049,-1.9645519,-0.50585335,-0.6323637,-2.5310526,-2.5418012,-1.1944577,-1.2754498,0.0809921
88,7.667346e-05,-0.21594177,"('low', 'eminent')",0.6440723,0.31040004,0.11150755,-0.19665304,0.2821725,0.13503268,0.2594572,0.0082095,0.2512477
