,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
39,1.881665,1.6946403,"('exploitative', 'cooperative')",0.4544027,0.35963088,0.5295032,0.5296103,0.55424255,0.5334307,0.8549534,0.779328,0.0756254
33,1.5240678,1.3964751,"('wrong', 'right')",1.8043795,1.6931405,0.53711736,0.3341777,0.07895909,0.03185382,0.986131,0.8639118,0.1222192
56,1.380169,1.2889344,"('impractical', 'practical')",-0.5123439,-0.6042156,0.14752316,0.28346452,0.10988078,0.37093472,0.2813073,0.3347795,-0.0534722
73,1.2817885,1.3058815,"('helpless', 'self-reliant')",1.620483,1.6288873,1.243305,1.2016538,-3.3309987,-3.2585223,0.2036445,0.2194751,-0.0158306
2,1.1943038,1.0056242,"('unlikable', 'likable')",1.3344524,1.119383,1.9018931,1.8235697,1.0043997,0.82012033,1.3587623,1.1921743,0.166588
51,-1.1697164,-1.3048087,"('uneducated', 'educated')",-0.998148,-1.1448168,-0.46157408,-0.56517553,0.4971248,0.48890203,-0.5330784,-0.6314747,0.0983963
9,1.1505823,1.101169,"('unaffectionate', 'caring')",1.0489028,1.0074893,-0.6737574,-0.42030406,1.9588103,1.9358677,0.8711345,0.9060555,-0.034921
32,1.1030349,1.2185317,"('unkind', 'kind')",0.04611086,0.008051295,0.119496934,0.14120552,1.5140549,1.52977,0.6956744,0.7243897,-0.0287153
43,1.065906,1.0570587,"('irresponsible', 'responsible')",-0.24745871,-0.37248287,-0.16616161,-0.05160624,0.3768336,0.5528166,0.2572798,0.2964466,-0.0391668
69,1.063084,0.823632,"('lazy', 'industrious')",1.7093083,1.5758922,1.0028243,1.1732374,-1.3374013,-1.4908019,0.6094538,0.5204899,0.0889639
84,1.0088688,0.71795094,"('inferior', 'superior')",1.3907084,1.220919,1.0609145,0.49990943,0.56023854,0.2647905,1.0051825,0.6758925,0.32929
85,0.99497277,0.7992741,"('insignificant', 'prestigious')",2.7501647,2.6281815,0.5342237,0.470644,0.83527505,0.41588998,1.2786591,1.0784974,0.2001617
71,0.97486645,1.0441445,"('diffident', 'self-confident')",0.9614203,1.134604,-0.20604275,-0.058420207,0.37883466,0.7223215,0.5272697,0.7106625,-0.1833928
59,0.95585746,0.6495841,"('foolish', 'wise')",2.1242256,1.9518926,-0.020652615,-0.089839146,0.5979008,0.22500616,0.9143329,0.6841609,0.230172
68,-0.94366807,-0.93716276,"('dependent', 'independent')",-1.4587865,-1.5663143,-1.2891582,-1.4798112,-0.85481125,-0.9782146,-1.136606,-1.2403758,0.1037698
0,-0.90661687,-0.8272566,"('unsociable', 'sociable')",-1.1124393,-1.0121238,-0.5408358,-0.17494428,-0.30152026,-0.13444602,-0.7153531,-0.5371927,-0.1781604
8,0.8918907,1.0835962,"('unaffectionate', 'affectionate')",0.9059765,0.9459895,-0.93808925,-0.4335456,1.3150815,1.4353863,0.5437149,0.7578566,-0.2141417
54,0.844532,0.57558036,"('incapable', 'capable')",1.3048822,0.9473307,-0.03657706,0.06797666,1.56368,1.4211764,0.9191293,0.7530161,0.1661132
45,-0.79006755,-0.68236816,"('incompetent', 'competent')",-1.9630804,-2.0334623,-1.0479031,-1.054034,-0.40547162,-0.45550528,-1.0516307,-1.0563424,0.0047117
24,0.7799158,0.6524529,"('dishonest', 'honest')",-0.048613302,-0.27224684,-0.56071913,-0.19058408,1.1511065,1.27767,0.3304225,0.366823,-0.0364005
75,0.7788766,0.5926906,"('meek', 'impulsive')",1.4504743,1.351623,0.7960833,0.380329,-0.4044257,-0.4626221,0.6552521,0.4655051,0.189747
57,-0.773782,-0.76365906,"('unimaginative', 'imaginative')",-1.2448962,-1.5084351,-1.0603888,-1.139745,-2.5383627,-2.502057,-1.4043574,-1.4784741,0.0741167
31,-0.76952195,-0.7948304,"('evil', 'good')",0.61336255,0.5697312,-0.8413321,-0.84337544,-0.5492994,-0.9071709,-0.3866977,-0.4939114,0.1072137
52,0.75149417,0.47828573,"('irrational', 'rational')",1.4035181,1.2035526,-0.65057904,-0.643713,0.8412629,0.44419178,0.586424,0.3705793,0.2158447
4,-0.7338055,-0.55062973,"('disliked', 'liked')",0.67711264,0.80349344,-0.23051333,-0.186924,-7.100328,-7.113809,-1.8468835,-1.7619673,-0.0849162
67,0.7308981,0.7726942,"('doubtful', 'determined')",0.44035855,0.5481362,0.9353499,1.0640503,-0.27721933,-0.186741,0.4573468,0.5495349,-0.0921881
26,0.72510934,1.0103045,"('hardhearted', 'benevolent')",0.7228735,0.8391968,1.020546,1.4154259,1.2893685,1.1402391,0.9394743,1.1012915,-0.1618172
30,-0.68420815,-0.21575852,"('intolerant', 'tolerant')",-1.954966,-1.8471119,-0.68704385,0.22932446,0.429423,0.8188142,-0.7241987,-0.253683,-0.4705157
81,-0.6695702,-0.6188105,"('submissive', 'aggressive')",-1.7469509,-1.8118937,-0.00988555,0.32979918,-0.39289376,-0.054167308,-0.7048251,-0.5387681,-0.166057
17,-0.6661895,-0.65681356,"('nasty', 'nice')",-0.6440312,-0.6233224,-0.7715208,-0.73864627,-1.0826386,-1.0477966,-0.791095,-0.7666447,-0.0244503
