,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
70,-1.0035872,-0.6084229,"('lethargic', 'energetic')",0.35959768,0.3707642,-0.3219948,-0.1188293,-0.2031655
52,0.9787772,0.79130465,"('irrational', 'rational')",-0.35153764,-0.35205585,0.3136198,0.2196244,0.0939954
12,-0.95558435,-0.5402361,"('unsupportive', 'supportive')",-2.1279676,-2.027236,-1.5417759,-1.283736,-0.2580399
15,0.9385648,0.83117867,"('boring', 'funny')",0.2227918,0.18594417,0.5806783,0.5085614,0.0721169
56,-0.9296411,-0.5108979,"('impractical', 'practical')",-0.41468036,-0.12536746,-0.6721607,-0.3181327,-0.354028
51,-0.91930026,-0.55441165,"('uneducated', 'educated')",0.83755225,0.72585744,-0.040874,0.0857229,-0.1265969
75,0.90714604,0.7226082,"('meek', 'impulsive')",-0.74124086,-0.7977075,0.0829526,-0.0375496,0.1205022
4,0.8736492,0.7485541,"('disliked', 'liked')",-7.3432117,-7.4050145,-3.2347813,-3.3282301,0.0934488
14,-0.87130266,-0.83966,"('antisocial', 'social')",0.04200987,0.030530779,-0.4146464,-0.4045646,-0.0100818
13,-0.8653571,-0.607515,"('impolite', 'polite')",-0.33046934,-0.33905998,-0.5979132,-0.4732875,-0.1246257
59,0.8427305,0.53947806,"('foolish', 'wise')",-0.3261328,-0.17539786,0.2582989,0.1820401,0.0762588
5,0.6754256,0.3578297,"('distant', 'outgoing')",-0.8627025,-0.8544113,-0.0936384,-0.2482908,0.1546524
48,-0.66389096,-0.3455025,"('unintelligent', 'intelligent')",1.0285928,1.0872383,0.1823509,0.3708679,-0.188517
6,0.6627756,0.37801272,"('distant', 'open')",-0.9908613,-0.9383137,-0.1640429,-0.2801505,0.1161076
71,0.65268517,0.5923445,"('diffident', 'self-confident')",-0.039109096,0.028407067,0.306788,0.3103758,-0.0035878
24,-0.6136094,-0.35985,"('dishonest', 'honest')",0.81615525,0.8553838,0.1012729,0.2477669,-0.146494
36,0.6019117,0.18156219,"('hostile', 'amicable')",-0.7673565,-0.92361337,-0.0827224,-0.3710256,0.2883032
76,-0.5998168,-0.3068876,"('anxious', 'daring')",0.018205442,0.05537493,-0.2908057,-0.1257563,-0.1650494
22,-0.5845346,-0.47283238,"('untrustworthy', 'trustworthy')",-0.34936014,-0.41424823,-0.4669474,-0.4435403,-0.0234071
65,-0.5704395,-0.4367623,"('insecure', 'secure')",0.34092766,0.32674712,-0.1147559,-0.0550076,-0.0597483
26,0.56332654,0.34277505,"('hardhearted', 'benevolent')",1.2778275,1.1663597,0.920577,0.7545674,0.1660096
87,0.4928805,0.34077147,"('unsuccessful', 'successful')",1.0290523,1.0789099,0.7609664,0.7098407,0.0511257
67,-0.4175158,-0.38545743,"('doubtful', 'determined')",-0.6429824,-0.53744787,-0.5302491,-0.4614527,-0.0687964
20,-0.4123906,-0.47772536,"('rough', 'thoughtful')",0.78686464,0.8990316,0.187237,0.2106531,-0.0234161
29,0.39125597,0.19919354,"('unfair', 'fair')",-0.0059494376,0.023722794,0.1926533,0.1114582,0.0811951
40,0.39052084,0.5287044,"('stingy', 'generous')",-1.9429964,-1.9801093,-0.7762378,-0.7257025,-0.0505353
37,-0.3858485,-0.28902954,"('fake', 'genuine')",0.37731627,0.34602916,-0.0042661,0.0284998,-0.0327659
82,-0.3529363,-0.10331459,"('poor', 'rich')",6.3035593,6.5219626,2.9753115,3.2093241,-0.2340126
88,-0.3507607,-0.43954414,"('low', 'eminent')",-0.40821335,-0.501333,-0.379487,-0.4704386,0.0909516
66,0.35074013,-0.055651553,"('inactive', 'active')",-0.073721446,-0.25587767,0.1385093,-0.1557646,0.2942739
72,-0.34123436,-0.28675714,"('unambitious', 'ambitious')",-0.05208164,-0.0378088,-0.196658,-0.162283,-0.034375
54,-0.3403972,-0.53672725,"('incapable', 'capable')",0.7172864,0.7267567,0.1884446,0.0950147,0.0934299
74,-0.331118,-0.08631834,"('undedicated', 'dedicated')",-0.39945072,-0.4132314,-0.3652844,-0.2497749,-0.1155095
83,-0.31390002,-0.12002518,"('powerless', 'powerful')",-0.70667446,-0.57278794,-0.5102872,-0.3464065,-0.1638807
16,-0.2717147,-0.12045956,"('unpopular', 'popular')",-0.13707405,-0.12206847,-0.2043944,-0.121264,-0.0831304
80,0.26681384,0.3273797,"('dominated', 'dominating')",-0.17407477,-0.09676735,0.0463695,0.1153062,-0.0689367
31,0.2373738,-0.043609552,"('evil', 'good')",-1.2261256,-1.3603745,-0.4943759,-0.701992,0.2076161
61,-0.23648538,-0.23225394,"('illogical', 'logical')",0.66026276,0.60958153,0.2118887,0.1886638,0.0232249
42,-0.22714327,-0.09760158,"('unreliable', 'reliable')",-3.329511,-3.2545958,-1.7783271,-1.6760987,-0.1022284
47,-0.21597366,-0.4244189,"('stupid', 'smart')",5.372578,5.4135995,2.5783021,2.4945903,0.0837118
34,-0.20371641,-0.05204708,"('mean', 'honorable')",5.4129534,5.445247,2.6046185,2.6966,-0.0919815
58,0.19532523,0.27010125,"('undiscriminating', 'discriminating')",0.24389113,0.0010184981,0.2196082,0.1355599,0.0840483
50,-0.18894489,-0.08501699,"('clumsy', 'skillful')",-0.2569444,-0.16735531,-0.2229446,-0.1261861,-0.0967585
17,-0.18279496,-0.4816976,"('nasty', 'nice')",-0.3849138,-0.46032926,-0.2838544,-0.4710134,0.187159
79,0.17788701,0.053716697,"('wavering', 'unwavering')",-0.6377357,-0.533972,-0.2299244,-0.2401277,0.0102033
39,-0.1331391,-0.09319021,"('exploitative', 'cooperative')",0.24175312,0.33510327,0.054307,0.1209565,-0.0666495
68,-0.13219886,-0.1024708,"('dependent', 'independent')",-0.74646133,-0.7624554,-0.4393301,-0.4324631,-0.006867
25,-0.13003737,-0.17318888,"('egoistic', 'altruistic')",0.8735422,0.89166397,0.3717524,0.3592376,0.0125148
2,0.124479756,0.13411675,"('unlikable', 'likable')",0.67281955,0.717766,0.3986497,0.4259414,-0.0272917
27,0.09021879,0.07505312,"('hardhearted', 'softhearted')",1.188536,1.1076937,0.6393774,0.5913734,0.048004
18,-0.08787453,-0.0035950374,"('disagreeable', 'welcoming')",-0.77188337,-0.78539824,-0.429879,-0.3944966,-0.0353824
49,-0.086620316,-0.16105041,"('unable', 'able')",-0.06798118,0.049427874,-0.0773007,-0.0558113,-0.0214894
19,0.085347466,0.15897006,"('inhospitable', 'hospitable')",-0.4579507,-0.38039553,-0.1863016,-0.1107127,-0.0755889
84,-0.047551148,-0.18037052,"('inferior', 'superior')",0.7346582,0.6777963,0.3435535,0.2487129,0.0948406
64,-0.04223343,-0.16399086,"('shy', 'confident')",-6.0784,-6.0975037,-3.0603168,-3.1307473,0.0704305
30,0.031432584,0.2930009,"('intolerant', 'tolerant')",0.8678553,0.9486968,0.4496439,0.6208488,-0.1712049
