,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
68,0.31925824,0.13852061,"('dependent', 'independent')",-1.4133428,-1.4358014,-0.9844478,-0.89342886,-0.6928442,-0.7302365,0.0373923
22,-0.31922275,-0.5292574,"('untrustworthy', 'trustworthy')",0.064273745,-0.37502104,-0.96038854,-0.7634615,-0.4051125,-0.5559133,0.1508008
57,-0.31613943,-0.46043944,"('unimaginative', 'imaginative')",-0.7503801,-0.84030986,-1.9534501,-1.223463,-1.0066565,-0.8414041,-0.1652524
62,-0.31434765,-0.7087986,"('incompetent', 'brilliant')",-0.39457628,-0.78683925,0.066287324,-0.23339656,-0.2142122,-0.5763448,0.3621326
19,-0.31319743,-0.06731141,"('inhospitable', 'hospitable')",-0.585308,-0.46162218,0.040516455,0.015751898,-0.2859963,-0.1710606,-0.1149357
42,0.30529603,0.31957942,"('unreliable', 'reliable')",0.6651647,0.384682,-2.2169716,-1.6297498,-0.4155036,-0.3084961,-0.1070075
23,-0.2866801,-0.44179186,"('insincere', 'sincere')",-2.3501246,-2.4208484,4.7485695,3.7095504,0.7039216,0.2823034,0.4216182
47,0.2835465,0.09388111,"('stupid', 'smart')",-0.7296424,-1.0352612,5.2102118,4.4507847,1.5880386,1.1698016,0.418237
80,-0.25859332,-0.8366914,"('dominated', 'dominating')",0.082112655,-0.33362746,-0.22078243,0.033476412,-0.132421,-0.3789475,0.2465265
88,0.25312236,0.6834331,"('low', 'eminent')",-1.3072135,-1.1232152,0.06575817,0.30664462,-0.3294443,-0.0443792,-0.2850651
45,0.23571658,-0.10842516,"('incompetent', 'competent')",-0.25062552,-0.7159947,0.7279793,0.73074824,0.2376901,-0.0312239,0.268914
55,-0.21716456,-0.66713667,"('incompetent', 'clever')",-1.2240244,-1.4515997,-0.63012844,-0.5233837,-0.6904391,-0.8807066,0.1902675
4,-0.2106809,-0.035590526,"('disliked', 'liked')",1.2615014,1.1175026,-4.992429,-3.7702656,-1.3138694,-0.8961178,-0.4177516
53,0.20212166,0.4743563,"('uncreative', 'creative')",-0.54463184,-0.36931834,1.310663,1.4159542,0.3227176,0.5069974,-0.1842798
40,0.17683089,0.22741336,"('stingy', 'generous')",0.7089873,0.6402969,-1.5574611,-1.2839121,-0.223881,-0.1387339,-0.0851471
65,-0.17476144,-0.3821379,"('insecure', 'secure')",-1.1075611,-1.3613352,-0.4044705,-0.31665903,-0.5622644,-0.6867107,0.1244463
46,-0.16788226,-0.59538066,"('uncompetitive', 'competitive')",-0.5981037,-0.88613814,-1.0036192,-0.7720265,-0.5898684,-0.7511818,0.1613134
36,0.16073403,0.5574848,"('hostile', 'amicable')",0.767976,1.3033977,1.6270524,2.0148394,0.8519208,1.2919073,-0.4399865
78,0.1528443,-0.11810149,"('nonresilient', 'resilient')",0.39147872,0.07424049,0.8423704,0.7273732,0.4622312,0.2278374,0.2343938
60,0.14676191,-0.22182773,"('inefficient', 'efficient')",-2.435541,-2.7518861,-0.8556865,-0.91119224,-1.0481551,-1.2949687,0.2468136
3,-0.14572026,-0.19698325,"('repellent', 'pleasant')",-0.09508283,-0.03881255,-0.2706934,-0.2510355,-0.1704988,-0.1622771,-0.0082217
84,0.14405446,0.26339507,"('inferior', 'superior')",0.9271637,0.74123776,0.8655929,0.8293035,0.6456037,0.6113121,0.0342916
66,-0.14217943,-0.1320463,"('inactive', 'active')",1.5788764,1.6029658,1.5396186,1.7273892,0.9921052,1.0661029,-0.0739977
17,-0.1329111,-0.38246167,"('nasty', 'nice')",-0.19588357,-0.257984,-1.0095918,-0.8703923,-0.4461288,-0.5036127,0.0574839
35,0.12872119,0.4204896,"('corrupt', 'incorrupt')",0.74494874,1.3283638,0.20917656,0.5311385,0.3609488,0.7599973,-0.3990485
0,0.109932646,-0.17041591,"('unsociable', 'sociable')",-0.69764423,-1.0017083,-0.73589677,-0.6896369,-0.4412028,-0.620587,0.1793842
6,0.09820652,0.5574825,"('distant', 'open')",-0.13565856,0.1453122,1.0536101,1.0197959,0.3387194,0.5741969,-0.2354775
31,0.08339583,0.4572553,"('evil', 'good')",0.9910353,1.4133114,0.333994,0.5919086,0.469475,0.8208251,-0.3513501
81,-0.066627085,-0.49641627,"('submissive', 'aggressive')",-1.1051143,-1.6152999,-1.4349262,-1.477402,-0.8688892,-1.1963727,0.3274835
70,-0.051112864,-0.33042362,"('lethargic', 'energetic')",-0.5920372,-1.0073981,0.06379324,-0.2453861,-0.1931189,-0.5277359,0.334617
11,0.047777984,-0.23069309,"('unhelpful', 'helpful')",-1.0630634,-1.4142683,1.0022305,0.68679357,-0.0043516,-0.3193893,0.3150377
29,0.04581315,-0.08397396,"('unfair', 'fair')",0.4936136,0.29058114,-0.18166138,-0.43863285,0.1192551,-0.0773419,0.196597
10,0.040462878,-0.1870032,"('unsympathetic', 'sympathetic')",-2.5342982,-2.794983,-1.0071566,-0.9935477,-1.1669973,-1.3251779,0.1581806
38,-0.026956882,-0.16919084,"('untruthful', 'truthful')",-0.96341604,-1.029884,0.39166203,0.34324923,-0.1995703,-0.2852752,0.0857049
41,0.02312621,0.12810916,"('unforgiving', 'forgiving')",-0.24770072,-0.3506229,0.2962176,0.33298236,0.023881,0.0368229,-0.0129419
15,0.019110158,0.06307646,"('boring', 'funny')",-0.7480638,-0.6729598,0.0031691138,-0.03698208,-0.2419282,-0.2156218,-0.0263064
59,-0.018752988,0.2999933,"('foolish', 'wise')",0.27476227,0.42630914,0.6202885,0.6837971,0.2920993,0.4700332,-0.1779339
34,0.0142091885,-0.0756429,"('mean', 'honorable')",-0.35740855,-0.7643363,4.6379247,3.7055395,1.4315751,0.9551868,0.4763883
69,0.009845413,0.3177112,"('lazy', 'industrious')",1.9142082,2.0346932,0.1831219,0.6495992,0.7023918,1.0006679,-0.2982761
83,-0.00459221,-0.1568471,"('powerless', 'powerful')",0.03890925,-0.14245783,-0.59575224,-0.62393486,-0.1871451,-0.3077466,0.1206015
30,-0.00038785487,-0.11703283,"('intolerant', 'tolerant')",-0.7343723,-0.9840282,-0.14850484,-0.10884713,-0.2944217,-0.4033027,0.108881
