,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
86,-2.004559,-1.9431607,"('uninfluential', 'influential')",-0.027673662,-0.109246716,-1.0161164,-1.0262036,0.0100872
10,-1.8295087,-1.7048652,"('unsympathetic', 'sympathetic')",-0.24836394,-0.44428587,-1.0389363,-1.0745755,0.0356392
1,-1.8146261,-1.9764671,"('unfriendly', 'friendly')",1.5932038,1.6186383,-0.1107112,-0.1789144,0.0682032
69,1.6052344,1.474485,"('lazy', 'industrious')",-0.1738761,0.12202527,0.7156792,0.7982551,-0.0825759
27,-1.6026406,-1.6070224,"('hardhearted', 'softhearted')",0.3596369,0.39524555,-0.6215019,-0.6058884,-0.0156135
9,-1.5256294,-1.3135065,"('unaffectionate', 'caring')",0.9732499,1.0593444,-0.2761897,-0.127081,-0.1491087
23,-1.4929745,-1.1217281,"('insincere', 'sincere')",4.122303,4.3879895,1.3146642,1.6331308,-0.3184666
8,-1.4838873,-1.4762042,"('unaffectionate', 'affectionate')",0.58169794,0.6596063,-0.4510947,-0.4082989,-0.0427958
45,-1.3596715,-1.3724513,"('incompetent', 'competent')",0.51949275,0.31196517,-0.4200894,-0.530243,0.1101536
13,-1.306049,-1.0774997,"('impolite', 'polite')",-0.6780913,-0.57375586,-0.9920701,-0.8256278,-0.1664423
0,-1.3058352,-1.2349088,"('unsociable', 'sociable')",-0.33446038,-0.43228322,-0.8201478,-0.833596,0.0134482
39,1.2721357,1.3981816,"('exploitative', 'cooperative')",0.7486168,0.69820446,1.0103762,1.048193,-0.0378168
18,-1.2706765,-1.164826,"('disagreeable', 'welcoming')",-0.9872109,-0.7253848,-1.1289437,-0.9451054,-0.1838383
43,-1.2519201,-0.92338806,"('irresponsible', 'responsible')",0.99250156,1.2472367,-0.1297093,0.1619243,-0.2916336
11,-1.2477945,-0.9095303,"('unhelpful', 'helpful')",0.8687015,0.92566246,-0.1895465,0.0080661,-0.1976126
46,-1.2363682,-1.2431653,"('uncompetitive', 'competitive')",-0.50246114,-0.9481992,-0.8694147,-1.0956823,0.2262676
24,-1.23538,-0.96530473,"('dishonest', 'honest')",0.4506528,0.5175499,-0.3923636,-0.2238774,-0.1684862
32,-1.2347785,-0.693633,"('unkind', 'kind')",0.34089667,0.6877193,-0.4469409,-0.0029569,-0.443984
84,1.2224822,0.87543553,"('inferior', 'superior')",0.6243612,0.49387777,0.9234217,0.6846566,0.2387651
