,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
73,1.2148802,1.099555,"('helpless', 'self-reliant')",-2.4563937,-2.498972,-0.6207567,-0.6997085,0.0789518
38,-1.1486162,-0.97039527,"('untruthful', 'truthful')",-0.34640896,-0.24171339,-0.7475126,-0.6060543,-0.1414583
63,-1.143744,-0.9465326,"('unperceptive', 'insightful')",0.77468026,0.62317216,-0.1845319,-0.1616802,-0.0228517
57,-1.1092916,-1.3957258,"('unimaginative', 'imaginative')",-1.1919124,-1.8609595,-1.150602,-1.6283426,0.4777406
51,-1.0647194,-0.8271329,"('uneducated', 'educated')",0.38385248,0.46234426,-0.3404335,-0.1823943,-0.1580392
20,0.98769194,0.65873146,"('rough', 'thoughtful')",1.4861622,1.2629354,1.236927,0.9608334,0.2760936
82,-0.97510374,-0.61905503,"('poor', 'rich')",4.3524003,4.8533382,1.6886482,2.1171417,-0.4284935
78,-0.97199374,-0.992996,"('nonresilient', 'resilient')",0.27617428,0.26169753,-0.3479097,-0.3656492,0.0177395
72,-0.9435228,-0.82766646,"('unambitious', 'ambitious')",0.55873233,0.6755478,-0.1923952,-0.0760593,-0.1163359
48,-0.92929757,-0.967893,"('unintelligent', 'intelligent')",-0.032486986,-0.072678536,-0.4808923,-0.5202858,0.0393935
81,-0.9156871,-0.45903188,"('submissive', 'aggressive')",-0.512156,-0.32553953,-0.7139215,-0.3922857,-0.3216358
76,-0.9131552,-0.5849154,"('anxious', 'daring')",-0.34948176,-0.1829139,-0.6313184,-0.3839146,-0.2474038
88,-0.87585855,-0.622898,"('low', 'eminent')",-0.04750801,0.25175545,-0.4616833,-0.1855713,-0.276112
7,-0.8739539,-0.6164653,"('insensitive', 'sensitive')",0.44086492,0.42724612,-0.2165445,-0.0946096,-0.1219349
12,-0.87158835,-0.7649827,"('unsupportive', 'supportive')",-1.3316083,-1.3344095,-1.1015983,-1.0496961,-0.0519022
35,0.8705824,0.55397624,"('corrupt', 'incorrupt')",-0.3245442,-0.39677638,0.2730191,0.0785999,0.1944192
70,-0.8691789,-0.60664773,"('lethargic', 'energetic')",0.18107569,0.18094666,-0.3440516,-0.2128505,-0.1312011
21,-0.8688413,-0.53136754,"('immoral', 'moral')",-1.0436758,-0.8309641,-0.9562585,-0.6811658,-0.2750927
19,-0.8490146,-0.6942399,"('inhospitable', 'hospitable')",-0.7292205,-0.39055443,-0.7891176,-0.5423971,-0.2467205
60,-0.82263696,-0.399917,"('inefficient', 'efficient')",-0.06397615,0.27364653,-0.4433066,-0.0631352,-0.3801714
41,-0.8163497,-0.70049685,"('unforgiving', 'forgiving')",0.5918933,0.08890005,-0.1122282,-0.3057984,0.1935702
53,-0.79729563,-0.9229402,"('uncreative', 'creative')",0.9589777,0.61411864,0.080841,-0.1544108,0.2352518
55,-0.77461654,-0.6765319,"('incompetent', 'clever')",0.29917246,0.16696037,-0.237722,-0.2547858,0.0170638
62,-0.73766357,-0.46020478,"('incompetent', 'brilliant')",0.17243661,0.46448907,-0.2826135,0.0021421,-0.2847556
28,-0.7371975,-0.83581734,"('disloyal', 'loyal')",0.80064255,0.63123184,0.0317225,-0.1022927,0.1340152
29,0.72838664,0.4547664,"('unfair', 'fair')",-0.6250129,-0.8955877,0.0516869,-0.2204106,0.2720975
44,0.69148594,0.70465714,"('prejudiced', 'unprejudiced')",-1.3656821,-1.1564264,-0.3370981,-0.2258846,-0.1112135
77,-0.6204042,-0.5909996,"('unmotivated', 'motivated')",-1.1769075,-1.1511356,-0.8986559,-0.8710676,-0.0275883
67,0.5532532,0.5874284,"('doubtful', 'determined')",-0.7705844,-0.39114943,-0.1086656,0.0981395,-0.2068051
68,-0.46851343,-0.604407,"('dependent', 'independent')",-0.8828962,-0.8741874,-0.6757048,-0.7392972,0.0635924
17,-0.44955045,-0.5151846,"('nasty', 'nice')",-1.026035,-1.1238601,-0.7377927,-0.8195224,0.0817297
47,-0.42949456,-0.21030204,"('stupid', 'smart')",4.712106,5.007518,2.1413059,2.398608,-0.2573021
6,-0.4007141,-0.40186074,"('distant', 'open')",-0.31108895,0.009857886,-0.3559015,-0.1960014,-0.1599001
16,-0.38631836,-0.38175154,"('unpopular', 'popular')",-0.47902125,-0.48220798,-0.4326698,-0.4319798,-0.00069
25,-0.38383713,-0.41505697,"('egoistic', 'altruistic')",1.2807637,1.3080248,0.4484633,0.4464839,0.0019794
59,0.36426103,0.354732,"('foolish', 'wise')",-0.18769842,0.1347822,0.0882813,0.2447571,-0.1564758
15,-0.35908255,-0.31276008,"('boring', 'funny')",-0.16531518,-0.041031666,-0.2621989,-0.1768959,-0.085303
33,0.3495323,0.23148105,"('wrong', 'right')",-0.14465588,-0.058963943,0.1024382,0.0862586,0.0161796
31,0.34204873,0.08001458,"('evil', 'good')",-0.7013517,-0.848785,-0.1796515,-0.3843852,0.2047337
64,0.33518904,0.3877184,"('shy', 'confident')",-4.7173567,-4.9689693,-2.1910839,-2.2906256,0.0995417
74,-0.32846352,-0.14246364,"('undedicated', 'dedicated')",0.59930253,0.62354124,0.1354195,0.2405388,-0.1051193
22,-0.32763922,-0.30446738,"('untrustworthy', 'trustworthy')",-0.51634496,-0.86415714,-0.4219921,-0.5843123,0.1623202
49,-0.31895506,-0.22936419,"('unable', 'able')",-0.30238235,0.0013034157,-0.3106687,-0.1140304,-0.1966383
85,0.3183826,0.041043498,"('insignificant', 'prestigious')",0.12734938,0.27506,0.222866,0.1580517,0.0648143
26,-0.31409976,-0.4644209,"('hardhearted', 'benevolent')",2.4918733,2.2516491,1.0888867,0.8936141,0.1952726
56,-0.3074686,0.08231484,"('impractical', 'practical')",0.48387632,0.7036886,0.0882039,0.3930017,-0.3047978
2,0.2734708,0.7595238,"('unlikable', 'likable')",0.33784574,0.91523415,0.3056583,0.837379,-0.5317207
36,0.25423065,-0.019523233,"('hostile', 'amicable')",0.60199875,0.35452625,0.4281147,0.1675015,0.2606132
30,-0.24422812,0.06618586,"('intolerant', 'tolerant')",0.65889347,0.8528341,0.2073327,0.45951,-0.2521773
75,0.21225154,0.090346076,"('meek', 'impulsive')",-1.1572584,-1.3030491,-0.4725034,-0.6063515,0.1338481
42,0.18502358,0.46373028,"('unreliable', 'reliable')",-2.4183993,-2.4074538,-1.1166879,-0.9718617,-0.1448262
3,-0.17829512,-0.11011024,"('repellent', 'pleasant')",0.23171051,-0.012493504,0.0267077,-0.0613019,0.0880096
83,0.17671785,0.08918116,"('powerless', 'powerful')",-0.7498699,-0.8441331,-0.286576,-0.3774759,0.0908999
54,-0.1764667,-0.09819366,"('incapable', 'capable')",0.5023333,0.9310036,0.1629333,0.416405,-0.2534717
71,-0.16146176,-0.20920825,"('diffident', 'self-confident')",-0.0648223,0.0716366,-0.113142,-0.0687858,-0.0443562
65,-0.15573849,0.107959665,"('insecure', 'secure')",0.0426412,0.1713728,-0.0565486,0.1396662,-0.1962148
34,0.1510849,0.275513,"('mean', 'honorable')",3.8140788,4.194465,1.9825819,2.2349892,-0.2524073
79,-0.12691464,-0.118659526,"('wavering', 'unwavering')",-0.6857873,-0.45680052,-0.406351,-0.28773,-0.118621
4,-0.108978964,-0.24259503,"('disliked', 'liked')",-4.807738,-5.1558094,-2.4583583,-2.6992023,0.240844
52,0.10593197,-0.15397254,"('irrational', 'rational')",-0.30336693,-0.29345357,-0.0987175,-0.2237131,0.1249956
66,0.09209883,-0.1374532,"('inactive', 'active')",0.8129883,0.54707,0.4525436,0.2048084,0.2477352
50,0.09156594,0.23147649,"('clumsy', 'skillful')",-0.7462882,-0.4900967,-0.3273611,-0.1293101,-0.198051
87,-0.08666316,0.15469731,"('unsuccessful', 'successful')",1.2231711,1.4459208,0.568254,0.8003091,-0.2320551
5,-0.03961353,0.07684699,"('distant', 'outgoing')",-0.30069518,0.11064974,-0.1701544,0.0937484,-0.2639028
14,-0.033472963,0.13331144,"('antisocial', 'social')",0.81135964,0.61245227,0.3889433,0.3728819,0.0160614
37,-0.031679302,-0.21986383,"('fake', 'genuine')",0.5488819,0.50021416,0.2586013,0.1401752,0.1184261
58,-0.027148332,-0.40702102,"('undiscriminating', 'discriminating')",0.77471334,0.16146044,0.3737825,-0.1227803,0.4965628
61,0.012261232,0.0833509,"('illogical', 'logical')",0.66458833,0.6961735,0.3384248,0.3897622,-0.0513374
80,-0.008093715,0.0026117563,"('dominated', 'dominating')",0.3705747,0.16968486,0.1812405,0.0861483,0.0950922
40,0.005744513,-0.2793736,"('stingy', 'generous')",-1.3478866,-1.6973009,-0.6710711,-0.9883373,0.3172662
