,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
39,2.566564,2.6527958,"('exploitative', 'cooperative')",0.094332874,0.13514088,0.46165454,0.2902342,1.0408505,1.0260569,0.0147936
75,-2.399832,-2.7470012,"('meek', 'impulsive')",0.14555949,0.16815928,-0.7570326,-0.64471513,-1.0037684,-1.074519,0.0707506
24,2.1490664,2.2325697,"('dishonest', 'honest')",0.44294286,0.36662525,0.57051396,0.6579642,1.0541744,1.0857197,-0.0315453
74,2.0499034,2.0259945,"('undedicated', 'dedicated')",-0.23273598,-0.32174522,-0.25729716,-0.45753586,0.5199567,0.4155712,0.1043855
12,1.8577987,2.160554,"('unsupportive', 'supportive')",0.7033958,0.68973744,-1.4872961,-1.584215,0.3579661,0.4220254,-0.0640593
26,1.8107737,1.2019861,"('hardhearted', 'benevolent')",1.0997531,0.77876014,1.7534827,1.5900074,1.5546699,1.1902512,0.3644187
71,1.6998315,1.3713083,"('diffident', 'self-confident')",1.5289253,1.4854382,0.5531518,0.58073825,1.2606363,1.1458283,0.114808
10,1.6462078,2.068278,"('unsympathetic', 'sympathetic')",-0.7953239,-0.7788231,-0.009453509,-0.1550263,0.2804768,0.3781429,-0.0976661
7,1.6287205,1.8272877,"('insensitive', 'sensitive')",0.9452095,1.0392674,0.9952807,0.924022,1.1897369,1.2635257,-0.0737888
60,1.6092436,2.6278245,"('inefficient', 'efficient')",1.3042343,1.5779121,0.13680126,0.30705693,1.0167597,1.5042645,-0.4875048
21,1.5870211,2.116298,"('immoral', 'moral')",1.0993595,1.060935,-0.09753385,-0.23358974,0.8629489,0.9812144,-0.1182655
43,1.5666921,2.0796158,"('irresponsible', 'responsible')",0.7859665,0.91094947,0.697692,0.7367257,1.0167836,1.2424304,-0.2256468
16,-1.5096117,-1.9647027,"('unpopular', 'popular')",0.03545782,0.030622773,0.23138615,0.11086955,-0.4142559,-0.6077368,0.1934809
61,1.5061165,1.4443338,"('illogical', 'logical')",1.0797808,1.0186706,0.83241594,0.62146515,1.1394378,1.0281565,0.1112813
30,1.4964789,1.7863133,"('intolerant', 'tolerant')",0.55984896,0.5680079,0.39478108,0.41594326,0.8170363,0.9234215,-0.1063852
69,-1.4681015,-1.9244343,"('lazy', 'industrious')",1.2202638,1.1334683,-0.9332238,-0.94498366,-0.3936872,-0.5786499,0.1849627
72,1.420345,1.8302327,"('unambitious', 'ambitious')",0.9579556,0.967663,-0.48649034,-0.23879802,0.6306034,0.8530326,-0.2224292
31,-1.3634714,-2.3498616,"('evil', 'good')",-0.61331797,-0.97358996,-1.3591071,-1.4081349,-1.1119655,-1.5771955,0.46523
32,1.3115417,1.4812163,"('unkind', 'kind')",-0.1573381,-0.16212076,0.8445704,0.96519536,0.666258,0.7614303,-0.0951723
9,1.2950737,0.67107975,"('unaffectionate', 'caring')",0.43389964,0.3577746,0.9288153,1.0841725,0.8859296,0.7043423,0.1815873
13,1.2753307,1.6848972,"('impolite', 'polite')",-0.37306175,-0.36576915,-0.4656384,-0.5632063,0.1455435,0.2519739,-0.1064304
76,1.2266179,1.8793708,"('anxious', 'daring')",-0.40459356,-0.25956413,0.13317844,0.074011676,0.3184009,0.5646061,-0.2462052
70,1.2212588,1.7251258,"('lethargic', 'energetic')",0.27918056,0.3059681,0.7523316,0.69452703,0.7509236,0.9085402,-0.1576166
23,1.1979258,1.6408226,"('insincere', 'sincere')",-0.56720763,-0.47198153,5.117699,5.5775404,1.9161391,2.2487939,-0.3326548
65,1.1763569,2.034648,"('insecure', 'secure')",0.020330936,0.13579631,0.26146477,0.367996,0.4860508,0.8461467,-0.3600959
55,1.1761582,1.8637325,"('incompetent', 'clever')",-0.6515898,-0.56454945,0.53294307,0.39213735,0.3525038,0.5637735,-0.2112697
42,1.1127307,1.0991167,"('unreliable', 'reliable')",0.24307746,0.3282535,-2.0137057,-2.0969577,-0.2192992,-0.2231958,0.0038966
56,1.0683147,1.6756595,"('impractical', 'practical')",0.6974022,0.7147323,-0.5502911,-0.47460872,0.4051419,0.6385944,-0.2334525
37,1.0382832,1.2968333,"('fake', 'genuine')",0.19128841,0.091924995,-0.052815683,0.14094634,0.392252,0.5099016,-0.1176496
6,-1.0204966,-2.0006075,"('distant', 'open')",-0.04749883,-0.21322803,-0.74655885,-0.6232749,-0.6048514,-0.9457035,0.3408521
44,-1.0083925,-0.77631074,"('prejudiced', 'unprejudiced')",-0.5368272,-0.37166992,-1.242722,-1.2158488,-0.9293139,-0.7879432,-0.1413707
64,0.994246,1.1913041,"('shy', 'confident')",0.81810975,0.82445526,-5.3389797,-5.825827,-1.1755413,-1.2700226,0.0944813
80,0.9793271,1.5950547,"('dominated', 'dominating')",-0.08532131,0.12249105,0.014707305,-0.19193786,0.3029044,0.5085359,-0.2056315
86,0.9359045,1.033423,"('uninfluential', 'influential')",0.79763675,0.4676641,-0.06749457,-0.3076746,0.5553489,0.3978042,0.1575447
