,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,2.2367918,2.249405,"('exploitative', 'cooperative')",0.43714723,0.56337214,1.3369695,1.4063885,-0.069419
61,2.0524657,2.0102842,"('illogical', 'logical')",0.86327666,0.8217322,1.4578712,1.4160082,0.041863
53,1.8920578,2.161927,"('uncreative', 'creative')",0.7057901,0.886518,1.298924,1.5242225,-0.2252985
85,1.784906,2.063195,"('insignificant', 'prestigious')",-0.61576986,-0.031144172,0.5845681,1.0160254,-0.4314573
9,1.7332053,1.867795,"('unaffectionate', 'caring')",0.47281414,0.5285204,1.1030097,1.1981577,-0.095148
26,1.620936,1.857142,"('hardhearted', 'benevolent')",1.1386383,1.3804744,1.3797872,1.6188083,-0.2390211
84,1.5699909,1.6483812,"('inferior', 'superior')",1.3742815,1.60197,1.4721363,1.6251756,-0.1530393
1,1.5647359,1.8412435,"('unfriendly', 'friendly')",0.6561305,0.81250286,1.1104332,1.3268732,-0.21644
6,1.5438969,1.805507,"('distant', 'open')",-1.4293004,-1.0261571,0.0572982,0.3896749,-0.3323767
23,1.541919,1.1939893,"('insincere', 'sincere')",5.6172466,5.044471,3.5795827,3.11923,0.4603527
81,-1.5232159,-1.8567175,"('submissive', 'aggressive')",-0.12494039,-0.79854596,-0.8240781,-1.3276317,0.5035536
54,1.4862694,1.577007,"('incapable', 'capable')",0.6841936,0.82593656,1.0852315,1.2014718,-0.1162403
71,1.4258758,1.4572201,"('diffident', 'self-confident')",0.10144749,0.26383057,0.7636616,0.8605253,-0.0968637
5,1.3895042,1.631562,"('distant', 'outgoing')",-1.1778141,-0.73787844,0.105845,0.4468418,-0.3409968
44,-1.3140397,-1.3124691,"('prejudiced', 'unprejudiced')",-1.3972374,-1.2993045,-1.3556385,-1.3058867,-0.0497518
70,-1.1930599,-1.502246,"('lethargic', 'energetic')",0.77087605,0.34254998,-0.2110919,-0.5798481,0.3687562
4,-1.1582849,-0.9753378,"('disliked', 'liked')",-5.741321,-5.219298,-3.4498029,-3.0973179,-0.352485
8,1.1418253,1.3846831,"('unaffectionate', 'affectionate')",-0.37564403,-0.22261745,0.3830906,0.5810329,-0.1979423
45,-1.1048839,-1.1850516,"('incompetent', 'competent')",-0.35077697,-0.64598364,-0.7278304,-0.9155176,0.1876872
25,1.0987325,1.2326645,"('egoistic', 'altruistic')",0.6140176,0.8611177,0.856375,1.0468911,-0.1905161
33,1.0395956,1.1128787,"('wrong', 'right')",-1.0170014,-0.8128157,0.0112971,0.1500315,-0.1387344
0,-1.0075697,-1.1232631,"('unsociable', 'sociable')",0.15390776,-0.3102483,-0.4268309,-0.7167557,0.2899248
57,-0.9971687,-0.9397263,"('unimaginative', 'imaginative')",-2.4266164,-2.375052,-1.7118926,-1.6573892,-0.0545034
24,0.9946491,0.817667,"('dishonest', 'honest')",1.0307287,0.7585765,1.0126889,0.7881218,0.2245671
27,-0.94934005,-0.7165597,"('hardhearted', 'softhearted')",-0.50384,-0.502408,-0.72659,-0.6094838,-0.1171062
14,-0.9411408,-1.0350271,"('antisocial', 'social')",0.16112515,-0.026666787,-0.3900078,-0.530847,0.1408392
37,-0.93917954,-1.0677795,"('fake', 'genuine')",-0.097136825,-0.25404555,-0.5181582,-0.6609125,0.1427543
83,0.93424594,0.84623337,"('powerless', 'powerful')",0.021910977,0.070574015,0.4780785,0.4584037,0.0196748
3,-0.92461944,-0.92539454,"('repellent', 'pleasant')",1.0894773,0.93932474,0.0824289,0.0069651,0.0754638
42,-0.9243919,-1.1297157,"('unreliable', 'reliable')",-2.463507,-2.788981,-1.6939495,-1.9593483,0.2653988
10,-0.9211563,-0.90754265,"('unsympathetic', 'sympathetic')",-0.011862256,-0.46248263,-0.4665093,-0.6850126,0.2185033
12,0.91948056,0.84797436,"('unsupportive', 'supportive')",-1.6104661,-1.746113,-0.3454928,-0.4490693,0.1035765
74,0.8955757,0.8138601,"('undedicated', 'dedicated')",0.2885319,0.12144136,0.5920538,0.4676507,0.1244031
59,0.85867435,1.0013784,"('foolish', 'wise')",-0.62785316,-0.3586604,0.1154106,0.321359,-0.2059484
62,0.6973611,0.41346017,"('incompetent', 'brilliant')",0.9253478,0.54960954,0.8113545,0.4815348,0.3298197
76,-0.67158026,-1.0884393,"('anxious', 'daring')",0.2793427,-0.21110816,-0.1961188,-0.6497738,0.453655
2,0.665617,0.6455619,"('unlikable', 'likable')",0.8044408,0.813998,0.7350289,0.72978,0.0052489
86,0.6617859,0.5466222,"('uninfluential', 'influential')",0.024276394,-0.1711146,0.3430311,0.1877538,0.1552773
80,-0.5936952,-1.0370047,"('dominated', 'dominating')",-0.34235168,-0.82267874,-0.4680234,-0.9298418,0.4618184
56,0.57421684,0.16267022,"('impractical', 'practical')",0.33988848,0.08849182,0.4570526,0.125581,0.3314716
82,-0.56934005,-0.6511192,"('poor', 'rich')",5.489598,4.9803157,2.4601288,2.1645982,0.2955306
11,0.5643874,0.18745647,"('unhelpful', 'helpful')",2.976075,2.433359,1.7702311,1.3104076,0.4598235
73,0.55510086,0.6352168,"('helpless', 'self-reliant')",-3.0738068,-2.803333,-1.2593529,-1.0840582,-0.1752947
75,-0.5519583,-0.356435,"('meek', 'impulsive')",-0.5281279,-0.23805104,-0.5400431,-0.297243,-0.2428001
66,-0.54352236,-0.543318,"('inactive', 'active')",-0.22220401,-0.055775397,-0.3828632,-0.2995467,-0.0833165
38,0.5119271,0.33915815,"('untruthful', 'truthful')",0.27982208,0.22857518,0.3958746,0.2838667,0.1120079
65,-0.49853784,-0.62365186,"('insecure', 'secure')",0.19141118,-0.22650789,-0.1535633,-0.4250799,0.2715166
32,0.4926384,0.38807294,"('unkind', 'kind')",0.9145822,0.6117888,0.7036103,0.4999309,0.2036794
