,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
82,-0.79881984,-0.92953146,"('poor', 'rich')",0.21944404,0.026839007,6.804244,6.549038,2.0749561,1.8821152,0.1928409
66,-0.71726227,-0.3398916,"('inactive', 'active')",-1.1991664,-1.0719978,-0.054702193,0.182087,-0.6570436,-0.4099341,-0.2471095
38,-0.7008047,-0.779141,"('untruthful', 'truthful')",0.11154146,0.080985025,-0.046170965,-0.005232036,-0.2118114,-0.2344627,0.0226513
2,0.6895026,0.7681982,"('unlikable', 'likable')",1.3059368,1.2159972,0.57283944,0.71587193,0.8560929,0.9000225,-0.0439296
16,-0.67927194,-0.5618336,"('unpopular', 'popular')",-0.41151762,-0.32558393,0.20006405,0.25670224,-0.2969085,-0.2102384,-0.0866701
3,0.6546488,0.43318796,"('repellent', 'pleasant')",0.31021374,0.12706804,1.2668678,1.1157279,0.7439101,0.5586613,0.1852488
36,-0.6365157,-0.38718903,"('hostile', 'amicable')",-1.2334352,-1.1683434,-1.2233745,-1.0836436,-1.0311084,-0.8797253,-0.1513831
62,0.63257635,0.41828114,"('incompetent', 'brilliant')",1.026696,0.95077604,0.98765796,0.9415598,0.8823101,0.7702057,0.1121044
28,-0.611484,-0.8849791,"('disloyal', 'loyal')",0.4753689,0.28294042,1.3400681,1.0441421,0.4013177,0.1473678,0.2539499
47,-0.60205615,-0.57516086,"('stupid', 'smart')",0.6601686,0.52829397,5.349213,5.403301,1.8024419,1.785478,0.0169639
72,-0.5840175,-0.49642274,"('unambitious', 'ambitious')",0.41451547,0.50912815,-0.4601693,-0.32535234,-0.2098904,-0.1042156,-0.1056748
32,-0.5805483,-0.70720196,"('unkind', 'kind')",0.23348068,0.12208991,1.000051,0.9745,0.2176611,0.129796,0.0878651
27,-0.53252053,-0.4227413,"('hardhearted', 'softhearted')",-0.040011,0.09633552,0.50203156,0.83420175,-0.0235,0.1692653,-0.1927653
78,-0.5188834,-0.41785854,"('nonresilient', 'resilient')",0.66107017,0.7438345,0.3608274,0.51541966,0.1676714,0.2804652,-0.1127938
24,-0.50515914,-0.44435158,"('dishonest', 'honest')",0.6928291,0.788286,0.4389681,0.6226524,0.2088794,0.3221956,-0.1133162
52,-0.50161576,-0.40626422,"('irrational', 'rational')",-0.698099,-0.65689754,-0.5690741,-0.4226668,-0.5895963,-0.4952762,-0.0943201
77,-0.496809,-0.49401817,"('unmotivated', 'motivated')",0.9028561,0.7800592,-1.0558234,-1.0954115,-0.2165921,-0.2697902,0.0531981
15,-0.46411896,-0.33396277,"('boring', 'funny')",-0.2089585,-0.18599328,-0.39902472,-0.32513663,-0.3573674,-0.2816976,-0.0756698
37,0.4575068,0.4951392,"('fake', 'genuine')",0.2905957,0.35364753,0.06639321,0.19946538,0.2714986,0.3494174,-0.0779188
84,0.45394486,0.4886589,"('inferior', 'superior')",0.37589705,0.33308542,0.79252005,0.73842496,0.5407873,0.5200564,0.0207309
48,0.43367243,0.18689252,"('unintelligent', 'intelligent')",1.3696561,1.2688377,0.777689,0.66686827,0.8603392,0.7075328,0.1528064
21,0.42696896,0.25539666,"('immoral', 'moral')",1.7371937,1.6439887,0.13019197,0.047061063,0.7647849,0.6488155,0.1159694
35,0.40352127,0.62742525,"('corrupt', 'incorrupt')",-0.9478628,-0.80012006,-1.3461374,-1.1169746,-0.6301597,-0.4298898,-0.2002699
12,-0.3936772,-0.38335812,"('unsupportive', 'supportive')",0.85272264,0.9063386,-2.0470526,-1.8122473,-0.5293357,-0.4297556,-0.0995801
63,-0.38730356,-0.6280429,"('unperceptive', 'insightful')",0.92263496,0.722161,0.85743326,0.86480725,0.4642549,0.3196418,0.1446131
51,-0.38446677,-0.3468645,"('uneducated', 'educated')",0.32789955,0.23988426,1.0242505,1.045282,0.3225611,0.3127673,0.0097938
69,0.36563954,0.6816958,"('lazy', 'industrious')",0.40507197,0.5066083,-1.5793283,-1.327301,-0.2695389,-0.0463323,-0.2232066
34,0.3533219,0.18142757,"('mean', 'honorable')",0.6248685,0.4908966,5.743288,5.578139,2.2404928,2.0834877,0.1570051
41,-0.34665912,-0.3847891,"('unforgiving', 'forgiving')",-0.30946416,-0.35069007,-0.30575952,-0.17119111,-0.3206276,-0.3022234,-0.0184042
46,0.33714038,-0.039617255,"('uncompetitive', 'competitive')",0.7073289,0.53674513,-0.19201213,-0.38004744,0.2841524,0.0390268,0.2451256
74,-0.33640176,-0.34282812,"('undedicated', 'dedicated')",0.25606322,0.3193599,-0.40753457,-0.24665743,-0.1626244,-0.0900419,-0.0725825
60,-0.31888303,-0.74630415,"('inefficient', 'efficient')",2.251915,2.0023408,0.72228515,0.489917,0.8851057,0.5819846,0.3031211
20,-0.3143756,-0.26279056,"('rough', 'thoughtful')",0.107929245,0.10316188,0.24338783,0.31878734,0.0123138,0.0530529,-0.0407391
58,0.31381112,0.21103708,"('undiscriminating', 'discriminating')",0.7594897,0.70906645,0.1214052,0.02018978,0.3982354,0.3134311,0.0848043
40,0.3087254,0.6523291,"('stingy', 'generous')",0.41490877,0.6423257,-2.3027654,-1.9556214,-0.5263771,-0.2203222,-0.3060549
56,-0.3086669,-0.74103147,"('impractical', 'practical')",1.471087,1.2718612,-0.15127002,-0.35137853,0.33705,0.0598171,0.2772329
39,0.29682297,-0.110054806,"('exploitative', 'cooperative')",-0.050004143,-0.177954,0.072407365,-0.101977795,0.1064087,-0.1299955,0.2364042
75,0.27996427,0.4760703,"('meek', 'impulsive')",-0.4652513,-0.41200638,-0.7663603,-0.6851486,-0.3172158,-0.2070282,-0.1101876
70,-0.25789377,-0.32767045,"('lethargic', 'energetic')",0.4206151,0.3839,0.5578749,0.40737823,0.2401988,0.1545359,0.0856629
59,-0.2548774,-0.1228914,"('foolish', 'wise')",0.630293,0.65117806,-0.5254222,-0.23392801,-0.0500022,0.0981196,-0.1481218
22,-0.25098222,-0.20442224,"('untrustworthy', 'trustworthy')",-0.48894984,-0.5073858,-0.53854495,-0.480605,-0.426159,-0.397471,-0.028688
64,0.25059977,0.44159853,"('shy', 'confident')",1.0191032,0.98188215,-5.956162,-5.96898,-1.562153,-1.5151663,-0.0469867
7,0.23963471,0.13683438,"('insensitive', 'sensitive')",0.95993155,0.92205465,0.64844286,0.7642368,0.616003,0.6077086,0.0082944
44,0.20439371,0.037162945,"('prejudiced', 'unprejudiced')",-0.42276463,-0.38584006,-1.4425781,-1.6464221,-0.5536497,-0.6650331,0.1113834
23,-0.16557384,-0.7177579,"('insincere', 'sincere')",0.46281824,0.17457867,6.4011183,6.110056,2.2327876,1.8556256,0.377162
4,-0.16025034,0.14291376,"('disliked', 'liked')",0.40883228,0.5512823,-6.75297,-6.6429887,-2.1681294,-1.9829308,-0.1851986
68,0.15985894,-0.08032377,"('dependent', 'independent')",0.20943478,0.09232885,-0.37565222,-0.4822597,-0.0021195,-0.1567515,0.154632
25,-0.15104395,0.06309016,"('egoistic', 'altruistic')",0.8338606,0.95032465,0.78856635,0.99375933,0.490461,0.6690581,-0.1785971
50,-0.13035445,-0.118218176,"('clumsy', 'skillful')",-0.42149988,-0.474462,0.2726598,0.2478799,-0.0930648,-0.1149334,0.0218686
65,0.12913892,-0.35912415,"('insecure', 'secure')",0.6500956,0.3961715,0.6326068,0.26361826,0.4706138,0.1002219,0.3703919
55,-0.12548201,-0.3791709,"('incompetent', 'clever')",0.31825522,0.17756996,0.92571384,0.7089187,0.372829,0.1691059,0.2037231
67,0.12413074,0.041266378,"('doubtful', 'determined')",-0.30016375,-0.41933674,-0.59409994,-0.6315853,-0.256711,-0.3365519,0.0798409
83,-0.1132205,-0.18221357,"('powerless', 'powerful')",1.0579894,1.0016456,-0.79474163,-0.9373474,0.0500091,-0.0393051,0.0893142
11,0.10287215,-0.3612926,"('unhelpful', 'helpful')",0.7308991,0.47767597,2.3500395,2.1022515,1.0612702,0.7395449,0.3217253
42,-0.097470105,-0.016843207,"('unreliable', 'reliable')",-0.12238288,-0.1266966,-3.0197837,-3.102012,-1.0798789,-1.0818506,0.0019717
49,-0.092738315,-0.32916757,"('unable', 'able')",0.2141129,0.12085411,0.14925086,0.12521783,0.0902085,-0.0276985,0.117907
81,0.09110227,-0.23183753,"('submissive', 'aggressive')",1.94567,1.6700853,-0.13745612,-0.38807952,0.6331054,0.3500561,0.2830493
17,-0.076045014,-0.050816864,"('nasty', 'nice')",-0.9805229,-0.9668106,-0.727522,-0.65031314,-0.5946966,-0.5559802,-0.0387164
13,-0.07206126,-0.28066048,"('impolite', 'polite')",0.29346892,0.119098745,-0.1289624,-0.3640501,0.0308151,-0.1752039,0.206019
14,0.03735318,-0.16988009,"('antisocial', 'social')",1.5452203,1.354528,0.61775726,0.3510026,0.7334436,0.5118835,0.2215601
30,-0.03520659,-0.34468606,"('intolerant', 'tolerant')",1.0921327,0.8580709,0.9200123,0.6880094,0.6589795,0.4004647,0.2585148
87,-0.033475325,-0.09935221,"('unsuccessful', 'successful')",0.299828,0.224779,1.4282491,1.4331831,0.5648673,0.5195366,0.0453307
29,-0.031846076,0.12203391,"('unfair', 'fair')",-0.35721016,-0.31101328,-0.33499604,-0.10118219,-0.2413508,-0.0967205,-0.1446303
33,0.018978864,0.39071864,"('wrong', 'right')",0.6548666,0.8734701,-1.276719,-0.84220904,-0.2009579,0.1406599,-0.3416178
