,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.8642621,-1.9110366,"('uninfluential', 'influential')",-0.41906372,-0.5672647,-1.141663,-1.2391506,0.0974876
10,-1.6668262,-1.5834429,"('unsympathetic', 'sympathetic')",-0.32150224,-0.33135557,-0.9941642,-0.9573992,-0.036765
45,-1.3714308,-1.2893943,"('incompetent', 'competent')",-0.24385902,-0.28521073,-0.8076449,-0.7873025,-0.0203424
19,-1.3435665,-1.40658,"('inhospitable', 'hospitable')",-0.7642752,-0.7452343,-1.0539209,-1.0759071,0.0219862
38,-1.3313581,-1.2470211,"('untruthful', 'truthful')",-0.49923125,-0.38910356,-0.9152946,-0.8180623,-0.0972323
9,-1.3136408,-1.5307031,"('unaffectionate', 'caring')",0.96656305,0.76357114,-0.1735389,-0.383566,0.2100271
46,-1.3046435,-0.9377143,"('uncompetitive', 'competitive')",-0.95868117,-0.76770943,-1.1316624,-0.8527119,-0.2789505
1,-1.2197129,-1.4651893,"('unfriendly', 'friendly')",1.5259871,1.2212836,0.1531371,-0.1219529,0.27509
63,-1.20414,-1.2511942,"('unperceptive', 'insightful')",0.45290673,0.3198235,-0.3756166,-0.4656854,0.0900688
11,-1.1975576,-0.82970625,"('unhelpful', 'helpful')",1.3305653,1.6600368,0.0665039,0.4151653,-0.3486614
0,-1.1828197,-0.8633378,"('unsociable', 'sociable')",-0.053405136,0.072672606,-0.6181124,-0.3953326,-0.2227798
73,1.1604296,1.1088933,"('helpless', 'self-reliant')",-2.901922,-3.0968282,-0.8707462,-0.9939675,0.1232213
43,-1.1395346,-0.85791373,"('irresponsible', 'responsible')",0.25529093,0.44578612,-0.4421218,-0.2060638,-0.236058
53,-1.130666,-1.2353257,"('uncreative', 'creative')",0.47295263,0.29484856,-0.3288567,-0.4702386,0.1413819
12,-1.0927287,-1.3024895,"('unsupportive', 'supportive')",-1.9609344,-2.1103442,-1.5268316,-1.7064168,0.1795852
69,1.0484786,0.7901562,"('lazy', 'industrious')",-0.31927264,-0.5676298,0.364603,0.1112632,0.2533398
23,-1.0091691,-0.8449159,"('insincere', 'sincere')",5.276052,5.6777678,2.1334414,2.4164259,-0.2829845
8,-0.997556,-1.2651316,"('unaffectionate', 'affectionate')",0.5888948,0.3235693,-0.2043306,-0.4707811,0.2664505
52,-0.99576604,-0.9195478,"('irrational', 'rational')",0.1729435,-0.031838793,-0.4114113,-0.4756933,0.064282
61,-0.97545683,-0.5984536,"('illogical', 'logical')",0.4435425,0.58095473,-0.2659572,-0.0087494,-0.2572078
28,-0.94993293,-0.73770404,"('disloyal', 'loyal')",0.7962287,1.0016977,-0.0768521,0.1319968,-0.2088489
6,-0.9470884,-1.1511819,"('distant', 'open')",-0.8421433,-1.0855508,-0.8946159,-1.1183664,0.2237505
39,0.92099655,1.116721,"('exploitative', 'cooperative')",0.2979041,0.46508145,0.6094503,0.7909012,-0.1814509
44,0.91091436,1.0793494,"('prejudiced', 'unprejudiced')",-1.2748848,-1.2549002,-0.1819852,-0.0877754,-0.0942098
70,-0.8367782,-0.83464503,"('lethargic', 'energetic')",0.018405639,0.047014836,-0.4091863,-0.3938151,-0.0153712
16,-0.83615226,-0.70436645,"('unpopular', 'popular')",0.2244164,0.2917502,-0.3058679,-0.2063081,-0.0995598
3,-0.8131005,-0.6744597,"('repellent', 'pleasant')",0.74393344,0.9061981,-0.0345835,0.1158692,-0.1504527
24,-0.8088414,-0.6720396,"('dishonest', 'honest')",0.22706899,0.2814446,-0.2908862,-0.1952975,-0.0955887
78,-0.7909873,-0.9211197,"('nonresilient', 'resilient')",0.4256305,0.26553917,-0.1826784,-0.3277903,0.1451119
72,-0.7722166,-0.74353534,"('unambitious', 'ambitious')",-0.57769775,-0.40413073,-0.6749572,-0.573833,-0.1011242
57,-0.7592604,-0.7975738,"('unimaginative', 'imaginative')",-2.6200233,-2.7544603,-1.6896418,-1.7760171,0.0863753
13,-0.7301069,-0.46694386,"('impolite', 'polite')",-0.9699046,-0.7193004,-0.8500057,-0.5931221,-0.2568836
82,-0.7284649,-0.41219926,"('poor', 'rich')",5.679475,6.036852,2.4755049,2.8123264,-0.3368215
36,-0.703847,-0.68237865,"('hostile', 'amicable')",-0.17655005,-0.37675357,-0.4401985,-0.5295661,0.0893676
77,-0.69330186,-0.50985235,"('unmotivated', 'motivated')",-1.1323335,-1.0082554,-0.9128177,-0.7590538,-0.1537639
66,-0.68968314,-0.8426629,"('inactive', 'active')",-0.04095696,-0.34603393,-0.3653201,-0.5943484,0.2290283
54,-0.6304515,-0.5155909,"('incapable', 'capable')",0.4768771,0.6522353,-0.0767872,0.0683222,-0.1451094
85,-0.6212412,-0.75705224,"('insignificant', 'prestigious')",0.0064043202,-0.12501828,-0.3074184,-0.4410353,0.1336169
55,-0.6132843,-0.31313393,"('incompetent', 'clever')",0.48617706,0.6987515,-0.0635536,0.1928088,-0.2563624
47,-0.60948664,-0.3095419,"('stupid', 'smart')",4.96099,5.3047266,2.1757517,2.4975924,-0.3218407
71,-0.5566138,-0.76829785,"('diffident', 'self-confident')",0.393488,0.33432496,-0.0815629,-0.2169864,0.1354235
79,-0.55262864,-0.58747095,"('wavering', 'unwavering')",-0.67299736,-0.80860066,-0.612813,-0.6980358,0.0852228
26,0.5385598,0.3678286,"('hardhearted', 'benevolent')",1.9263766,1.7517442,1.2324681,1.0597863,0.1726818
62,-0.5273921,-0.27133834,"('incompetent', 'brilliant')",0.18915708,0.48006305,-0.1691175,0.1043624,-0.2734799
51,-0.51963556,-0.46544346,"('uneducated', 'educated')",0.26802063,0.32833478,-0.1258075,-0.0685543,-0.0572532
