,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
33,0.8916386,0.21328314,"('wrong', 'right')",-0.28579044,-0.47715437,0.2771962,-0.1117691,-0.5580995,-0.6685389,0.0812362,-0.2610448,0.342281
25,0.87330896,0.40391213,"('egoistic', 'altruistic')",0.21277456,-0.06681509,-0.9684603,-1.1086745,1.2687725,0.87336385,0.3465989,0.0254466,0.3211523
27,-0.8648172,-1.0537881,"('hardhearted', 'softhearted')",-1.1615618,-1.1026467,-0.3773427,-0.4740907,0.73484224,1.0017132,-0.4172199,-0.4072031,-0.0100168
57,-0.8617876,0.044139266,"('unimaginative', 'imaginative')",-0.49848732,-0.16376996,-0.7443662,0.07046487,-2.6780236,-2.3638003,-1.1956662,-0.6032415,-0.5924247
47,-0.84172475,-0.3109505,"('stupid', 'smart')",0.21511641,0.2100933,-0.63771296,-0.42791402,4.7620015,5.0550575,0.87442,1.1315715,-0.2571515
87,0.8371959,0.57393074,"('unsuccessful', 'successful')",2.3075457,2.3116744,0.5345065,0.62104,0.9540173,1.1424463,1.1583164,1.1622729,-0.0039565
46,-0.82762384,0.3408776,"('uncompetitive', 'competitive')",1.0150459,1.1706953,-1.0968504,-0.35137737,-0.6529537,-0.21006207,-0.3905955,0.2375333,-0.6281288
88,-0.8259528,-0.47177616,"('low', 'eminent')",-0.17987905,-0.11810241,-1.3545368,-1.1849065,-0.48312417,-0.3026359,-0.7108732,-0.5193552,-0.191518
34,-0.81309927,-0.9869862,"('mean', 'honorable')",-0.35663706,-0.40313387,-0.30150023,-0.3643704,4.8637166,4.9766645,0.84812,0.8055435,0.0425765
28,-0.7669484,0.041326966,"('disloyal', 'loyal')",-0.49516118,-0.23938721,-2.1243935,-1.5144317,0.596282,1.0077785,-0.6975552,-0.1761784,-0.5213768
73,0.7356924,0.3796066,"('helpless', 'self-reliant')",0.31587768,0.4430393,1.0451077,1.1967793,-2.9507432,-3.2467077,-0.2135164,-0.3068206,0.0933042
11,-0.71761537,-0.20637876,"('unhelpful', 'helpful')",-0.78958195,-0.6597431,-1.2214566,-0.7704505,1.6150904,1.9960378,-0.2783909,0.0898664,-0.3682573
5,-0.70581156,-1.2846882,"('distant', 'outgoing')",-0.7120485,-0.47989684,0.5041811,0.387529,-0.62915254,-0.70446813,-0.3857079,-0.520381,0.1346731
49,-0.7052867,-0.209544,"('unable', 'able')",0.069302216,0.13658652,-0.4766942,-0.12120476,-0.5385186,-0.23662488,-0.4127993,-0.1076968,-0.3051025
0,-0.6948347,-0.08948044,"('unsociable', 'sociable')",0.23032916,0.2861089,-0.87890136,-0.40594128,-0.22408643,0.347385,-0.3918733,0.034518,-0.4263913
71,0.67498493,0.20930566,"('diffident', 'self-confident')",-0.24137504,-0.20963646,0.30207542,0.34834078,0.20128462,0.24114841,0.2342425,0.1472896,0.0869529
52,-0.66193044,-1.3029704,"('irrational', 'rational')",-0.32126275,-0.44015366,0.0114182085,-0.30829602,0.08070125,-0.3331538,-0.2227684,-0.5961434,0.373375
51,-0.63696474,-0.32603365,"('uneducated', 'educated')",0.63174874,0.5086906,0.40029016,0.4970441,0.33869278,0.7886379,0.1834417,0.3670847,-0.183643
80,0.6352278,1.1590908,"('dominated', 'dominating')",0.71621895,0.6701434,0.5487331,0.80429137,-0.67675054,0.013116311,0.3058573,0.6616604,-0.3558031
22,-0.59680825,-0.17660807,"('untrustworthy', 'trustworthy')",0.2109839,0.295487,-0.7319283,-0.37610394,-0.60934603,-0.11233791,-0.4317747,-0.0923907,-0.339384
10,-0.5385779,0.6663682,"('unsympathetic', 'sympathetic')",0.09607418,0.14636248,-0.939975,-0.3638419,-0.1035516,0.6934102,-0.3715076,0.2855747,-0.6570823
19,0.5367379,0.40504634,"('inhospitable', 'hospitable')",-1.0805473,-0.7715797,0.7246724,0.8703433,-0.6403864,-0.5796065,-0.1148809,-0.0189491,-0.0959318
65,0.5300718,0.38011655,"('insecure', 'secure')",0.6910112,0.3387648,-0.102959625,-0.2567403,0.014699563,0.2167612,0.2832057,0.1697256,0.1134801
13,-0.52592355,0.3015778,"('impolite', 'polite')",-0.048779156,-0.38616374,-0.39900744,-0.19570261,-0.82674426,-0.4436217,-0.4501136,-0.1809776,-0.269136
45,-0.5011137,0.78577244,"('incompetent', 'competent')",0.054927208,0.7939281,-0.8847937,0.2745413,-0.121474445,0.4812271,-0.3631136,0.5838672,-0.9469808
55,-0.4878393,0.2395851,"('incompetent', 'clever')",0.9740629,0.821717,-0.66367275,-0.30329937,0.27125716,0.5992835,0.023452,0.3393216,-0.3158696
37,0.45103955,0.8774983,"('fake', 'genuine')",-0.24228457,-0.21545489,0.03381734,0.21726765,-0.068696536,0.18099679,0.0434689,0.265077,-0.2216081
58,-0.4224449,-0.24300665,"('undiscriminating', 'discriminating')",-0.56639194,-0.21505696,-1.1278044,-0.5792454,0.19939403,0.2649535,-0.4793118,-0.1930889,-0.2862229
59,-0.41351143,-0.81484985,"('foolish', 'wise')",-0.119513705,0.084888354,0.1295121,-0.016337879,-0.07246588,-0.13311228,-0.1189947,-0.2198529,0.1008582
61,0.40085414,0.8940438,"('illogical', 'logical')",0.31277543,0.30285752,-0.12595245,0.033079468,0.36942652,0.71311927,0.2392759,0.485775,-0.2464991
2,0.37182146,0.023122301,"('unlikable', 'likable')",0.7669416,0.60680485,-0.1628062,-0.2776427,0.5753169,0.54258305,0.3878185,0.2237169,0.1641016
35,0.36889586,-0.024340343,"('corrupt', 'incorrupt')",-0.9181536,-0.69018614,0.29972962,0.23101965,-0.9987756,-1.2874509,-0.3120759,-0.4427394,0.1306635
26,0.3642524,0.32915896,"('hardhearted', 'benevolent')",1.0575931,1.1964562,-0.6800419,-0.409819,1.7680944,1.7467766,0.6274745,0.7156432,-0.0881687
79,0.36139554,0.04731313,"('wavering', 'unwavering')",-0.14439715,0.087109424,-0.17468485,-0.13687894,-0.34966323,-0.38992178,-0.0768374,-0.0980945,0.0212571
60,-0.32792628,0.27005595,"('inefficient', 'efficient')",0.8068345,0.46136796,-0.14371383,0.24994297,-0.20641162,0.152622,0.0321957,0.2834972,-0.2513015
15,-0.32636693,-0.62405163,"('boring', 'funny')",0.2887835,0.632877,-0.23956962,-0.37425888,-0.1798736,-0.028742695,-0.1142567,-0.0985441,-0.0157126
42,0.31750375,0.3947011,"('unreliable', 'reliable')",0.97451293,0.9029464,0.5662437,0.81408376,-2.8830721,-2.7326734,-0.2562029,-0.1552355,-0.1009674
54,0.2843642,-0.27029505,"('incapable', 'capable')",-0.19523022,-0.6137082,-0.39271277,-0.5791875,1.0302066,0.9417518,0.1816569,-0.1303598,0.3120167
66,0.26571286,-0.59821355,"('inactive', 'active')",1.0673089,0.7742239,0.9944992,0.4938865,0.18198282,0.034312308,0.6273759,0.1760523,0.4513236
83,-0.25512084,-0.7212079,"('powerless', 'powerful')",-0.2686627,-0.3523081,-1.1326277,-0.9942241,-0.96718836,-0.8977309,-0.6558999,-0.7413677,0.0854678
21,-0.24950995,0.81894255,"('immoral', 'moral')",0.8303018,0.63044995,-0.387155,-0.1364904,-0.4678331,-0.25653082,-0.0685491,0.2640929,-0.332642
18,-0.2456767,-0.9217206,"('disagreeable', 'welcoming')",0.57574695,0.038125336,0.027528536,-0.41265655,-0.721349,-0.88622445,-0.0909376,-0.5456191,0.4546815
68,-0.22677708,-0.20378001,"('dependent', 'independent')",-0.33400366,-0.2965209,-0.08548862,-0.1447829,-1.1369842,-1.0758216,-0.4458134,-0.4302264,-0.015587
20,-0.22412068,-0.09339371,"('rough', 'thoughtful')",0.5678756,0.4226697,-0.5203219,-0.4211507,0.55153215,0.4358541,0.0937413,0.0859948,0.0077465
62,0.22026613,1.0422974,"('incompetent', 'brilliant')",0.037402254,0.039230864,-0.76042646,-0.1914721,0.3908334,1.0122845,-0.0279812,0.4755852,-0.5035664
81,-0.21897799,0.4296593,"('submissive', 'aggressive')",1.0526353,0.8506642,0.09067291,0.12882227,-0.44066307,-0.29376972,0.1209168,0.278844,-0.1579272
72,0.20689891,0.04864793,"('unambitious', 'ambitious')",-0.65495336,-0.93762225,-0.49458766,-0.5227463,-0.4958915,-0.20541713,-0.3596334,-0.4042844,0.044651
29,-0.20553422,-0.47676772,"('unfair', 'fair')",-0.7318088,-0.7928404,-0.10306292,-0.16909486,-0.2010482,-0.3822045,-0.3103635,-0.4552269,0.1448634
70,-0.19203976,0.7635806,"('lethargic', 'energetic')",0.31741533,0.475641,-0.19645284,0.3990801,0.44426903,1.0402552,0.0932979,0.6696392,-0.5763413
23,0.17332585,0.9556491,"('insincere', 'sincere')",-0.71296954,-0.84734315,-1.4235233,-1.0458928,5.3486323,5.7440586,0.8463663,1.201618,-0.3552517
12,0.1718907,0.4687521,"('unsupportive', 'supportive')",0.5755857,0.4596287,-0.15014008,0.14705324,-1.4973994,-1.2562407,-0.2250158,-0.0452017,-0.1798141
43,-0.1680716,0.36492366,"('irresponsible', 'responsible')",0.0035739392,-0.33608636,-0.58289677,-0.20954566,0.60631067,0.9070724,-0.0352709,0.181591,-0.2168619
77,-0.16429599,-0.043977298,"('unmotivated', 'motivated')",0.35366407,0.16487525,-0.46155533,-0.570813,-0.8583783,-0.6829721,-0.2826414,-0.2832218,0.0005804
38,-0.16400212,0.10149322,"('untruthful', 'truthful')",-1.5825874,-1.4556112,-0.9341997,-0.61468005,-0.29514724,-0.24856764,-0.743984,-0.5543414,-0.1896426
6,-0.15242788,-0.71612734,"('distant', 'open')",-0.6323856,-0.603537,0.05618754,-0.20045248,-0.627982,-0.7866533,-0.339152,-0.5766925,0.2375405
14,-0.15020268,0.42079663,"('antisocial', 'social')",1.3815413,1.1482936,0.072218806,0.3225394,0.11061584,0.23229003,0.3535433,0.5309799,-0.1774366
76,-0.1327911,0.2603862,"('anxious', 'daring')",1.8604938,1.4394753,-0.2604796,-0.20616813,-0.29260775,-0.15087381,0.2936538,0.3357049,-0.0420511
17,-0.10932854,0.15396431,"('nasty', 'nice')",0.16057649,0.5106215,-0.46072024,-0.123859555,-0.90091467,-0.5428432,-0.3275967,-0.0005292,-0.3270675
56,0.1044124,0.85383904,"('impractical', 'practical')",-0.19747114,-0.27539885,-0.25182715,0.10778035,-0.58087313,-0.40933192,-0.2314398,0.0692222,-0.300662
75,0.099206015,0.068735786,"('meek', 'impulsive')",-0.62734556,-0.29752827,0.34729138,0.64053,-0.62888426,-0.7675233,-0.2024331,-0.0889464,-0.1134867
50,-0.07445669,-0.11996112,"('clumsy', 'skillful')",1.1572253,1.4937851,0.21370989,0.3525908,0.11149806,0.15699904,0.3519942,0.4708534,-0.1188592
85,-0.07072662,-1.0631222,"('insignificant', 'prestigious')",-0.65282714,-0.66726726,-0.5413163,-0.6044953,-0.6260016,-1.2911545,-0.4727179,-0.9065098,0.4337919
8,0.06536729,-0.6027984,"('unaffectionate', 'affectionate')",-0.38492113,-0.30120307,-1.1495568,-1.2367786,0.66135114,0.8951747,-0.2019399,-0.3114013,0.1094614
3,0.05089721,0.7437348,"('repellent', 'pleasant')",0.16254681,0.075749636,-0.44687045,-0.37488395,1.0314128,0.8982837,0.1994966,0.335721,-0.1362244
7,-0.04909493,0.63813156,"('insensitive', 'sensitive')",-0.109688185,-0.16793703,-0.3202358,0.08968787,0.7052367,1.1877967,0.0565544,0.4369198,-0.3803654
44,-0.03440342,-0.6510243,"('prejudiced', 'unprejudiced')",-1.0442013,-1.3854905,1.2471051,1.0561628,-1.7020943,-2.0320919,-0.3833985,-0.7531109,0.3697124
24,0.024401821,0.8028014,"('dishonest', 'honest')",-0.55380887,-0.5492081,0.054589197,0.24846838,0.30923006,0.6763708,-0.0413969,0.2946081,-0.336005
9,-0.020034723,-0.10172906,"('unaffectionate', 'caring')",-0.61088747,-0.50238824,-1.3658787,-1.2247908,1.1423782,1.3768361,-0.2136057,-0.113018,-0.1005877
