,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
39,3.7863727,3.7420926,"('exploitative', 'cooperative')",1.5582019,1.6349676,0.16406815,0.38364488,1.8362142,1.920235,-0.0840208
60,2.2510035,2.043895,"('inefficient', 'efficient')",1.9071538,1.7555941,-0.11145221,-0.38891724,1.3489017,1.1368573,0.2120444
4,-1.9946297,-1.9815863,"('disliked', 'liked')",-0.34489068,-0.35090685,-5.8576736,-5.967306,-2.732398,-2.7665997,0.0342017
23,1.9011008,1.6410041,"('insincere', 'sincere')",0.81286955,0.86221373,5.047359,4.9961486,2.5871097,2.4997888,0.0873209
6,-1.8896818,-1.7321339,"('distant', 'open')",-0.96934444,-0.8666137,0.35810292,0.5676917,-0.8336411,-0.6770186,-0.1566225
16,-1.811484,-1.792304,"('unpopular', 'popular')",-0.5484772,-0.49156764,0.4334057,0.50070757,-0.6421851,-0.594388,-0.0477971
31,-1.5843201,-1.305578,"('evil', 'good')",-1.9810213,-1.8446,-1.0150186,-0.6390466,-1.5267866,-1.2630749,-0.2637117
76,1.5250549,1.4227743,"('anxious', 'daring')",1.3090664,1.1876078,0.4678318,0.3107495,1.100651,0.9737105,0.1269405
56,1.5008513,1.5562716,"('impractical', 'practical')",1.7124279,1.6401112,-0.03594617,-0.26802704,1.059111,0.9761186,0.0829924
65,1.4971994,1.5541486,"('insecure', 'secure')",0.69435453,0.58804905,-0.48693493,-0.4689197,0.5682064,0.5577593,0.0104471
29,-1.4421339,-1.2483288,"('unfair', 'fair')",-1.1911539,-1.1871443,-0.8695738,-0.76579696,-1.1676206,-1.06709,-0.1005306
5,-1.3650424,-1.2832154,"('distant', 'outgoing')",-0.52589804,-0.46476945,-0.2142295,-0.02843288,-0.7017233,-0.5921392,-0.1095841
20,1.3359516,1.4873773,"('rough', 'thoughtful')",0.49221146,0.724079,0.66279334,1.0321369,0.8303188,1.0811977,-0.2508789
74,1.321219,1.3387702,"('undedicated', 'dedicated')",0.9091498,0.9086619,0.55288845,0.3805718,0.9277524,0.8760013,0.0517511
71,1.3001082,1.2468178,"('diffident', 'self-confident')",2.2297862,2.1474633,0.72668403,0.63940763,1.4188595,1.3445628,0.0742967
72,1.2434152,1.268391,"('unambitious', 'ambitious')",-0.78367245,-0.70626783,-1.3690163,-1.1359879,-0.3030912,-0.1912882,-0.111803
84,1.218597,1.1969199,"('inferior', 'superior')",0.11157571,0.0921558,0.88661885,1.0379697,0.7389305,0.7756818,-0.0367513
52,-1.205027,-0.97090834,"('irrational', 'rational')",-0.94523585,-0.8757712,-0.2270256,0.1802411,-0.7924294,-0.5554795,-0.2369499
62,1.10831,1.0760466,"('incompetent', 'brilliant')",1.2028651,1.2181506,-0.24467564,-0.35038772,0.6888332,0.6479365,0.0408967
43,1.1044695,0.83517957,"('irresponsible', 'responsible')",1.6521311,1.597028,0.4146056,0.26664662,1.0570687,0.8996181,0.1574506
69,-1.0802319,-0.79964846,"('lazy', 'industrious')",0.121463716,0.21954992,-0.46972197,-0.13155843,-0.4761634,-0.237219,-0.2389444
36,-1.0513217,-0.92381084,"('hostile', 'amicable')",-1.9261365,-1.7588649,0.20379925,0.624199,-0.924553,-0.686159,-0.238394
75,-0.97937036,-0.9127618,"('meek', 'impulsive')",-1.378883,-1.3297455,-0.63808584,-0.400159,-0.9987798,-0.8808888,-0.117891
10,0.93850887,0.8933378,"('unsympathetic', 'sympathetic')",0.3759181,0.19770919,-0.6659251,-0.8592383,0.2161673,0.0772695,0.1388978
35,-0.90959233,-0.62940305,"('corrupt', 'incorrupt')",-2.196586,-1.8789521,-0.24594498,0.22602494,-1.1173744,-0.7607768,-0.3565976
7,0.87933207,0.780622,"('insensitive', 'sensitive')",0.61374503,0.48197022,0.38845226,0.2565041,0.6271764,0.5063654,0.120811
57,-0.878239,-0.9995567,"('unimaginative', 'imaginative')",-0.15211317,-0.4684452,-2.2936995,-2.5806096,-1.1080172,-1.3495372,0.24152
11,0.87366176,0.5186307,"('unhelpful', 'helpful')",0.4850357,0.39485228,1.6751502,1.4465002,1.0112825,0.7866611,0.2246214
70,0.8651253,0.81157154,"('lethargic', 'energetic')",0.7284994,0.43480006,0.6443303,0.29790318,0.745985,0.5147583,0.2312267
67,0.86346275,0.9876338,"('doubtful', 'determined')",0.14960255,0.19047245,-0.59113336,-0.5414789,0.140644,0.2122091,-0.0715651
