,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.7075353,-1.4164857,"('uninfluential', 'influential')",-0.5280514,-0.37068462,-1.1177933,-0.8935851,-0.2242082
1,-1.6768472,-1.5116068,"('unfriendly', 'friendly')",0.8298103,0.87471473,-0.4235184,-0.318446,-0.1050724
53,-1.5752385,-1.3581605,"('uncreative', 'creative')",0.236994,0.33506456,-0.6691222,-0.511548,-0.1575742
10,-1.393355,-1.166058,"('unsympathetic', 'sympathetic')",-0.22478911,-0.08585812,-0.8090721,-0.625958,-0.1831141
57,-1.3463123,-1.0782645,"('unimaginative', 'imaginative')",-3.2620718,-3.05273,-2.3041921,-2.0654974,-0.2386947
19,-1.3281727,-1.6593848,"('inhospitable', 'hospitable')",-0.88815075,-1.0502125,-1.1081617,-1.3547987,0.246637
2,1.246918,1.208759,"('unlikable', 'likable')",0.54522884,0.6210451,0.8960734,0.914902,-0.0188286
79,-1.2300875,-1.3386683,"('wavering', 'unwavering')",-0.85241175,-1.0062426,-1.0412496,-1.1724555,0.1312059
9,-1.163051,-0.89141834,"('unaffectionate', 'caring')",0.8390273,0.82168925,-0.1620119,-0.0348645,-0.1271474
31,-1.0424376,-1.0371407,"('evil', 'good')",-1.1820438,-1.1830668,-1.1122407,-1.1101038,-0.0021369
62,1.0285872,0.9927013,"('incompetent', 'brilliant')",0.81074613,0.69554764,0.9196666,0.8441244,0.0755422
76,1.0182543,0.93475556,"('anxious', 'daring')",0.10931155,0.0073189847,0.5637829,0.4710373,0.0927456
23,-1.0171434,-1.0919019,"('insincere', 'sincere')",5.8412533,5.6188064,2.412055,2.2634523,0.1486027
8,-1.0093142,-0.8710148,"('unaffectionate', 'affectionate')",0.29595923,0.29173726,-0.3566775,-0.2896388,-0.0670387
6,-0.98549765,-1.0700353,"('distant', 'open')",-0.6330507,-0.79472584,-0.8092742,-0.9323806,0.1231064
5,-0.9752462,-1.1458676,"('distant', 'outgoing')",-0.7832015,-1.028617,-0.8792238,-1.0872424,0.2080186
84,0.9741788,0.71125567,"('inferior', 'superior')",0.9165054,0.6923066,0.9453421,0.7017812,0.2435609
42,0.9443199,0.8900372,"('unreliable', 'reliable')",-3.016322,-2.8776188,-1.036001,-0.9937908,-0.0422102
78,-0.9158472,-0.8003569,"('nonresilient', 'resilient')",-0.1549089,-0.13453645,-0.535378,-0.4674467,-0.0679313
38,-0.87531006,-0.94498813,"('untruthful', 'truthful')",-0.3955005,-0.5326402,-0.6354053,-0.7388142,0.1034089
28,-0.857253,-0.7270893,"('disloyal', 'loyal')",0.9158533,0.829468,0.0293002,0.0511894,-0.0218892
39,0.8534246,1.018282,"('exploitative', 'cooperative')",0.14727217,0.23094197,0.5003484,0.624612,-0.1242636
45,-0.8490965,-0.77158314,"('incompetent', 'competent')",0.10977501,0.21425192,-0.3696607,-0.2786656,-0.0909951
36,-0.79015297,-0.8749949,"('hostile', 'amicable')",-0.5845422,-0.6152017,-0.6873476,-0.7450983,0.0577507
73,0.7297937,0.6148495,"('helpless', 'self-reliant')",-3.204102,-3.3245468,-1.2371541,-1.3548486,0.1176945
7,-0.71824676,-0.3715158,"('insensitive', 'sensitive')",0.30295032,0.4824113,-0.2076482,0.0554477,-0.2630959
12,-0.68923336,-0.43494177,"('unsupportive', 'supportive')",-2.1971138,-2.0523138,-1.4431735,-1.2436278,-0.1995457
13,-0.6737706,-0.7535793,"('impolite', 'polite')",-0.6506366,-0.76137316,-0.6622036,-0.7574762,0.0952726
60,0.6129923,0.66149294,"('inefficient', 'efficient')",0.4887707,0.45354795,0.5508815,0.5575204,-0.0066389
24,-0.6029209,-0.549659,"('dishonest', 'honest')",0.7461338,0.5597251,0.0716065,0.005033,0.0665735
54,-0.5998571,-0.5992351,"('incapable', 'capable')",0.6699218,0.5004953,0.0350324,-0.0493699,0.0844023
65,0.59750617,0.45480394,"('insecure', 'secure')",0.12222664,0.1298491,0.3598664,0.2923265,0.0675399
77,-0.5932169,-0.14372623,"('unmotivated', 'motivated')",-0.9389698,-0.9485031,-0.7660934,-0.5461147,-0.2199787
69,0.5883098,0.7508296,"('lazy', 'industrious')",-1.0170764,-0.91968906,-0.2143833,-0.0844297,-0.1299536
58,0.5774339,0.48751763,"('undiscriminating', 'discriminating')",0.37600356,0.3342518,0.4767187,0.4108847,0.065834
75,0.57591987,0.32623798,"('meek', 'impulsive')",-0.82674,-1.0280496,-0.1254101,-0.3509058,0.2254957
82,-0.57317847,-0.8620976,"('poor', 'rich')",6.456408,6.204781,2.9416149,2.6713417,0.2702732
67,0.56560653,0.39637575,"('doubtful', 'determined')",-0.5154816,-0.5603057,0.0250625,-0.081965,0.1070275
25,-0.5597865,-0.37516004,"('egoistic', 'altruistic')",0.79108405,0.95659846,0.1156488,0.2907192,-0.1750704
0,-0.5538801,-0.5137151,"('unsociable', 'sociable')",-0.23939201,-0.14499786,-0.3966361,-0.3293565,-0.0672796
35,-0.5478036,-0.85491616,"('corrupt', 'incorrupt')",-0.7499954,-0.83825517,-0.6488995,-0.8465856,0.1976861
20,0.5337821,0.41175383,"('rough', 'thoughtful')",0.9505735,0.9622665,0.7421778,0.6870102,0.0551676
72,0.53059703,0.4557805,"('unambitious', 'ambitious')",-0.08665626,-0.20287518,0.2219704,0.1264527,0.0955177
44,0.5271772,0.6530836,"('prejudiced', 'unprejudiced')",-1.2967155,-1.1859059,-0.3847691,-0.2664112,-0.1183579
63,-0.5212959,-0.5447517,"('unperceptive', 'insightful')",0.5033004,0.46402836,-0.0089977,-0.0403617,0.031364
46,-0.5153769,-0.43003425,"('uncompetitive', 'competitive')",-0.72039384,-0.7368404,-0.6178854,-0.5834373,-0.0344481
51,-0.5146338,-0.70180583,"('uneducated', 'educated')",-0.02678337,-0.08409179,-0.2707086,-0.3929488,0.1222402
11,-0.5004815,-0.5668715,"('unhelpful', 'helpful')",1.6977844,1.4771812,0.5986515,0.4551548,0.1434967
14,0.44614023,0.5505524,"('antisocial', 'social')",0.06490972,0.3466158,0.255525,0.4485841,-0.1930591
41,-0.43668726,-0.41048944,"('unforgiving', 'forgiving')",-0.111398295,0.022212505,-0.2740428,-0.1941385,-0.0799043
59,0.40089512,0.20216978,"('foolish', 'wise')",-0.06905127,-0.22227082,0.1659219,-0.0100505,0.1759724
4,-0.39470834,-0.33979818,"('disliked', 'liked')",-7.4691133,-7.425546,-3.9319108,-3.8826721,-0.0492387
3,-0.38839605,-0.21461464,"('repellent', 'pleasant')",1.1438035,1.2844257,0.3777037,0.5349056,-0.1572019
43,-0.37250462,-0.22432697,"('irresponsible', 'responsible')",0.4820945,0.5471055,0.0547949,0.1613893,-0.1065944
29,0.353817,0.067156024,"('unfair', 'fair')",-0.1020709,-0.16618404,0.125873,-0.049514,0.175387
88,-0.3477764,-0.19409277,"('low', 'eminent')",-0.59116596,-0.56843305,-0.4694712,-0.3812629,-0.0882083
49,0.32849795,0.054538775,"('unable', 'able')",-0.16080885,-0.32711226,0.0838445,-0.1362867,0.2201312
71,-0.3272339,-0.17144772,"('diffident', 'self-confident')",-0.014339833,0.080994196,-0.1707869,-0.0452268,-0.1255601
52,0.3094835,0.06851935,"('irrational', 'rational')",-0.24993837,-0.42628402,0.0297726,-0.1788823,0.2086549
32,-0.28121272,-0.21128729,"('unkind', 'kind')",0.56533337,0.5400061,0.1420603,0.1643594,-0.0222991
83,0.2745179,0.24986747,"('powerless', 'powerful')",-0.82459426,-0.80346507,-0.2750382,-0.2767988,0.0017606
50,0.22567086,0.06749637,"('clumsy', 'skillful')",-0.17363177,-0.21630448,0.0260195,-0.0744041,0.1004236
85,0.21217394,0.36904642,"('insignificant', 'prestigious')",-0.7069229,-0.56998223,-0.2473745,-0.1004679,-0.1469066
30,0.20546924,0.1311739,"('intolerant', 'tolerant')",0.87164295,0.7895207,0.5385561,0.4603473,0.0782088
66,-0.19238842,-0.008390948,"('inactive', 'active')",-0.05782728,0.123610154,-0.1251079,0.0576096,-0.1827175
21,-0.18204556,-0.117125064,"('immoral', 'moral')",-0.04270555,-0.07848106,-0.1123756,-0.0978031,-0.0145725
47,-0.18138075,-0.38447317,"('stupid', 'smart')",5.5279994,5.500992,2.6733093,2.5582592,0.1150501
15,0.17671318,-0.025299605,"('boring', 'funny')",-0.19472742,-0.40824553,-0.0090071,-0.2167726,0.2077655
56,-0.16997953,-0.17467195,"('impractical', 'practical')",-0.2250753,-0.2550492,-0.1975274,-0.2148606,0.0173332
70,-0.16689831,-0.046944637,"('lethargic', 'energetic')",0.35801947,0.41145205,0.0955606,0.1822537,-0.0866931
37,-0.16471273,-0.2156027,"('fake', 'genuine')",0.15347967,0.11366108,-0.0056165,-0.0509708,0.0453543
