,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
75,1.1008419,0.8114675,"('meek', 'impulsive')",1.3005693,1.1311742,1.2007055,0.9713209,0.2293846
3,-1.0357456,-0.84121066,"('repellent', 'pleasant')",-0.5631802,-0.5316282,-0.7994629,-0.6864194,-0.1130435
7,-1.028675,-0.9254174,"('insensitive', 'sensitive')",-1.0172305,-0.8452337,-1.0229528,-0.8853256,-0.1376272
82,-1.016999,-0.8057363,"('poor', 'rich')",0.06753607,0.27061036,-0.4747315,-0.267563,-0.2071685
18,0.99416834,0.7476774,"('disagreeable', 'welcoming')",-0.06513322,-0.2612297,0.4645176,0.2432238,0.2212938
22,-0.98886925,-0.92245185,"('untrustworthy', 'trustworthy')",-1.5935068,-1.4955083,-1.291188,-1.2089801,-0.0822079
25,0.9823312,0.694116,"('egoistic', 'altruistic')",0.72196835,0.65145457,0.8521498,0.6727853,0.1793645
44,0.91071177,0.8623503,"('prejudiced', 'unprejudiced')",1.1287072,0.96821654,1.0197095,0.9152834,0.1044261
32,-0.868505,-0.61335933,"('unkind', 'kind')",-1.032773,-0.833092,-0.950639,-0.7232257,-0.2274133
39,0.8646453,0.84649444,"('exploitative', 'cooperative')",0.6980247,0.6555337,0.781335,0.7510141,0.0303209
74,-0.8463691,-0.7944425,"('undedicated', 'dedicated')",-0.5752048,-0.3953745,-0.7107869,-0.5949085,-0.1158784
49,-0.8213496,-0.69421947,"('unable', 'able')",-0.6661253,-0.53839195,-0.7437375,-0.6163057,-0.1274318
72,-0.8089896,-0.8092673,"('unambitious', 'ambitious')",-0.45968258,-0.2046036,-0.6343361,-0.5069354,-0.1274007
65,-0.7942158,-0.5836431,"('insecure', 'secure')",-1.2034277,-0.9937541,-0.9988217,-0.7886986,-0.2101231
0,-0.7854128,-0.751285,"('unsociable', 'sociable')",-1.8076173,-1.7997537,-1.296515,-1.2755194,-0.0209956
76,-0.7415239,-0.4566872,"('anxious', 'daring')",-0.5049105,-0.37328172,-0.6232172,-0.4149845,-0.2082327
63,-0.72340673,-0.7180519,"('unperceptive', 'insightful')",-0.81226087,-0.63878417,-0.7678338,-0.678418,-0.0894158
64,-0.7065608,-0.5584695,"('shy', 'confident')",-1.7184217,-1.5185009,-1.2124913,-1.0384852,-0.1740061
1,0.68632203,0.13326697,"('unfriendly', 'friendly')",0.4488536,0.21968475,0.5675879,0.1764759,0.391112
73,0.64492244,0.5549528,"('helpless', 'self-reliant')",-0.40497637,-0.3838766,0.119973,0.0855381,0.0344349
42,0.5987796,0.599189,"('unreliable', 'reliable')",-0.49823242,-0.49685472,0.0502736,0.0511671,-0.0008935
14,-0.590289,-0.19486985,"('antisocial', 'social')",-1.1061997,-0.8255798,-0.8482444,-0.5102248,-0.3380196
34,0.5737345,0.48252806,"('mean', 'honorable')",1.6577827,1.5855485,1.1157587,1.0340383,0.0817204
12,-0.55134785,-0.6076841,"('unsupportive', 'supportive')",-1.2785628,-1.1032977,-0.9149553,-0.8554909,-0.0594644
50,-0.5435463,-0.3173298,"('clumsy', 'skillful')",-0.07538299,0.124668755,-0.3094647,-0.0963305,-0.2131342
83,0.5382599,0.5876712,"('powerless', 'powerful')",0.4335383,0.45032698,0.4858991,0.5189991,-0.0331
80,-0.53317773,-0.41385645,"('dominated', 'dominating')",-0.397655,-0.34650955,-0.4654164,-0.380183,-0.0852334
54,0.5139046,0.34551334,"('incapable', 'capable')",0.89638907,0.7533401,0.7051468,0.5494267,0.1557201
57,-0.4854298,-0.7143906,"('unimaginative', 'imaginative')",-1.6750852,-1.7751411,-1.0802575,-1.2447659,0.1645084
67,-0.45360357,-0.3298905,"('doubtful', 'determined')",-0.030910425,0.037132293,-0.242257,-0.1463791,-0.0958779
17,-0.44832504,-0.25928354,"('nasty', 'nice')",-0.5573788,-0.42263412,-0.502852,-0.3409588,-0.1618932
58,0.41515595,-0.0031140596,"('undiscriminating', 'discriminating')",-0.3779737,-0.64293903,0.0185911,-0.3230265,0.3416176
41,-0.39063653,-0.45838314,"('unforgiving', 'forgiving')",-0.75393367,-0.73501545,-0.5722851,-0.5966993,0.0244142
61,-0.36472595,-0.34485483,"('illogical', 'logical')",-0.5611225,-0.40369007,-0.4629242,-0.3742725,-0.0886517
87,0.29850346,0.38593563,"('unsuccessful', 'successful')",-0.024098665,0.09191407,0.1372024,0.2389249,-0.1017225
19,-0.2954824,-0.43763387,"('inhospitable', 'hospitable')",-0.29368085,-0.26555216,-0.2945816,-0.351593,0.0570114
29,-0.28268826,-0.47222883,"('unfair', 'fair')",-0.029393263,-0.06675842,-0.1560408,-0.2694936,0.1134528
9,-0.27580035,-0.61171544,"('unaffectionate', 'caring')",-0.39937544,-0.46604416,-0.3375879,-0.5388798,0.2012919
77,-0.23203082,-0.26490536,"('unmotivated', 'motivated')",-0.34366235,-0.40479106,-0.2878466,-0.3348482,0.0470016
8,-0.21912338,-0.5701392,"('unaffectionate', 'affectionate')",-0.29907796,-0.46033987,-0.2591007,-0.5152395,0.2561388
79,0.21499904,-0.039682705,"('wavering', 'unwavering')",0.5914275,0.5058214,0.4032133,0.2330693,0.170144
16,0.21131144,0.15249446,"('unpopular', 'popular')",-0.10436596,-0.18948025,0.0534727,-0.0184929,0.0719656
59,-0.18416855,-0.29919416,"('foolish', 'wise')",0.19610038,0.23677531,0.0059659,-0.0312094,0.0371753
78,-0.11701779,-0.13289638,"('nonresilient', 'resilient')",-0.4091529,-0.44077346,-0.2630853,-0.2868349,0.0237496
4,-0.092311025,-0.21973939,"('disliked', 'liked')",-1.3973343,-1.3684181,-0.7448227,-0.7940788,0.0492561
27,0.09094875,-0.2160429,"('hardhearted', 'softhearted')",0.04765328,-0.09980258,0.069301,-0.1579227,0.2272237
47,-0.03271455,0.06364319,"('stupid', 'smart')",0.9492795,0.99413645,0.4582825,0.5288898,-0.0706073
84,0.018495368,-0.07581303,"('inferior', 'superior')",0.33168682,0.31306702,0.1750911,0.118627,0.0564641
20,-0.0041738953,0.013840431,"('rough', 'thoughtful')",0.24447912,0.28139862,0.1201526,0.1476195,-0.0274669
