,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,male-female
49,-1.0038167,-1.0932612,"('unable', 'able')",0.013776336,-0.08671357,-0.4950202,-0.5899874,0.0949672
42,-0.9379672,-0.9746696,"('unreliable', 'reliable')",-3.4381242,-3.4191182,-2.1880457,-2.1968939,0.0088482
83,-0.9332131,-0.78881854,"('powerless', 'powerful')",-1.0252533,-1.0442834,-0.9792332,-0.916551,-0.0626822
22,-0.9210512,-0.91156733,"('untrustworthy', 'trustworthy')",-0.827267,-0.88764554,-0.8741591,-0.8996065,0.0254474
58,0.9198939,0.9434742,"('undiscriminating', 'discriminating')",0.10685076,0.15194699,0.5133724,0.5477106,-0.0343382
31,-0.8883891,-0.65432477,"('evil', 'good')",-0.61506134,-0.6221293,-0.7517252,-0.638227,-0.1134982
88,-0.87093705,-0.66975373,"('low', 'eminent')",0.33380446,0.41158652,-0.2685663,-0.1290836,-0.1394827
77,-0.8385004,-0.92297477,"('unmotivated', 'motivated')",-1.3086412,-1.3796159,-1.0735707,-1.1512953,0.0777246
57,-0.8216587,-0.81918216,"('unimaginative', 'imaginative')",-2.9528203,-2.9188821,-1.8872395,-1.8690321,-0.0182074
46,0.80549675,0.4188668,"('uncompetitive', 'competitive')",-0.82453537,-0.771166,-0.0095193,-0.1761496,0.1666303
29,-0.78031963,-0.8690182,"('unfair', 'fair')",-0.32224673,-0.33017462,-0.5512832,-0.5995964,0.0483132
0,-0.7779215,-0.8750982,"('unsociable', 'sociable')",-0.46001458,-0.4963359,-0.618968,-0.685717,0.066749
67,-0.77179015,-0.66396147,"('doubtful', 'determined')",-0.7681658,-0.60760343,-0.769978,-0.6357825,-0.1341955
85,-0.769895,-0.36941648,"('insignificant', 'prestigious')",0.48215303,0.49120545,-0.143871,0.0608945,-0.2047655
37,-0.74552375,-0.8285192,"('fake', 'genuine')",0.70111376,0.56846434,-0.022205,-0.1300274,0.1078224
7,0.73083776,0.71852046,"('insensitive', 'sensitive')",0.83526945,0.75488853,0.7830536,0.7367045,0.0463491
33,0.7274182,0.7526727,"('wrong', 'right')",-0.2650712,-0.21997792,0.2311735,0.2663474,-0.0351739
86,-0.7246302,-0.7944417,"('uninfluential', 'influential')",-0.15270902,-0.119738206,-0.4386696,-0.45709,0.0184204
71,0.7001501,0.7805937,"('diffident', 'self-confident')",0.76385236,0.82727426,0.7320012,0.803934,-0.0719328
84,0.6959021,0.89528614,"('inferior', 'superior')",0.63466126,0.78834414,0.6652817,0.8418151,-0.1765334
10,0.67704916,0.5425448,"('unsympathetic', 'sympathetic')",-0.6649246,-0.7150076,0.0060623,-0.0862314,0.0922937
40,-0.6657427,-0.70851237,"('stingy', 'generous')",-1.4464684,-1.4912816,-1.0561055,-1.099897,0.0437915
68,-0.6656807,-0.83200943,"('dependent', 'independent')",-0.20048393,-0.1484466,-0.4330823,-0.490228,0.0571457
24,0.63466537,0.59087497,"('dishonest', 'honest')",0.6145824,0.60397923,0.6246239,0.5974271,0.0271968
15,-0.62693226,-0.49726036,"('boring', 'funny')",0.5317068,0.5776003,-0.0476127,0.04017,-0.0877827
12,0.6267876,0.61081576,"('unsupportive', 'supportive')",-1.4901083,-1.4158301,-0.4316603,-0.4025072,-0.0291531
3,0.6198288,0.2963505,"('repellent', 'pleasant')",-0.057992175,-0.13402593,0.2809183,0.0811623,0.199756
56,0.58231854,0.6063383,"('impractical', 'practical')",-0.51869845,-0.39261845,0.03181,0.1068599,-0.0750499
5,-0.5751809,-0.11085127,"('distant', 'outgoing')",0.24882275,0.38364714,-0.1631791,0.1363979,-0.299577
26,0.5344255,0.9072307,"('hardhearted', 'benevolent')",1.4681056,1.5323448,1.0012655,1.2197877,-0.2185222
21,-0.52519095,-0.64670223,"('immoral', 'moral')",-0.8668777,-0.69818765,-0.6960343,-0.6724449,-0.0235894
43,0.51167834,0.43769073,"('irresponsible', 'responsible')",0.6119744,0.5010745,0.5618263,0.4693826,0.0924437
23,0.50044376,0.35109445,"('insincere', 'sincere')",6.0281763,5.743333,3.2643101,3.0472136,0.2170965
70,-0.46858153,-0.58369213,"('lethargic', 'energetic')",0.4551663,0.44416636,-0.0067076,-0.0697629,0.0630553
73,0.467056,0.72698325,"('helpless', 'self-reliant')",-2.7395627,-2.6174774,-1.1362534,-0.9452471,-0.1910063
55,-0.46026227,-0.859604,"('incompetent', 'clever')",0.054616466,0.0058078207,-0.2028229,-0.4268981,0.2240752
78,0.4532437,0.40053344,"('nonresilient', 'resilient')",0.3636588,0.29030094,0.4084513,0.3454172,0.0630341
11,0.43530738,0.28683427,"('unhelpful', 'helpful')",1.8230937,1.771993,1.1292005,1.0294137,0.0997868
87,-0.39709672,-0.59681416,"('unsuccessful', 'successful')",0.8196263,0.8403426,0.2112648,0.1217642,0.0895006
20,-0.38362423,-0.4605898,"('rough', 'thoughtful')",0.7992281,0.81312925,0.2078019,0.1762697,0.0315322
63,-0.38259184,-0.29496375,"('unperceptive', 'insightful')",1.113272,1.1244944,0.3653401,0.4147654,-0.0494253
25,-0.37308446,-0.30650294,"('egoistic', 'altruistic')",1.7694155,1.7756639,0.6981655,0.7345805,-0.036415
13,-0.3668531,-0.54906017,"('impolite', 'polite')",-0.7026023,-0.61091363,-0.5347277,-0.5799869,0.0452592
41,-0.3508887,-0.33275974,"('unforgiving', 'forgiving')",-0.15932783,-0.13336892,-0.2551083,-0.2330643,-0.022044
38,-0.3476033,-0.27030566,"('untruthful', 'truthful')",0.038495496,0.12720653,-0.1545539,-0.0715496,-0.0830043
81,-0.3353718,-0.3140363,"('submissive', 'aggressive')",-0.9987199,-0.92452425,-0.6670458,-0.6192803,-0.0477655
52,-0.33033732,-0.31197235,"('irrational', 'rational')",0.23089296,0.06527151,-0.0497222,-0.1233504,0.0736282
30,0.32165197,0.3231538,"('intolerant', 'tolerant')",0.814054,1.0181822,0.567853,0.670668,-0.102815
28,-0.29406932,-0.47152442,"('disloyal', 'loyal')",1.0714194,0.88938713,0.388675,0.2089314,0.1797436
61,0.28999823,0.19154961,"('illogical', 'logical')",0.16448548,0.21101928,0.2272419,0.2012844,0.0259575
17,-0.26951998,-0.21184917,"('nasty', 'nice')",-0.43512264,-0.3199137,-0.3523213,-0.2658814,-0.0864399
76,-0.2424982,-0.30868137,"('anxious', 'daring')",0.008177154,0.0014285892,-0.1171605,-0.1536264,0.0364659
72,-0.20533419,-0.15937887,"('unambitious', 'ambitious')",-0.9739205,-1.1574339,-0.5896274,-0.6584064,0.068779
32,0.16912365,0.19105656,"('unkind', 'kind')",0.89731425,0.8647171,0.533219,0.5278869,0.0053321
8,0.15254338,0.3602669,"('unaffectionate', 'affectionate')",1.3306127,1.1044848,0.741578,0.7323759,0.0092021
47,-0.14519802,-0.13418919,"('stupid', 'smart')",5.3017254,5.062858,2.5782638,2.4643345,0.1139293
80,-0.097349264,-0.43504202,"('dominated', 'dominating')",-1.1993618,-1.2466167,-0.6483555,-0.8408294,0.1924739
60,-0.085934274,-0.2038479,"('inefficient', 'efficient')",-0.107996605,-0.04006799,-0.0969654,-0.1219579,0.0249925
48,0.055499934,-0.10093188,"('unintelligent', 'intelligent')",0.5933095,0.59001994,0.3244047,0.244544,0.0798607
34,-0.04702845,-0.010476701,"('mean', 'honorable')",5.731344,5.74273,2.8421578,2.8661268,-0.023969
6,-0.033643782,0.33494544,"('distant', 'open')",0.6038224,0.58504623,0.2850893,0.4599958,-0.1749065
65,0.025153987,-0.2759509,"('insecure', 'secure')",-0.61298,-0.62327486,-0.293913,-0.4496129,0.1556999
59,0.021189488,0.04906921,"('foolish', 'wise')",0.7859954,0.58674055,0.4035925,0.3179049,0.0856876
62,0.020699486,-0.15412915,"('incompetent', 'brilliant')",0.28667516,0.30637828,0.1536873,0.0761246,0.0775627
