,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
5,1.04876,1.1771064,"('distant', 'outgoing')",1.2106075,1.402383,0.7637532,0.80061895,1.0077069,1.1267027,-0.1189958
10,-1.0445613,-1.2327669,"('unsympathetic', 'sympathetic')",-1.9602501,-2.152544,-0.5118941,-0.70109296,-1.1722352,-1.3621346,0.1898994
22,-1.0401471,-1.0001518,"('untrustworthy', 'trustworthy')",-0.34607875,-0.3734151,-0.31739613,-0.38309667,-0.567874,-0.5855545,0.0176805
86,-1.0174729,-1.0656375,"('uninfluential', 'influential')",-1.913163,-2.0683074,-0.8807431,-1.0584283,-1.2704597,-1.3974578,0.1269981
29,1.0121874,0.9361997,"('unfair', 'fair')",0.7163971,0.72877544,0.032018423,-0.018911777,0.5868677,0.5486878,0.0381799
50,0.9992187,0.99553704,"('clumsy', 'skillful')",1.129697,1.0888269,0.20743382,0.17513673,0.7787832,0.7531669,0.0256163
53,-0.9910029,-1.020909,"('uncreative', 'creative')",-0.51415825,-0.4637798,-1.536773,-1.5100404,-1.013978,-0.998243,-0.015735
47,-0.9801898,-0.998702,"('stupid', 'smart')",-0.6960394,-0.8014707,0.14531302,0.20492356,-0.5103054,-0.5317497,0.0214443
28,-0.9404663,-1.2246823,"('disloyal', 'loyal')",-0.6538448,-1.0885265,-0.273331,-0.6715544,-0.6225473,-0.994921,0.3723737
80,0.91276205,0.7044538,"('dominated', 'dominating')",-0.660298,-0.83581144,-0.024742365,-0.10740776,0.0759072,-0.0795885,0.1554957
65,-0.9088018,-1.113463,"('insecure', 'secure')",-1.2585584,-1.5666637,-0.7179603,-0.973605,-0.9617736,-1.2179105,0.2561369
0,-0.8880019,-1.1441284,"('unsociable', 'sociable')",-1.8501272,-2.20701,-0.43367738,-0.68331695,-1.0572689,-1.3448184,0.2875495
32,-0.87943476,-0.87180555,"('unkind', 'kind')",-0.41230452,-0.4179303,0.13352561,0.2400395,-0.3860712,-0.3498988,-0.0361724
26,-0.8735412,-0.9622308,"('hardhearted', 'benevolent')",1.01015,0.982269,-0.2555875,-0.28542224,-0.0396596,-0.0884613,0.0488017
57,-0.83830535,-0.9341457,"('unimaginative', 'imaginative')",-1.6128457,-1.84036,-1.2354203,-1.3593982,-1.228857,-1.377968,0.149111
25,-0.8192304,-0.6177706,"('egoistic', 'altruistic')",-0.31404376,-0.22559729,-0.5951195,-0.57407916,-0.5761312,-0.4724824,-0.1036488
82,-0.8109347,-0.73554766,"('poor', 'rich')",0.0074492395,0.047001444,-1.1267784,-0.91063815,-0.6434213,-0.5330615,-0.1103598
40,-0.80683994,-0.7734532,"('stingy', 'generous')",-0.69309163,-0.8686358,-0.13058095,-0.3473022,-0.5435042,-0.6631304,0.1196262
37,-0.80364317,-0.94876,"('fake', 'genuine')",-0.56150544,-0.8851869,0.30477092,-0.031397052,-0.3534592,-0.6217813,0.2683221
6,0.79688376,0.83370566,"('distant', 'open')",1.5472686,1.7118016,0.40266433,0.38225502,0.9156056,0.9759208,-0.0603152
67,0.79280216,0.98830444,"('doubtful', 'determined')",0.30615947,0.3982377,1.2267163,1.3932475,0.775226,0.9265965,-0.1513705
85,0.7356209,1.0239102,"('insignificant', 'prestigious')",2.0827272,2.547478,0.7332256,1.2094417,1.1838579,1.59361,-0.4097521
16,0.64240766,0.7193466,"('unpopular', 'popular')",0.61038476,0.64516056,-0.6459755,-0.43295598,0.2022723,0.3105171,-0.1082448
61,0.623635,0.62430614,"('illogical', 'logical')",-0.5590597,-0.56611186,0.016990598,-0.027417406,0.0271886,0.010259,0.0169296
20,-0.61146474,-0.73011875,"('rough', 'thoughtful')",-0.7530807,-0.8651706,-1.1656648,-1.1157936,-0.8434034,-0.9036943,0.0602909
39,-0.6009538,-0.5793434,"('exploitative', 'cooperative')",-1.0391033,-0.97369397,0.4761534,0.3901145,-0.3879679,-0.387641,-0.0003269
17,0.59777546,0.5835912,"('nasty', 'nice')",-0.3506203,-0.41503808,-0.04294558,-0.026529774,0.0680699,0.0473411,0.0207288
46,-0.5938083,-0.61604595,"('uncompetitive', 'competitive')",-1.5294533,-1.7767047,-0.60275185,-0.75651604,-0.9086711,-1.0497556,0.1410845
31,-0.59024966,-0.42735153,"('evil', 'good')",1.2943952,1.3398924,0.084665775,-0.032810662,0.2629371,0.2932434,-0.0303063
63,0.5778138,0.58605933,"('unperceptive', 'insightful')",-0.4762648,-0.51553667,0.19839264,0.28175867,0.0999806,0.1174271,-0.0174465
11,-0.54278004,-0.42690024,"('unhelpful', 'helpful')",-1.977461,-2.012714,0.72032255,0.80016,-0.5999728,-0.5464847,-0.0534881
54,-0.53957844,-0.32857585,"('incapable', 'capable')",-0.044867333,0.3117937,0.75614685,1.0023196,0.0572337,0.3285125,-0.2712788
62,0.5107731,0.60327333,"('incompetent', 'brilliant')",-1.246764,-1.1913935,0.7302699,0.99710524,-0.001907,0.1363284,-0.1382354
55,-0.50585425,-0.54949206,"('incompetent', 'clever')",-1.2583697,-1.4823445,-1.1416296,-1.2114234,-0.9686178,-1.0810866,0.1124688
76,0.5011193,0.44551012,"('anxious', 'daring')",0.24561304,0.21421055,-0.063539095,-0.12987153,0.2277311,0.1766164,0.0511147
74,0.4958886,0.50421774,"('undedicated', 'dedicated')",0.16089764,0.22845039,0.2675718,0.27903882,0.3081193,0.3372356,-0.0291163
49,-0.42130923,-0.23502131,"('unable', 'able')",-0.8743013,-0.6341337,-0.7782826,-0.50139433,-0.6912977,-0.4568498,-0.2344479
70,-0.41922316,-0.2792276,"('lethargic', 'energetic')",-0.90533805,-0.88625824,-0.0069958586,0.120383136,-0.4438524,-0.3483676,-0.0954848
72,-0.40680113,-0.43737152,"('unambitious', 'ambitious')",-1.3966877,-1.3555108,-0.44447246,-0.3061222,-0.7493204,-0.6996682,-0.0496522
15,0.3989783,0.3089271,"('boring', 'funny')",1.057487,0.9517685,0.51164854,0.389355,0.6560379,0.5500169,0.106021
44,-0.39290407,-0.20661671,"('prejudiced', 'unprejudiced')",0.07993014,0.268459,0.16987188,0.38422832,-0.0477007,0.1486902,-0.1963909
33,0.36828506,0.43119,"('wrong', 'right')",0.7017083,0.698478,0.67674965,0.6160882,0.5822477,0.5819187,0.000329
56,0.34560704,0.25629598,"('impractical', 'practical')",-1.5960082,-1.6496502,0.8032487,0.92157346,-0.1490508,-0.1572602,0.0082094
68,-0.32199293,-0.17581502,"('dependent', 'independent')",-1.468522,-1.433636,-1.778598,-1.6619036,-1.1897043,-1.0904516,-0.0992527
88,0.30646652,0.46825117,"('low', 'eminent')",-0.30208546,-0.030836089,-0.7377833,-0.41269663,-0.2444674,0.0082395,-0.2527069
30,0.29574278,0.08593894,"('intolerant', 'tolerant')",-1.1897981,-1.4341925,-0.04873219,-0.13308161,-0.3142625,-0.4937784,0.1795159
83,0.28746358,0.078259505,"('powerless', 'powerful')",-0.8837601,-1.0818862,0.16600434,0.0022376142,-0.1434307,-0.3337964,0.1903657
7,-0.26752508,-0.35127318,"('insensitive', 'sensitive')",-1.4069294,-1.5155677,-0.3957263,-0.42091253,-0.6900602,-0.7625844,0.0725242
58,-0.256259,-0.41459274,"('undiscriminating', 'discriminating')",-0.45394605,-0.49251324,-1.4725614,-1.4804567,-0.7275888,-0.7958543,0.0682655
79,0.252115,0.3841178,"('wavering', 'unwavering')",0.9424902,1.0390134,0.9813545,0.96533376,0.7253199,0.796155,-0.0708351
43,-0.24604464,-0.4639771,"('irresponsible', 'responsible')",-1.9496648,-2.0490716,0.5290695,0.6180021,-0.5555467,-0.6316822,0.0761355
69,0.24250948,0.29272926,"('lazy', 'industrious')",1.0068661,1.0877435,-0.008605223,-0.084092155,0.4135901,0.4321269,-0.0185368
81,0.22252363,0.28534347,"('submissive', 'aggressive')",-1.3091426,-1.3290721,0.22198547,0.27485156,-0.2882111,-0.2562923,-0.0319188
52,-0.21344437,-0.33682325,"('irrational', 'rational')",0.91122687,0.88842314,0.32731304,0.08801068,0.3416985,0.2132035,0.128495
45,-0.17540331,-0.2282826,"('incompetent', 'competent')",-1.4313757,-1.7296312,-0.2715349,-0.33920714,-0.6261047,-0.7657069,0.1396022
66,0.15838976,-0.021356702,"('inactive', 'active')",0.9265913,0.9407952,-0.015511125,-0.064255744,0.35649,0.2850609,0.0714291
71,-0.15492325,-0.15477064,"('diffident', 'self-confident')",-0.38357136,-0.29998434,0.8548178,0.9583027,0.1054411,0.1678492,-0.0624081
12,-0.13299564,-0.087852195,"('unsupportive', 'supportive')",-0.7308431,-0.6674056,1.3797612,1.4883062,0.1719741,0.2443495,-0.0723754
75,-0.13122644,0.14597908,"('meek', 'impulsive')",0.34887958,0.5834026,0.35685465,0.6160664,0.1915026,0.4484827,-0.2569801
35,0.10884251,0.19935721,"('corrupt', 'incorrupt')",1.0740176,1.0648501,-0.19618513,-0.22090694,0.3288917,0.3477668,-0.0188751
84,0.10795063,0.14830117,"('inferior', 'superior')",0.038051635,0.0810828,-0.28247988,-0.036296546,-0.0454925,0.0643625,-0.109855
21,0.10096814,0.24619788,"('immoral', 'moral')",-0.9036801,-0.86621356,-0.34332,-0.29131347,-0.3820107,-0.3037764,-0.0782343
60,0.0969405,0.099559784,"('inefficient', 'efficient')",-1.816264,-1.8872683,-0.005680562,0.053479373,-0.5750014,-0.5780764,0.003075
19,-0.07650265,0.02999112,"('inhospitable', 'hospitable')",0.5863136,0.75377405,-0.0696007,0.03086846,0.1467367,0.2715446,-0.1248079
13,-0.055077434,-0.25984585,"('impolite', 'polite')",-1.4397246,-1.5198692,0.3203917,0.29859185,-0.3914701,-0.4937077,0.1022376
36,0.019299671,0.05667352,"('hostile', 'amicable')",-0.44749925,-0.3701551,-0.08288954,-0.1719859,-0.170363,-0.1618225,-0.0085405
77,0.015363418,0.04377152,"('unmotivated', 'motivated')",-1.1081477,-1.1069895,-0.3543047,-0.6355578,-0.482363,-0.5662586,0.0838956
14,0.010636941,-0.16375627,"('antisocial', 'social')",-1.1262879,-1.4193764,0.042804725,-0.015068026,-0.3576154,-0.5327336,0.1751182
78,0.008527553,0.048530314,"('nonresilient', 'resilient')",-1.0118167,-0.9506406,-0.16046017,-0.25391188,-0.3879165,-0.3853407,-0.0025758
38,-0.0028709546,-0.0058312826,"('untruthful', 'truthful')",-1.1322296,-1.1306366,0.8282917,0.8137082,-0.1022696,-0.1075865,0.0053169
