,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
8,-2.2434175,-2.2488875,"('unaffectionate', 'affectionate')",0.04751624,-0.029343754,0.28670362,0.080496415,-0.6363992,-0.7325784,0.0961792
73,1.8777899,1.9840064,"('helpless', 'self-reliant')",0.9068376,0.9592126,1.4945674,1.6304817,1.4263983,1.524567,-0.0981687
1,-1.7491962,-1.7431126,"('unfriendly', 'friendly')",-0.8267637,-0.77376854,-0.7621916,-0.91065204,-1.1127172,-1.142511,0.0297938
59,1.5721517,1.4506292,"('foolish', 'wise')",1.7240891,1.8009573,0.89694124,0.91272396,1.3977273,1.3881035,0.0096238
24,-1.5294194,-1.6018146,"('dishonest', 'honest')",-0.93114114,-1.1300683,0.73725665,0.57638633,-0.5744346,-0.7184989,0.1440643
3,1.4820111,1.2842005,"('repellent', 'pleasant')",-1.4805878,-1.4712467,-1.0024304,-1.0451195,-0.3336691,-0.4107219,0.0770528
4,1.3853477,1.6110069,"('disliked', 'liked')",0.7394782,0.8237779,0.43943197,0.60917705,0.8547526,1.014654,-0.1599014
51,1.3524278,1.4029589,"('uneducated', 'educated')",-0.3922905,-0.21155868,-0.5662029,-0.45860878,0.1313115,0.2442638,-0.1129523
64,1.3331814,1.3692396,"('shy', 'confident')",-0.22001761,-0.2168561,0.4934474,0.29234254,0.535537,0.4815753,0.0539617
27,-1.2618754,-1.2940986,"('hardhearted', 'softhearted')",-1.0364212,-1.2167822,-0.086492546,-0.16805209,-0.7949297,-0.8929777,0.098048
42,1.2540919,1.3420688,"('unreliable', 'reliable')",1.3832773,1.3765935,0.9196098,1.0149645,1.1856596,1.2445423,-0.0588827
9,-1.2228956,-1.3701454,"('unaffectionate', 'caring')",-0.4942296,-0.6589946,0.6400229,0.43873575,-0.3590341,-0.5301348,0.1711007
87,1.2032561,1.1883445,"('unsuccessful', 'successful')",1.1930671,1.1512864,0.56953126,0.57299143,0.9886181,0.9708741,0.017744
23,-1.1438469,-1.2998646,"('insincere', 'sincere')",-2.0178993,-2.2273068,0.07654561,-7.115118e-05,-1.0284001,-1.1757476,0.1473475
48,-1.1141101,-1.2718358,"('unintelligent', 'intelligent')",-1.5221621,-1.8195328,-1.6595653,-1.8397927,-1.4319458,-1.6437205,0.2117747
2,1.1133369,1.2239358,"('unlikable', 'likable')",1.1799309,1.3950524,1.1416835,1.2376004,1.1449838,1.2855296,-0.1405458
34,-1.0723906,-1.0492674,"('mean', 'honorable')",-1.2740834,-1.1891252,0.3093062,0.40738094,-0.6790559,-0.6103372,-0.0687187
18,-1.0630631,-0.9112217,"('disagreeable', 'welcoming')",0.35525492,0.5259989,-0.50744474,-0.23249365,-0.4050843,-0.2059055,-0.1991788
41,-1.056942,-1.0230247,"('unforgiving', 'forgiving')",-1.3968014,-1.4193329,-0.26073048,-0.062477723,-0.9048247,-0.8349451,-0.0698796
