,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.6091397,-1.4389615,"('unsympathetic', 'sympathetic')",-0.56044865,-0.34111804,0.032119036,0.15191203,-0.7124898,-0.5427225,-0.1697673
27,-1.372619,-1.1050419,"('hardhearted', 'softhearted')",-1.0661975,-0.62391,0.94898146,1.1642146,-0.4966117,-0.1882458,-0.3083659
85,1.1808891,1.0386235,"('insignificant', 'prestigious')",0.28855416,0.17724131,-0.04866706,-0.1858715,0.4735921,0.3433311,0.130261
29,1.1790421,1.4376205,"('unfair', 'fair')",-0.15831017,-0.0083238855,-0.3885163,-0.37780216,0.2107385,0.3504982,-0.1397597
73,1.1545103,1.0004221,"('helpless', 'self-reliant')",0.082962915,0.033879712,-3.3354008,-3.2298315,-0.6993092,-0.7318432,0.032534
57,-1.1232368,-0.8445156,"('unimaginative', 'imaginative')",-1.2820437,-0.8904948,-2.8896747,-2.7578435,-1.7649851,-1.497618,-0.2673671
71,1.0881585,1.1191344,"('diffident', 'self-confident')",1.5084121,1.4265697,0.18934081,0.35721555,0.9286371,0.9676399,-0.0390028
56,1.0860837,0.8254437,"('impractical', 'practical')",1.5015458,1.276466,-0.11929475,-0.22619891,0.8227782,0.6252369,0.1975413
28,-1.0780065,-0.99050206,"('disloyal', 'loyal')",-0.5466601,-0.44676465,1.1576394,1.1887348,-0.1556758,-0.082844,-0.0728318
75,1.0776619,1.0043955,"('meek', 'impulsive')",0.5453017,0.46938947,-0.21840891,-0.21795276,0.4681849,0.4186107,0.0495742
18,-1.0694674,-1.0196501,"('disagreeable', 'welcoming')",-1.6408522,-1.4477177,-0.67375535,-0.61161065,-1.128025,-1.0263261,-0.1016989
67,1.0497198,0.9732664,"('doubtful', 'determined')",0.6264123,0.5773152,-0.6090841,-0.64734364,0.3556827,0.3010794,0.0546033
42,-1.04856,-1.1978816,"('unreliable', 'reliable')",-0.8697104,-0.97066903,-3.3406203,-3.1919887,-1.7529635,-1.7868465,0.033883
17,-1.0366786,-0.9565238,"('nasty', 'nice')",-0.7795511,-0.67402965,-0.8932484,-0.8508613,-0.9031593,-0.8271383,-0.076021
45,-1.0298673,-0.8105352,"('incompetent', 'competent')",-0.44299775,-0.14901309,0.18124306,0.08016366,-0.4305407,-0.2931282,-0.1374125
22,-0.93483144,-0.5855056,"('untrustworthy', 'trustworthy')",-0.381969,-0.09622063,-0.7766645,-0.6363845,-0.6978216,-0.4393702,-0.2584514
84,0.8758746,0.8871515,"('inferior', 'superior')",0.47431558,0.44302207,0.7684005,0.89186186,0.7061969,0.7406785,-0.0344816
81,-0.86687297,-0.99381626,"('submissive', 'aggressive')",0.632514,0.5041161,-0.4869694,-0.5756957,-0.2404428,-0.3551319,0.1146891
31,-0.841763,-0.58671653,"('evil', 'good')",-1.7059327,-1.262377,-1.5379016,-1.6863037,-1.3618657,-1.1784658,-0.1833999
