,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-1.9250807,-2.1627004,"('unfriendly', 'friendly')",0.85151243,0.58945215,-0.5367841,-0.7866241,0.24984
6,-1.728232,-2.0224385,"('distant', 'open')",-1.3779488,-1.59151,-1.5530903,-1.8069743,0.253884
5,-1.6839148,-1.893386,"('distant', 'outgoing')",-1.376905,-1.4059609,-1.5304098,-1.6496735,0.1192637
79,-1.5798615,-1.582969,"('wavering', 'unwavering')",-0.80988425,-0.7288312,-1.1948729,-1.1559,-0.0389729
36,-1.5393829,-1.5321511,"('hostile', 'amicable')",-0.9501536,-0.8872471,-1.2447683,-1.2096992,-0.0350691
53,-1.4628488,-1.2846568,"('uncreative', 'creative')",0.6624042,0.5540129,-0.4002223,-0.3653219,-0.0349004
18,-1.4180269,-1.1771551,"('disagreeable', 'welcoming')",-0.73059475,-0.72093046,-1.0743108,-0.9490428,-0.125268
8,-1.3798332,-1.7181603,"('unaffectionate', 'affectionate')",0.13296518,-0.1427934,-0.623434,-0.9304768,0.3070428
19,-1.3723608,-1.3090525,"('inhospitable', 'hospitable')",-0.67636853,-0.8231135,-1.0243647,-1.066083,0.0417183
9,-1.3481449,-1.4148874,"('unaffectionate', 'caring')",0.96778005,0.78640926,-0.1901824,-0.3142391,0.1240567
31,-1.3447393,-1.6156405,"('evil', 'good')",-1.6565647,-1.9585438,-1.5006521,-1.7870922,0.2864401
60,1.2320919,1.5519519,"('inefficient', 'efficient')",0.930852,1.0763863,1.0814719,1.3141692,-0.2326973
57,-1.2081901,-1.2747053,"('unimaginative', 'imaginative')",-2.7290027,-3.0770807,-1.9685965,-2.1758931,0.2072966
54,-1.1666187,-1.1110792,"('incapable', 'capable')",0.83820236,0.66870433,-0.1642082,-0.2211874,0.0569792
29,-1.1438746,-1.3053364,"('unfair', 'fair')",-0.42795134,-0.7716563,-0.785913,-1.0384963,0.2525833
85,-1.0980943,-0.9948236,"('insignificant', 'prestigious')",-1.2127782,-1.1542513,-1.1554363,-1.0745375,-0.0808988
38,-1.0823294,-1.0427023,"('untruthful', 'truthful')",0.1705747,0.25742057,-0.4558774,-0.3926409,-0.0632365
28,-1.0636814,-0.78095365,"('disloyal', 'loyal')",1.5394845,1.5908831,0.2379016,0.4049647,-0.1670631
25,-1.0601022,-0.8124942,"('egoistic', 'altruistic')",0.15078928,0.25758582,-0.4546565,-0.2774542,-0.1772023
66,-0.9974711,-1.1327089,"('inactive', 'active')",0.16042379,0.1407094,-0.4185237,-0.4959998,0.0774761
0,-0.99115473,-0.794943,"('unsociable', 'sociable')",0.11401735,0.08791946,-0.4385687,-0.3535118,-0.0850569
86,-0.9683165,-1.258081,"('uninfluential', 'influential')",0.39142394,0.029383935,-0.2884463,-0.6143485,0.3259022
52,-0.9658165,-1.0794613,"('irrational', 'rational')",-1.0843452,-1.0310299,-1.0250809,-1.0552456,0.0301647
22,-0.92702484,-0.87973744,"('untrustworthy', 'trustworthy')",-0.864529,-1.112042,-0.8957769,-0.9958897,0.1001128
71,-0.9043351,-1.1861808,"('diffident', 'self-confident')",0.34948218,0.2749015,-0.2774265,-0.4556397,0.1782132
67,0.868208,0.7383754,"('doubtful', 'determined')",-0.31860867,-0.38513774,0.2747996,0.1766188,0.0981808
81,0.84385574,0.9397135,"('submissive', 'aggressive')",0.13469455,0.19247222,0.4892752,0.5660928,-0.0768176
20,0.82094145,0.7527424,"('rough', 'thoughtful')",1.0407548,0.91422933,0.9308481,0.8334858,0.0973623
84,0.77422607,0.81029624,"('inferior', 'superior')",1.0196143,1.2147311,0.8969202,1.0125136,-0.1155934
10,-0.757606,-0.63115,"('unsympathetic', 'sympathetic')",0.7027851,0.34091926,-0.0274105,-0.1451154,0.1177049
80,0.7392029,0.5789917,"('dominated', 'dominating')",-0.18533757,-0.23448482,0.2769327,0.1722534,0.1046793
4,-0.737365,-0.76025707,"('disliked', 'liked')",-7.091049,-7.1286087,-3.914207,-3.944433,0.030226
83,-0.66201806,-0.6393777,"('powerless', 'powerful')",-0.5734252,-0.6210827,-0.6177216,-0.6302302,0.0125086
65,0.6551426,0.94384646,"('insecure', 'secure')",0.29529887,0.3498207,0.4752207,0.6468336,-0.1716129
16,-0.6298413,-0.35147765,"('unpopular', 'popular')",-0.063136265,0.12139743,-0.3464888,-0.1150401,-0.2314487
35,-0.6228747,-0.65859884,"('corrupt', 'incorrupt')",-1.3314978,-1.2624905,-0.9771862,-0.9605447,-0.0166415
75,-0.61183125,-0.7151159,"('meek', 'impulsive')",-0.8248241,-0.93274873,-0.7183276,-0.8239323,0.1056047
41,-0.5893006,-0.37722048,"('unforgiving', 'forgiving')",0.23670417,0.080926076,-0.1762982,-0.1481472,-0.028151
88,-0.5811476,-0.690912,"('low', 'eminent')",-0.03899465,-0.092450894,-0.3100711,-0.3916815,0.0816104
32,-0.58090776,-0.3587972,"('unkind', 'kind')",1.3311388,1.1792812,0.3751155,0.410242,-0.0351265
59,-0.5624487,-0.66155535,"('foolish', 'wise')",-0.42649144,-0.407615,-0.4944701,-0.5345852,0.0401151
39,0.5448578,1.0094994,"('exploitative', 'cooperative')",-0.07596056,0.1529299,0.2344486,0.5812147,-0.3467661
12,-0.52711314,-0.70113504,"('unsupportive', 'supportive')",-1.4260061,-1.7097783,-0.9765596,-1.2054567,0.2288971
30,0.5168773,0.7930252,"('intolerant', 'tolerant')",0.80214965,1.0452889,0.6595135,0.919157,-0.2596435
44,-0.48482874,-0.31595743,"('prejudiced', 'unprejudiced')",-1.4973388,-1.3874781,-0.9910837,-0.8517178,-0.1393659
37,0.4653082,0.30658162,"('fake', 'genuine')",0.7549748,0.31283298,0.6101415,0.3097073,0.3004342
56,0.4626617,0.5923437,"('impractical', 'practical')",0.10463931,0.059654966,0.2836505,0.3259993,-0.0423488
61,0.46236888,0.60685515,"('illogical', 'logical')",0.75105697,0.82015836,0.6067129,0.7135068,-0.1067939
73,0.42710775,0.52108926,"('helpless', 'self-reliant')",-3.8415453,-3.8251424,-1.7072188,-1.6520265,-0.0551923
17,-0.40643126,-0.29291815,"('nasty', 'nice')",-1.0498976,-1.0266113,-0.7281644,-0.6597648,-0.0683996
62,0.38994017,0.6780691,"('incompetent', 'brilliant')",1.2309824,1.2275053,0.8104613,0.9527872,-0.1423259
48,0.3770893,0.3174871,"('unintelligent', 'intelligent')",1.4948117,1.321343,0.9359505,0.819415,0.1165355
27,-0.35200837,-0.6613881,"('hardhearted', 'softhearted')",1.0585809,0.6067739,0.3532863,-0.0273071,0.3805934
76,0.33037156,0.7077993,"('anxious', 'daring')",0.3579375,0.41953057,0.3441545,0.5636649,-0.2195104
24,-0.31730115,-0.16505668,"('dishonest', 'honest')",1.3608117,1.1356949,0.5217553,0.4853191,0.0364362
69,0.31396604,0.12681243,"('lazy', 'industrious')",-1.6268178,-1.5254273,-0.6564259,-0.6993074,0.0428815
46,0.3109805,0.28238827,"('uncompetitive', 'competitive')",0.24976864,0.11832534,0.2803746,0.2003568,0.0800178
23,-0.28919888,0.02168246,"('insincere', 'sincere')",6.6252747,6.614329,3.1680379,3.3180056,-0.1499677
40,-0.26969147,-0.34602726,"('stingy', 'generous')",-1.7400508,-2.0088122,-1.0048711,-1.1774197,0.1725486
77,-0.23951907,0.076433405,"('unmotivated', 'motivated')",-0.7989069,-0.59339166,-0.519213,-0.2584791,-0.2607339
82,0.22442363,0.27958798,"('poor', 'rich')",7.2272267,7.050445,3.7258251,3.6650167,0.0608084
34,0.20570417,0.29503098,"('mean', 'honorable')",6.145434,6.188573,3.1755691,3.241802,-0.0662329
45,-0.20561916,-0.19323194,"('incompetent', 'competent')",0.6314629,0.38154143,0.2129219,0.0941547,0.1187672
3,-0.19733071,0.07168882,"('repellent', 'pleasant')",1.0616894,1.0944597,0.4321793,0.5830742,-0.1508949
42,-0.1932345,-0.08131032,"('unreliable', 'reliable')",-2.9587433,-3.3079128,-1.5759889,-1.6946115,0.1186226
49,-0.1825822,-0.12508027,"('unable', 'able')",-0.07245849,-0.0729738,-0.1275204,-0.099027,-0.0284934
68,0.17920224,0.07845173,"('dependent', 'independent')",-0.17955992,-0.20896494,-0.0001788,-0.0652566,0.0650778
11,-0.17353302,-0.1150537,"('unhelpful', 'helpful')",2.653627,2.5551667,1.240047,1.2200565,0.0199905
2,0.17203729,0.49872375,"('unlikable', 'likable')",0.45471215,0.40309337,0.3133747,0.4509085,-0.1375338
78,-0.16947456,-0.29303437,"('nonresilient', 'resilient')",0.30510047,0.2953444,0.067813,0.001155,0.066658
70,-0.15423822,-0.041872934,"('lethargic', 'energetic')",1.071358,0.8709929,0.4585599,0.41456,0.0439999
33,-0.15279609,-0.37436607,"('wrong', 'right')",-1.1835326,-1.3387321,-0.6681644,-0.8565491,0.1883847
13,-0.13807225,0.18049544,"('impolite', 'polite')",-0.24373683,-0.047088407,-0.1909045,0.0667035,-0.257608
87,0.13609134,0.10523023,"('unsuccessful', 'successful')",0.89363843,0.9011278,0.5148649,0.503179,0.0116859
58,-0.13045205,-0.49924442,"('undiscriminating', 'discriminating')",0.6029615,0.3185904,0.2362547,-0.090327,0.3265817
43,-0.12526329,-0.0075604767,"('irresponsible', 'responsible')",1.1842479,0.9533837,0.5294923,0.4729116,0.0565807
51,-0.11923201,-0.15686727,"('uneducated', 'educated')",1.3278943,1.1009601,0.6043311,0.4720464,0.1322847
74,-0.098156035,-0.2488303,"('undedicated', 'dedicated')",0.0049578287,-0.2577743,-0.0465991,-0.2533023,0.2067032
15,-0.09028231,-0.21063733,"('boring', 'funny')",-0.5040866,-0.46962368,-0.2971845,-0.3401305,0.042946
55,0.08866958,0.2108463,"('incompetent', 'clever')",1.1312617,0.94946367,0.6099656,0.580155,0.0298106
50,0.078868076,0.0028052889,"('clumsy', 'skillful')",0.17821366,0.11953293,0.1285409,0.0611691,0.0673718
63,-0.07158365,-0.10350033,"('unperceptive', 'insightful')",1.4410946,1.33067,0.6847555,0.6135848,0.0711707
72,0.07105571,-0.03144768,"('unambitious', 'ambitious')",0.03487205,-0.20163743,0.0529639,-0.1165426,0.1695065
47,0.06297946,0.034532897,"('stupid', 'smart')",5.5229225,5.5284004,2.7929511,2.7814667,0.0114844
7,-0.0592078,0.17676225,"('insensitive', 'sensitive')",1.0406401,0.88193625,0.4907162,0.5293493,-0.0386331
26,0.058761105,-0.063860364,"('hardhearted', 'benevolent')",1.5223408,1.4390488,0.7905509,0.6875942,0.1029567
64,0.03889135,0.13316713,"('shy', 'confident')",-6.359191,-6.2881303,-3.1601498,-3.0774815,-0.0826683
21,-0.02256456,0.28056616,"('immoral', 'moral')",-0.026875071,0.0065903766,-0.0247198,0.1435783,-0.1682981
14,0.02184562,0.45744035,"('antisocial', 'social')",0.19957712,0.37182793,0.1107114,0.4146341,-0.3039227
